Itemcode,Itemcode Description,HCPCS Code,Average Price
83120,CHANGE PERC TUBE OR DRG CATH,75984,313.00
83121TF,SP PERITONEAL CATH PERMANENT,49421,"4,413.00"
83122TF,SP PERITONEAL CATH REMOV(PERM),49422,"3,646.00"
83132TF,SP UNLISTED PROC URIN SYST,53899,"1,393.00"
83133TF,PERCUTAN DIL BI ST WSTENT,74363,250.00
83135,IMPLANT CARDIAC EVENT RECORDER,33282,"7,875.00"
83191TF,DG BONE SURVEY INFANT,77076,691.00
83192TF,SP MYELOGRAM CERV-LUMB,72270,"1,393.00"
83193TF,SP MYELOGRAM CERV-THOR,72270,"1,393.00"
83194TF,SP MYELOGRAM CERV-THOR-LUMB,72270,"1,393.00"
83195TF,SP MYELOGRAM THOR-LUMB,72270,"1,393.00"
83201TF,HIP ARTHROGRAPHY INJ W/ANES,27095,400.00
83202TF,HIP ARTHROGRAPHY,73525,882.00
83211BTF,FACET INJ CER/THOR 1ST LVL BIL,64490,"2,630.00"
83211TF,FACET INJ CERV/THR SGL W GUIDE,64490,"1,315.00"
83212BTF,FACET INJ CER/THOR 2ND LVL BIL,64491,"1,676.00"
83212TF,FACET INJ CERV/THR 2ND W GUIDE,64491,838.00
83213BTF,FACET INJ CER/THOR 3RD LVL BIL,64492,"1,677.00"
83213TF,FACET INJ CERV/THR >2ND W GUID,64492,839.00
83216BTF,FACET INJ LUM/SAC 1ST LVL BILA,64493,"2,630.00"
83216TF,FACET INJ LUM/SACR SGL W GUIDE,64493,"1,344.00"
83217BTF,FACET INJ LUM/SAC 2ND LVL BILA,64494,"1,676.00"
83217TF,FACET INJ LUM/SACR 2ND W GUIDE,64494,856.00
83218BTF,FACET INJ LUM/SAC 3RD LVL BILA,64495,"1,676.00"
83218TF,FACET INJ LUM/SACR >2ND W GUID,64495,856.00
83226TF,SP NONSEL EPI INJ CER/THO EA,62321,"1,395.00"
83227TF,SP NONSEL EPI INJ LUM/SAC EA,62323,"1,395.00"
83228TF,SP FACET INJ CERV/THOR,62325,"1,163.00"
83231TF,SP LUMBAR INJECTION,62327,"1,344.00"
83233TF,SP FORAM EPI/NRB CER/THO 1ST,64479,"1,137.00"
83234TF,SP FORAM EPI/NRB CER/THO EA AD,64480,660.00
83236TF,SP FORAM EPI/NRB LUM/SAC 1ST,64483,"1,162.00"
83237TF,SP FORAM EPI/NRB LUM/SAC EA AD,64484,660.00
83238TF,DG EPIDUROGRAM S + I,72275,194.00
83239TF,DG DISKOGRAPHY LUMBAR S + I,72295,"2,474.00"
83240TF,TRANSCATHETER BIOPSY,37200,548.00
83241TF,DG SHUNTOGRAM S + I,75809,495.00
83242TF,DG VENOUS SAMPLING PER ORGAN,75893,"3,558.00"
83243TF,DG RMV CVD LUMEN OBSTR S + I,75902,177.00
83249TF,DG EPIDURAL BLOOD PATCH,62273,"1,146.00"
83258TF,CELIAC PLEXUS NERVE BLOCK,64680,"1,998.00"
83268TF,SP INTRO CATH RENAL PELVIS,50432,"2,952.00"
83276TF,SP CV CATH FIBRIN SHEATH STRIP,75901,"1,122.00"
83283TF,SP REPL CATH ONLY CVCATH WPORT,36578,"3,108.00"
83284TF,SP REPL COMP TUN CVCATH W/PORT,36582,"3,394.00"
83287TF,DRAINAGE CATH UNDER XR,75989,484.00
83288TF,SP REPL COMP TUN CVCATH W/PUMP,36583,"3,743.00"
83289TF,SP REPL COMP TUN CVCATH WOPORT,36581,"2,634.00"
83315TF,SP VENOUS EXTREM INJ PROCEDURE,36005,543.00
83320TF,INTRO CATH SUP/INF VENA CAVA,36010,394.00
83325TF,SP VENOUS SELECTIVE CATH 1ST,36011,"1,919.00"
83330TF,SP VENOUS SELECTIVE CATH 2ND,36012,"1,222.00"
83340TF,SP EXTREMITY ART CATH,36140,"1,222.00"
83345TF,SP AV DIALYSIS ACCESS INITIAL,36901,825.00
83346TF,SP PUNC ASP SUPERFICIAL FLUID,10160,441.00
83355TF,SP AORTA CATH,36200,"1,255.00"
83380TF,SP ANGI SEL CATH BEL DIAPH 1ST,36245,"1,976.00"
83385TF,SP ANGI SEL CATH BEL DIAPH 2ND,36246,"1,982.00"
83390TF,SP ANGI SEL CATH BEL DIAPH 3RD,36247,"2,945.00"
83395TF,SP ANG SEL BELOW ADDL 2/3 ORD,36248,482.00
83400TF,SP PICC >5YO,36569,"1,690.00"
83405TF,REPOSITIONING CVC,36597,746.00
83411TF,SP EPIDURAL BLOOD PATCH,62273,"1,146.00"
83415TF,SP TUNNELED CV CATH W/PORT>5YO,36561,"3,380.00"
83416TF,SP TUNN CVCATH WO PORT/PUMP<5Y,36557,"4,402.00"
83417TF,SP TUNNEL CV CATH W/ PORT <5YO,36560,"3,743.00"
83418TF,SP TUNNELED CV CATH W/PUMP,36563,"4,092.00"
83421TF,SP CV CATH NON-TUNNELED <5YO,36555,"1,690.00"
83422TF,SP CV CATH NON-TUNNELED >5YO,36556,"1,690.00"
83423TF,SP PICC <5YO,36568,"1,252.00"
83425TF,PORT/TUNNEL CATHETER (REM),36590,"1,027.00"
83426TF,REPLACE NON-TUNNELED CV CATH,36580,"1,381.00"
83450TF,STENT PLACEMENT 1ST VESSEL,37236,"5,902.00"
83451TF,REMOVE PACEMAKER,33233,"3,188.00"
83452TF,INSERTION OF TUNNELED CVP,36558,"4,300.00"
83453TF,INS/REPL PG ONLY;SGL CHAMBER,33212,"5,954.00"
83454TF,INS/REPL PG ONLY;DUAL CHAMBER,33213,"6,562.00"
83455TF,STENT PLACEMENT EA ADDL VESSEL,37237,"4,129.00"
83456TF,REM TUNLD CV CATH W/O PRT/PMP,36589,946.00
83457TF,INJ W FLUOR EVAL CV DEVICE,36598,400.00
83458TF,REPLACE DUOD/JEJ TUBE PERC,49451,"1,558.00"
83470TF,ABD AORTOGRAM 7,75625,"2,475.00"
83475TF,ABD AORTOGRAM W/RUN OFF 7,75630,"2,489.00"
83520LTF,SP ANGIO/EXT/UNI-L,75710,"2,489.00"
83520RTF,SP ANGIO/EXT/UNI-R,75710,"2,489.00"
83520TF,ARTERIOGRAPHY(EXTREMITY) UNI 7,75710,"2,489.00"
83540TF,SP ANG/VIS SEL EA VS WO/W FLSH,75726,"2,469.00"
83545TF,PELVIC ANGIOGRAM,75736,"2,117.00"
83568TF,DG VENO HEPATIC W/O HEMODYNAM,75891,"3,558.00"
83569TF,DG VENO/PORTAL W/O HEMODYNAMIC,75887,"1,720.00"
83571TF,DG VENO/PORTAL W/ HEMODYNAMICS,75880,"2,006.00"
83572TF,SP UTERINE FIBROID EMBOLIZ,37243,"6,252.00"
83575TF,EMBOLIZ NON-NEURO 7,75894,"1,851.00"
83580TF,INFUS FOR THROMBOLYSIS 7,37211,"1,639.00"
83626TF,SP CHEST FLUORO,76000,376.00
83628TF,DG FLUOROGUIDE SPINAL INJ,77003,250.00
83629TF,DG FLUOROGUIDE NEEDLE PLACEMT,77002,178.00
83630TF,DG FLUORO GUIDE CV LINE,77001,300.00
83631TF,SP VENIPUNCTURE 3YRS/OLD BY MD,36410,28.00
83633TF,MM BREAST NDLE LOC 1ST LESION,19281,"1,146.00"
83634TF,MM BREAST NEEDLE LOC EACH ADDL,19282,562.00
83641TF,PUNCT ASP BRST INITIAL,19000,701.00
83645TF,PERCUT STENT--URETER,50693,"2,879.00"
83650TF,PERC STENT PLACEMENT--URETER 7,50432,"2,952.00"
83665TF,NEPHROSTOGRAM 7,74425,690.00
83670TF,"INJ NEPHROSTOGRAM, NEW ACCESS",50430,450.00
83671TF,"INJ NEPHROSTOGRAM, EXIST ACCES",50431,500.00
83681TF,SA MECH REM OBSTR CVAD,36595,"3,822.00"
83687TF,INS/REPL PERM PACEMKR AV,33208,"8,624.00"
83689TF,INS/REPL PERM PACEMKR VENTRI,33207,"12,021.00"
83690TF,DG C-ARM 61-120 MIN,76001,347.00
83695TF,CV CATH DECLOT W/THROMBOLYTICS,36593,492.00
83700TF,SP PERC PLACEMENT GASTROSTOMY,49440,"2,132.00"
83712TF,"ABSC,CYST,CONTRAST INJ",49424,169.00
83713TF,SP FISTULA/SINUS TRACT,76080,301.00
83740TF,PERCUTANEOUS BILIARY DRAINAGE,47533,"4,266.00"
83750TF,INJ PX FOR PERC TRANSHEP CHOLA,47532,"4,266.00"
83753TF,CHOLANGIOGRAM INJ THRU EX CATH,47531,964.00
83760TF,CHANGE BILIARY DRAINAGE CATH,47536,"1,162.00"
83772TF,SP PERC DRAIN LIVER ABSC/CYST,49405,"2,260.00"
83775TF,PERC BILIARY DRAIN EXTERNAL 7,47533,"4,266.00"
83782TF,SP PERC DRAIN SUBQCUT FLUID,10140,"1,846.00"
83801TF,US BIOPSY CORE LYMPH NODE,38505,"1,900.00"
83802TF,CT LYMPH NODE BIOPSY,38505,"1,900.00"
83803TF,CT BIOPSY SOFT TISSUE BACK,21925,"3,040.00"
83804TF,CT BIOPSY CORE BONE SUPERFICIA,20220,"1,845.00"
83806TF,CT BIOPSY CORE RENAL,50200,"2,267.00"
83807TF,CT UNLISTED PROCEDURE;ENDOCRIN,60699,"7,720.00"
83815TF,EXCHANGE DRAINAGE CATHETER,49423,"1,695.00"
83822TF,SUPERIOR VENOCAVOGRAM,75827,"1,403.00"
83825TF,HYSTERO INJECTION,58340,123.00
83828TF,SP GI TUBE CONTRAST INJECTION,49465,364.00
83830TF,PERCUTANEOUS CHOLECTYSTOSTOMY,47490,"3,286.00"
83837TF,SP MOD SEDATE EA ADD 15MIN,99153,176.00
83838TF,SP MOD SEDATE 5+YRS 1ST 15 MIN,99152,191.00
83839TF,DG RENAL CYST STUDY,74470,729.00
83840,SINUS TRACT INJ; DX,20501,370.00
83841TF,SP BIOPSY CORE ABD/RETROPERITO,49180,"1,353.00"
83843TF,SP BIOPSY CORE BONE DEEP,20225,"2,771.00"
83844TF,SP BIOPSY CORE BONE SUPRFICIAL,20220,"1,845.00"
83845TF,SP BIOPSY CORE LIVER,47000,"2,266.00"
83846TF,SP BIOPSY CORE LUNG/MEDIASTINE,32405,881.00
83847TF,SP BIOPSY CORE LYMPH NODE SUP,38505,"1,900.00"
83848TF,SP BIOPSY CORE MUSCL/SOFT TISS,20206,"2,700.00"
83849TF,SP BIOPSY CORE PANCREAS,48102,"1,943.00"
83852TF,SP BIOPSY CORE RENAL,50200,"2,267.00"
83853TF,SP BIOPSY CORE SALIVARY GLAND,42400,"1,376.00"
83855TF,SP BIOPSY FNA W/IMAGING,10022,403.00
83856TF,SP BIOPSY FNA W/O IMAGING,10021,301.00
83857TF,SP BIOSPY BILE DUCT BRUSH,47552,"4,470.00"
83858TF,SP BIOSPY BONE MARROW,38221,"2,770.00"
83859TF,BIOPSY SOFT TISSUE OF BACK,21925,"3,040.00"
83860TF,REM IMPLANTABLE CARDIAC MONITO,33284,"1,150.00"
83889TF,INSERT LEAD PACE-DEFIB DUAL,33217,"5,300.00"
83900TF,CT BIOPSY LIVER,47000,"2,266.00"
90001,PULMONARY STRESS TEST SIMPLE,94620,180.00
90006,IONIZED CALCIUM,82330,79.00
90009,ARTERIAL BLOOD GAS W/CO-OX,82805,147.00
90010,ARTERIAL BLOOD GAS (OB),82803,110.00
90011,NEBULIZER W/MEDICATION INITIAL,94640,450.00
90012,MINI NEB TX OR SPUTUM IND,94640,300.00
90014,C-PAP PER DAY,94660,300.00
90019,C PAP INITIAL,94660,112.00
90021,CPAP OR BIPAP,94660,300.00
90022,EVALUATE PT USE OF INHALER,94664,300.00
90024,BIPAP INITIAL,94660,112.00
90025,CPR,92950,417.00
90027,CARDIOVERSION ASSIST,92960,644.00
90030,CHEST PT INITIAL,94667,180.00
90031,CHEST PT SUBSEQUENT,94668,85.00
90032,"CONT INH TX AIRWAY OBSTR,1STHR",94644,240.00
90033,CO2 MONITOR,94770,422.00
90034,"PULSE OX, SGL",94760,36.00
90036,"CONT INH TX W/MED, EA ADDL HR",94645,120.00
90046,"ATTENDANCE AT DELIVERY,STAB NB",99464,250.00
90050,INCENITIVE SPIROMETRY HRS,G0237,59.00
90053,INHALERS,94640,63.00
90067,RESP ATTENDANCE AT DELIVERY,99464,100.00
90068,NEWBORN CPR,99465,880.00
90077,PULSE OXIMETRY (EACH),94760,53.00
90082,PFS - AFTER,94750,75.00
90085,POSTURAL DRAINAGE,94667,25.00
90091,PFS SCREEN FVC,94010,200.00
90092,PFS PRE/POST BRONCDILATOR,94060,432.00
90093,PFS COMPLETE,94060,432.00
90094,INDUSTRIAL PFS FVL,94375,300.00
90102,SPUTUM CULTURE COLLECTION,89220,41.00
90104,SPECIMEN COLLECTION FOR FLU,89190,42.00
90114,VENTILATOR INITIAL,94002,666.00
90116,VENTILATOR SUBSEQUENT DAYS,94003,445.00
90130,SUCTION EACH TX,31720,127.00
90135,MVV,94200,121.00
90136,SVC,94150,67.00
90137,PULSE OXIMETRY (CONTINUOUS),94762,153.00
90138,TRACHEOTOMY TUBE CHANGE,31502,245.00
90140,DLCO-DIFFUSION CAPACITY,94729,117.00
90141,FUNCTIONAL RESIDUAL CAPACITY,94727,209.00
90143,FLUTTER EA ADDL TREATMENT,94668,88.00
90144,THORACIC GAS VOLUME,94726,300.00
90145,SMOKING/TOBACCO CESSATION INT,99406,75.00
90146,SMOKING/TOB CESSATION INTENSIV,99407,80.00
90147,ALCOHOL/SUB ABUSE EDUC 15-30MI,99408,75.00
90148,ALCOHOL/SUB EDUCATION 30+ MINU,99409,80.00
90149,COPD EDUCATION,98960,100.00
90150,O2 EX DESATURATION WALK TEST,94761,116.00
90165,PULMONARY PHASE II,G0424,110.00
90166,EDUCATION EXERCISE THERAPY,G0237,100.00
90600,GLUCOSE BLOOD FINGER STICK,82962,20.00
90610,EX CARD THERAPY W/O CONT ECG,93797,221.00
90611,EX CARD THERAPY W/CONT ECG,93798,221.00
90616,CARDIAC REHAB III/GRADUATE,93799,121.00
90618,INITIAL EXERCISE SESSION,93798,192.00
90622,"PULMONARY STRESS TEST, SIMPLE",94620,200.00
90623,"PAD REHAB, PER SESSION",93668,100.00
90625,PULMONARY REHAB III/GRADUATE,94799,121.00
90626,"PULMONARY STRESS TEST, SIMPLE",94620,180.00
92030,HH SLEEP STUDY,G0399,344.00
93980TF,PENILE DUPLEX DOPPLER COMPLETE,93980,406.00
93981TF,PENILE DUPLEX DOPPLER LIMITED,93981,406.00
99149,MOD SEDATE BY OTHR PHYS 5 YRS+,99156,176.00
99202CCPA,CC LEVEL 2 VISIT NEW PATIENT,99202,144.00
99203CCPA,CC LEVEL 3 VISIT NEW PATIENT,99203,277.00
99204CCPA,CC LEVEL 4 VISIT NEW PATIENT,99204,354.00
99205CCPA,CC LEVEL 5 VISIT NEW PATIENT,99205,476.00
99211CCPA,CC LEVEL 1 ESTABLISHED PATIENT,99211,169.00
99212CCPA,CC LEVEL 2 ESTABLISHED PATIENT,99212,209.00
99213CCPA,CC LEVEL 3 ESTABLISHED PATIENT,99213,238.00
99214CCPA,CC LEVEL 4 ESTABLISHED PATIENT,99214,268.00
99215CCPA,CC LEVEL 5 ESTABLISHED PATIENT,99215,342.00
99218CCPA,INITIAL OBS CARE,99218,182.00
99221CCPA,CC INITIAL HOSPITAL CARE,99221,205.00
99222CCPA,CC LEVEL 2 INITIAL HOSP CARE,99222,282.00
99223CCPA,CC LEVEL 3 INITIAL HOSPITAL CA,99223,415.00
99231CCPA,CC SUBSEQUENT HOSP CARE 15 MIN,99231,131.00
99232CCPA,CC SUBSEQUENT HOSP CARE 25 MIN,99232,154.00
99233CCPA,CC SUBSEQUENT HOSP CARE 35 MIN,99233,218.00
99282CCPA,CC ED VISIT LEVEL 2,99282,282.00
99283CCPA,CC ED VISIT LEVEL 3,99283,315.00
99284CCPA,CC ED VISIT LEVEL 4,99284,385.00
99285CCPA,CC ED VISIT LEVEL 5,99285,415.00
B1511100,MM DIG SCRN W/IMPLT-BILAT-CAD,,272.00
B1511101,MM MCR DIG SCRN W/IMP-BIL-CAD,,227.00
B1511102,MM TOMOSYNTHESIS SCREENING,,467.00
B1511103,"MM TOMO SCREENING, UNI-L",,467.00
B1511104,"MM TOMO SCREENING, UNI-RT",,467.00
B1511105,MM DIG SCREENING-BILAT-CAD,,272.00
B1511106,MM MCR DIG SCRN BILAT-CAD,,227.00
B1511107,MAM DIGITAL W/TOMO DIAG-B,,487.00
B1511108,MAM DIGITAL W/TOMO DIAG-L,,352.00
B1511109,MAM DIGITAL W/TOMO DIAG-R,,352.00
B1511110,MM DIG SCREENING-L-CAD,,272.00
B1511111,MM MCR DIG SCREENING LT,,227.00
B1511115,MM DIG SCREENING-R-CAD,,272.00
B1511116,MM MCR DIG SCREENING RT,,227.00
B1511120,MM DIG DIAGNOSTIC-BILAT-CAD,,282.00
B1511121,MM MCR DIG DIAGNOSTIC BIL,,237.00
B1511125,MM DIG DIAGNOSTIC-L-CAD,,272.00
B1511126,MM MCR DIG DIAG LT,,227.00
B1511128TF,LUMBAR EPI INJECTION,,"1,589.00"
B1511130,MM DIG DIAGNOSTIC-R-CAD,,272.00
B1511131,MM MCR DIG DIAGNOSTIC RT,,227.00
B1511140,DG HYSTEROSALPINGOGRAM W INJ,,490.00
B1511145,DG VCUG W INJ,,424.00
B1511150L,DG ARTHROGRAM SHOULDER-L W INJ,,628.00
B1511150R,DG ARTHROGRAM SHOULDER-R W INJ,,628.00
B1511155L,LONG LEG LEFT,,592.00
B1511155R,LONG LEG RIGHT,,592.00
B1511160,KNEE ASPIRATION/INJ,,572.00
B1511165,HIP ASPIRATION/INJ,,572.00
B1511180L,DG ARTHROGRAM HIP - LEFT,,601.00
B1511180R,DG ARTHORGRAM HIP - RIGHT,,601.00
B1511185L,DG ARTHROGRAM KNEE - LEFT,,560.00
B1511185R,DG ARTHROGRAM KNEE - RIGHT,,560.00
B1511195L,DG ARTHROGRAM WRIST - LEFT,,560.00
B1511195R,DG ARTHROGRAM WRIST - RIGHT,,560.00
B1511210,DG ARTHROCENT ASP/INJ SI JT,,617.00
B1511215TF,DG SHUNT SERIES,,822.00
B1511216LT,INJCT ARTHRO W/FLG MRI/CT SH-L,,503.00
B1511217RT,INJCT ARTHRO W/FLG MRI/CT SH-R,,503.00
B1511218LT,INJCT ARTHRO W/FLG MRI/CT HIPL,,503.00
B1511219RT,INJCT ARTHRO W/FLG MRI/CT HIPR,,503.00
B1511220LT,INJCT ARTHRO W/FLG MRI/CT HIPL,,462.00
B1511221RT,INJCT ARTHRO W/FG MRI/CT RKNEE,,462.00
B1511222LT,INJCT ARTHRO W/FLG MRI/CT WRL,,462.00
B1511223RT,INJCT ARTHRO W/FLG MRI/CT WRR,,462.00
B1511224LT,INJCT ARTHRO W/FLG MRI/CT ELBL,,462.00
B1511225RT,INJCT ARTHRO W/FLG MRI/CT ELBR,,462.00
B1511226LT,INJCT ARTHRO W/FLG MRI/CT ANKL,,462.00
B1511227RT,INJCT ARTHRO W/FLG MRI/CT ANKR,,462.00
B1513110,US OB>14WK-US EAADD GEST>14WK,,"1,558.00"
B1513125,US GUID NEEDLE - US PARA,,"2,010.00"
B1513130,US GUIDE NEEDLE - US THORA,,"1,033.00"
B1513135,US OB>14 WEEKS - US BPP,,"1,406.00"
B1513140,US OB>14WKS-US BPP-US MCA DOPP,,"1,764.00"
B1513145,US OB>14WKS-US BPP-US UA DOPP,,"1,606.00"
B1513150,USOB>14WKS-USBPP-UA DOP-MCADOP,,"1,964.00"
B1513155,US OB>14WKS - US MCA DOPP,,"1,120.00"
B1513160,US OB>14WKS-US OB NUCHAL TRANS,,"1,190.00"
B1513165,US OB>14 WEEKS - US OB TV,,"1,491.00"
B1513170,US OB>14 WKS - US UA DOPPLER,,"1,120.00"
B1513175,US PELV - US TRANSVAGINAL,,"1,300.00"
B1513181,US SCROTUM WITH DOPPLER,,"1,342.00"
B1513185,US THYROID BIOPSY - CORE,,"2,032.00"
B1513190,US OB<14 WEEKS - US OB TV,,"1,424.00"
B1513195,US BREAST BILATERAL,,670.00
B1513205,US PELV - US TV - ARTFLOW,,"2,066.00"
B1513216,US OB FOLLOW UP +BPP,,"1,406.00"
B1513226,US OB>14WKS+BPP+TV,,"2,135.00"
B1513231,"US OB<14WKS,SGLFET-EADGST",,"1,041.00"
B1513236,US OB<14WKS+EA ADD GEST+TV,,"1,770.00"
B1513240,US OB COM>14WK-LTD-<14WKEADGST,,"1,891.00"
B1513260,US BX CORE LIVER W NDL PLCMNT,,"3,152.00"
B1513265,US ASP/FNA NON BRST,,"1,289.00"
B1513270,US BREAST CORE BIOPSY,,"2,300.00"
B1513280,US LYMPHNODE BPSY VAC ASSIST,,"5,086.00"
B1513285,US LYMPHNODE BIOPSY,,"2,786.00"
B1513295,US BRST PUNCNT ASP OF CYST,,"1,587.00"
B1513300,US BAKERS CYST ASP,,"1,280.00"
B1513301,US THYROID FNA,,"1,289.00"
B1514005,LTCH (SERUM LIGHT CHAINS),,208.00
B1518105,MR ABD-PELV W/CM,,"4,098.00"
B1518110,MR ABD-PELV W/O CM,,"4,259.00"
B1518115,MR ABD-PELV WO/W CM,,"5,108.00"
B1518120,MR CERV-THOR SPINE W/CM,,"4,997.00"
B1518125,MR CERV-THOR SPINE W/O CM,,"4,866.00"
B1518130,MR CERV-THOR SPINE WO/W CM,,"6,159.00"
B1518135,MR CERV-THOR-LUMB SPINE W/ CM,,"7,483.00"
B1518140,MR CERV-THOR-LUMB SPINE W/O CM,,"7,256.00"
B1518145,MR CER-THOR-LUM SPINE WO/W CM,,"9,326.00"
B1518150,MR HEAD-MR CER SPINE W/CM,,"4,897.00"
B1518155,MR HEAD-MR CERV SPINE W/O CM,,"4,582.00"
B1518160,MR HEAD-MR C-SPINE WO/W CM,,"5,989.00"
B1518170,MR HEAD MR C SPINE WO/W,,"5,433.00"
B1518180,MR HEAD - MRA HEAD W/O CM,,"4,631.00"
B1518185,MR HEADMRA HEADWO MR NECKWOW,,"7,619.00"
B1518190,MR HEAD W/OCM-MRA NECK WO/WCM,,"5,434.00"
B1518195,MR HEAD,,"6,239.00"
B1518205,MR HEAD - MRA NECK WO/W CM,,"6,234.00"
B1518210,MRA ABD-PELV W/WO CM,,"4,636.00"
B1524100,CT PUNC ASP SUPERFICIAL FLUID,,"2,206.00"
B1524115,CT ANGIO CHEST-ABD,,"5,807.00"
B1524120,CT ANGIO CHES-ABD-PELV,,"7,748.00"
B1524125,CT ANGIO NECK-CHEST,,"4,671.00"
B1524155,CT CHEST-ABD-PELV W/ CM,,"4,791.00"
B1524160,CT CHEST-ABD-PELV W/O CM,,"4,128.00"
B1524175,CT HEAD - CT CERV SPINE W/O CM,,"2,640.00"
B1524220,CT HEAD-CSPINE-FACE W/O CM,,"4,589.00"
B1524235,CT HEAD-CT FACE W/O CM,,"3,038.00"
B1524336,CV-LTCD,,"1,070.00"
B1524337,CV-LTCD COMPLETE,,"1,675.00"
B1524338,CV-TCD,,"1,070.00"
B80582TF,MYELOGRAM CERV-LUMB COMPLETE,,"2,093.00"
B80583TF,MYELOGRAM CERV-THOR COMPLETE,,"2,093.00"
B80584TF,MYELOGRAM CERV-THOR-LUMB COMPL,,"2,093.00"
B80585TF,MYELOGRAM LUMBAR COMPLETE,,"1,200.00"
B80586TF,MYELOGRAM THOR-LUMB COMPLETE,,"2,093.00"
B80590TF,MYELOGRAM THORACIC COMPLETE,,"1,503.00"
B80596TF,MYELOGRAM CERVICAL COMPLETE,,"1,503.00"
CC0333001,RESPIRATORY MOTION MGT SIM,77293,150.00
CC11100,"SKIN BIOPSY, SINGLE LESION",11100,535.00
CC31575,"LARYNGOSCOPY, FLEX; DIAG",31575,279.00
CC36589,REM TUN CV CTH WO SUBQ PRT PMP,36589,946.00
CC36593,DECLOT IMPL VASCULAR DEVICE,36593,622.00
CC36593PF,DECLOT IMPL VASCULAR DEVICE,36593,72.00
CC36593TF,DECLOT IMPL VASCULAR DEVICE,36593,550.00
CC38220,BONE MARROW ASPIRATION,,"1,142.00"
CC38220TF,BONE MARROW ASPIRATION,38220,"1,845.00"
CC38221,BONE MARROW BIOPSY,,970.00
CC38221TF,BONE MARROW BIOPSY,38221,"2,770.00"
CC38222TF,DX BONE MARROW BIOPSY/ASP,38222,"2,600.00"
CC77014,CT SCAN FOR THERAPY GUIDE,77014,"1,001.00"
CC77280AS,SIMULATION; SIMPLE,77280,684.00
CC77285AI,SIMULATION; INTERMEDIATE,77285,858.00
CC77290AC,SIMULATION; COMPLEX,77290,"1,296.00"
CC77295,SIMULATION 3D,77295,"5,888.00"
CC77300,BASIC DOSIMETRY CALC,77300,454.00
CC77301,IMRT/CONFORMAL RTH PLAN,77301,"7,206.00"
CC77306,ISODOSE PLAN 1/2 UNMOD PORTS,77306,391.00
CC77307,ISODOSE PLAN COMPLEX,77307,943.00
CC77321,HEMIBODY PARTICLES TOTAL BODY,77321,758.00
CC77331,SPECIAL DOSIMETRY,77331,291.00
CC77332,TX DEVICES; SIMPLE,77332,557.00
CC77333,TX DEVICES; INTERMED,77333,591.00
CC77334,TX DEVICES; COMPLEX,77334,907.00
CC77336,RADIATION PHYSICS CONSULT,77336,637.00
CC77338,MULTI-LEAF COLLIMATOR DEVICE,77338,600.00
CC77370,SPECIAL PHYSICS CONSULT,77370,661.00
CC77385,IMRT SIMPLE - PROSTATE/BREAST,77385,"1,000.00"
CC77386,IMRT COMPLEX,77386,"1,000.00"
CC77387,CT SCAN FOR THERAPY GUIDE,77387,"1,001.00"
CC77402,"RADIATION TX, SIMPLE",G6003,472.00
CC77407,"RADIATION THERAPY, INTERMEDIAT",77407,500.00
CC77412,"RADIATION TX, COMPLEX",77412,730.00
CC77417,PORT VERIFICATION FILMS,77417,119.00
CC77470,SPECIAL TREATMENT PROCEDURE,77470,"2,571.00"
CC90471,IMMUNIZATION ADMIN 1 VACCINE,90471,83.00
CC90471F,IMMUNIZ ADMIN 1 VACC INFLUENZA,G0008,86.00
CC90471P,IMMUNIZ ADMIN 1 VACC PNEUMONIA,G0009,86.00
CC90472,IMMUN ADMIN >1 VACCINE,90472,52.00
CC92511,NASOPHARYNGOSCOPY,92511,262.00
CC96040,"GENETIC COUNSELING, 30 MIN",96040,100.00
CC96360,"HYDRATION IV INFUSION, INIT",96360,327.00
CC96361,"HYDRATE IV INFUSION, ADD-ON",96361,64.00
CC96365,"THER/PROPH/DIAG IV INF,INIT NC",96365,327.00
CC96366,"THER/PROPH/DG IV INF,ADD-ON",96366,64.00
CC96367,TX/PROPH/DG 1ST HR SEQ IV INF,96367,64.00
CC96368,THER/DIAG CONCURRENT INF,96368,64.00
CC96372,"THER/PROPH/DIAG INJ,SC/IM",96372,96.00
CC96374,"THER/PROPH/DIAG INJ,IV PUSH",96374,327.00
CC96375,THER/PROPH/DIAG INJ ADD-ON,96375,64.00
CC96376,TX/PRO/DX INJ SAME DRUG ADON,96376,64.00
CC96377,APPLICATION OF ON BODY INJECTO,96377,220.00
CC96401,"CHEMO, ANTI-NEOPL, SQ/IM",96401,208.00
CC96402,CHEMO HORMON ANTINEOPL SQ/IM,96402,173.00
CC96409,"CHEMO, IV PUSH, SNGL DRUG",96409,381.00
CC96411,"CHEMO, IV PUSH, ADDL DRUG",96411,353.00
CC96413,"CHEMO, IV INFUSION, 1 HR",96413,537.00
CC96415,"CHEMO, IV INFUSION, ADDL HR",96415,173.00
CC96416,CHEMO PROLONG INFUSE W/PUMP,G0498,700.00
CC96417,CHEMO IV INFUS EACH ADDL SEQ,96417,225.00
CC96521,"REFILL/MAINT, PORTABLE PUMP",96521,461.00
CC96523,IRRIG DRUG DELIVERY DEVICE,96523,100.00
CC97802,"MEDICAL NUTRITION, INDIV, IN",97802,67.00
CC97803,"MED NUTRITION, INDIV, SUBSEQ",97803,59.00
CC99195,"PHLEBOTOMY, THERAPEUTIC",99195,91.00
CCG0364,BONE MARROW ASP W BONE BIOPSY,G0364,970.00
