"Service Description","CPT Code","Charge Type","Christiana Facility Price"
"CATH, P6.5-38-65-M-NS-0",,Hospital,$63.92
"CATH, P6.7-38-100-P-4S-GPC",,Hospital,$595.00
"CATH, P7.0-38-65-M-NS-0",,Hospital,$63.92
"CATH, P7.1-38-100-M-12S-PIG",,Hospital,$72.89
"CATH, P8.3G-38-50-P-32S-RING",C1729,Hospital,$169.32
"CATH, PACEPORT 7.5FR SWANS GAN",,Hospital,$432.40
"CATH, PASSER",,Hospital,"$2,027.25"
"CATH, PD LOWER ABDOMINAL MISSOURI BEADED COIL ADULT",,Hospital,"$1,041.25"
"CATH, PD PRESTERNAL BEADED COIL ADULT",,Hospital,"$2,018.75"
"CATH, PEDI TPN DBL LUMEN 5FR 65CM",,Hospital,$535.50
"CATH, PEDIATRIC SWAN NECK COIL",,Hospital,$552.50
"CATH, PEDIATRIC SWAN NECK CURL C CUFF 43CM",C1750,Hospital,$708.69
"CATH, PERFORATOR",,Hospital,"$1,700.00"
"CATH, PERFORMER HEADHUNTER 4FR",,Hospital,$48.88
"CATH, PERIPHERAL CUTTING BALLOON 2.5MM X 15MM X 140CM - 40604",C1725,Hospital,"$3,081.25"
"CATH, PERIPHERAL CUTTING BALLOON 2MM X 15MM X 140CM - 40603",C1725,Hospital,"$3,081.25"
"CATH, PERIPHERAL CUTTING BALLOON 3.5MM X 15MM X 140CM - 40606",C1725,Hospital,"$3,081.25"
"CATH, PERIPHERAL CUTTING BALLOON 3MM X 15MM X 140CM - 40605",C1725,Hospital,"$3,081.25"
"CATH, PERIPHERAL CUTTING BALLOON 4MM X 15MM X 140CM",C1725,Hospital,"$2,989.88"
"CATH, PERITONEAL RADIOPAQUE W/TRANSLUCENT WALL 123CM",,Hospital,"$1,211.25"
"CATH, PERITONEAL SWAN NECK 112.8CM",C1750,Hospital,"$2,750.94"
"CATH, PERITONEAL TECKHOFF PED",,Hospital,$220.24
"CATH, PERM 36CM W/ DUAL LUMEN",C1750,Hospital,$452.63
"CATH, PERM 45CM W/ DUAL LUMEN",,Hospital,$974.53
"CATH, PEZZER MUSHROOM 12FR",,Hospital,$28.75
"CATH, PEZZER MUSHROOM 14FR",,Hospital,$29.32
"CATH, PEZZER MUSHROOM 18FR",,Hospital,$28.75
"CATH, PEZZER MUSHROOM 20FR",,Hospital,$28.75
"CATH, PEZZER MUSHROOM 24FR",,Hospital,$28.75
"CATH, PEZZER MUSHROOM 28FR",,Hospital,$29.32
"CATH, PEZZER MUSHROOM 32FR",,Hospital,$29.32
"CATH, PEZZER MUSHROOM 34FR",,Hospital,$29.32
"CATH, PEZZER MUSHROOM 36FR",,Hospital,$28.75
"CATH, PEZZER TWO EYE 16FR",,Hospital,$29.32
"CATH, PEZZER TWO EYE 30FR",,Hospital,$0.00
"CATH, PEZZER TWO EYE 38FR",,Hospital,$33.32
"CATH, PEZZER TWO-EYE 22FR",,Hospital,$28.75
"CATH, PHENOM 17 MICRO 0615 150CM 45 DEG TIP",,Hospital,"$3,612.50"
"CATH, PHENOM 17 MICRO 0615 150CM 90 DEG TIP",,Hospital,"$3,612.50"
"CATH, PHENOM 17 MICRO 0615 150CM J SHAPE TIP",,Hospital,"$3,612.50"
"CATH, PHENOM 17 MICRO 0615 150CM STR TIP",,Hospital,"$3,612.50"
"CATH, PHENOM 27 MICRO 0615 150CM",,Hospital,"$4,186.25"
"CATH, PHENOM 27 MICRO 0630 150CM",,Hospital,"$4,186.25"
"CATH, PHENOM PLUS 120CM",,Hospital,"$5,928.75"
"CATH, PICC 1.9FR SINGLE LUMEN",C1751,Hospital,$199.48
"CATH, PICC 4FR 18GA SNGL LUMEN KIT",C1751,Hospital,$218.96
"CATH, PICC 5FR 18GA DBL LUMEN KIT",C1751,Hospital,$289.34
"CATH, PICC DBL LUMEN SL 3FR W/80CM NITINOL WIRE",C1751,Hospital,$446.25
"CATH, PIGTAIL 4FR 125CM 145DEG",,Hospital,$102.00
"CATH, PIGTAIL 5 FR. 65CM",,Hospital,$51.85
"CATH, PIGTAIL 5 FR. 90CM",,Hospital,$50.41
"CATH, PIGTAIL 5FR. 110CM",,Hospital,$50.41
"CATH, PIGTAIL 6FR 90CM",,Hospital,$51.85
"CATH, PIONEER PLUS DIAG ULTRASOUND 6FR .014  120CM",C1753,Hospital,"$12,112.50"
"CATH, PLUG",,Hospital,$0.83
"CATH, POLARCATH BALLOON 4X100X150",C1725,Hospital,"$3,931.25"
"CATH, POLARCATH BALLOON 4X80X120",C1725,Hospital,"$2,975.00"
"CATH, POLARCATH BALLOON 5X100X120",C1725,Hospital,"$3,060.00"
"CATH, POLARCATH BALLOON 5X80X120",C1725,Hospital,"$2,975.00"
"CATH, POWER CROSS BALLOON 2 X 150 X 150",C1725,Hospital,"$1,313.25"
"CATH, POWER CROSS BALLOON 2 X 200 X 150",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 3 X 150 X 150",C1725,Hospital,"$1,657.50"
"CATH, POWER CROSS BALLOON 3 X 200 X 150",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 4 X 100 X 90",C1725,Hospital,"$1,313.25"
"CATH, POWER CROSS BALLOON 4 X 150 X 150",C1725,Hospital,"$1,313.25"
"CATH, POWER CROSS BALLOON 4 X 150 X 90",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 4 X 200 X 150",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 4 X 200 X 90",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 5 X 100 X 90",C1725,Hospital,"$1,313.25"
"CATH, POWER CROSS BALLOON 5 X 150 X 90",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 5 X 200 X 150",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 5 X 200 X 90",C1725,Hospital,"$1,313.25"
"CATH, POWER CROSS BALLOON 6 X 100 X 90",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 6 X 150 X 90",C1725,Hospital,$913.75
"CATH, POWER CROSS BALLOON 6 X 200 X 150",C1725,Hospital,"$1,211.25"
"CATH, POWER CROSS BALLOON 6 X 200 X 90",C1725,Hospital,"$1,313.25"
"CATH, POWER DIALYSIS TRIPLE LUMEN 13FR",C1752,Hospital,$637.50
"CATH, POWER PICC 5F SL W/MICROINTRODUCER",C1751,Hospital,$446.25
"CATH, POWER PICC 6F DL W/MICROINTRODUCER",C1751,Hospital,$442.00
"CATH, POWERHOHN BASIC 5FR W/VITACUTT",C1751,Hospital,$966.03
"CATH, POWERHOHN BASIC 6FR W/VITACUTT",C1751,Hospital,"$1,056.98"
"CATH, POWERLINE DUAL LUMEN 6FR",C1751,Hospital,"$1,066.75"
"CATH, POWERLINE SINGLE LUMEN 5FR",C1751,Hospital,$981.75
"CATH, POWERLINE TRIPLE LUMEN 6FR",C1751,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON  4/15",,Hospital,"$1,083.75"
"CATH, POWERSAIL BALLOON 2.5/18",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 2.5/28",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 2.5/8",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 2/13",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 2/23",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3.5/13",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3.5/28",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3.5/8",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3/13",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3/15",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3/33",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 3/8",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 4.5/18",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 4.5/28",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 4/13",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 4/23",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 4/33",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 4/8",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 5/13",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 5/23",,Hospital,"$1,275.00"
"CATH, POWERSAIL BALLOON 5/28",,Hospital,"$1,275.00"
"CATH, PRIORITY ONE ASPIRATION 6FR 140CM",C1757,Hospital,"$1,657.50"
"CATH, PROGREAT 2.8FR W/ RO MARKER 130CM",C1887,Hospital,"$2,167.50"
"CATH, PROGREAT MICRO 2.4FR 130 W/RO MARKER",C1887,Hospital,"$1,232.50"
"CATH, PROGREAT MICRO 2.4FR 150 W/RO MARKERS",C1887,Hospital,"$1,232.50"
"CATH, PROGREAT MICRO 2.8FR 150 W/RO MARKERS",C1887,Hospital,"$1,232.50"
"CATH, PRONTO EXTRACTION",,Hospital,"$1,593.75"
"CATH, PRONTO LP EXTRACTION",C1757,Hospital,"$1,593.75"
"CATH, PU 8.5.38 25 P 4S NCL",,Hospital,$295.38
"CATH, PU-12.0-38-35-P-12S-WOGS",,Hospital,$522.75
"CATH, PU10.2-38-40-P-32S-BCL",C1729,Hospital,$267.67
"CATH, PU14.0-38-25-P-4S-NCL",,Hospital,$277.65
"CATH, PUDENZ SMALL STRIPED",,Hospital,$562.28
"CATH, PULLING 2.5MM X 100CM",,Hospital,$229.50
"CATH, PULMONARY ARTERY",,Hospital,$409.49
"CATH, PULMONARY ARTERY LATEX FREE",,Hospital,$395.93
"CATH, PULMONARY ENDO VENT",,Hospital,"$6,035.00"
"CATH, PUSHING FUSION 5FR X 170CM",,Hospital,$306.00
"CATH, PUSHING FUSION 6FR X 170CM",,Hospital,$306.00
"CATH, PV MACH1 7FR BATES1",C1887,Hospital,$242.25
"CATH, PV MACH1 7FR RES",C1887,Hospital,$242.25
"CATH, QUAD FIXED CURVE 5FR",C1730,Hospital,$556.75
"CATH, QUANTUM MAVERICK MONO 2.0 X 8 BALLOON",,Hospital,$510.00
"CATH, QUANTUM MAVERICK MONO 3.25 X 8 BALLOON",,Hospital,$510.00
"CATH, QUANTUM MAVERICK RX 2.75 X 15 BALLOON",,Hospital,$510.00
"CATH, QUANTUM MAVERICK RX 2.75 X 20 BALLOON",,Hospital,$510.00
"CATH, QUANTUM MAVERICK RX 3.25 X 15 BALLOON",,Hospital,$510.00
"CATH, QUANTUM MAVERICK RX 3.25 X 20 BALLOON",,Hospital,$510.00
"CATH, QUCIK CROSS SELECT .014 X 150CM",C1887,Hospital,$837.25
"CATH, QUCIK CROSS SELECT .018 X 150CM",C1887,Hospital,$837.25
"CATH, QUICK CROSS  .018 X 135CM",C1887,Hospital,$658.75
"CATH, QUICK CROSS ANGLED .014 X 135CM",C1887,Hospital,$837.25
"CATH, QUICK CROSS ANGLED .018 X 135CM",C1887,Hospital,$837.25
"CATH, QUICK CROSS EXTRA SUPPORT ANGLED 135CM",C1887,Hospital,$837.25
"CATH, QUICK CROSS SHORT .035 X 65CM",C1887,Hospital,$658.75
"CATH, QUICK CROSS SHORT .035 X 90CM",C1887,Hospital,$709.75
"CATH, QUICKCAT EXTRACTION",,Hospital,"$1,912.50"
"CATH, QUICKCROSS .014 X 150CM",,Hospital,$658.75
"CATH, RADIAL ARTERY 22G X 1-3/8"" RADIOPAQUE",,Hospital,$30.50
"CATH, RADIAL CURVE 6FR W/SIDEHOLES",C1887,Hospital,$170.00
"CATH, RANGER 3.0/30 DOUBLE",,Hospital,"$1,275.00"
"CATH, RANGER 4.0/30 DOUBLE",,Hospital,"$1,275.00"
"CATH, RAPID EXCH. LASER 1.4MM",,Hospital,"$11,028.75"
"CATH, RAPID EXCH. LASER 1.7MM",,Hospital,"$14,853.75"
"CATH, RAPID EXCH. LASER 1.7MM 213556",C1885,Hospital,"$14,853.75"
"CATH, RAPID EXCH. LASER 2.0MM",C1885,Hospital,"$14,853.75"
"CATH, RAPID EXCH. LASER 2.0MM 213557",C1885,Hospital,"$14,853.75"
"CATH, RAPIDO GUIDING CS-1C 90",,Hospital,$531.25
"CATH, REBAR 18 REINFORCED MICRO 2.7>2.4 .021 153MM",C1887,Hospital,"$1,946.50"
"CATH, REBAR 18 REINFORCED MICRO 2.7>2.4 .021 153MM .018",C1887,Hospital,"$1,759.50"
"CATH, REBAR 27 REINFORCED MICRO 2.8>2.8 .027 130MM .021",C1887,Hospital,"$1,326.00"
"CATH, REBAR 27 REINFORCED MICRO 2.8>2.8 .027 145MM .021",C1887,Hospital,"$1,326.00"
"CATH, REFLEXION SPIRAL VARIAB RADIUS 10-POLE",C1731,Hospital,"$6,800.00"
"CATH, REFLEXION SPIRAL VARIABLE RADIUS",,Hospital,"$7,225.00"
"CATH, REG - K BILARY KIT 10FR 35",C1729,Hospital,$614.93
"CATH, RELIANT BALLOON",,Hospital,"$1,891.25"
"CATH, RELIEVA SOLO SINUS BALLOON 7X16",,Hospital,"$2,907.00"
"CATH, RELIEVA SOLO SINUS BALLOON 7X24",,Hospital,"$3,064.25"
"CATH, RENAL DOUBLE CURVE 5FR",,Hospital,$0.00
"CATH, RENEGADE 18 MICRO 20 X 130CM 1TIP",C1887,Hospital,"$1,375.60"
"CATH, RENEGADE 3 FR",C1887,Hospital,"$1,375.60"
"CATH, RENEGADE HI FLO",C1887,Hospital,"$1,314.06"
"CATH, RENEGADE HI FLOW 10CM TIP 105CM",C1887,Hospital,"$1,387.20"
"CATH, RENEGADE HI-FLO 150CM W/10CM TIP",C1887,Hospital,"$1,314.06"
"CATH, RENEGADE STC 105CM ANGLED",C1887,Hospital,"$1,704.25"
"CATH, RENEGADE STC 105CM STRAIGHT",C1887,Hospital,"$1,627.92"
"CATH, REPERFUSION .054",C1887,Hospital,"$6,927.50"
"CATH, REPERFUSION 026",C1887,Hospital,"$6,757.50"
"CATH, REPERFUSION 032",C1887,Hospital,"$5,482.50"
"CATH, REPERFUSION 041",C1887,Hospital,"$5,482.50"
"CATH, RESOLUTE INTEGRITY RX CORONARY 3.5MM X 34MM",C1874,Hospital,"$4,887.50"
"CATH, RESOLUTE INTEGRITY RX CORONARY 3.5MM X 38MM",C1874,Hospital,"$4,887.50"
"CATH, RESOLUTE INTEGRITY RX CORONARY 3MM X 34MM",C1874,Hospital,"$4,887.50"
"CATH, RESOLUTE INTEGRITY RX CORONARY 3MM X 38MM",C1874,Hospital,"$4,887.50"
"CATH, RESOLUTE INTEGRITY RX CORONARY 4MM X 34MM",C1874,Hospital,"$4,887.50"
"CATH, RESOLUTE INTEGRITY RX CORONARY 4MM X 38MM",C1874,Hospital,"$4,887.50"
"CATH, RESOLVE BILARY DRAINAGE 10FR X 40CM",,Hospital,$293.25
"CATH, RESOLVE BILARY DRAINAGE 12FR X 40CM",,Hospital,$293.25
"CATH, RESOLVE BILARY DRAINAGE 14FR X 40CM",,Hospital,$293.25
"CATH, RESOLVE BILARY DRAINAGE 8.5FR X 40CM",,Hospital,$293.25
"CATH, RESOLVE DRAINAGE 10FR",C1729,Hospital,$278.80
"CATH, RESOLVE DRAINAGE 12FR",C1729,Hospital,$278.80
"CATH, RESOLVE DRAINAGE 14FR",C1729,Hospital,$278.80
"CATH, RESOLVE DRAINAGE 8.5FR",C1729,Hospital,$278.80
"CATH, RESPONSE EP QUAD 6FR JSN 120CM",,Hospital,$165.79
"CATH, REVOLUTION",C1753,Hospital,"$2,762.50"
"CATH, RIGHT 7F FR3.5 GUIDE",C1887,Hospital,$170.00
"CATH, RIGHT 7F FR4 GUIDE",C1887,Hospital,$170.00
"CATH, RIGHT 7F FR5 GUIDE",C1887,Hospital,$208.25
"CATH, RIO ASPIRATION",,Hospital,"$1,870.00"
"CATH, RIVAL PTA BALLOON 10 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 10 X 4 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 4 X 10 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 4 X 15 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 4 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 4 X 4 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 5 X 10 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 5 X 15 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 5 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 5 X 4 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 5 X 6 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 5 X 8 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 6 X 10 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 6 X 15 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 6 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 6 X 4 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 6 X 6 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 6 X 8 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 7 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 7 X 4 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 7 X 6 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 7 X 8 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 8 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 8 X 4 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 8 X 6 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 8 X 8 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 9 X 2 X 135",C1725,Hospital,$595.00
"CATH, RIVAL PTA BALLOON 9 X 4 X 135",C1725,Hospital,$595.00
"CATH, ROB-NEL 12FR STRL",,Hospital,$0.38
"CATH, ROB-NEL 14FR",,Hospital,$0.50
"CATH, ROB-NEL 16FR",,Hospital,$0.47
"CATH, ROBINSON 10FR",,Hospital,$0.61
"CATH, ROBINSON 10FR UNSTRL",,Hospital,$8.66
"CATH, ROBINSON 12FR",,Hospital,$0.62
"CATH, ROBINSON 14FR",,Hospital,$0.50
"CATH, ROBINSON 16FR",,Hospital,$0.50
"CATH, ROBINSON 18FR",,Hospital,$0.63
"CATH, ROBINSON 2-EYE 20FR",,Hospital,$7.91
"CATH, ROBINSON 2-EYED 22FR",,Hospital,$7.58
"CATH, ROBINSON 2-EYED 24FR",,Hospital,$7.91
"CATH, ROBINSON 2-EYED 26FR",,Hospital,$7.58
"CATH, ROBINSON 2-EYED 30FR",,Hospital,$7.40
"CATH, ROBINSON 8FR",,Hospital,$0.33
"CATH, RT 7F FR3.5 SH GUIDE",C1887,Hospital,$170.00
"CATH, RUBICON CROSSING .018 .89MM X 135CM",C1887,Hospital,$544.00
"CATH, RUBICON CROSSING .018 .89MM X 90CM",C1887,Hospital,$544.00
"CATH, RUBICON CROSSING .035 .89MM X 135CM",C1887,Hospital,$544.00
"CATH, RUBICON CROSSING .035 .89MM X 90CM",C1887,Hospital,$544.00
"CATH, RUSH LEFT GASTRIC ARTERY",C1751,Hospital,$106.25
"CATH, SAFE-CROSS SUPPORT - ANGLED",,Hospital,$977.50
"CATH, SAFIRE BI-DIRECT QUAD 7FR 4MM 115CM LG CURL",C1733,Hospital,"$2,868.75"
"CATH, SAFIRE BI-DIRECT QUAD 7FR 4MM 115CM LG SW",C1733,Hospital,"$2,868.75"
"CATH, SAFIRE BI-DIRECT QUAD 7FR 4MM 115CM MED CURL",C1733,Hospital,"$2,868.75"
"CATH, SAFIRE BI-DIRECT QUAD 7FR 4MM 115CM MED SW",C1733,Hospital,"$2,868.75"
"CATH, SAFIRE BI-DIRECT QUAD 7FR 4MM 115CM SM CURL",C1733,Hospital,"$2,868.75"
"CATH, SAFIRE BI-DIRECT QUAD 7FR 4MM 115CM SM SW",C1733,Hospital,"$2,868.75"
"CATH, SAFIRE TX BI-DIRECT QUAD 7FR 8MM 110CM ER CURVE",C1733,Hospital,"$3,825.00"
"CATH, SAFIRE TX BI-DIRECT QUAD 7FR 8MM 110CM FAR R CURVE",C1733,Hospital,"$3,825.00"
"CATH, SAFIRE TX BI-DIRECT QUAD 7FR 8MM 110CM LG CURVE",C1733,Hospital,"$3,825.00"
"CATH, SAFIRE TX BI-DIRECT QUAD 7FR 8MM 110CM MED CURVE",C1733,Hospital,"$3,825.00"
"CATH, SAFIRE TX BI-DIRECT QUAD 7FR 8MM 110CM SM CURVE",C1733,Hospital,"$3,825.00"
"CATH, SAFIRE TX BI-DIRECT QUAD 7FR 8MM 110CM XLG CURVE",C1733,Hospital,"$3,825.00"
"CATH, SARAH RADIAL 5FR 4.0CURVE 110CM",C1887,Hospital,$616.25
"CATH, SARAH RADIAL CURVE 4.0FR",C1887,Hospital,$616.25
"CATH, SAVI PREP",,Hospital,$0.00
"CATH, SAVVY 018 X 14 OTW 2 X 10MM X150CM",C1725,Hospital,"$1,360.00"
"CATH, SAVVY 018 X 14 OTW 2 X 2MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 2 X 4MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 2.5 X 2MM X150CM",C1725,Hospital,"$1,360.00"
"CATH, SAVVY 018 X 14 OTW 2.5 X 4MM X150CM",C1725,Hospital,"$1,551.25"
"CATH, SAVVY 018 X 14 OTW 3 X 10MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 3 X 2MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 3 X 4MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 3.5 X 2MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 3.5 X 4MM X150CM",C1725,Hospital,"$1,360.00"
"CATH, SAVVY 018 X 14 OTW 4 X 10MM X150CM",C1725,Hospital,"$1,360.00"
"CATH, SAVVY 018 X 14 OTW 4 X 2MM X150CM",C1725,Hospital,"$1,317.50"
"CATH, SAVVY 018 X 14 OTW 4 X 4MM X150CM",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 2 X 120MM X 120CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 2 X 120MM X 150CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 2 X 150MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2 X 150MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2 X 220MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2 X 220MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2.5 X 120MM X 120CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 2.5 X 120MM X 150CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 2.5 X 150MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2.5 X 150MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2.5 X 220MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 2.5 X 220MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 3.0 X 120MM X 120CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 3.0 X 120MM X 150CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 3.0 X 150MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 3.0 X 150MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 3.0 X 220MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 3.0 X 220MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 3.5 X 120MM X 150CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 3.5 X 150MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 3.5 X 220MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 4 X 120MM X 120CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 4 X 120MM X 150CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 4.0 X 150MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 4.0 X 150MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 4.0 X 220MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 4.0 X 220MM X 150CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 5 X 120MM X 120CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 5.0 X 150MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 5.0 X 220MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 6 X 120MM X 120CM PTA BALLOON",C1725,Hospital,"$1,360.00"
"CATH, SAVVY LONG 6.0 X 150MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SAVVY LONG 6.0 X 220MM X 120CM PTA BALLOON",C1725,Hospital,"$1,657.50"
"CATH, SCBR5.0-38-100-P-NS-MAN",,Hospital,"$1,381.25"
"CATH, SCEPTER C OCCLUSION BALLOON 4MM X 10MM",C2628,Hospital,"$5,474.00"
"CATH, SCEPTER C OCCLUSION BALLOON 4MM X 15MM",C2628,Hospital,"$5,474.00"
"CATH, SCEPTER C OCCLUSION BALLOON 4MM X 20MM",C2628,Hospital,"$5,474.00"
"CATH, SCEPTER XC X-TRA OCCLUSION BALLOON 4MM X 11MM",C2628,Hospital,"$6,647.00"
"CATH, SCHON XL 14F X 20CM",C1752,Hospital,$491.30
"CATH, SCHON XL 14FR X 15CM DOUBLE LUMEN",C1752,Hospital,$491.30
"CATH, SCOUT GUIDING AXIS",,Hospital,"$1,168.75"
"CATH, SCOUT GUIDING SIMI",,Hospital,"$1,168.75"
"CATH, SECURE LARGE",,Hospital,$6.96
"CATH, SEEKER CROSSING SUPPORT .035 X 135CM",,Hospital,$675.75
"CATH, SEEKER CROSSING SUPPORT .035 X 90CM",,Hospital,$675.75
"CATH, SEEKER LITE-10 - 205868",,Hospital,$701.25
"CATH, SELECT 5FR .035 130CM BERN",,Hospital,$531.25
"CATH, SELECT 6FR .035 105CM BERN",,Hospital,$531.25
"CATH, SELECT 6FR .035 125CM BERN",,Hospital,$531.25
"CATH, SELECT INJECT 6FR 38CM",,Hospital,$231.63
"CATH, SELF CATH FEMALE 12FRX6""",,Hospital,$0.42
