BRONSON HEALTHCARE GROUP,,,
PHARMACY CHARGEMASTER,,,
"AS OF JANUARY 1, 2019",,,
,,,
Medication,11 Digit NDC Code,Charge Per 1 Unit,
DACTINOMYCIN 0.5 MG INTRAVENOUS SOLUTION,55292081155," 8,344.27 ",BMH
DACTINOMYCIN 0.5 MG INTRAVENOUS SOLUTION,67457051305," 3,664.88 ",BMH
DALBAVANCIN 500 MG INTRAVENOUS SOLUTION,57970010001," 2,992.96 ",BMH
DANAZOL 50 MG CAPSULE,00555063302, 8.78 ,BMH
DANTROLENE 20 MG INTRAVENOUS SOLUTION,42023012306, 294.32 ,BMH
DANTROLENE 25 MG CAPSULE,00115441101, 4.65 ,BMH
DANTROLENE 5 MG/ML SUSPENSION,09900000072, 1.62 ,BMH
DAPSONE 100 MG TABLET,49938010130, 9.69 ,BMH
DAPSONE 100 MG TABLET,47781033431, 4.97 ,BMH
DAPSONE 25 MG TABLET,49938010230, 7.90 ,BMH
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,67919001101," 1,333.35 ",BMH
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,63323087115, 514.61 ,BMH
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,63323037110, 514.61 ,BMH
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,00703012501, 494.16 ,BMH
DARATUMUMAB 20 MG/ML INTRAVENOUS SOLUTION,57894050220, 263.79 ,BMH
DARBEPOETIN ALFA 100 MCG/0.5 ML IN POLYSORBATE INJECTION SYRINGE,55513002504," 4,451.12 ",BMH
DARBEPOETIN ALFA 100 MCG/0.5 ML IN POLYSORBATE INJECTION SYRINGE,55513002501," 4,451.12 ",BMH
DARBEPOETIN ALFA 100 MCG/ML IN POLYSORBATE INJECTION,55513000504," 2,225.56 ",BMH
DARBEPOETIN ALFA 100 MCG/ML IN POLYSORBATE INJECTION,55513000501," 2,225.56 ",BMH
DARBEPOETIN ALFA 150 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE,55513002704," 11,127.77 ",BMH
DARBEPOETIN ALFA 150 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE,55513002701," 11,127.77 ",BMH
DARBEPOETIN ALFA 200 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE,55513002801," 11,127.78 ",BMH
DARBEPOETIN ALFA 25 MCG/0.42 ML IN POLYSORBATE INJECTION SYRINGE,55513005704," 1,469.64 ",BMH
DARBEPOETIN ALFA 25 MCG/0.42 ML IN POLYSORBATE INJECTION SYRINGE,55513005701," 1,469.64 ",BMH
DARBEPOETIN ALFA 25 MCG/ML IN POLYSORBATE INJECTION,55513000201, 643.34 ,BMH
DARBEPOETIN ALFA 25 MCG/ML IN POLYSORBATE INJECTION,55513000204, 643.34 ,BMH
DARBEPOETIN ALFA 40 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE,55513002101," 2,468.98 ",BMH
DARBEPOETIN ALFA 40 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE,55513002104," 2,468.98 ",BMH
DARBEPOETIN ALFA 60 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE,55513002301," 4,451.13 ",BMH
DARBEPOETIN ALFA 60 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE,55513002304," 4,451.13 ",BMH
DARBEPOETIN ALFA 60 MCG/ML IN POLYSORBATE INJECTION,55513000404," 1,335.34 ",BMH
DARUNAVIR 800 MG-COBICISTAT 150 MG TABLET,59676057530, 208.40 ,BMH
DARUNAVIR ETHANOLATE 800 MG TABLET,59676056630, 182.33 ,BMH
DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION,00703523313, 189.58 ,BMH
DECITABINE 50 MG INTRAVENOUS SOLUTION,62856060001," 6,640.71 ",BMH
DEFERASIROX 180 MG TABLET,00078065515, 270.62 ,BMH
DEFERASIROX 90 MG TABLET,00078065415, 135.31 ,BMH
DEFEROXAMINE 2 GRAM SOLUTION FOR INJECTION,47781062407, 129.01 ,BMH
DEFEROXAMINE 2 GRAM SOLUTION FOR INJECTION,00409233725, 122.99 ,BMH
DEFEROXAMINE 2 GRAM SOLUTION FOR INJECTION,63323059930, 98.35 ,BMH
DEFEROXAMINE 500 MG IM INJECTION,00078046761, 141.68 ,BMH
DEFEROXAMINE 500 MG IM INJECTION,00409233610, 36.67 ,BMH
DEFEROXAMINE 500 MG SOLUTION FOR INJECTION,00078046761, 141.68 ,BMH
DEFEROXAMINE 500 MG SOLUTION FOR INJECTION,47781062307, 52.03 ,BMH
DEFEROXAMINE 500 MG SOLUTION FOR INJECTION,00409233610, 36.67 ,BMH
DEIONIZED WATER,09900000039, 0.24 ,BMH
DEMECLOCYCLINE 150 MG TABLET,00115211101, 12.23 ,BMH
DEMECLOCYCLINE 150 MG TABLET,00904618061, 10.75 ,BMH
DENOSUMAB 120 MG/1.7 ML (70 MG/ML) SUBCUTANEOUS SOLUTION,55513073001," 3,171.65 ",BMH
DENOSUMAB 60 MG/ML SUBCUTANEOUS SYRINGE,55513071001," 3,544.96 ",BMH
DERMABOND SKIN ADHESIVE,9900000199, 172.32 ,BMH
DESFLURANE 100 % INHALATION LIQUID,10019064434, 3.00 ,BMH
DESIPRAMINE 100 MG TABLET,00781197501, 15.90 ,BMH
DESIPRAMINE 25 MG TABLET,00781197201, 6.55 ,BMH
DESMOPRESSIN 0.1 MG TABLET,00093731601, 13.18 ,BMH
DESMOPRESSIN 0.1 MG TABLET,00591246401, 13.17 ,BMH
DESMOPRESSIN 0.1 MG TABLET,68462027501, 4.71 ,BMH
DESMOPRESSIN 0.1 MG TABLET,69918010101, 2.71 ,BMH
DESMOPRESSIN 0.1 MG/ML (REFRIGERATE) NASAL SOLUTION,55566502001, 217.70 ,BMH
DESMOPRESSIN 0.1 MG/ML (REFRIGERATE) NASAL SOLUTION,55566240000, 365.84 ,BMH
DESMOPRESSIN 10 MCG/SPRAY (0.1 ML) NASAL SPRAY,24208034205, 128.98 ,BMH
DESMOPRESSIN 10 MCG/SPRAY (0.1 ML) NASAL SPRAY (NON-REFRIGERATED),69918050105, 136.35 ,BMH
DESMOPRESSIN 150 MCG/SPRAY (0.1 ML) NASAL SPRAY,00053687100," 1,043.70 ",BMH
DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,55566220000, 263.69 ,BMH
DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,5556650300, 193.01 ,BMH
DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,69918089910, 162.65 ,BMH
DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,69918089901, 162.65 ,BMH
DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION,00409226501, 42.79 ,BMH
"DESVENLAFAXINE SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",00008121130, 44.03 ,BMH
"DESVENLAFAXINE SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",00008121101, 44.03 ,BMH
"DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION",00998061505, 49.13 ,BMH
DEXAMETHASONE 0.75 MG TABLET,00054418025, 4.07 ,BMH
DEXAMETHASONE 1 MG TABLET,00054418125, 1.98 ,BMH
DEXAMETHASONE 1 MG TABLET,00054817425, 2.75 ,BMH
DEXAMETHASONE 1 MG/ML DROPS (CONCENTRATE),00054317644, 3.57 ,BMH
DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,00641036725, 11.84 ,BMH
DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,00641036721, 11.84 ,BMH
DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,63323051610, 2.57 ,BMH
DEXAMETHASONE 4 MG TABLET,00054817525, 3.93 ,BMH
DEXAMETHASONE 4 MG TABLET,00054418425, 3.50 ,BMH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,63323016501, 14.03 ,BMH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,63323016502, 14.03 ,BMH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,55150023701, 8.48 ,BMH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,63323016530, 6.13 ,BMH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,63323016505, 3.45 ,BMH
DEXAMETHASONE 4 MG/ML ORAL SOLUTION,09900000647, 16.72 ,BMH
DEXAMETHASONE 6 MG TABLET,00054818325, 6.76 ,BMH
DEXAMETHASONE 6 MG TABLET,00054418625, 5.20 ,BMH
DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION,63323050601, 23.81 ,BMH
"DEXAMETHASONE, MICRONIZED (BULK) 100 % POWDER",38779040503, 27.59 ,BMH
"DEXLANSOPRAZOLE 60 MG CAPSULE,BIPHASE DELAYED RELEASE",64764017530, 29.32 ,BMH
"DEXLANSOPRAZOLE 60 MG CAPSULE,BIPHASE DELAYED RELEASE",64764017590, 29.33 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,00409163802, 91.14 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,67457025102, 53.40 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,67457025100, 53.40 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,00781329772, 43.34 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,42023014625, 42.94 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,00143953201, 31.33 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,00781329795, 43.34 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,16729023993, 31.19 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,00143953225, 31.33 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,16729023930, 31.19 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,55150020902, 37.63 ,BMH
DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,70860060502, 35.14 ,BMH
DEXMEDETOMIDINE 4 MCG/ML IV PUSH SOLUTION,09900001085, 11.93 ,BMH
DEXMEDETOMIDINE 400 MCG/100 ML (4 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV,09900001003, 1.52 ,BMH
DEXMETHYLPHENIDATE 5 MG TABLET,00093527601, 5.10 ,BMH
"DEXMETHYLPHENIDATE ER 5 MG CAPSULE,EXTENDED RELEASE BIPHASIC50-50",00078043005, 36.93 ,BMH
DEXRAZOXANE HCL 250 MG INTRAVENOUS SOLUTION,00013871762, 408.82 ,BMH
DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION,67457020950," 1,641.67 ",BMH
DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION,67457020850," 1,641.67 ",BMH
DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION,51991094298," 1,276.74 ",BMH
DEXRAZOXANE HCL 500 MG INTRAVENOUS SOLUTION,47781057807, 982.72 ,BMH
DEXTRAN 40 10 % IN 5 % DEXTROSE INTRAVENOUS,00409741803, 0.30 ,BMH
DEXTROAMPHETAMINE-AMPHETAMINE 10 MG TABLET,00185011101, 5.68 ,BMH
DEXTROAMPHETAMINE-AMPHETAMINE 10 MG TABLET,00555097202, 8.16 ,BMH
DEXTROAMPHETAMINE-AMPHETAMINE 10 MG TABLET,64720013210, 4.84 ,BMH
DEXTROAMPHETAMINE-AMPHETAMINE 5 MG TABLET,00555097102, 9.71 ,BMH
DEXTROAMPHETAMINE-AMPHETAMINE 5 MG TABLET,64720013010, 9.57 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 10 MG 24HR CAPSULE,EXTEND RELEASE",00115132901, 17.90 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 10 MG 24HR CAPSULE,EXTEND RELEASE",54092038301, 21.98 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 10 MG 24HR CAPSULE,EXTEND RELEASE",00555078702, 13.46 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 15 MG 24HR CAPSULE,EXTEND RELEASE",00555079102, 12.87 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 15 MG 24HR CAPSULE,EXTEND RELEASE",66993059602, 9.96 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 15 MG 24HR CAPSULE,EXTEND RELEASE",00228306311, 14.18 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 30 MG 24HR CAPSULE,EXTEND RELEASE",00115133301, 17.90 ,BMH
"DEXTROAMPHETAMINE-AMPHETAMINE ER 30 MG 24HR CAPSULE,EXTEND RELEASE",66993059902, 9.96 ,BMH
DEXTROMETHORPHAN POLISTIREX ER 30 MG/5 ML ORAL SUSP EXT.RELEASE 12HR,63824017563, 1.62 ,BMH
DEXTROMETHORPHAN POLISTIREX ER 30 MG/5 ML ORAL SUSP EXT.RELEASE 12HR,63824017565, 1.32 ,BMH
DEXTROMETHORPHAN POLISTIREX ER 30 MG/5 ML ORAL SUSP EXT.RELEASE 12HR,63824017163, 1.62 ,BMH
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,00121127610, 0.45 ,BMH
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,00121063810, 0.25 ,BMH
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,00121127600, 0.45 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00338002303, 0.14 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00409793003, 0.18 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00409793002, 0.30 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00338002304, 0.07 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION (DOSE REQUIRED),00338002303, 0.14 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION (DOSE REQUIRED),00338002302, 0.27 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION (DOSE REQUIRED),00409793002, 0.30 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION (DOSE REQUIRED),00338002304, 0.07 ,BMH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION MAXIMUM RATE 250 MR,00338002304, 0.07 ,BMH
DEXTROSE 20 % IN WATER (D20W) INTRAVENOUS SOLUTION,00409793519, 0.19 ,BMH
DEXTROSE 25 % IN WATER (D25W) INTRAVENOUS SYRINGE,00409177510, 3.27 ,BMH
DEXTROSE 25% IN WATER BOLUS,00409177510, 3.27 ,BMH
DEXTROSE 4 GRAM-D3 400 UNIT CHEWABLE TABLET,21292000434, 2.49 ,BMH
DEXTROSE 40 % ORAL GEL,00574006915, 0.41 ,BMH
DEXTROSE 40 % ORAL GEL,00574006930, 0.47 ,BMH
DEXTROSE 5 % AND 0.2 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338007704, 0.07 ,BMH
DEXTROSE 5 % AND 0.2 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00409792409, 0.08 ,BMH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008503, 0.13 ,BMH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008504, 0.07 ,BMH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00409792603, 0.18 ,BMH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00264761210, 0.14 ,BMH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE IV ADDITIONAL SOLUTION,00338008503, 0.13 ,BMH
DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008904, 0.07 ,BMH
DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00409794109, 0.08 ,BMH
DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE IV ADDITIONAL SOLUTION,00338008904, 0.07 ,BMH
DEXTROSE 5 % AND LACTATED RINGERS INTRAVENOUS SOLUTION,00338012504, 0.07 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001704, 0.07 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001703, 0.13 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00409792337, 0.63 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001702, 0.22 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338634603, 0.11 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001748, 0.54 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001710, 2.11 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001731, 0.94 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION (SD),00409792337, 0.63 ,BMH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION (SD),00338001748, 0.54 ,BMH
DEXTROSE 5 % IN WATER (D5W) IV ADDITIONAL SOLUTION,00409792337, 0.63 ,BMH
DEXTROSE 5 % IN WATER (D5W) IV ADDITIONAL SOLUTION,00338001748, 0.54 ,BMH
DEXTROSE 5% IN WATER (D5W) FLUSH,00338001710, 2.11 ,BMH
DEXTROSE 5% IN WATER (D5W) IV SOLN BOTTLE,00409792203, 0.18 ,BMH
DEXTROSE 5% IN WATER (D5W) IV SOLN BOTTLE,00409792202, 0.30 ,BMH
DEXTROSE 5% IN WATER (D5W) IV SOLN BOTTLE,00338001731, 0.94 ,BMH
DEXTROSE 5% IN WATER (D5W) IV SOLP NON-PVC BAG,00264751010, 0.13 ,BMH
DEXTROSE 5% IN WATER (D5W) IV SOLP NON-PVC BAG,00264751020, 0.24 ,BMH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SOLUTION,00409664802, 1.64 ,BMH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,00409751716, 0.63 ,BMH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,09900000426, 0.64 ,BMH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,00409490234, 0.64 ,BMH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,76329330101, 0.80 ,BMH
DEXTROSE 50% IN WATER (D50W) IV SYRINGE (CODE),00409490234, 1.32 ,BMH
DEXTROSE 50% IN WATER (D50W) IV SYRINGE (CODE),00409751716, 1.29 ,BMH
DEXTROSE 70 % IN WATER (D70W) INTRAVENOUS SOLUTION,00338071906, 0.05 ,BMH
DEXTROSE 70 % IN WATER (D70W) INTRAVENOUS SOLUTION,00409712007, 0.06 ,BMH
DEXTROSE 70 % IN WATER (D70W) INTRAVENOUS SOLUTION,00409791819, 0.15 ,BMH
DIALYSATE RFP-401 (K-4/CA-3) SOLUTION,09900000034, 0.04 ,BMH
DIALYSATE RFP-402 (K-0/CA-3) SOLUTION,09900000035, 0.04 ,BMH
DIALYSATE RFP-453 (K-2/CA-0) SOLUTION,099000000036, 0.04 ,BMH
DIALYSATE RFP-456 (K-4/CA-0) SOLUTION,09900000849, 0.04 ,BMH
DIATRIZOATE MEGLUMINE 18 % URETHRAL SOLUTION,00270141030, 0.30 ,BMH
DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,09900000564, 0.73 ,BMH
DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,00270044540, 0.53 ,BMH
DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,00270044540, 0.53 ,BMH
DIAZEPAM 2 MG TABLET,51079028401, 1.30 ,BMH
DIAZEPAM 2 MG TABLET,51079028420, 1.29 ,BMH
DIAZEPAM 2 MG TABLET,00172392560, 0.33 ,BMH
DIAZEPAM 5 MG TABLET,51079028520, 1.08 ,BMH
DIAZEPAM 5 MG TABLET,00904588061, 0.87 ,BMH
DIAZEPAM 5 MG/ML CUSTOM RECTAL SYRINGE,00409127332, 39.00 ,BMH
DIAZEPAM 5 MG/ML INJECTION SYRINGE,00409127332, 39.00 ,BMH
DIAZEPAM 5 MG/ML INJECTION SYRINGE,00409127303, 39.00 ,BMH
DIAZEPAM 5 MG/ML ORAL CONCENTRATE,00054318544, 6.03 ,BMH
DIAZEPAM 5 MG/ML ORAL CONCENTRATE,09900000596, 6.06 ,BMH
DIAZEPAM 5 MG/ML ORAL CONCENTRATE,00527176836, 6.04 ,BMH
DIAZOXIDE 50 MG/ML ORAL SUSPENSION,00575620030, 37.34 ,BMH
DIBUCAINE 1 % TOPICAL OINTMENT,45802005003, 0.50 ,BMH
DIBUCAINE 1 % TOPICAL OINTMENT,54162001101, 0.88 ,BMH
DICLOFENAC 0.1 % EYE DROPS,24208045725, 13.76 ,BMH
DICLOFENAC 0.1 % EYE DROPS,16571010125, 49.77 ,BMH
DICLOFENAC 0.1 % EYE DROPS,17478089210, 4.64 ,BMH
DICLOFENAC 0.1 % EYE DROPS,61314001425, 10.74 ,BMH
DICLOFENAC 0.1 % EYE DROPS,17478089225, 6.23 ,BMH
DICLOFENAC 0.1 % EYE DROPS,61314001405, 6.88 ,BMH
DICLOFENAC 0.1 % EYE DROPS,16571010150, 32.66 ,BMH
DICLOFENAC 0.1 % EYE DROPS,24208045705, 4.44 ,BMH
DICLOFENAC 1 % TOPICAL GEL,63481068447, 1.77 ,BMH
DICLOFENAC 1 % TOPICAL GEL,49884093547, 1.26 ,BMH
DICLOFENAC 1 % TOPICAL GEL,65162083366, 0.82 ,BMH
DICLOFENAC EPOLAMINE 1.3 % TRANSDERMAL 12 HOUR PATCH,60793041130, 42.60 ,BMH
DICLOFENAC EPOLAMINE 1.3 % TRANSDERMAL 12 HOUR PATCH,60793041105, 42.60 ,BMH
"DICLOFENAC ER 100 MG TABLET,EXTENDED RELEASE 24 HR",00591067601, 3.68 ,BMH
"DICLOFENAC ER 100 MG TABLET,EXTENDED RELEASE 24 HR",00527217037, 8.82 ,BMH
"DICLOFENAC SODIUM 25 MG TABLET,DELAYED RELEASE",00781178501, 4.79 ,BMH
"DICLOFENAC SODIUM 25 MG TABLET,DELAYED RELEASE",16571020310, 4.15 ,BMH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",00378628101, 3.47 ,BMH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",61442010301, 2.91 ,BMH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",51079022401, 3.61 ,BMH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",51079022420, 3.61 ,BMH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",68084033301, 3.64 ,BMH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",68084033311, 3.64 ,BMH
DICLOXACILLIN 250 MG CAPSULE,00093312301, 4.14 ,BMH
DICLOXACILLIN 250 MG CAPSULE,00781224801, 2.66 ,BMH
DICYCLOMINE 10 MG CAPSULE,51079011801, 4.20 ,BMH
DICYCLOMINE 10 MG CAPSULE,51079011820, 4.20 ,BMH
DICYCLOMINE 10 MG CAPSULE,58914001210, 4.48 ,BMH
DICYCLOMINE 10 MG CAPSULE,00378161001, 1.79 ,BMH
DICYCLOMINE 10 MG CAPSULE,00591079401, 3.50 ,BMH
DICYCLOMINE 10 MG CAPSULE,00143312601, 4.39 ,BMH
DICYCLOMINE 10 MG CAPSULE,00527058601, 4.39 ,BMH
DICYCLOMINE 10 MG/5 ML ORAL SOLUTION,00603116158, 1.93 ,BMH
DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,58914008052, 139.56 ,BMH
DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,00641617301, 100.89 ,BMH
DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,00641617310, 100.89 ,BMH
DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,00517198005, 61.58 ,BMH
DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,00517198001, 61.58 ,BMH
DICYCLOMINE 20 MG TABLET,51079011901, 4.20 ,BMH
DICYCLOMINE 20 MG TABLET,51079011920, 4.20 ,BMH
DICYCLOMINE 20 MG TABLET,00143122701, 2.47 ,BMH
DICYCLOMINE 20 MG TABLET,00378162001, 2.23 ,BMH
DIGOXIN 100 MCG/ML INJECTION SOLUTION,70515026210, 333.56 ,BMH
DIGOXIN 100 MCG/ML INJECTION SOLUTION,24987026210, 280.96 ,BMH
DIGOXIN 125 MCG TABLET,00115981101, 5.32 ,BMH
DIGOXIN 125 MCG TABLET,49884051401, 4.66 ,BMH
DIGOXIN 125 MCG TABLET,00143124001, 2.90 ,BMH
DIGOXIN 125 MCG TABLET,00904592161, 3.76 ,BMH
DIGOXIN 250 MCG TABLET,00904592261, 4.43 ,BMH
DIGOXIN 250 MCG TABLET,00115982201, 5.32 ,BMH
DIGOXIN 250 MCG TABLET,49884049401, 3.15 ,BMH
DIGOXIN 250 MCG TABLET,00143124101, 2.81 ,BMH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00641141031, 11.19 ,BMH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00641141035, 11.19 ,BMH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00781305972, 9.40 ,BMH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00781305995, 9.40 ,BMH
DIGOXIN 50 MCG/ML ORAL SOLUTION,00054005746, 9.46 ,BMH
DIGOXIN IMMUNE FAB 40 MG INTRAVENOUS SOLUTION,50633012011," 8,849.26 ",BMH
DIGOXIN IV NEONATE 10 MCG/ML INJECTION,09900000393, 32.31 ,BMH
DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION,00574085010, 219.76 ,BMH
DILTIAZEM 100 MG INTRAVENOUS SOLUTION,00409435003, 97.37 ,BMH
DILTIAZEM 1MG/1 ML INFUSION (IV PREMIX),09900000302, 1.25 ,BMH
DILTIAZEM 30 MG TABLET,51079074501, 2.07 ,BMH
DILTIAZEM 30 MG TABLET,00378002301, 2.98 ,BMH
DILTIAZEM 30 MG TABLET,00093031801, 2.04 ,BMH
DILTIAZEM 30 MG TABLET,63739007910, 2.61 ,BMH
DILTIAZEM 30 MG TABLET,51079074520, 2.07 ,BMH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00409117102, 7.43 ,BMH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,17478093726, 9.35 ,BMH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,17478093725, 10.20 ,BMH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00641601501, 4.78 ,BMH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,17478093705, 13.13 ,BMH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00409117101, 9.93 ,BMH
