Charge Code,Charge Description,Rev Code,HCPCS/CPT Code2,Modifier,ALT CPT/HCPC DRIVER,ALT CPT/HCPC ,ALT REV DRIVER,ALT REV ,ALT REV DRIVER3,ALT REV 2,2019 Charge,2019 Tiered Pricing
30070329,HC PURKINJE CELL CYTOPLASMIC AB TYPE 1,0302,86255,,,,,,,,$162.00,
30070330,HC ID MALDI-TOF MASS SPEC AFB,0306,87118,,,,,,,,$139.00,
30070331,HC HYDROCODONE & METABOLITES SCREEN,0301,80361,,MCR,G0480,,,,,$177.00,
30070332,HC PATHOGEN TEST FOR PLATELETS,0302,P9100,,,,,,,,$51.00,
30070333,HC VITAMIN B3 NIACIN PLASMA,0301,84591,,,,,,,,$122.00,
30070334,"HC HCV GENOTYPE RESOLUTION, S",0306,87902,,,,,,,,$535.00,
30070335,HC BODY FLUID CHOLESTEROL,0301,84311,,,,,,,,$280.00,
30070336,HC INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 3,0301,83520,,,,,,,,$54.00,
30070337,"HC INSULIN-LIKE GROWTH FACTOR 1, LC-MS, S",0301,84305,,,,,,,,$58.00,
30070338,HC BARTONELLA HENSELAE IGG,0302,86611,,,,,,,,$39.00,
30070339,HC BARTONELLA HENSELAE IGM,0302,86611,,,,,,,,$39.00,
30070340,"HC SSA AB IGG, S",0302,86235,,,,,,,,$127.00,
30070341,"HC SSB AB IGG, S",0302,86235,,,,,,,,$127.00,
30070342,HC RICKETTSIA IGG,0302,86757,,,,,,,,$68.00,
30070343,HC RICKETTSIA IGM,0302,86757,,,,,,,,$68.00,
30070344,"HC 5,10-METHYLENETETAHYDROFOLATE REDUCTASE C677T, MUTATION, BLOOD",0310,81291,,,,,,,,$158.00,
30070345,"HC BETA 2 GLYCOPROTEIN 1 AB, IGM",0302,86146,,,,,,,,$72.00,
30070346,"HC BETA 2 GLYCOPROTEIN 1 AB, IGG",0302,86146,,,,,,,,$72.00,
30070347,HC ANTI-SMOOTH MUSCLE AB,0302,86255,,,,,,,,$51.00,
30070348,HC PNEUMOCYSTIS JIROVECI PCR,0306,87798,,,,,,,,$192.00,
30070349,HC MACROSCOPIC EXAM PARASITE MAYO,0306,87169,,,,,,,,$74.00,
30070350,HC ORGANIC ACID RDM U,0301,83919,,,,,,,,$70.00,
30070351,HC HGB ELECTROPHORESIS QUANT,0301,83020,,,,,,,,$54.00,
30070352,HC FRANCISELLA TULARENSIS AB,0302,86000,,,,,,,,$177.00,
30070353,"HC CLONAZEPAM, S",0301,80346,,MCR,G0480,,,,,$164.00,
30070354,HC ASPERGILLUS FLAVUS AB,0302,86606,,,,,,,,$44.00,
30070355,HC ASPERGILLUS NIGER AB,0302,86606,,,,,,,,$44.00,
30070356,HC ASPERGILLUS FUMIGATUS AB,0302,86606,,,,,,,,$44.00,
30070357,HC NSE ENDOLASE,0301,83520,,,,,,,,$152.00,
30070358,HC PTH-RELATED PEPTIDE,0301,82397,,,,,,,,$253.00,
30070359,HC PANCREATIC ELASTASE STOOL,0301,82656,,,,,,,,$118.00,
30070360,HC TOXOPLAMSMA GONDII AB IGG,0302,86777,,,,,,,,$60.00,
30070361,HC CLOSTRIDIUM DIFFICILE CULTURE,0306,87081,,,,,,,,$194.00,
30070362,"HC QUAD SCREEN MATERNAL, S",0310,81511,,,,,,,,$163.00,
30070363,HC HCG QUALITATIVE,0301,84703,,,,,,,,$121.00,
30070364,HC MACROSCOPIC EXAM ARTHROPOD MAYO,0306,87168,,,,,,,,$74.00,
30070365,HC SUSCEPTIBILITY MACROBROTH DIULTION METHOD,0306,87188,,,,,,,,$167.00,
30070366,HC SULFHEMOGLOBIN,0301,83060,,,,,,,,$76.00,
30070367,HC METHEMOGLOBIN REDUCTASE,0301,82657,,,,,,,,$162.00,
31000001,HC TISSUE LEVEL III,0310,88304,,,,,,,,$144.00,
31000002,HC TISSUE LEVEL IV,0310,88305,,,,,,,,$282.00,
31000005,HC CYTOLOGY MISC SMEAR,0311,88160,,,,,,,,$83.00,
31000006,HC CYTOLOGY SPUTUM,0310,88112,,,,,,,,$123.00,
31000007,HC CYTOLOGY WITH BLOCK,0310,88305,,,,,,,,$144.00,
31000009,HC TISSUE F S PROCESSING,0310,88331,,,,,,,,$310.00,
31000010,HC TISSUE GROSS,0310,88300,,,,,,,,$71.00,
31000011,HC TISSUE LEVEL VI,0310,88309,,,,,,,,"$1,334.00",
31000012,HC TISSUE LEVEL II,0310,88302,,,,,,,,$100.00,
31000016,HC CYTOLOGY URINE,0310,88112,,,,,,,,$144.00,
31000017,HC CYTOLOGY FNA,0311,88173,,,,,,,,$159.00,
31000019,HC SPECIAL STAIN OTHER,0310,88313,,,,,,,,$144.00,
31000020,HC CYTOLOGY FLUID,0310,88112,,,,,,,,$196.00,
31000021,HC TISSUE LEVEL V,0310,88307,,,,,,,,$634.00,
31000022,HC IMMUNO SP STAIN,0310,88342,,,,,,,,$213.00,
31000025,HC SPECIAL STAIN MICROORGANISM,0310,88312,,,,,,,,$82.00,
31000026,HC TISSUE DECAL,0310,88311,,,,,,,,$139.00,
31000027,HC FNA QUICK STAIN,0311,88172,,,,,,,,$241.00,
31000029,HC FROZEN SECTION ADDITIONAL,0310,88332,,,,,,,,$125.00,
31000032,HC IRON TISSUE,0300,83540,,,,,,,,$91.00,
31000038,HC KIDNEY BIOPSY CONSULT,0310,88348,,,,,,,,"$1,175.00",
31000039,HC COMPREHENSIVE PATH CONSULT,0310,88325,,,,,,,,$593.00,
31000040,HC PATH CONSULT PREPARE REVIEW SL,0310,88323,,,,,,,,$197.00,
31000041,HC PATH CONSULT REVIEW SLIDES,0310,88321,,,,,,,,$197.00,
31050001,HC BILIRUBIN TRANSCUTANEOUS,0301,88720,,,,,,,,$22.00,
31070001,HC CYTOPATH URINE 3-5 MOLE PROBES EA SPEC MANUAL,0310,88120,,,,,,,,"$1,021.00",
31070002,HC CHROMOSOME ANALYSIS 20-25,0310,88264,,,,,,,,$270.00,
31070003,HC CYTOGENETICS 25-99,0310,88274,,,,,,,,$177.00,
31070007,HC HISTOCHEMICAL STAINS ADD-ON,0310,88314,,,,,,,,$104.00,
31070009,HC IMMUNOFLUOR ANTB 1ST STAIN,0312,88346,,,,,,,,$213.00,
31070010,HC MOLECULAR GENOTYPE,0310,81479,,,,,,,,$683.00,
31070012,HC IMMUNOFLUOR ANTB ADDL STAIN,0312,88350,,,,,,,,$193.00,
31070013,HC SEQUENCE ANALYSIS PANEL,0310,81445,,,,,,,,"$1,260.00",
31070014,HC RENAL PATH LEVEL IV WET TISSUE,0310,88305,,,,,,,,$380.00,
31070015,HC FITE-FARACO STAIN,0310,88312,,,,,,,,$148.00,
31070016,HC ZIEHL-NEELSEN ST AFBACT,0310,88312,,,,,,,,$148.00,
31070017,HC WARTHIN-STARRY STAIN,0310,88312,,,,,,,,$148.00,
31070018,HC GROCOTTS METH SILVER ST,0310,88312,,,,,,,,$148.00,
31070019,"HC JONES METH, MASSONS, PERIODIC ACID SCHIFF STAINS",0310,88313,,,,,,,,$33.00,
31070020,HC IMMUNO SP STAIN EA ADDL SNGL STAIN,0310,88341,,,,,,,,$193.00,
31070021,HC MORPHOMETRIC ANALYSIS,0310,88377,,,,,,,,$302.00,
31070022,"HC K167 (MIB-1), SEMIQUANT IHC, MANUAL",0310,88360,,,,,,,,$276.00,
31070023,HC RHODANINE ST FOR COPPER,0310,88313,,,,,,,,$148.00,
31070024,HC IHC QUANTITATIVE MORPHOMETRIC ANALYSIS,0310,88360,,,,,,,,$213.00,
31070025,"HC FLOW CYTOMETRY, CELL SURFACE, FIRST",0311,88184,,,,,,,,$213.00,
31070026,"HC FLOW CYTOMETRY, CELL SURFACE, ADDL",0311,88185,,,,,,,,$194.00,
31070027,HC IHC QUAL EACH MULTIPLEX AB,0312,88344,,,,,,,,$213.00,
31070028,HC BRAF V600 MUTATION,0310,81210,,,,,,,,$289.00,
31070029,HC MICRODISSECTION PREP IDENTIFIED TARGET MANUAL,0310,88381,,,,,,,,$120.00,
31070030,HC CHRMSM ANALYSIS ADDL KARYOTYP EACH STUDY,0310,88280,,,,,,,,$55.00,
31070031,HC TISS CUL NEO DISORDERS BONE MARROW BLOOD CELLS,0310,88237,,,,,,,,$275.00,
31070032,HC MLL-PTD TANDEM DUP GENOPTIX,0310,81479,,,,,,,,$707.00,
31070033,HC GEN SEQ ANALYS HEMATOLYMPHOID NEO 5-50 GENE GENOPTIX,0310,81450,,,,,,,,"$2,308.00",
31070034,HC FLT3 TKD GENOPTIX,0310,81246,,,,,,,,$253.00,
31070035,HC FLTS ITD- GENOPTIX,0310,81245,,,,,,,,$253.00,
31070036,"HC FRAGILE X SYNDROME, MOLECULAR ANALYSIS",0310,81243,,,,,,,,$510.00,
31070037,"HC CHROMOSOMAL MICROARRAY, CONGENTIAL, BLOOD",0310,81229,,,,,,,,"$2,206.00",
31070038,HC CELL-FREE DNA PRENATAL SCREEN,0310,81420,,,,,,,,"$1,649.00",
31070039,"HC HER2, BREAST IHC,AUTOMATED",0310,88361,,,,,,,,$213.00,
31070040,HC ISH FOR EPSTIEN-BARR VIRUS,0310,88274,,,,,,,,$420.00,
31070041,HC MORPHOMETRIC ANALYSIS FISH MANUAL,0310,88368,,,,,,,,$213.00,
31070042,HC MORPHOMETRIC ANALYSIS FISH SINGLE PROBE,0310,88369,,,,,,,,$158.00,
31070043,"HC MORPH ANALYSIS, MANUAL",0310,88360,,,,,,,,$529.00,
31070044,"HC INTERPHASES, 100-300",0310,88275,,,,,,,,$117.00,
31070045,HC IGVH B-CELL MUTATION ANALYSIS- GENOTPIX,0310,81263,,,,,,,,$677.00,
31070046,HC CULTURE O2,0310,88233,,,,,,,,$336.00,
31070047,HC HLA II TYPING 1 LOCUS LR,0310,81376,,,,,,,,$308.00,
31070048,"HC MORPH ANALYSIS, AUTO",0310,88361,,,,,,,,$742.00,
32000001,HC ARTHROGRAM INJECTION ELBOW,0361,24220,,,,MDIN,0761,,,$404.00,
32000002,HC INJ CONTRAST FOR CVC CHECK W FLUORO,0361,36598,,,,,,,,$503.00,
32000003,HC TRANSCATHETER BIOPSY,0361,37200,,,,,,,,"$7,614.00",
32000005,HC PERC PLACEMENT GASTROSTOMY TUBE W FLUORO,0361,49440,,,,,,,,"$2,673.00",
32000008,HC XR EYE FOREIGN BODY,0320,70030,,,,,,,,$275.00,
32000009,HC XR MANDIBLE < 4 VIEWS,0320,70100,,,,,,,,$263.00,
32000010,HC XR MANDIBLE COMPLETE 4+ VIEWS,0320,70110,,,,,,,,$536.00,
32000012,HC XR MASTOIDS COMPLETE 3+ VIEWS PER SIDE,0320,70130,,,,,,,,$486.00,
32000015,HC XR FACIAL BONES COMPLETE 3+ VIEWS,0320,70150,,,,,,,,$536.00,
32000016,HC XR NASAL BONES COMPLETE 3+ VIEWS,0320,70160,,,,,,,,$374.00,
32000018,HC XR ORBITS COMPLETE 4+ VIEWS,0320,70200,,,,,,,,$473.00,
32000019,HC XR SINUSES < 3 VIEWS,0320,70210,,,,,,,,$196.00,
32000020,HC XR SINUSES COMPLETE 3+ VIEWS,0320,70220,,,,,,,,$497.00,
32000021,HC XR SELLA TURCICA,0320,70240,,,,,,,,$271.00,
32000022,HC XR SKULL < 4 VIEWS,0320,70250,,,,,,,,$315.00,
32000023,HC XR SKULL COMPLETE 4+ VIEWS,0320,70260,,,,,,,,$559.00,
32000024,HC XR TEMPOROMANDIBULAR JNT UNILATERAL OPEN/CLOSED,0320,70328,,,,,,,,$263.00,
32000025,HC XR TEMPOROMANDIBULAR JNT BILATERAL OPEN/CLOSED,0320,70330,,,,,,,,$525.00,
32000026,HC XR ARTHROGRAM TMJ S&I,0322,70332,,,,,,,,$479.00,
32000028,HC XR NECK SOFT TISSUE,0320,70360,,,,,,,,$406.00,
32000032,HC XR SIALOGRAM S&I,0320,70390,,,,,,,,$417.00,
32000041,HC XR RIBS UNILATERAL 2 VIEWS,0320,71100,,,,,,,,$440.00,
32000042,HC XR RIBS UNILATERAL W/CHEST 3+ VIEWS,0320,71101,,,,,,,,$599.00,
32000043,HC XR RIBS BILATERAL 3 VIEWS,0320,71110,,,,,,,,$573.00,
32000044,HC XR RIBS BILATERAL W/CHEST 4+ VIEWS,0320,71111,,,,,,,,$738.00,
32000045,HC XR STERNUM 2+ VIEWS,0320,71120,,,,,,,,$449.00,
32000046,HC XR STERNOCLAVICULAR JOINT(S) 3+ VIEWS,0320,71130,,,,,,,,$350.00,
32000053,HC XR THORACIC SPINE 2 VIEWS,0320,72070,,,,,,,,$372.00,
32000054,HC XR THORACIC SPINE 3 VIEWS,0320,72072,,,,,,,,$465.00,
32000056,HC XR THORACOLUMBAR SPINE 2 VIEWS,0320,72080,,,,,,,,$440.00,
32000058,HC XR LUMBAR SPINE 2 OR 3 VIEWS,0320,72100,,,,,,,,$455.00,
32000059,HC XR LUMBAR SPINE 4+ VIEWS,0320,72110,,,,,,,,$685.00,
32000060,"HC XR LUMBAR SPINE COMPLETE W/BENDING VIEWS, MIN 6",0320,72114,,,,,,,,$833.00,
32000061,HC XR LUMBOSACRAL SPINE BENDING VIEWS ONLY 2/3 VIEWS,0320,72120,,,,,,,,$220.00,
32000062,HC XR PELVIS 1 OR 2 VIEWS,0320,72170,,,,,,,,$408.00,
32000063,HC XR PELVIS COMPLETE 3+ VIEWS,0320,72190,,,,,,,,$631.00,
32000064,HC XR SACROILIAC JOINTS < 3 VIEWS,0320,72200,,,,,,,,$395.00,
32000065,HC XR SACROILIAC JOINTS 3+ VIEWS,0320,72202,,,,,,,,$395.00,
32000066,HC XR SACRUM/COCCYX 2+ VIEWS,0320,72220,,,,,,,,$400.00,
32000067,HC XR MYELOGRAM CERVICAL SPINE S&I,0320,72240,,,,,,,,"$1,232.00",
32000068,HC XR MYELOGRAM THORACIC SPINE S&I,0320,72255,,,,,,,,"$1,278.00",
32000069,HC XR MYELOGRAM LUMBAR SPINE S&I,0320,72265,,,,,,,,"$1,369.00",
32000070,HC XR MYELOGRAM >2 REGIONS S&I,0320,72270,,,,,,,,"$1,583.00",
32000071,HC XR DISKOGRAM CERVICAL OR THORACIC SPINE S&I,0320,72285,,,,,,,,"$3,619.00",
32000074,HC XR DISKOGRAM LUMBAR SPINE S&I,0320,72295,,,,,,,,"$3,619.00",
32000075,HC XR CLAVICLE COMPLETE,0320,73000,,,,,,,,$363.00,
32000075,HC XR CLAVICLE COMPLETE,0320,73000,50,,,,,,,$721.00,
32000076,HC XR SCAPULA COMPLETE,0320,73010,,,,,,,,$363.00,
32000077,HC XR SHOULDER 1 VIEW,0320,73020,,,,,,,,$263.00,
32000078,HC XR SHOULDER COMPLETE 2+ VIEWS,0320,73030,,,,,,,,$361.00,
32000078,HC XR SHOULDER COMPLETE 2+ VIEWS,0320,73030,50,,,,,,,$719.00,
32000079,HC XR ARTHROGRAM SHOULDER S&I,0320,73040,,,,,,,,$655.00,
32000080,HC XR ACROMIOCLAVICULAR JOINTS BILAT W/ OR W/O WTS,0320,73050,,,,,,,,$363.00,
32000081,HC XR HUMERUS 2+ VIEWS,0320,73060,,,,,,,,$363.00,
32000081,HC XR HUMERUS 2+ VIEWS,0320,73060,50,,,,,,,$721.00,
32000082,HC XR ELBOW 2 VIEWS,0320,73070,,,,,,,,$363.00,
32000082,HC XR ELBOW 2 VIEWS,0320,73070,50,,,,,,,$721.00,
32000083,HC XR ELBOW COMPLETE 3+ VIEWS,0320,73080,,,,,,,,$393.00,
32000083,HC XR ELBOW COMPLETE 3+ VIEWS,0320,73080,50,,,,,,,$783.00,
32000084,HC XR ARTHROGRAM ELBOW S&I,0320,73085,,,,,,,,$838.00,
32000085,HC XR FOREARM 2 VIEWS,0320,73090,,,,,,,,$363.00,
32000085,HC XR FOREARM 2 VIEWS,0320,73090,50,,,,,,,$721.00,
32000086,HC XR UPPER EXTREMITY INFANT 2+ VIEWS,0320,73092,,,,,,,,$218.00,
32000086,HC XR UPPER EXTREMITY INFANT 2+ VIEWS,0320,73092,50,,,,,,,$537.00,
32000087,HC XR WRIST 2 VIEWS,0320,73100,,,,,,,,$363.00,
32000087,HC XR WRIST 2 VIEWS,0320,73100,50,,,,,,,$721.00,
32000088,HC XR WRIST COMPLETE 3+ VIEWS,0320,73110,,,,,,,,$393.00,
32000088,HC XR WRIST COMPLETE 3+ VIEWS,0320,73110,50,,,,,,,$783.00,
32000089,HC XR ARTHROGRAM WRIST S&I,0320,73115,,,,,,,,"$1,309.00",
32000090,HC XR HAND 2 VIEWS,0320,73120,,,,,,,,$363.00,
32000090,HC XR HAND 2 VIEWS,0320,73120,50,,,,,,,$721.00,
32000091,HC XR HAND COMPLETE 3+ VIEWS,0320,73130,,,,,,,,$393.00,
32000091,HC XR HAND COMPLETE 3+ VIEWS,0320,73130,50,,,,,,,$783.00,
32000092,HC XR FINGER(S) 2+ VIEWS,0320,73140,,,,,,,,$363.00,
32000096,HC XR ARTHROGRAM HIP S&I,0320,73525,,,,,,,,"$1,309.00",
32000101,HC XR KNEE 1 OR 2 VIEWS,0320,73560,,,,,,,,$363.00,
32000101,HC XR KNEE 1 OR 2 VIEWS,0320,73560,50,,,,,,,$721.00,
32000102,HC XR KNEE 3 VIEWS,0320,73562,,,,,,,,$389.00,
32000102,HC XR KNEE 3 VIEWS,0320,73562,50,,,,,,,$749.00,
32000103,HC XR KNEE COMPLETE 4+ VIEWS,0320,73564,,,,,,,,$389.00,
32000103,HC XR KNEE COMPLETE 4+ VIEWS,0320,73564,50,,,,,,,$776.00,
32000104,HC XR KNEE AP STANDING BOTH KNEES,0320,73565,,,,,,,,$721.00,
32000105,HC XR ARTHROGRAM KNEE S&I,0322,73580,,,,,,,,"$1,309.00",
32000106,HC XR TIBIA/FIBULA 2 VIEWS,0320,73590,,,,,,,,$363.00,
32000106,HC XR TIBIA/FIBULA 2 VIEWS,0320,73590,50,,,,,,,$733.00,
32000107,HC XR LOWER EXTREMITY INFANT 2+ VIEWS,0320,73592,,,,,,,,$269.00,
32000107,HC XR LOWER EXTREMITY INFANT 2+ VIEWS,0320,73592,50,,,,,,,$504.00,
32000108,HC XR ANKLE 2 VIEWS,0320,73600,,,,,,,,$356.00,
32000108,HC XR ANKLE 2 VIEWS,0320,73600,50,,,,,,,$708.00,
32000109,HC XR ANKLE COMPLETE 3+ VIEWS,0320,73610,,,,,,,,$368.00,
32000109,HC XR ANKLE COMPLETE 3+ VIEWS,0320,73610,50,,,,,,,$688.00,
32000110,HC XR ARTHROGRAM ANKLE S&I,0322,73615,,,,,,,,"$1,309.00",
32000111,HC XR FOOT 2 VIEWS,0320,73620,,,,,,,,$333.00,
32000111,HC XR FOOT 2 VIEWS,0320,73620,50,,,,,,,$694.00,
32000112,HC XR FOOT COMPLETE 3+ VIEWS,0320,73630,,,,,,,,$368.00,
32000112,HC XR FOOT COMPLETE 3+ VIEWS,0320,73630,50,,,,,,,$733.00,
32000113,HC XR CALCANEUS 2+ VIEWS,0320,73650,,,,,,,,$363.00,
32000113,HC XR CALCANEUS 2+ VIEWS,0320,73650,50,,,,,,,$721.00,
32000114,HC XR TOE(S) 2+ VIEWS,0320,73660,,,,,,,,$360.00,
32000117,HC XR ABDOMEN ACUTE AP/DECUB/ERECT/CHEST,0320,74022,,,,,,,,$532.00,
32000118,HC XR ESOPHAGUS,0320,74220,,,,,,,,$503.00,
32000119,HC XR SWALLOWING FUNCTION CINE/VIDEO,0320,74230,,,,,,,,$474.00,
32000120,HC XR UGI W/O KUB,0320,74240,,,,,,,,$588.00,
32000121,HC XR UGI W/SMALL INTESTINE,0320,74245,,,,,,,,"$1,403.00",
32000122,HC XR UGI W/AIR CONTRAST W/O KUB,0320,74246,,,,,,,,$306.00,
32000123,HC XR UGI W/AIR CONTRAST W/KUB,0320,74247,,,,,,,,$933.00,
32000124,HC XR UGI W/AIR CONTRAST W/SMALL INTESTINE FOLLOWTHRU,0320,74249,,,,,,,,"$1,403.00",
32000125,HC XR SMALL INTESTINE,0320,74250,,,,,,,,$572.00,
32000126,HC XR SMALL INTESTINE VIA ENTEROCLYSIS,0320,74251,,,,,,,,"$1,155.00",
32000127,HC XR COLON ENEMA BARIUM W/ OR W/O KUB,0320,74270,,,,,,,,"$1,226.00",
32000128,HC XR COLON ENEMA BARIUM W/AIR CONTRAST,0320,74280,,,,,,,,$926.00,
32000129,HC XR CHOLANGIOGRAM INTRAOPERATIVE S&I,0320,74300,,,,,,,,$638.00,
32000130,HC XR CHOLANGIOGRAM INTRAOPERATIVE ADDL SET S&I,0320,74301,,,,,,,,$392.00,
32000135,HC XR INTRODUCTION LONG GI TUBE S&I,0320,74340,,,,,,,,$235.00,
32000137,HC XR DILATION BILIARY DUCT W/ OR W/O STENT S&I,0320,74363,,,,,,,,"$1,393.00",
32000138,HC XR UROGRAM INFUSION DRIP OR BOLUS,0320,74410,,,,,,,,"$1,123.00",
32000139,HC XR UROGRAM DRIP OR BOLUS W/NEPHROTOMOGRAM,0320,74415,,,,,,,,"$1,293.00",
32000140,HC XR UROGRAM RETROGRADE,0320,74420,,,,,,,,"$1,688.00",
32000141,HC XR UROGRAM ANTEGRADE S&I,0320,74425,,,,,,,,$888.00,
32000142,HC XR CYSTOGRAM 3+ VIEWS S&I,0320,74430,,,,,,,,$632.00,
32000144,HC XR CYSTOURETHROGRAM RETROGRADE S&I,0320,74450,,,,,,,,$632.00,
32000145,HC XR CYSTOURETHROGRAM VOIDING S&I,0320,74455,,,,,,,,$610.00,
32000148,HC XR DILATION NEPHROSTOMY/URETERS/URETHRA S&I,0320,74485,,,,,,,,"$3,068.00",
32000150,HC XR HYSTEROSALPINGOGRAM S&I,0320,74740,,,,,,,,$894.00,
32000155,HC XR AORTOGRAM THORACIC W/SER S&I,0323,75605,,,,,,,,"$11,422.00",
32000156,HC AORTAGRAM ABDOMINAL S/I,0323,75625,,,,,,,,"$6,862.00",
32000157,HC AORTAGRAM ABDOMINAL WITH FEMORAL RUNNOFF S/I,0323,75630,,,,,,,,"$6,860.00",
32000167,HC XR ANGIOGRAM EXTREMITY UNILATERAL S&I,0361,75710,,,,,,,,"$3,377.00",
32000168,HC ANGIOGRAPHY EXTREMITY BILATERAL S/I,0361,75716,,,,,,,,"$6,860.00",
32000171,HC XR ANGIOGRAM VISCERAL W/ OR W/O FLUSH S&I,0361,75726,,,,,,,,"$5,917.00",
32000173,HC XR ANGIOGRAM PULMONARY UNILATERAL S&I,0361,75741,,,,,,,,"$3,377.00",
32000174,HC XR ANGIOGRAM PULMONARY BILATERAL S&I,0361,75743,,,,,,,,"$6,755.00",
32000175,HC XR ANGIOGRAM PULMONARY NONSELECT S&I,0329,75746,,,,,,,,"$1,866.00",
32000176,HC XR ANGIOGRAM EA ADDL VESSEL S&I,0329,75774,,,,,,,,"$2,043.00",
32000178,HC XR VENOGRAM EXTREMITY UNILATERAL S&I,0329,75820,,,,,,,,"$1,084.00",
32000179,HC XR VENOGRAM EXTREMITY BILATERAL S&I,0329,75822,,,,,,,,"$1,264.00",
32000180,HC XR VENACAVAGRAM INFERIOR S&I,0329,75825,,,,,,,,"$3,377.00",
32000181,HC XR VENACAVAGRAM SUPERIOR S&I,0329,75827,,,,,,,,"$1,866.00",
32000183,HC XR VENOGRAM RENAL BILATERAL S&I,0329,75833,,,,,,,,"$3,377.00",
32000186,HC XR VENOGRAM VENOUS SINUS/JUGULAR S&I,0329,75860,,,,,,,,"$6,860.00",
32000190,HC XR VENOUS SAMPLING CATHETER W/ OR W/O ANGIO S&I,0329,75893,,,,,,,,"$11,422.00",
32000195,HC XR REMOVAL CV PERICATHETER OBSTRUCTIVE MATERIAL,0329,75901,,,,,,,,"$2,855.00",
32000204,HC XR TRANSCATH BIOPSY S&I,0329,75970,,,,,,,,$983.00,
32000208,HC XR CHANGE TUBE/DRAINAGE CATHETER S&I,0329,75984,,,,,,,,$505.00,
32000209,HC XR FLUORO ABSCESS DRAINAGE/SPECIMEN COLLECTION S&I,0329,75989,,,,,,,,"$1,142.00",
32000212,HC XR NOSE TO RECTUM FB LOCALIZATION SINGLE VIEW,0320,76010,,,,,,,,$175.00,
32000213,HC XR ABSCESS FISTULA/SINUS TRACT STUDY S&I,0320,76080,,,,,,,,"$1,309.00",
32000214,HC XR SURGICAL SPECIMEN,0320,76098,,,,,,,,$711.00,
32000215,HC XR TOMOGRAM SINGLE PLANE,0320,76100,,,,,,,,$780.00,
32000216,HC 3D RENDERING W/INTERP W/O IND POSTPROCESS,0350,76376,,,,,,,,$655.00,
32000217,HC 3D RENDERING W/INTERP W/ IND POSTPROCESS,0350,76377,,,,,,,,$494.00,
32000220,HC US GUIDED NEEDLE PLACEMENT S&I,0402,76942,,,,,,,,"$1,005.00",
32000229,HC XR BONE AGE STUDIES,0320,77072,,,,,,,,$343.00,
32000230,HC XR BONE LENGTH STUDIES,0320,77073,,,,,,,,$506.00,
32000231,HC XR BONE SURVEY LIMITED,0320,77074,,,,,,,,$306.00,
32000232,HC XR BONE SURVEY COMPLETE,0320,77075,,,,,,,,$631.00,
32000233,HC XR BONE SURVEY INFANT,0320,77076,,,,,,,,$406.00,
32000234,HC XR JOINT SURVEY 1 VIEW,0320,77077,,,,,,,,$210.00,
32000235,HC XR BONE DENSITY DUAL ENERGY (DXA) AXIAL,0320,77080,,,,,,,,$613.00,
32000239,HC CHEMO CNS,0331,96450,,,,,,,,$813.00,
32000248,HC ANGIO UPPER EXTREMITY BILATERAL S/I,0361,75716,,,,,,,,"$6,860.00",
32000251,HC AORTOGRAM ABDOMINAL S/I,0323,75625,,,,,,,,"$6,862.00",
32000252,HC AORTOGRAM ABD W RUN S/I,0323,75630,,,,,,,,"$6,860.00",
32000258,HC BIOPSY ASPIRATION S/I,0329,77002,,,,,,,,"$1,183.00",
32000268,HC EMBOLIZATION S/I,0329,75894,,,,,,,,"$2,863.00",
32000273,HC FLUORO GUIDANCE,0329,77001,,,,,,,,$502.00,
32000274,HC FLUOROSCOPY ONLY,0329,76000,,,,,,,,$734.00,
32000304,HC XR UROGRAM INTRAVENOUS (IVP) W/ OR W/O TOMO,0320,74400,,,,,,,,"$1,123.00",
32000311,HC DYE STUDY S/I,0320,75809,,,,,,,,$315.00,
32000312,HC FLUORO UP TO 1 HOUR,0329,76000,,,,,,,,$734.00,
32000318,HC XR SPINE 1 VIEW ANY LEVEL,0320,72020,,,,,,,,$278.00,
32000319,HC XR CERVICAL SPINE 2 OR 3 VIEWS,0320,72040,,,,,,,,$465.00,
32000320,HC XR CERVICAL SPINE 4 OR 5 VIEWS,0320,72050,,,,,,,,$561.00,
32000323,HC XR CERVICAL SPINE 6 OR MORE VIEWS,0320,72052,,,,,,,,$593.00,
32000324,HC IR/XR PTA ILIAC UNILAT INITAL W S/I,0361,37220,,,,,,,,"$9,004.00",
32000325,HC IR/XR STENT ILIAC UNILAT INITIAL W S/I,0361,37221,,,,,,,,"$19,485.00",
32000326,HC IR/XR PTA ILIAC EA ADDL W S/I,0361,37222,,,,,,,,"$5,895.00",
32000327,HC IR/XR STENT ILIAC EA ADDL W S/I,0361,37223,,,,,,,,"$8,356.00",
32000328,HC IR/XR PTA FEM/POP UNILAT W S/I,0361,37224,,,,,,,,"$8,072.00",
32000329,HC IR/XR STENT FEM/POP UNILAT W S/I,0361,37226,,,,,,,,"$16,881.00",
32000330,HC IR/XR STENT/ATHERECTOMY FEM/POP UNILAT W S/I,0361,37227,,,,,,,,"$19,510.00",
32000331,HC IR/XR PTA TIB/PERON UNILAT INITIAL W S/I,0361,37228,,,,,,,,"$12,616.00",
32000332,HC IR/XR STENT TIB/PERON UNILAT INITIAL W S/I,0361,37230,,,,,,,,"$19,455.00",
32000333,HC IR/XR STENT/ATHERECTOMY TIB/PERON UNILAT INIT W S/I,0361,37231,,,,,,,,"$19,510.00",
