Technical Description,Charge
CERVICAL BX/EX LESN +/- FULGR,1061.00
CERVICAL INTERBODY 12X14X7MM,2100.00
CERVICAL INTERBODY 12X14X8,2100.00
CERVICAL INTERBODY 13X16X12,2100.00
CERVICAL INTERBODY 13X16X6MM,2100.00
CETIRIZINE 2.5MG/2.5ML ORAL SO,0.46
CETIRIZINE 5MG TAB,6.82
CETRIZINE TAB 10MG,5.83
CETUXIMAB 100MG/50ML INJ,1426.27
C-FLEX DOUBLE PIGTAIL STENT,23.00
CFTR 165 PATHOGENIC VARIANTS,240.00
"CGD, QUALITATIVE",325.00
CHANGE CATHETER PERC OR DRAIN,629.00
CHANGE CYSTOSTOMY TUBE; SIMPLE,631.00
CHANGE OF BLADDER TUBE,1407.00
CHANGE OF CYSTOMY TUBE-SMP,677.00
CHANGE OF JEJUNO/GASTRO TUBE,629.00
CHARGER BATTERY,12200.00
CHECK FL INTROD 12 038.63,184.00
CHECK PATENCY INDN VEN CATH,749.00
CHEM 8,197.00
"CHEM 8, ED WHOLE BLOOD PANEL",293.00
CHEM CAUTERIZ OF GRANULATION,386.00
"CHEMICAL CAUTERIZATION, TISSUE",440.00
CHEMO ADDL SEQNTIAL INFUS 1HR,959.00
CHEMO ADDL SEQNTIAL INFUS 1HR,959.00
CHEMO ADDL SEQNTL INFUS DRUG,959.00
CHEMO ADM CNS/INTRATHEC SEP PX,5725.00
CHEMO ADMIN IN CNS/INTRATHECAL,5725.00
CHEMO ADMIN INTO CNS,6126.00
CHEMO ADMIN IV PUSH SNGL/INITL,988.00
CHEMO ADMIN IV PUSH SNGL/INITL,988.00
CHEMO ADMIN SQ/IM HORMONAL,803.00
CHEMO ADMIN SQ/IM NONHORMONAL,803.00
CHEMO ANTI-NEOPL SQ/IM,803.00
CHEMO ANTI-NEOPL SQ/IM,266.00
CHEMO BLADDER INSTILLATION,2513.00
CHEMO CONCURRENT IV INFUSION,109.00
CHEMO HORMONE ANTINEOPL SQ/IM,803.00
CHEMO HORMONE ANTINEOPL SQ/IM,140.00
CHEMO IM/SQ INJ HORMONAL 2ND,803.00
CHEMO IM/SQ INJ HORMONAL 2ND,803.00
CHEMO IM/SQ INJ HORMONAL 2ND,803.00
CHEMO IM/SQ INJ HORMONAL 2ND,803.00
CHEMO IM/SQ INJ HORMONAL 2ND,803.00
CHEMO IM/SQ INJ HORMONAL 2ND,803.00
CHEMO IM/SQ INJ NONHORM EA ADD,803.00
CHEMO IM/SQ INJ NONHORM EA ADD,155.00
CHEMO IM/SQ INJECT HORMONAL,803.00
CHEMO IM/SQ INJECT NONHORMONAL,803.00
CHEMO INF 16-90M SINGL/INITIAL,1198.00
CHEMO INF 16-90M SNGL/INITL,1198.00
CHEMO INF TO 1H 1ST/INITIAL RX,789.00
CHEMO INFUS 16-90M SINGL/INITL,1198.00
CHEMO INFUS EA ADDL HOUR,959.00
CHEMO INFUSION EACH ADDL HOUR,959.00
CHEMO INFUSION EACH ADDL HR,959.00
CHEMO INJ VIA SQ RESERVOIR,580.00
CHEMO INJ VIA SQ RESERVOIR,580.00
CHEMO INJECT THRU OMAYA RESERV,580.00
CHEMO IV INFUS EACH ADDL SEQ,959.00
CHEMO IV INFUS TO 1 G-SNGL/LST,789.00
CHEMO IV INFUSION 1 HR,1198.00
CHEMO IV INFUSION ADDITIONL HR,129.00
CHEMO IV INFUSION ADDL HR,959.00
CHEMO IV INFUSION CONCURRENT,109.00
CHEMO IV INFUSION CONCURRENT,109.00
CHEMO IV INITIAL INFUS 16-90M,1198.00
CHEMO IV INSUFIN ADD HR,959.00
CHEMO IV PUSH EA ADD RX,893.00
CHEMO IV PUSH EA ADD SUBSTANCE,893.00
CHEMO IV PUSH EACH ADDL DRUG,893.00
CHEMO IV PUSH SNGL/INITIAL,988.00
CHEMO PROLONG INFUS>8HR W PUMP,831.00
CHEMOD PAROTID&SALIVARY-BILAT,385.00
CHEMODENER MUSCLE LARYNX BILAT,1026.00
CHEMODENER MUSCLE LARYNX EMG,770.00
CHEMODENERV 1 EXTREM >=5 EA AD,67.00
CHEMODENERV 1 EXTREM >=5 MUS,770.00
CHEMODENERV 1 EXTREM 1-4 EA AD,67.00
CHEMODENERV 1 EXTREMITY 1-4 ML,770.00
CHEMODENERV MUSC NECK DYSTON,766.00
CHEMODENERV TRUNK MUSC >=6 MUS,770.00
CHEMODENERV TRUNK MUSC 1-5 MUS,770.00
CHEMODENERVATION FACE MUSCLE,454.00
CHEMODENERVATION MUSC MIGRAINE,902.00
CHEMODENRV MUSC NECK DYST BIL,770.00
CHEMOTHERAPY ADMIN I-A PUSH,988.00
CHEST 1 VIEW ANT POS ONLY,403.00
CHEST 1 VIEW DECUBITUS LEFT,389.00
CHEST 1 VIEW DECUBITUS RIGHT,389.00
CHEST 1VW ANT POS INF PORTABLE,403.00
CHEST 1VW ANT POS INFANT,384.00
CHEST 1VW ANT POS ONLY,403.00
CHEST 1VW ANT POS PORTABLE,497.00
CHEST 1VW ANT POST INFANT,403.00
CHEST 1VW AP PORT CENTAL LINE,403.00
CHEST 1VW CROSS LAT INF PORT,389.00
CHEST 1VW CROSS TABLE LAT PORT,389.00
CHEST 1VW CROSS TABLE LATERAL,389.00
CHEST 1VW CROSS TABLE LATERAL,497.00
CHEST 1VW DECUBITUS LEFT,389.00
CHEST 1VW DECUBITUS PORT LT,389.00
CHEST 1VW DECUBITUS PORT RT,389.00
CHEST 1VW DECUBITUS RIGHT,310.00
CHEST 1VW LAT ONLY INFANT PORT,389.00
CHEST 1VW LAT VIEW ONLY INFANT,389.00
CHEST 1VW LAT VIEW ONLY PORT,389.00
CHEST 1VW LATERAL VIEW ONLY,389.00
CHEST 1VW OBL ANTERIOR RIGHT,310.00
CHEST 1VW OBL POSTERIOR LEFT,310.00
CHEST 1VW OBL POSTERIOR RIGHT,310.00
CHEST 1VW OBLIQU ANTERIOR LEFT,310.00
CHEST 1VW OBLIQUE ANTERIOR LT,310.00
CHEST 1VW OBLIQUE ANTERIOR RT,389.00
CHEST 1VW OBLIQUE POSTERIOR LT,310.00
CHEST 1VW OVERPEN PORTABLE,384.00
CHEST 1VW OVERPENETRATED,384.00
CHEST 1VW OVERPENETRATED,384.00
CHEST 1VW POS ANT ONLY,403.00
CHEST 1VW POS ANT ONLY,403.00
CHEST 1VW TBL LAT INF PORT,389.00
CHEST 2 VIEWS FLOROSCOPY,519.00
CHEST 2 VIEWS FLUOROSCOPY,519.00
CHEST 2VIEWS ROUTINE PA/AP/LAT,599.00
CHEST 2VIEWS ROUTINE PA/AP/LAT,599.00
CHEST 2VW DECUBITUS BILATERAL,389.00
CHEST 2VW DECUBITUS BLT PORTAB,497.00
CHEST 2VW OBLIQUE ANTERIOR BIL,310.00
CHEST 2VW OBLIQUE ANTERIOR BIL,310.00
CHEST 2VW OBLIQUE POSTERIR BIL,310.00
CHEST 2VW OBLIQUE POSTERIR BIL,310.00
CHEST 3VIEWS APICAL LORDOTIC,360.00
CHEST 3VIEWS APICAL LORDOTIC,360.00
CHEST 3VIEWS BILATERL OBL ROUT,540.00
CHEST 3VIEWS BILATERL OBL ROUT,393.00
CHEST 4ORMORE COMPLETE,581.00
CHEST 4ORMORE COMPLETE,281.00
CHEST DRAIN VALVE HEMLICH,28.00
CHEST PT,189.00
CHEST SURGERY PROCEDURE,1554.00
"CHEST TOMO,SING VIEW",607.00
"CHEST TOMO,TWO VIEWS",607.00
CHEST W/NON-IONIC CONTRAST,3417.00
CHEST W/NON-IONIC CONTRAST,3417.00
CHEST W/O WITH NON-IONIC,4024.00
CHEST W/O WITH NON-IONIC,4024.00
"CHEST, DECUBITUS/LEFT",310.00
CHG SYSTO TUBE-COMPLICATED,1423.00
CHIKAI GUIDE WIRE 010 300,1098.00
CHIMERISM POST TX UNSORTED,609.00
CHIMERISM PRE TX COMPARATIVE,631.00
CHIMERISM W/CELL SELECTION,765.00
CHIMERISM W/CELL SELECTION,765.00
CHIN CONTOURED 2 PC 3MM,540.00
CHIN PLATE DOUBLE Y 2MM,400.00
CHIPS CANCELLOUS 1.7-10MM 15CC,429.00
CHIPS CANCELLOUS 1.7-10MM 15CC,429.00
"CHLAM,PNEU IGG",9.00
"CHLAM,PNEU IGM",10.00
"CHLAM,PSIT IGG",10.00
"CHLAM,PSIT IGM",10.00
"CHLAM,TRACH IGG",9.00
"CHLAM,TRACH IGM",10.00
CHLAMYDIA BY TMA,25.00
CHLAMYDIA CULTURE,24.00
CHLAMYDIA PCR,308.00
CHLAMYDIA STAIN,16.00
CHLAMYDIA/GONORRHOEAE PCR,548.00
CHLAMYDOPHILA PNEUMONIAE,182.00
CHLORDIAZEPOXIDE 25MG CAPSULE,1.38
CHLORDIAZEPOXIDE 5MG CAPSULE,2.31
CHLORHEXIDINE MW 0.12% 15ML,2.86
CHLORIDE,67.00
CHLORIDE 24 HR UR,60.00
CHLOROPROCAINE HCI INJ 30ML,76.03
CHLOROPROMAZINE HCL 25MG INJ,64.13
CHLOROTHIAZIDE 250MG/5ML SUSP,3.86
CHLORPROMAZINE,64.00
CHLORPROMAZINE 100MG TABLET,32.26
CHLORPROMAZINE HCI ORAL 10MG,12.60
CHLORPROMAZINE HCI ORAL 25MG,15.30
CHLORTHALIDONE 25MG TABLET,5.50
CHOCOLATE PTA BALLOON 2.5X120,2100.00
CHOCOLATE PTA BALLOON 2.5X40,2100.00
CHOCOLATE PTA BALLOON 3X120,2100.00
CHOCOLATE PTA BALLOON 3X40,2100.00
CHOCOLATE PTA BALLOON 4X120,2100.00
CHOCOLATE PTA BALLOON 4X80,2100.00
CHOCOLATE PTA BALLOON 5X120,2200.00
CHOCOLATE PTA BALLOON 5X40,2200.00
CHOCOLATE PTA BALLOON 5X80,2200.00
CHOCOLATE PTA BALLOON 6X120,2200.00
CHOCOLATE PTA BALLOON 6X40,2200.00
CHOCOLATE PTA BALLOON 6X80,2200.00
"CHOLANGIO,OPER.",589.00
CHOLANGIO;INTRAV.,388.00
CHOLECALCIFEROL 1000 UNITS TAB,0.72
CHOLESTEROL,56.00
"CHOLESTEROL, BODY FLUID",56.00
CHOLESTO/ORAL,530.00
CHOLESTYRAMINE 4GM PACKET,10.11
CHOLINEST (PSEUDO),9.00
CHOLINESTERASE,11.00
CHONDROITIN/SOD HYALURONATE IN,454.20
CHORIONIC VILLUS SAMPLING,703.00
CHPV MICRO VALVE,7332.00
CHR ANAL AF INSITU 15 CLS 1 K,1319.00
CHR.ANAL 15-20 CLS 2 KARYO,988.00
CHROM ANAL LYMPHO,2779.00
CHROM ANAL NEOPLASTIC BLD,2779.00
CHROME COBALT 5.5 X 500MM,1176.00
"CHROMIUM,SERUM",16.00
"CHROMIUM,URINE",16.00
CHROMOFLEX POWERPORT 8.0,960.00
CHROMOGRANIN A,49.00
CHROMOSOME ANALYSIS-TUMOR,2779.00
CHRONOS BETA TCP WEDGE 13 DEG,1883.00
CIDOFOVIR INJ 375MG,1350.95
CIMETIDINE 300MG/5ML LIQUID,4.16
CINACALET 30MG TAB,88.37
CINCH FOR SUTURE DEVICE,110.00
CINCH MENISCAL,485.00
CINE RADIOGRAPHY ADD TO ROUTIN,199.00
"CINERADIOGRAPHY,EXCEPT WHERE S",916.00
CIPROFLOX/DEX OPTH SOLN,521.73
CIPROFLOXACIN 250MG TABLET,13.32
CIPROFLOXACIN 2MG/ML SYRINGE,0.01
CIPROFLOXACIN 500MG TAB,15.25
CIPROFLOXACIN IV 200MG,9.47
CIPROFLOXACIN IV 200MG,7.96
CIPROFLOXACIN ORAL SUSP,2.67
CIRCUMCISION W/ CLAMP/DEVICE,4847.00
CISATRACURIUM INJ 2MG/ML,27.48
CISPLATIN 1MG/ML INJ,0.95
CISTERNOGRAPHY,1858.00
CITALOPRAM 10MG TAB,5.00
CITALOPRAM 10MG/5ML SOLN,0.12
CITALOPRAM 20MG TAB,6.58
CITRIC ACID SODIUM CITRATE 5ML,4.33
"CITRIC ACID, SERUM",143.00
"CITRIC ACID,URINE",15.00
CIVM MT-NW-887-709,620.00
CL TX DIST FEMORAL FX WO MANIP,484.00
CL TX DIST PHALAN FX W/O MANIP,443.00
CL TX DISTL FIBULAR FX W MANIP,388.00
CL TX DSTL FIB FX WO MANIP,403.00
CL TX MEDIAL ANKLE FX W/O MAN,443.00
CL TX METACAR FX SINGL W/MANIP,811.00
CL TX METATARSAL FX;WO MANIP,443.00
CL TX PHALANG SHFT FX W MANIP,443.00
CL TX PROX HUMERL FX W/O MANIP,705.00
CL TX RADIAL HD/NCK FX W/O MAN,403.00
CL TX RADIAL HD/NECK FX W/MANI,403.00
CL TX RADIAL SHFT FX W/O MANIP,366.00
"CL,RANDOM URINE",60.00
CLADRIBINE 1MG/ML INJ,157.77
CLAMP,1000.00
CLAMP,1000.00
CLAMP  SM X FIX 4.0X2.5MM,544.00
CLAMP 1.25MM HLD KWR EXTR,1516.00
"CLAMP 10"" KELLY",62.00
CLAMP 15CM C/D,1785.00
CLAMP 3 HOLE,1004.00
CLAMP 4.0/4.0MM,590.00
CLAMP 5 H,1132.00
CLAMP 5 HOLE,1132.00
CLAMP 5 HOLE,1415.00
CLAMP 5 HOLE,1415.00
CLAMP 6 PSTN MLPN MRI SAFE,1082.00
CLAMP 6 PSTN PIN MRI SAFE EXTR,2304.00
CLAMP ADLT RAIL GRODUAL SWIVEL,3582.00
CLAMP ADLT RAIL TRANSATION,3582.00
CLAMP ADULT RAIL ADJUST,2674.00
CLAMP ART BEAR 40GM 0.5-1MM SM,85.00
CLAMP ART BEAR 60GM 1-2MM MED,85.00
CLAMP BAR TO BAR,790.00
CLAMP BAR TO BAR,1220.00
CLAMP BAR TO PIN,1187.00
CLAMP BAR TO RING,1378.00
CLAMP CMBN MR CONDITIONAL,1082.00
CLAMP CONNECTOR 9.5X50MM,779.00
CLAMP DISC HALF PIN 4MM ILIZ S,6.00
CLAMP DISC HALF PIN 5MM ILIZ S,6.00
CLAMP EXT FIX LG,1532.00
CLAMP EXTR FIXAT 1.6MM HLD 1.6,1453.00
CLAMP EXTR FIXAT 10CM OF GRCH,1040.00
CLAMP EXTR FIXAT 11MM HFMN 3,1757.00
CLAMP EXTR FIXAT 45MM XTRAFIX,1180.00
CLAMP EXTR FIXAT 45MM XTRAFIX,4969.00
CLAMP EXTR FIXAT 5 H,1446.00
CLAMP EXTR FIXAT ADV LRS T CLP,3429.00
CLAMP EXTR FIXAT BLU 105MM,1374.00
CLAMP EXTR FIXAT HFMN2 C 4 H,880.00
CLAMP EXTR FIXAT HFMN2 MRI,1661.00
CLAMP EXTR FIXAT HLD 1.25MM,1566.00
CLAMP EXTR FIXAT JTX UNI BAR,1210.00
CLAMP EXTR FIXAT M/L CMBN SLF,1225.00
CLAMP EXTR FIXAT M/L MLPN ROD,1266.00
CLAMP EXTR FIXAT M/L MLPN ROD,1266.00
CLAMP EXTR FIXAT M/L OPN ADJ,1010.00
CLAMP EXTR FIXAT NSTRL ROD TO,2304.00
CLAMP EXTR FIXAT PNG 2 CPLR,1600.00
CLAMP FIVE H,260.00
CLAMP FIVE H,830.00
CLAMP FIXAT 3X3MM 3MM 3MM CONN,620.00
CLAMP FIXAT 3X3MM 3MM 3MM CONN,620.00
CLAMP FIXATOR 4CM,1494.00
CLAMP FREEDOM POST,1378.00
CLAMP HINGE,567.00
CLAMP MED PIN 5 POSITION,986.00
CLAMP MULTI PIN X FIX LG,1128.00
CLAMP MULTI SCR EXTR FIXAT,610.00
CLAMP MULTI-PIN 4 POSITION,2480.00
CLAMP MULTIPIN LG,1268.00
CLAMP OPEN SM X FIX  4.0X4.0MM,454.00
CLAMP OPEN SM X FIX 4.0X2.5MM,620.00
CLAMP OPN ADJ MR CONDITIONAL,1082.00
CLAMP PATELLA LT LG,1162.00
CLAMP PELVIC,1661.00
CLAMP PIN 4H,1140.00
CLAMP PIN 6H,1235.00
CLAMP PIN TO ROD 4+5/8MM,1300.00
CLAMP QUICK 10.5 TO 4MM,1255.00
CLAMP QUICK 10.5 X 4,1212.00
CLAMP QUICK BAR TO BAR,1187.00
CLAMP RAIL XSM 4MM,1420.00
CLAMP REDUCT PNT RATCHETD 144M,1057.00
CLAMP REDUCT PNT RATCHETD 205M,1478.00
CLAMP ROD TO ROD 8X8MM,1323.00
CLAMP ROD TO ROD ASSEMBLY,788.00
CLAMP SCREW X S ANGULATING,710.00
CLAMP SET APPROXIMATOR VASE,348.00
CLAMP SHEFFIELD,1039.00
CLAMP SINGLE SCREW,510.00
CLAMP STR PROCALLUS,820.00
CLAMP STRAIGHT ADULT RAIL,2502.00
CLAMP SUPPLERTERG,378.00
CLAMP SURG 3D BAR TO BAR LF,1217.00
CLAMP SURG 3D BAR TO PIN,1217.00
CLAMP SURG 45MM 2 BAR PIN,2819.00
CLAMP SURG GMN 7IN ANG,55.00
CLAMP SURG XTRAFIX 75MM 2 BAR,2966.00
CLAMP T EXTR FIXAT SM PED BLU,760.00
CLAMP T RAIL X SM,1711.00
CLAMP TABLE SYNFRAME INSULATED,4386.00
CLAMP TEN H,1450.00
CLAMP TRACTION 66MM,40.00
CLAMP UNIVERSAL SS 5.5MM,3600.00
CLAMP VARIABLE T XTRA SM,3129.00
CLAMP VEN BEAR 30GM 1-2MM MED,85.00
CLAMP W/O RATCHET CHOLE,651.00
CLAMP WIRE FRAME,310.00
CLAMP XS RAIL 25CM,1630.00
CLAMP XS RAIL 6MM,1327.00
CLAMP XS RAIL SINGLE 6MM,971.00
CLAMPS BAR TO BAR,822.00
CLARITHROMYCIN 250MG/5ML SUSP,27.09
CLARITHROMYCIN 500MG TABLET,16.44
CLASS I PRA,579.00
CLASS II PRA,579.00
CLAVICLE /RIGHT,420.00
CLAVICLE/BILATERAL,420.00
CLAVICLE/BILATERAL,420.00
CLAVICLE/BILATERAL/PORTABLE,420.00
CLAVICLE/LEFT,420.00
CLAVICLE/LEFT,420.00
CLAVICLE/LEFT/PORTABLE,420.00
CLAVICLE/RIGHT,420.00
CLAVICLE/RIGHT/PORTABLE,420.00
CLAVICULAR FX-CLOSE TX NO MNP,1209.00
CLEAR OUTER EAR CANAL,188.00
CLEVIDIPINE 0.5MG/1ML INJ,5.88
"CLEVIPREX 0.5MG/ML, 50ML",4.78
CLICKER 10CM TI,1593.00
CLINDAMYCIN 12MG/ML SYRINGE,0.97
CLINDAMYCIN 150MG/ML INJ,2.50
CLINDAMYCIN 600MG/4ML INJ,10.41
CLINDAMYCIN 600MG/50ML INJ,55.63
CLINDAMYCIN 75MG/5ML SUSP,5.30
CLINDAMYCIN 900MG/50ML INJ,61.29
CLINDAMYCINE 150MG CAPSULE,1.72
CLINIC VISIT,211.00
CLINICAL DYSPHAGIA BRIEF EVAL,540.00
CLINICAL DYSPHAGIA EVAL,786.00
"CLIP ""YAS TI PERM STD FEN",588.00
"CLIP ""YAS"" PERM STD 3.5 FEN",588.00
"CLIP ""YAS"" STD PERM 3.0MM",588.00
"CLIP ""YAS"" STD PERM FEN 3.0M",588.00
"CLIP ""YAS"" STD PERM WINDOW",588.00
"CLIP ""YAS"" STD PERM WINDOW",588.00
"CLIP ""YAS"" TI PERM 3.5 FEN STR",588.00
"CLIP ""YAS"" TI PERM 3.5MM FEN",588.00
"CLIP ""YAS"" TI PERM 5.0MM FEN",588.00
"CLIP ""YAS"" TI PERM MINI BAYO",588.00
"CLIP ""YAS"" TI PERM MINI CVD",588.00
"CLIP ""YAS"" TI PERM MINI FWD",588.00
"CLIP ""YAS"" TI PERM MINI LAT",588.00
"CLIP ""YAS"" TI PERM MINI LGT",588.00
"CLIP ""YAS"" TI PERM MINI SLT",588.00
"CLIP ""YAS"" TI PERM MINI SLT",588.00
"CLIP ""YAS"" TI PERM MINI STR",588.00
"CLIP ""YAS"" TI PERM MINI STR",588.00
"CLIP ""YAS"" TI PERM SLT CVD",588.00
"CLIP ""YAS"" TI PERM STD 3.5 FEN",588.00
"CLIP ""YAS"" TI PERM STD 5.0 FEN",588.00
"CLIP ""YAS"" TI PERM STD 5.0 FEN",588.00
"CLIP ""YAS"" TI PERM STD 5.0 FEN",588.00
"CLIP ""YAS"" TI PERM STD 9.0MM",588.00
"CLIP ""YAS"" TI PERM STD BAYO",588.00
"CLIP ""YAS"" TI PERM STD BAYO",588.00
"CLIP ""YAS"" TI PERM STD CVD",588.00
"CLIP ""YAS"" TI PERM STD CVD",588.00
"CLIP ""YAS"" TI PERM STD FWD",588.00
"CLIP ""YAS"" TI PERM STD FWD ANG",588.00
"CLIP ""YAS"" TI PERM STD LT",588.00
"CLIP ""YAS"" TI PERM STD OVER",588.00
"CLIP ""YAS"" TI PERM STD RT ANG",588.00
"CLIP ""YAS"" TI PERM STD RT ANG",588.00
"CLIP ""YAS"" TI PERM STD SPOON",588.00
"CLIP ""YAS"" TI PERM STD SPOON",588.00
"CLIP ""YAS"" TI PERM STD STR",588.00
"CLIP ""YAS"" TI PERM STD STR",588.00
"CLIP ""YAS"" TI PERM STD STR",588.00
"CLIP ""YAS"" TI PERM STR 20MM",588.00
"CLIP ""YAS"" TI PERM WINDOW",588.00
"CLIP ""YAS"" TI TEMP 5.0MM FEN",588.00
"CLIP ""YAS"" TI TEMP 8MM",588.00
"CLIP ""YAS"" TI TEMP CVD 6.4MM",679.00
"CLIP ""YAS"" TI TEMP STD BAYO",588.00
"CLIP ""YAS"" TI TEMP STD CLIP-",588.00
"CLIP ""YAS"" TI TEMP STD CVD",588.00
"CLIP ""YAS"" TI TEMP STD LAT",588.00
"CLIP ""YAS"" TI TEMP STD RT ANG",588.00
"CLIP ""YAS"" TI TEMP STD RT ANG",679.00
"CLIP ""YAS"" TI TEMP STD STR",588.00
CLIP 1.5MM OPN MIC 2MM INTNL,1368.00
CLIP 4MM OPN MIC INTNL KOPTNIK,1342.00
CLIP ANEUR 2MM PHYNOX 1.5MM,377.00
CLIP ANEUR 7MM YSRG MN 4.5MM,588.00
CLIP ANEUR 7MM YSRG MN 4.6MM,598.00
CLIP ANEUR CVD TEMP DISP LF MN,588.00
CLIP ANEUR MN 3.5MM OPN 5MM TI,588.00
CLIP ANEUR MN 4.4MM OPN 6.6MM,588.00
CLIP ANEUR PERM CVD STD 6.5MM,588.00
CLIP ANEUR PERM STR STD 6.2MM,588.00
CLIP ANEUR STD 5.4MM OPN 7.4MM,588.00
CLIP ANEUR STD 6.2MM OPN 10.5,588.00
CLIP ANEUR STD 6MM OPN 6.5MM,588.00
CLIP ANEUR STD 6MM OPN 6.5MM,598.00
CLIP ANEUR TEMP ANG RT STD 5.6,588.00
CLIP ANEUR TEMP STR DISP LF,588.00
CLIP ANEUR TEMP STR MN 4MM OPN,588.00
CLIP ANEURYSM 3.5 5MM 45DEG,588.00
CLIP ANEURYSM 3.5 5MM 90DEG,588.00
CLIP ANEURYSM 3.5MM 3/8.1,588.00
CLIP ANEURYSM 3.5MM 5/10.1,588.00
CLIP ANEURYSM 4.5 5MM,588.00
CLIP ANEURYSM 45 DEG 5.0 5MM,588.00
CLIP ANEURYSM 5.0 10MM,588.00
CLIP ANEURYSM 5.0 3/98,588.00
CLIP ANEURYSM 5.0 4/10.8,588.00
CLIP ANEURYSM ANG 10.6,588.00
CLIP ANEURYSM ANG 11.4MM,588.00
CLIP ANEURYSM ANG 2.5 5MM,588.00
CLIP ANEURYSM ANG 6.1MM,588.00
CLIP ANEURYSM ANG 7.8MM,588.00
CLIP ANEURYSM BAYONET 9MM,588.00
CLIP ANEURYSM CVD 8.6MM,588.00
CLIP ANEURYSM STR 3.5 9MM,588.00
CLIP ANEURYSM STR 5.0 6MM,588.00
CLIP ANEURYSM T-BAR 13MM 90MM,2886.00
CLIP ANEURYSM T-BAR 5MM 90MM,1950.00
CLIP ANEURYSM T-BAR 9MM 90MM,2574.00
CLIP ANEURYSM YASARGIL 3.5 7.5,588.00
CLIP ANEURYSM YASARGIL ANG 10,588.00
CLIP ANEURYSM YASARGIL ANG 5MM,588.00
CLIP ANEURYSM YASARGIL ANG 7MM,588.00
CLIP ANEURYSM YASARGIL ANG 8MM,588.00
CLIP ANEURYSM YASARGIL CVD 5.4,598.00
CLIP ANEURYSM YASARGIL CVD 8.3,588.00
CLIP ANEURYSM YASARGIL PERM 10,588.00
CLIP ANEURYSM YASARGIL STR 9MM,588.00
CLIP ANGLED YASAR SZ 644,588.00
CLIP APPLIER AUTO TI 11MM 11.5,327.00
CLIP APPLIER AUTO TI 11MM 11.5,327.00
CLIP APPLIER ENDOSCOPIC 10MM,57.00
CLIP APPLIER ENDOSCOPIC 10MM,57.00
CLIP APPLIER ENDOSCOPIC 5MM,334.00
CLIP APPLIER ENDOSCOPIC 5MM,334.00
CLIP APPLIER ENDOSCOPIC R/ANG,27.00
CLIP BOOSTER TI YASARGIL,588.00
CLIP CARTRIDGE 19 MED/LG DISP,380.00
CLIP CARTRIDGE 19MED/LG DISP,380.00
CLIP DOUBLE TANTALUM STYLE #50,28.00
CLIP ENDOSCOPIC INSTINCT,270.00
CLIP EXTR FIXAT 4-6MM HLF PIN,13.00
CLIP EXTR FIXAT GRY 1.5-1.8MM,15.00
CLIP EXTR FIXAT GRY 1.5-1.8MM,15.00
CLIP EXTR FIXAT RD ILZ 5MM,6.00
CLIP EXTR FIXAT WHT ILZ BN,4.00
CLIP FIXING,150.00
CLIP HEMOS 5FR BMRNG CTLST 2,300.00
CLIP HMST STRL LF DISP RES 235,312.00
CLIP MINI ANEUR CVD 2.8MM,588.00
CLIP MINI ANEUR CVD 3.9MM,588.00
CLIP MINI ANEUR CVD 4MM,588.00
CLIP MINI ANEUR CVD NARROW 4MM,588.00
CLIP MINI ANEUR SLIGHT CVD 4MM,588.00
CLIP MINI ANEUR STR 5MM,588.00
CLIP MINI ANEUR STR NARROW 5MM,588.00
CLIP MINI ANEURYSM 3MM,588.00
CLIP MINI ANEURYSM 7MM,588.00
CLIP MINI ANEURYSM CVD 6.6MM,588.00
CLIP MINI CVD YASARGIL 6.3MM,588.00
CLIP ORTHO CORD ULT TIB,443.00
CLIP PRB ELTRD PLNG,374.00
CLIP RESOLUTION 2,390.00
CLIP RESOLUTION 360,438.00
CLIP SCALP MED SERRATED 1/PK,42.00
CLIP SCALP PEDI SERRATED 1/PK,42.00
CLIP SCALP PEDI SERRATED 2/PK,80.00
CLIP SM 235CMX 11MM INTNL,290.00
CLIP SPNL 17X12X10MM SANTORINI,650.00
CLIP SPNL 17X12X12MM SANTORINI,650.00
CLIP SPNL 17X12X14MM SANTORINI,650.00
CLIP SPNL 17X12X2MM SANTORINI,650.00
CLIP SPNL 17X12X4MM PEEK,650.00
CLIP SPNL 17X12X6MM SANTORINI,650.00
CLIP SPNL 17X12X8MM SANTORINI,650.00
CLIP SUGITA 10.0 3.5 10MM,700.00
CLIP SUGITA 10.0 5.0 7.5MM,700.00
CLIP SUGITA 10.0 SDWRD 9MM,700.00
CLIP SUGITA 10.0 SLIGHT CVD 9,700.00
CLIP SUGITA 10.5 10MM,700.00
CLIP SUGITA 10.5 45DEG ANG 5MM,700.00
CLIP SUGITA 10.5 SLIGHT BEND 8,700.00
CLIP SUGITA 10.9 BAYNT 7.0MM,700.00
CLIP SUGITA 11.0 11 SLIGHT CVD,700.00
CLIP SUGITA 11.0 3.5 6MM,700.00
CLIP SUGITA 11.0 5.0 10MM,700.00
CLIP SUGITA 11.0 CVD 11MM,700.00
CLIP SUGITA 11.0 SLIGHT CVD 11,700.00
CLIP SUGITA 11.5 45DEG ANG 7.5,700.00
CLIP SUGITA 11.5 7MM,700.00
CLIP SUGITA 12.0 5.0 6MM,700.00
CLIP SUGITA 12.0 8.5MM BAYNT,700.00
CLIP SUGITA 12.5 45DEG ANG 10,700.00
CLIP SUGITA 13.0 3.5 9MM,700.00
CLIP SUGITA 13.5 12MM BENT,700.00
