CDM DESCRIPTION,PRIMARY PRICE
EEG AWAKE AND DROWSY,$874.00 
EEG AWAKE ASLEEP,$875.00 
EEG/CEREBRAL DEATH,$820.00 
EGD W/ REMOVAL FOREIGN BODY(S),"$2,860.00 "
EGFR (NON SCLC) GENE ANALYSIS,"$1,873.00 "
EHRILICHIA AB IGG,$234.00 
EHRLICHIA AB IGM,$234.00 
EIA HIV-1&HIV-2 AB SNGL QL/SQ,$230.00 
EKG,$361.00 
ELBOW ARTHROGRAM EX,$796.00 
ELBOW-LT /2 VIEW MINIMUM,$439.00 
ELBOW-LT/1 VIEW,$432.00 
ELBOW-LT/3 VIEW MINIMUN,$532.00 
ELBOW-RT/1VIEW,$432.00 
ELBOW-RT/2 VIEW MINIMUM,$439.00 
ELBOW-RT/3 VIEW MINIMUM,$532.00 
ELCTRD KT CATH ENSITE NAVIX,"$4,471.00 "
ELDERTONIC LIQ 15 ML U/D,$10.00 
ELECTROLYTE PANEL,$124.00 
ELECTRON MICROSCOPY DIAGNOSTIC,"$1,373.00 "
ELECTRONIC CROSSMATCH,$132.00 
ELECTROPHORETIC TECHNIQUE,$75.00 
ELEVATOR PASSING,$260.00 
ELTRD 90D ASCP AWND 3.75MM SCT,"$1,153.00 "
ELTRD COVIDIEN ESURG 5IN 20X15,$58.00 
ELTRD DFBR 45CM 3 PLR COIL,"$22,308.00 "
ELUATE,$148.00 
EM MUSCLE BIOPSY,"$1,373.00 "
EMBL PREFL SYR EMBSPH 7-9,"$1,366.00 "
EMBOLIZATION NON-CNS HEAD/NECK,"$9,397.00 "
EMBOLIZATION/COIL,"$6,520.00 "
EMBOLIZATION/GELFOAM,"$6,520.00 "
EMBOSHIELD NAV6,"$7,191.00 "
EMERGENCY CPR,$814.00 
EMERGENCY DEPT MISC,"$1,887.00 "
EM-RENAL BIOPSY,"$1,373.00 "
EMTRICITABINE/TENOFOVIR TAB,$419.00 
ENALAPRIL 10 MG UNIT DOSE,$10.00 
ENALAPRILAT INJ 2.5 MG/2 ML,$28.00 
ENCEPHALITIS CALIF ARBOV,$65.00 
ENCEPHALITIS EE ARBOV,$159.00 
ENCEPHALITIS ST LOUIS ARBOV,$65.00 
ENCEPHALITIS WE ARBOV,$65.00 
END TIDAL C02 DAILY,$585.00 
ENDCAP UNV FLUSH,$948.00 
ENDO GW MAXXWIRE STIFF180,$578.00 
ENDO MULTI PROCED,"$5,772.00 "
ENDO PROC DIAGNOSTIC,"$2,699.00 "
ENDO PROC INTERVENT MULTI,"$4,896.00 "
ENDO PROC INTERVENT SNGL,"$3,073.00 "
ENDOMYSIAL AB,$232.00 
ENDOMYSIAL AB TITER,$270.00 
ENDOMYSIAL IGA AB,$144.00 
ENDOPATH ECHELON RELOAD BLK 60,$801.00 
ENDOPATH ECHELON RELOAD WHITE,$782.00 
ENDO-SHEATH VISION SCIENCES,$91.00 
ENDOTRACHEAL INTUBATION,$694.00 
ENDURAGEN COLLAGEN IMPLANT,"$2,112.00 "
ENDURITY PACEMAKER DR,"$20,831.00 "
ENDURITY PACEMAKER SR,"$17,703.00 "
ENOXAPARIN INJ 100MG/1ML,$73.00 
ENOXAPARIN INJ 120MG,$88.00 
ENOXAPARIN INJ 30 MG/0.3 ML,$25.00 
ENOXAPARIN INJ 40MG/0.4ML,$31.00 
ENOXAPARIN INJ 60MG/0.6ML,$192.00 
ENOXAPARIN INJ 80MG/0.8ML,$255.00 
ENSEAL TIS SEALER ARTICULATING,"$2,701.00 "
ENTAMOEBA HISTOLYTICA GROUP,$47.00 
ENTEROVIRUS AMPLIFIED PROBE,$349.00 
ENTOVIS PMKR DUAL LANDLINE,"$23,437.00 "
ENTOVIS PMKR SINGLE LANDLINE,"$20,311.00 "
ENZYME TREATMENT,$103.00 
EOSINOPHIL COUNT,$54.00 
EOSINOPHIL SMEAR,$37.00 
EOVIST INJ 2.5 MMOL/10 ML,"$1,311.00 "
EPDRL ANES (NO CATH),$123.00 
EPHEDRINE INJ 50 MG/1 ML,$242.00 
EPINEPH. RACEM. 2.25% 0.5 ML,$43.00 
EPINEPHRINE 4 MG/250 ML IV,$204.00 
EPINEPHRINE INJ 0.3 MG/0.3 ML,"$1,753.00 "
EPINEPHRINE INJ 1 MG  - J,$28.00 
EPINEPHRINE INJ 30MG/30ML,$214.00 
EPINEPHRINE OPH INJ 0.05 MG,$28.00 
EPINEPHRINE OPH INJ 0.5 MG,$28.00 
EPINEPHRINE SYRINGE 1 MG/10 ML,$32.00 
EPIRUBICIN 50 INJ 2 MG,$16.00 
EPIRUBICIN INJ 2 MG,$8.00 
EPLERENONE 25 MG TAB,$28.00 
EPOETIN ALFA (10)INJ 1000 UNIT,$90.00 
EPOETIN ALFA (2)INJ 1000 UNIT,$164.00 
EPOETIN ALFA (4)INJ 1000 UNIT,$164.00 
EPOETIN ALFA (40)INJ 1000 UNIT,$90.00 
EPOETIN ALFA INJ MDV 1000 UNIT,$90.00 
EPSOM SALTS 112 GM CARTON,$21.00 
EPSTEIN BARR VIRUS,$328.00 
ER CRITICAL WITH MODIFER,"$3,914.00 "
ER LEVEL 1 MINIMUM W/MODIFIER,$523.00 
ER LEVEL 2 BRIEF W/MODIFIER,$575.00 
ER LEVEL 3 LIMITED W/MODIFIER,"$1,238.00 "
ER LEVEL 4 INTERMEDIATE W/MOD,"$1,833.00 "
ER LEVEL 5 EXTENDED W/MODIFIER,"$2,850.00 "
ER-12 LEAD EKG,$361.00 
ER-BRIEF LEVEL 2,$575.00 
ERCP (BILIARY + PANCREATIC),"$1,002.00 "
ERCP-BILIARY SYSTEM ONLY,"$1,030.00 "
ERCP-PANCREATIC SYSTEM ONLY,"$1,077.00 "
ER-CRITICAL,"$3,914.00 "
ER-EXTENDED LEVEL 5,"$2,850.00 "
ER-FEE MINIMUM LEVEL 1,$523.00 
ERGOCALCIFEROL DROPS 60ML,$492.00 
ERIBULIN INJ 0.1 MG,$704.00 
ER-INTERMEDIATE LEVEL 4,"$1,833.00 "
ER-LIMITED LEVEL 3,"$1,238.00 "
ERTAPENEM 1 GM + MINIBAG,$915.00 
ERTAPENEM SODIUM 1GM VIAL,$915.00 
ERYTHROCYTE PROTOPORPHYRIN,$136.00 
ERYTHROMYCIN 200MG/5ML 100MLPO,"$1,157.00 "
ERYTHROMYCIN OPH OINT 1 GM U/D,$30.00 
ERYTHROMYCIN OPTH OINT 3.5 G,$114.00 
ERYTHROMYCIN TAB 250 MG U/D,$21.00 
ERYTHROPOIETIN,$188.00 
ESI RACZ CATH LUMBAR/SACRAL,"$2,286.00 "
ESMOLOL HCL INJ 100 MG/10 ML,$214.00 
ESMOLOL IV 2500 MG/250 ML,"$2,632.00 "
ESOPHAGEAL FUNCTION TEST,"$1,673.00 "
ESOPHAGOSC FLEX TRANSORAL DX,"$2,112.00 "
ESOPHAGOSCOPY RIGID SPECIMEN,"$2,497.00 "
ESPCN PNCN TUO SPNL 3.5IN,$94.00 
ESR SED RATE,$104.00 
EST PT OV 99214,$96.00 
EST PT OV LEVEL I,$94.00 
EST PT OV LEVEL II,$77.00 
EST PT OV LEVEL III,$57.00 
EST PT OV LEVEL IV,$326.00 
EST PT OV LEVEL V,$120.00 
ESTORGENS CONJUGAT. TAB 1.25MG,$28.00 
ESTRADIOL,$389.00 
ESTRADIOL 1 MG TABLET,$28.00 
ESTRADIOL PEDIATRIC,$389.00 
ESTRADIOL TRANSDERMAL 0.05,$105.00 
ESTRADIOL TRANSDERMAL 0.1,$106.00 
ESTRIOL,$133.00 
ESTRIOL MATERNAL SCREEN,$133.00 
ESTROGEN TOTAL,$327.00 
ESTROGEN VAG CREAM 42.5 GM,"$1,771.00 "
"ESTROGEN,FRACTIONATED",$218.00 
ESTROGENS CONJUG. TAB 0.625MG,$28.00 
ESTROGENS CONJUGATED INJ 25MG,"$2,485.00 "
ESTROGENS CONJUGATED TAB 0.3MG,$28.00 
ESTRONE,$169.00 
ETCH ADPER SGL BOND + ADH,$960.00 
ETHAMBUTOL TABLET 400 MG,$10.00 
ETHELYNE GLYCOL,$141.00 
ETHOSUXIMIDE,$191.00 
ETHYL ALCOHOL INJ 98% 5ML,$308.00 
ETHYL CHLORIDE TOP SPRAY 4 OZ,$341.00 
ETIDRONATE DISODIUM TAB 200 MG,$22.00 
ETOMIDATE INJ 20 MG/10 ML,$214.00 
ETOPOSIDE (1) INJ 10 MG,$28.00 
ETOPOSIDE (100) INJ 10 MG,$5.00 
EUCERIN CREAM 16 OZ JAR,$38.00 
EVAC SUBUNGUAL HEMATOMA,$148.00 
EVAL EXIST G/J/GJ TUBE W/F,$598.00 
EVANS BONE SEGMENT,"$12,145.00 "
EVENT MTR-MTR RPTOF TRAN/ANA,$406.00 
EVEROLIMUS,$146.00 
EXC LES BGN SCLP/HAND .6-1.0CM,"$1,696.00 "
EXC LES BGN TRUNK/ARM <0.5CM,$135.00 
EXC LES BGN TRUNK/ARM 1.1-2CM,$190.00 
EXC LESN BGN FACE/EAR <0.5CM,$268.00 
EXC LESN BGN SCALP/HAND <0.5CM,"$1,303.00 "
EXCISION EXT ANUS PAPILLAE/TAG,"$3,454.00 "
EXCISION HEMORRHOID THROMB EXT,"$3,230.00 "
EXCISION LESION MOUTH W/O RPR,"$4,276.00 "
EXCISION LESION PHARYNX,"$2,851.00 "
EXCISION NAIL & MATRIX,$713.00 
EXERCISE TEST FOR BRONCHOSPASM,$204.00 
EXERCISE THALLIUM STRESS,"$6,146.00 "
EXPLORE PENTR WOUND ABD/BACK,"$4,663.00 "
EXPLORE PENTR WOUND CHEST,"$4,016.00 "
EXPLORE PENTR WOUND EXTREMITY,"$1,835.00 "
EXPLORE VESSEL EXTREMITY POST,"$5,286.00 "
EXTRACTABLE NUCLEAR AG ABS,$245.00 
EXTRACTABLE NUCLEAR AG ABS 2,$245.00 
EXTRACTABLE NUCLEAR AG ABS 3,$245.00 
EXTREMITY W/DOPPLER - LEFT,$773.00 
EXTREMITY W/DOPPLER - RIGHT,$773.00 
EXTREMITY W/DOPPLER-BILATERAL,"$1,150.00 "
EXTREMITY/BI/ARTERIOGRAM,"$6,802.00 "
EXTREMITY/BI/VENOGRAM,"$2,580.00 "
EXTREMITY/UNI/ARTERIOGRAM,"$5,543.00 "
EXTREMITY/UNI/VENOGRAM,"$2,124.00 "
EZETIMIBE 10MG TABLET,$10.00 
F.BODY/NOSE - RECTUM/1 V/CHILD,$248.00 
FACET JNT INJ C/T 1ST LVL,"$1,879.00 "
FACET JNT INJ C/T 2ND LVL,"$1,094.00 "
FACET JNT INJ C/T 3OR>LVL,$752.00 
FACET JNT INJ L/S 1ST LVL,"$1,956.00 "
FACET JNT INJ L/S 2ND LVL,"$1,068.00 "
FACET JNT INJ L/S 3OR> LVL,"$1,102.00 "
FACIAL BONES/3 VIEW MINIMUM,$437.00 
FACIAL BONES-LESS THAN 3 VIEWS,$308.00 
FACILITY OP VISIT,$307.00 
FACTOR IX ASSAY,$453.00 
FACTOR V ACTIVITY,$307.00 
FACTOR VII,$187.00 
FACTOR VIII,$453.00 
FACTOR VIII ASSAY,$453.00 
FACTOR VIII VON WILLEBRAND AG,$466.00 
FACTOR VIII VW AG,$426.00 
FACTOR X ACTIVITY CLOTING,$320.00 
FACTOR XI,$320.00 
FACTOR XII,$334.00 
FACTOR XIII ACTIVITY,$279.00 
FAMOTIDINE 20 MG/50 ML IV BAG,$35.00 
FAMOTIDINE PED INJ 20 MG/20 ML,$25.00 
FAT EMULSION IV 20% -500ML,$130.00 
FAT EMULSIONS 20% 250 ML BAG,$111.00 
"FATTY ACIDS,FREEE (NONESTER)",$81.00 
FBR LSR 200UM HO HI TRNMS STRL,"$6,651.00 "
FBR LSR 400UM HO HI TRNMS STRL,"$5,066.00 "
FBRC CV 3X.3IN THK.76MM HMSHLD,$664.00 
FBRC CV 4X4IN THK1.5MM DBKY,$526.00 
FCP BP 33CM 5MM FLLPN TUBE,"$3,025.00 "
FCP BP 33CM 5MM PK LYONS MAC,"$1,368.00 "
FCP BP 45CM 5MM FLLPN TUBE,"$2,446.00 "
FCP BP 8.5IN .5MM ISCL LOPRFL,"$2,215.00 "
FCP BP 8.5IN 1MM ISCL LOPRFL,"$2,215.00 "
FCP BX ALGTR 2.8 NDL,$38.00 
FCP BX ALGTR HOT 2.8 NDL,$88.00 
FCP ESCP BX URTSCP 115CM 3FR,"$2,061.00 "
FCP ESCP GRSPR FLXB SHRP TTH,"$3,868.00 "
FCP ESCP NDL BX STD OVL3.2M,$38.00 
FCP SPEC RTRVL X STRTH 90CM 3,$940.00 
FDG(PER DOSE)DRUG(UP TO 45MCI),"$1,301.00 "
FDTB MIC-KEY LOPRFL 12F 1.7CM,$479.00 
FEBUXOSTAT 40 MG TAB,$87.00 
FEBUXOSTAT 80 MG TAB,$87.00 
"FECAL FAT, QUAL",$73.00 
FECAL PREPARATION,$300.00 
FECAL TRANSPLANT,"$1,415.00 "
FELBATOL,$175.00 
FEM ADPR SIGMA 5D/7D,"$10,614.00 "
FEM G2 IVC FILTER,"$5,260.00 "
FEM PFC*SIGMA TC3,"$25,435.00 "
FEM ZUK HIFLX PRECOAT SZC,"$16,761.00 "
FEM/TIB SGMNTL M/F 30MM,"$21,730.00 "
FEMORAL HEAD CERAMIC,"$6,575.00 "
FEMORAL HEAD CERMIC 36MM,"$4,957.00 "
FEMORAL HIP HEAD 36MMX2.5MM,"$4,957.00 "
FEMUR CMPNT TOTAL KNEE K4,"$14,251.00 "
FEMUR SIGMA PS CEM,"$7,891.00 "
FEMUR-LT/1 VIEW,$511.00 
FEMUR-LT/2 VIEW,$492.00 
FEMUR-RT/1 VIEW,$511.00 
FEMUR-RT/2 VIEW,$492.00 
FENOFIBRATE 54 MG TABLET,$10.00 
FENOFIBRATE TABLET 160MG,$16.00 
"FENOFIBRATE,MICRONIZED 134",$13.00 
FENTANYL INJ 100 MCG  - J,$28.00 
FENTANYL INJ 1000MCG/20ML,$37.00 
FENTANYL INJ 250 MCG/5 ML,$28.00 
FENTANYL PCA 1000 MCG/20 ML,$107.00 
FENTANYL PCA 2500 MCG/50 ML,$107.00 
FENTANYL PED INJ 100 MCG/20 ML,$25.00 
FENTANYL TDS 100MCG/1HR,$100.00 
FENTANYL TDS 25 MCG/1 HR,$22.00 
FENTANYL TDS 50 MCG/1 HR,$41.00 
FENTANYL/BUP EPIDURAL 200 MCG,$129.00 
FERRIC CARBOXYMALTOSE INJ 1 MG,$10.00 
FERRIC SUBSULFATE 8ML BTL,$107.00 
FERRITIN,$138.00 
FERROUS SULF LIQ 325MG/5ML UD,$10.00 
FERROUS SULFATE 15 MG/ML 50 ML,$23.00 
FERROUS SULFATE 324 MG TAB-BTL,$10.00 
FETAL BLEED SCREEN,$88.00 
FETAL DOP COLOR FLOW VELMAPF/U,$708.00 
FETAL DOPPLER COLOR FLOW VEL M,$560.00 
FETAL DOPPLER ECHO PULSE WAVE,"$1,021.00 "
FETAL ECHO 2-D,"$1,989.00 "
FETAL FIBRONECTIN RAPID,$751.00 
FETAL HGB STAIN,$138.00 
FETAL LUNG MATURITY QUANT,$183.00 
FETAL LUNG MATURITY(AMNIOTIC),$75.00 
FFP PED PROCESS,$281.00 
FFP PHERESIS,$213.00 
FiApc Probe w/ Filter 2200C,"$1,126.00 "
FIAPC PROBE W/FILTER SIDEFIRE,"$1,145.00 "
FIBERLINK #2,$262.00 
FIBERLOOP #2,$238.00 
FIBERTAPE #2,$238.00 
FIBERWIRE 2-0,$103.00 
FIBERWIRE 3-0,$157.00 
FIBRIN DEGRADATION PROD.,$181.00 
FIBRINOGEN ACTIVITY,$207.00 
FIBULA PLT BN VARIAX,"$2,795.00 "
FIL OSSATURA BN VOID 3MM TCP,"$6,066.00 "
FILGRASTIM 20 INJ (NEO) 1 MCG,$7.00 
FILGRASTIM 300 INJ 1 MCG,$7.00 
FILGRASTIM 480 INJ 1 MCG,$7.00 
FILGRASTIM-SNDZ 300 INJ 1 MCG,$5.00 
FILGRASTIM-SNDZ 480 INJ 1 MCG,$5.00 
FILTER IVC OPTION,"$4,735.00 "
FILTER RETRIEVAL,"$1,184.00 "
FINASTERIDE 5 MG TAB UNIT DOSE,$10.00 
FINE NEEDLE ASPIRATION W GUIDA,"$1,353.00 "
FINGE/SECOND DIGIT (RIGHT HAND,$347.00 
FINGER ORTHOSIS - S,$197.00 
FINGER/FIFTH DIGIT (LEFT HAND),$347.00 
FINGER/FIFTH DIGIT(RIGHT HAND),$347.00 
FINGER/FOURTH DIGIT(RIGHT HAND,$347.00 
FINGER/FOUTH DIGIT (LEFT HAND),$347.00 
FINGER/SECOND DIGIT (LEFT HAND,$347.00 
FINGER/THIRD DIGIT (LEFT HAND),$347.00 
FINGER/THIRD DIGIT (RIGHT HAND,$347.00 
FIRM WIRE,$788.00 
FIRST TRIMESTER SCREEN W\NT,$124.00 
FISH BCR/ABL CHROM SITU HYBRID,$198.00 
FISH BCR/ABL INTERP SITU HYBRI,$517.00 
FISSUE BURR 51MM,$32.00 
FISTULA/SINUS/ABSCESS (EX),$957.00 
FIXED CORE GUIDE WIRE,$238.00 
FLAXSEED RAST,$52.00 
FLD CELL COUNT DIFF,$149.00 
FLEBOGAMMA (IVIG) 10 G/100 ML,"$5,480.00 "
FLEBOGAMMA (IVIG) 20 G/200 ML,"$10,961.00 "
FLEBOGAMMA (IVIG) 5 G/50 ML,"$2,740.00 "
FLECAINIDE ACETATE 50 MG TAB,$10.00 
FLEX HD 4CM X 16CM,"$8,152.00 "
FLEX W/ ABL TUMOR/POLYP/LESION,"$2,903.00 "
FLEXIBLE COLLODION 120 ML,$99.00 
FLEXOR 6FR UPOVER SHEATH,$264.00 
Flextome CB MR 06/2.00,"$4,356.00 "
Flextome CB MR 06/2.25,"$4,356.00 "
FLEXTOME CB MR 10/2.00,"$4,356.00 "
FLFRM SRG 12.5IN 2FR URO SPRL,$358.00 
FLFRM SRG 12.5IN 3FR URO,$368.00 
FLFRM SRG 12.5IN 3FR URO STRG,$368.00 
FLFRM SRG 12.5IN 4FR URO,$368.00 
FLFRM SRG 12.5IN 4FR URO STRG,$368.00 
FLFRM SRG 12.5IN 5FR URO,$368.00 
FLFRM SRG 12.5IN 6FR URO,$368.00 
FLO CYTOM INTERP 16/>MARKERS,$297.00 
FLOUNDER,$52.00 
FLOURESCENT NONINFET ATB,$256.00 
FLOW CYTO EACH MARKER,$167.00 
FLOW CYTO EACH MARKER ADD,$93.00 
FLOW INTERP 9-15 MARKERS,$204.00 
FLT CV THK1.65MM 6X6IN PTFE,$958.00 
FLTR BNEST VENA CAVA 11F 40CM,"$6,286.00 "
FLU ADMINISTRATION FEE,$54.00 
FLUCONAZOLE IV 100MG -NS 50ML,$214.00 
FLUCONAZOLE IV 200MG -NS 100ML,$214.00 
FLUCONAZOLE TABLET 100 MG U/D,$10.00 
FLUCYSTOSINE,$228.00 
FLUDARABINE INJ 50 MG  - J,$496.00 
FLUDROCORTISONE ACET TAB 0.1MG,$10.00 
FLUID CELL COUNT,$112.00 
FLUMAZENIL INJ 0.5MG/5ML,$31.00 
FLUOR LOC/NEEDLE BX/ASPIRATION,$985.00 
FLUOR NONINF AGENT AB EA SKIN,$232.00 
FLUORESCEIN OPH STRIP,$21.00 
FLUORESCENT AB TITER,$256.00 
FLUORO < 1 HOUR,$614.00 
FLUORO ABD CATH FIBRINOLYSIS,$718.00 
FLUORO CVC PLACEMENT NRR,"$1,043.00 "
FLUORO GUIDE NEEDLE PLACEMENT,$910.00 
FLUORO GUIDE W/WO CONTRAST VER,"$1,043.00 "
FLUORO GUIDE/PAIN MANAGEMENT,$910.00 
FLUORO NEEDLE LOCALIZATION,$892.00 
FLUORO NEEDLE PLACEMENT,$923.00 
FLUORO PLACEMENT OF NG TUBE,$533.00 
FLUORO UP TO ONE HOUR,$642.00 
FLUORO/UP TO 1 HOUR,$614.00 
FLUOROURACIL INJ 500 MG  - J,$18.00 
FLUOXETINE 20 MG CAP UNIT DOSE,$10.00 
FLUPHENAZINE DEC INJ 25 MG,$139.00 
FLUPHENAZINE TAB 2.5 MG U/D,$10.00 
FLURBIPROFEN OPH SOL 2.5 ML,$36.00 
FLURO GUIDE NEEDLE ASP,$941.00 
FLUTED HEADLESS PINS,"$2,060.00 "
FLUTICASONE NAS SPRAY 16 GM,$48.00 
FLUTTER VALE,$333.00 
FLUZONE QIV PF 3YR+ 0.5 ML,$152.00 
FLUZONE QIV PF PED 0.25 ML,$160.00 
FLWR 10FR 13.5IN STRG THRD WVN,$549.00 
FLWR 12FR 13.5IN STRG THRD WVN,$549.00 
FLWR 14FR 13.5IN STRG THRD WVN,$549.00 
FLWR 16FR 13.5IN STRG THRD WVN,$549.00 
FLWR 18FR 13.5IN STRG THRD WVN,$549.00 
FLWR 20FR 13.5IN STRG THRD WVN,$549.00 
FNA INTERPRETATION & REPORT,$374.00 
FNA W/IMAGE,"$1,190.00 "
FOLATE,$143.00 
FOLEY CATH INSERTION,$212.00 
FOLEY PLACEMENT COMPLICATED,$377.00 
FOLIC ACID 1 MG TAB UNIT DOSE,$10.00 
FOLIC ACID INJ 1 MG/0.2 ML,$26.00 
FOLIC ACID INJ 5 MG/1 ML,$28.00 
FOLIC ACID RBC,$153.00 
FOLLICLE STIMULATING HORMONE,$279.00 
FOMEPIZOLE INJ 15 MG,$56.00 
FONDAPARINUX 2.5 MG SYRINGE,$93.00 
FONDAPARINUX 5 MG SYRINGE,$297.00 
FONDAPARINUX 7.5 MG SYRINGE,$297.00 
FOOT LT/3VIEW MINIMUM,$529.00 
FOOT-LT / 2 VIEW MINIMUM,$394.00 
FOOT-LT/1 VIEW,$428.00 
FOOT-RT /2 VIEW MINIMUM,$394.00 
FOOT-RT/1 VIEW,$428.00 
FOOT-RT/3 VIEW MINIMUM,$529.00 
FOREARM-LT/1 VIEW,$460.00 
FOREARM-LT/2 VIEW,$455.00 
FOREARM-RT/1 VIEW,$460.00 
FOREARM-RT/2 VIEW,$455.00 
FOREIGN BOD REMOV-PHARYNX,$327.00 
FORMOTEROL INH 20 MCG/2ML,$48.00 
FOSAPREPITANT INJ 1 MG,$19.00 
FOSPHENYTOIN INJ 100MG/2ML,$28.00 
FOSPHENYTOIN INJ 500MG,$214.00 
FOUNDATION U/S BREAST BIL,$620.00 
FOUNDATION U/S BREAST UNI LT,$620.00 
FOUNDATION U/S BREAST UNI RT,$620.00 
FRANCISELLA,$124.00 
FREE HEMOGLOBIN URINE,$91.00 
FREE T4 BY EQUIL DIALYSIS,$129.00 
"FROZEN BLOOD, EACH UNIT",$448.00 
FROZEN SECT ADDITIONAL TISSUE,$132.00 
FROZEN SECTION,$253.00 
FRUCTOSAMINE,$84.00 
FRUCTOSE SEMEN,$32.00 
FSH  DNA PROBE EA,$290.00 
FTA,$140.00 
FTA(TREONEMA PALLIDUM AB)CSF,$140.00 
FUHRMAN PLEURAL/PNEUMOPERICARD,$472.00 
FULVESTRANT 25 MG INJ,$616.00 
FUNGAL ID,$125.00 
FUROSEMIDE 100MG/10ML IVPB,$28.00 
FUROSEMIDE 20 MG TAB UNIT DOSE,$10.00 
FUROSEMIDE 80 MG TAB UNIT DOSE,$10.00 
FUROSEMIDE INJ 100 MG/10 ML,$28.00 
FUROSEMIDE INJ 20 MG/2 ML,$28.00 
FUROSEMIDE INJ 40 MG/4 ML,$28.00 
FUROSEMIDE LIQ 10 MG/1 ML U/D,$14.00 
FUROSEMIDE TAB 40 MG UNIT DOSE,$10.00 
FVC & FEV-1 W/BRONCH,$623.00 
FW EZ 2.25MM-3.5MM 190CM US CV,"$7,867.00 "
FXTR XCLBR XTRNFX,"$15,018.00 "
FXTR XTRNFX ELB HNG,"$8,980.00 "
Fya ANTIGEN TYPING,$97.00 
Fyb ANTIGEN TYPING,$97.00 
GABAPENTIN,$106.00 
GABAPENTIN CAP 100 MG U/D,$10.00 
GABAPENTIN CAP 300 MG U/D,$10.00 
GAD 65 AB,$244.00 
GADOBUTROL INJ 10 ML,$194.00 
GADOBUTROL INJ 2 ML,$83.00 
GADOBUTROL INJ 7.5 ML,$146.00 
GALACTOSE 1 PHOS QUAN BY PCR,$235.00 
GALACTOSE NEONATE,$93.00 
GALACTOSE QUANT,$834.00 
GALACTOSEMIA ENZYME,$235.00 
GALLIUM-67 PER/MCI DRUG,$336.00 
GALT ENZYME NEONATE,$235.00 
GAMGLIOSIDE ANTIBODY IMMUNOASS,$144.00 
Gammaglobulin 1,$155.00 
Gammaglobulin 2,$155.00 
Gammaglobulin 3,$155.00 
GAMUNEX-C 10% IV 10 GRAM,"$3,300.00 "
GAMUNEX-C 10% IV 20 GRAM,"$6,600.00 "
GAMUNEX-C 10% IV 5 GRAM,"$1,650.00 "
GARDNERELLA VAGINALIS,$77.00 
GAS DILUTION/WASHOUT DETERMINE,$426.00 
GASTRIC INTUBATION W/LAVAGE,$577.00 
GASTRIN,$257.00 
GASTROGRAFIN ENEMA,"$1,149.00 "
GASTROSTOMY TUBE CHANGE,$701.00 
GASTROSTOMY TUBE CHANGE/REPO,"$1,282.00 "
GATIFLOXACIN OPH 0.5% 0.25 ML,$119.00 
GATIFLOXACIN OPH 0.5% 2.5 ML,"$1,123.00 "
GBM AB,$183.00 
GC AMPLIFIED PROBE,$265.00 
GD AIMING 1.5MM,$157.00 
GD BX NAVIGUS FRMLS TRJ XTRN,"$5,997.00 "
GD DRL TN 3.2MM SURESHOT PIN,$750.00 
GD PIN ORTH 140MM 1.3MM 4MM,$136.00 
GD PIN ORTH 6IN 1.25MM SMTH,$624.00 
GD PIN VERSITOMIC,"$2,301.00 "
GD WIRE CATH EXCHANGE ST STIF,$250.00 
GDPN DLT XTEND ORTH 2.5MM RVRS,$332.00 
GDPN DLT XTEND ORTH GLND 300MM,$364.00 
GDPN ORTH 1.25MM 6IN THRD TIP,$379.00 
GDPN ORTH 1.6MM 6IN P/T TIP,$122.00 
GDPN ORTH 1.6MM 9 00114709000,$80.00 
GDPN ORTH 1.6MM 9 00114709400,$87.00 
GDPN ORTH 1.6MM 9IN P/T TROC,$113.00 
GDPN ORTH 2.4MM 152MM THRD SS,$71.00 
GDPN ORTH 2.4MM 230MM STRL,$156.00 
GDPN ORTH 2.4MM 9IN TROC TIP,$110.00 
GDPN ORTH 230MM 3.2MM THRD,$290.00 
GDPN ORTH 2MM 25-30MM D MRKNG,$111.00 
GDPN ORTH 2MM 46CM THRD TROC,$368.00 
GDPN ORTH 3.2MM 14IN THRD TROC,"$1,105.00 "
GDPN ORTH 3.2MM 23CM CLBRT VF,"$1,005.00 "
GDPN ORTH 3.2MM 30.5CM TROC,$167.00 
GDPN ORTH 3.2MM 46CM THRD TROC,$421.00 
GDPN ORTH 300MM 3.2MM PRLC DRL,$278.00 
GDPN ORTH TROC,$132.00 
"GDPN THRD 1/8"" X 14.00",$225.00 
GDWIRE .025X150CM REF#22BX,$184.00 
GDWIRE .035X150CM ANGLED #36BX,$306.00 
GDWR MEDTRONIC,$368.00 
GEL DIFUSION,$72.00 
GEL IODOSORB .9% CADEXOMER IOD,$173.00 
GELATIN 100 COMPRESSED,$432.00 
GELFOAM SPONGE - 100 CM,$444.00 
GELFOAM SPONGE 12X7,$101.00 
GELPORT HAND ASSIST DEVICE NEW,"$2,499.00 "
GEMCITABINE INJ 200 MG  - J,$55.00 
GEN REPLMNT SGL CHAM UPGD/DUAL,"$10,726.00 "
GEN REPLMT PACKET RELOCATION,"$5,253.00 "
GENERAL ANESTHESIA LEVEL 1,"$2,845.00 "
GENERAL ANESTHESIA LEVEL 2,"$3,426.00 "
GENERAL ANESTHESIA LEVEL 3,"$5,468.00 "
GENFIBROZIL 600 MG TABLET,$10.00 
GENTAMICIN INJ 80MG/2ML,$214.00 
GENTAMICIN OINT 0.1% 15 GM,$106.00 
