Charge Code,Description,CPT/HCPCS,Fee
2129488,"CATHETER, BALLOON DILATATION 3.0MM X 20MM RX TREK",C1725,$504.00 
2129489,"CATHETER, BALLOON DILATATION 3.25MM X 12MM RX TREK",C1725,$504.00 
2129490,"CATHETER, BALLOON DILATATION 3.25MM X 15MM RX TREK",C1725,$504.00 
2129491,"CATHETER, BALLOON DILATATION 3.50MM X 08MM RX TREK",C1725,$504.00 
2129492,"CATHETER, BALLOON DILATATION 3.50MM X 15MM RX TREK",C1725,$504.00 
2129493,"CATHETER, BALLOON DILATATION 3.50MM X 20MM RX TREK",C1725,$504.00 
2129494,"CATHETER, BALLOON DILATATION 3.75MM X 12MM RX TREK",C1725,$504.00 
2129495,"CATHETER, BALLOON DILATATION 3.75MM X 15MM RX TREK",C1725,$504.00 
2129496,"CATHETER, BALLOON DILATATION 4.0MM X 08MM RX TREK",C1725,$504.00 
2129497,"CATHETER, BALLOON DILATATION 4.0MM X 12MM RX TREK",C1725,$504.00 
2129498,"CATHETER, BALLOON DILATATION 4.0MM X 15MM RX TREK",C1725,$504.00 
2129499,"CATHETER, BALLOON DILATATION 4.0MM X 20MM RX TREK",C1725,$504.00 
21295,"REDUCTION OF MASSETER MUSCLE & BONE,EXTRAORAL APPROACH--FAC",21295,"$1,859.00 "
2129500,"CATHETER, BALLOON DILATATION 4.50MM X 12MM RX TREK",C1725,$504.00 
2129501,"CATHETER, BALLOON DILATATION 4.50MM X 15MM RX TREK",C1725,$504.00 
2129502,"CATHETER, BALLOON DILATATION 5.0MM X 12MM RX TREK",C1725,$504.00 
2129503,"CATHETER, BALLOON DILATATION 5.0MM X 15MM RX TREK",C1725,$504.00 
2129504,"CATHETER, BALLOON DILATATION 3.50MM X 12MM RX TREK",C1725,$396.00 
2129505,SCREW BONE  L50MM ID3.5 MM LOCKING ULS,,$402.00 
2129506,GUIDEWIRE VASCULAR LUNDERQUIST L300 CM L4 CM OD.035 IN,C1769,$413.00 
2129509,PLATE BONE TIBIAL 7 HOLE 1/3 TUBULAR,,$918.00 
2129510,SCREW BONE L18MM D4MM CANCELLOUS LOW PROFILE,,$126.00 
2129511,SCREW BONE L16 MM OD3.5 MM CORTICAL LOW PROFILE,,$126.00 
2129512,SCREW BONE L16 MM OD4 MM CANCELLOUS LOW PROFILE,,$126.00 
2129513,SCREW BONE L18 MM OD3.5 MM CORTICAL LOW PROFILE,,$126.00 
2129514,SCREW BONE L20 MM OD3.5 MM CORTICAL LOW PROFILE,,$126.00 
2129520,STENT TRACHEOBRONC ICAST PTFE .035IN 38MM 120CM 7MM 7FR COV,C1874,"$9,270.00 "
2129541,"HEALING CAP, PONTO BAHA SYSTEM",,$48.00 
2129542,GUIDE DRILL 3-4 MM INSTRUMENT DISPOSABLE PONTO BAHA,,$618.00 
2129543,COUNTERSINK W STOP 3 MM PONTO BAHA SYSTEM,,$713.00 
2129544,COUNTERSINK W STOP 4 MM PONTO BAHA,,$618.00 
2129545,RING ACETABULAR DURALOC DYNAMIC OD58 MM HIP LOCKING,C1776,"$1,070.00 "
2129546,LINER ACETAB HIP DURALOC MARATHON PLUS 4MM NEUTRL 58MM 36MM,C1776,"$6,967.00 "
2129549,PROVOX VEGA VOICE PROSTHESIS W/ SMART INSERTER 12.5MM,L8509,$886.00 
2129550,DEVICE FIXATION TIGHTROPE ANKLE SYNDESMOSIS REPAIR CANNULAT,,"$1,890.00 "
2129551,NOZZLE BONE CEMENT HUMERAL INJECTOR STERILE HIVAC,,$103.00 
2129552,CATH BALLN DILAT SAVVY DURALYN .018IN 150CM 4CM 3.5-3FR 2MM,C1725,"$1,047.00 "
2129553,CATH BALLN DILAT SAVVY DURALYN .018IN 150CM 4CM 3.5-3FR 3MM,C1725,$900.00 
2129554,CATHETER BALLOON DILATATION SAVVY LONG 150CM 150MM 4MM,C1725,$900.00 
2129555,CATHETER BALLOON DILATATION SAVVY LONG 150CM 150MM 3MM,C1725,$900.00 
2129556,SNARE ENDOSCOPIC SHORT THROW STANDARD 350CM POLYPECTMY OVAL,,$296.00 
2129560,"BODY, OFFSET 17MM FIREBIRD",,"$1,962.00 "
2129561,SHEATH SHUTTLE-SL .038 IN L90CM OD4FR FLEXOR,C1894,$449.00 
2129562,PLUG VASCULAR AMPLATZER II 3MM,,"$2,880.00 "
2129563,PLUG VASCULAR AMPLATZER II 4MM,,"$2,880.00 "
2129564,PLUG VASCULAR AMPLATZER II 6MM,,"$2,880.00 "
2129566,"STEM, TIBIAL 13X60MM CEMENTED PFC SIGMA",C1776,"$3,335.00 "
2129568,SHEATH INTRODUCER FAST CATH 12FR 12CM TRANSSEPTAL,C1894,$87.00 
2129569,NAIL CEPHALOMEDULLARY 13MM X 38CM 130CCD LEFT NATURAL NAIL,,"$8,778.00 "
2129570,PLATE BONE L20 MM ANTERIOR CERVICAL PLATING SYS 1 LEVEL,,"$2,826.00 "
2129571,"NAIL, LONG CEPHALOMEDULLARY 13MM X 42CM 130CCD RIGHT",,"$8,778.00 "
2129572,"SCREW, CORTICAL L40MM OD5MM FIXED ANGLE NATURAL NAIL SYS",,$792.00 
2129573,SCREW BONE L12 MM OD3.5 MM LOCKING ULS,,$322.00 
2129574,SCREW BONE L18 MM OD3.5 MM LOCKING ULS,,$322.00 
2129575,GRAFT ZENITH FLEX 90 X 22MM 16FR AAA CONTRA/IPSILAT ILIAC,C1874,"$11,106.00 "
2129576,"NAIL, FEMORAL 10MM X 36CM RIGHT GREATER TROCHANTER",,"$7,825.00 "
2129577,"SCREW, CANCELLOUS L95MM OD6MM FIXED ANGLE NATURAL NAIL SYS",,$913.00 
2129578,"SCREW, CANCELLOUS L75MM OD6MM FIXED ANGLE NATURAL NAIL SYS",,$824.00 
2129579,"CAP, NAIL FEMORAL 5MM NATURAL NAIL SYS",,$951.00 
2129581,"NEEDLE, EUS ASPIRATION ULTRASOUND OD25GA  EXPECT",,$756.00 
2129582,"NEEDLE, EUS ASPIRATION ULTRASOUND OD19GA  EXPECT",,$756.00 
2129586,CATHETER CRYOABLATION FREEZOR XTRA 3 55MM 7 FR MED/BLUE,C1733,"$4,500.00 "
2129592,"ELECTRODE, ELECTROSURGICAL L15 CM OD17GA/5FR UNIBLATE",,"$8,316.00 "
21296,REVISION OF JAW MUSCLE/BONE--FAC,21296,"$5,594.00 "
2129605,"SCREW, BONE 15X6.5MM CANCELLOUS ACETABULAR LOW PROFILE",,$306.00 
2129606,"SCREW, BONE 35X6.5MM CANCELLOUS ACETABULAR LOW PROFILE",,$483.00 
2129609,LINER ACETABULAR +3 SZ 24 40MM MAXROM,C1776,"$3,780.00 "
2129610,SHELL ACETABULAR  RINGLOC PLUS SZ 24 OD56MM REGENEREX,C1776,"$11,036.00 "
2129611,"HEAD, FEMORAL -3MM 40MM M2A-MAGNUM",C1776,"$1,260.00 "
2129612,"SCREW, BONE L40MM OD4.35MM MOUNTAINEER",,"$2,654.00 "
2129614,"SCREW, BONE LAG L95MM OD10.5MM NATURAL NAIL",,"$2,241.00 "
2129616,SPACER SPINAL L50MM X W18MM X H8MM LORDOTIC,,"$14,963.00 "
2129617,CAGE SPINAL COROENT 10 D XL L55MM X W18MM X H10MM,,"$15,750.00 "
2129619,"GRAFT SKIN FLEXHD ULTRA THICK 20CMX25CM, BILL PER SQ CM",Q4128,$120.00 
2129624,FORCEPS ENDOSCOPIC RADIAL JAW 4 JUMBO L240 CM OD3.2 MM,,$69.00 
2129625,CAGE SPINAL CONCORDE L27 MM X W9 MM X H8 MM,C1889,"$9,720.00 "
2129626,STEM FEMORAL ZMR L135 MM OD18 MM HIP TAPERED,C1776,"$8,111.00 "
2129628,"APPLICATOR, INTERSTITIAL PMTA 1.8MM 14 CM ACCU2I",C1886,"$9,085.00 "
2129629,"APPLICATOR, INTERSTITIAL PMTA 1.8MM 29 CM ACCU2I",C1886,"$9,085.00 "
2129630,"PLATE, BONE FEMUR PROXIMAL LCP L247MM OD4.5MM RT 8 HOLE",C1713,"$6,620.00 "
2129631,"SCREW, BONE CONICAL CANNULATED LCP L75MM OD7.3MM PERIARTICU",,"$1,134.00 "
2129633,"STEM, FEMORAL FITMORE A SIZE 5",C1776,"$7,380.00 "
2129635,"NAIL, CEPHALOMEDULLARY 125CCD L 44CMX13MM LFT NATURAL NAIL",,"$10,233.00 "
2129636,SCREW BONE 57.5MM 5MM CORTICAL FIXED ANGLE 3.5MM HEX HEAD,,$792.00 
2129638,"RELOAD STAPLER ENDO GIA ROTICULATOR 45MM, 2.55MM",,$575.00 
2129639,"RELOAD STAPLER ENDO GIA ROTICULATOR 45MM, 2MM",,$719.00 
2129643,"STAPLER INTERNAL EEA 25MM, 4.8MM ENDOSCOPIC LINEAR CUTTER",,"$1,055.00 "
2129644,"STAPLER INTERNAL EEA 28MM, 4.8MM ENDOSCOPIC LINEAR CUTTER",,"$2,544.00 "
2129645,"STAPLER INTERNAL EEA 33MM, 4.8MM ENDOSCOPIC LINEAR CUTTER",,"$2,173.00 "
2129646,"RELOAD STAPLER GIA 60MM, 3.5MM ENDOSCOPIC LINEAR CUTTER",,$485.00 
2129647,"RELOAD STAPLER ENDO GIA UNIVERSAL 60MM, 4.8MM",,$490.00 
2129648,"RELOAD STAPLER ENDO GIA UNIVERSAL 60MM, 2.5MM",,$485.00 
2129652,"APPLIER INTERNAL CLIP ENDO CLIP LARGE 10MM, LAPAROSCOPIC",,$297.00 
2129654,"RELOAD STAPLER ENDO GIA UNIVERSAL 45MM, 3.5MM ENDOSCOPIC",,$327.00 
2129655,"RELOAD STAPLER ENDO GIA UNIVERSAL 45MM, 4.8MM",,$327.00 
2129657,APPLIER INTERNAL CLIP PREMIUM SURGICLIP II MEDIUM L11.5 IN,,$202.00 
2129658,APPLIER INTERNAL CLIP PREMIUM SURGICLIP SMALL L9 IN,,$177.00 
2129659,NEEDLE SURGINEEDLE LONG 14GA 150MM,,$52.00 
2129660,"RELOAD STAPLER GIA 60MM, 3.8MM LINEAR CUTTER LAPAROSCOPIC",,$174.00 
2129661,"DRESSING, TEGADERM 2.75X2.75IN",,$11.00 
2129662,"RELOAD STAPLER GIA 80MM, 3.8MM LINEAR CUTTER LAPAROSCOPIC",,$759.00 
2129664,"STAPLER INTERNAL GIA 60MM, 4.8MM LINEAR CUTTER RELOADABLE",,$341.00 
2129665,"STAPLER INTERNAL DST SERIES GIA 80MM, 4.8MM RELOADABLE",,"$1,462.00 "
2129666,"DRESSING, TEGADERM 2.75X3IN",,$11.00 
2129667,"STAPLER INTERNAL TA REGULAR 30MM, 3.5MM  RELOADABLE",,$881.00 
2129668,"STAPLER INTERNAL TA 60MM, 3.5MM RELOADABLE",,$894.00 
2129669,"STAPLER INTERNAL GIA REGULAR 60MM, 3.8MM RELOADABLE",,$331.00 
2129670,"STAPLER INTERNAL GIA REGULAR 80MM, 3.8MM RELOADABLE",,$488.00 
2129671,"STAPLER INTERNAL TA 30MM, 4.8MM RELOADABLE",,$308.00 
2129672,"STAPLER INTERNAL TA 60MM, 4.8MM  RELOADABLE",,$315.00 
2129673,"RELOAD STAPLER ENDO GIA ROTICULATOR 30MM, 3.5MM",,$503.00 
2129675,RELOAD 60X3.5MM ENDO LINEAR TITANIUM,,$150.00 
2129676,RELOAD STAPLER THICK TISS DST TA DISP GRN 90X4.8MM,,$168.00 
2129677,"RELOAD STAPLER GIA 60MM, 4.8MM THICK TISSUE LINEAR RELOADAB",,$182.00 
2129678,"RELOAD STAPLER GIA 80MM, 4.8MM THICK TISSUE",,$266.00 
2129679,"STAPLER INTERNAL DST SERIES GIA 60MM, 2.5 MM LINEAR",,$356.00 
2129680,"RELOAD STAPLER 60 MM, 2.5MM DST SERIES GIA LINEAR",,$197.00 
2129681,STAPLER INTERNAL DST SERIES TA TITANIUM L30 MM LINEAR,,$339.00 
2129682,NEEDLE SURGINEDDLE 14GA 120MM,,$52.00 
2129684,STAPLER INTERNAL GIA STANDARD UNIVERSAL L16 CM ULTRA HANDLE,,"$1,070.00 "
2129686,ROD SPINAL USS TITANIUM L75 MM OD6 MM SOFT SINGLE,,$620.00 
2129687,STEM HUMERAL TRABECULAR METAL 42D L130MM OD16MM,C1776,"$10,800.00 "
2129688,STEM HUMERAL SZ 6B L86 132.5D SHOULDER ASCEND,C1776,"$11,704.00 "
2129689,AUGMENT FEMORAL PFC SIGMA SZ 5 H8MM RIGHT DISTAL KNEE,,"$3,360.00 "
2129690,COMPONENT FEMORAL  PFC SIGMA SZ 5 H4MM RIGHT DISTAL KNEE,C1776,"$3,360.00 "
2129691,DRESSING DRY L3IN X W3IN VASC HEMOSTATIC PATCH THROMBIX,,$98.00 
2129692,PLATE BONE L91 MM DISTAL FIBULAR ANKLE 4 HOLE LOCKING LEFT,C1713,"$1,980.00 "
2129693,SCREW BONE L14 MM OD3.5 MM CORTICAL NONLOCKING LOW PROFILE,,$126.00 
2129694,SCREW BONE L14 MM OD3.5 MM CORTICAL LOCKING LOW PROFILE,,$414.00 
2129695,SCREW BONE LOW PROFILE LOCKING SCREW L12MM OD2.7MM ANKLE,,$378.00 
2129696,SCREW BONE LOW PROFILE LOCKING SCREW L14MM OD2.7MM ANKLE,,$378.00 
2129697,SCREW BONE LOW PROFILE CANCELLOUS  L26 MM OD4 MM NONLOCKING,,$126.00 
2129701,SCREW BONE L55 MM OD3.5 MM CORTICAL LOW PROFILE,,$126.00 
2129702,CATHETER BALLOON SAVVY .018 IN L120 CM L6 CM OD3.5-3 FR ODS,C1725,$900.00 
2129703,CATHETER BALLOON SAVVY LONG L120 CM L150 MM OD5 MM,C1725,$900.00 
2129704,CATHETER BALLOON SAVVY  .018 IN L120 CM L15 CM ODSEC6 MM,C1725,$900.00 
2129718,SCREW BONE L20MM OD2.3 MM CORTICAL LOW PROFILE LPS,,$234.00 
2129719,SCREW BONE L22 MM OD2.3 MM CORTICAL LPS,,$269.00 
2129721,COMPONENT ARTICULAR SZ5 EF L74MM X W46MM X H10MM NEXGEN LPS,C1776,"$2,880.00 "
2129722,"NAIL, LONG CEPHALOMEDULLARY 130 CCD 40CMX11.5 MM LEFT",,"$8,778.00 "
2129724,STEM HUMERAL AFFINITIS CTM 10 X 25,C1776,"$18,956.00 "
2129725,"OFFSEST, LATERAL 20MM MULTI AXIAL",,"$1,962.00 "
2129726,"TUBE, GASTROS MIC-KEY 4.5CM 14FR 6ML LOW PROFILE",,$324.00 
2129729,OBELISC END PIECE 20MM ANGLE 10 DEGREE GRAY,,"$7,226.00 "
2129732,HEAD HUMERAL AFFINITIS H18MM OD40MM,C1776,"$5,174.00 "
2129740,ELECTRODE MONOPOLAR ENDO SH2.0 SEALING HOOK,,"$3,555.00 "
2129741,DEVICE CLOSURE FLOATING BALL MONOPOLAR ENDOSCOPIC,,"$3,555.00 "
2129743,"STRATTICE L20CM X W20CM FIRM, PER SQ CM",Q4130,$101.00 
2129744,"STRATTICE L25CM X W20CM FIRM, PER SQ CM",Q4130,$106.00 
2129745,"KIT, DRAINAGE BULB HOLDER",,$53.00 
2129747,"CATHETER, DECAPOLAR 115CM 7FR 12MM (REPROCESSED)",C1730,"$3,770.00 "
2129752,"KIT, ANCHOR SUTURE JUGGERKNOT",,$998.00 
2129764,CATHETER POWERPICC L50CM OD5FR DUAL LUMEN SOLO2,C1751,$997.00 
2129766,CATHETER POWERPICC 3FR SINGLE LUMEN,C1751,$879.00 
2129770,CANNULA NASAL SMART CAPNOLINE ADULT O2 HUMID 2 PURPOSE,,$47.00 
2129771,CANNULA NASAL SMART CAPNOLINE ADULT O2 NONHUMID 2 PURPOSE,,$45.00 
2129772,"PROSTHESIS, VOICE 22.5FR 6MM PROVOX VEGA",L8509,$821.00 
2129773,"PROSTHESIS, VOICE 22.5FR 8MM PROVOX VEGA",L8509,$926.00 
2129776,"GUIDEWIRE, L150CM L3CM OD.035IN STRAIGHT SENSOR DUAL FLEX",C1769,$216.00 
2129780,"OTSC SYSTEM SET, 11/6T 165CM",,"$1,548.00 "
2129781,"OTSC SYSTEM SET, 12/6T 165CM",,"$1,919.00 "
2129782,"OTSC SYSTEM SET, 12/6GC 165CM",,"$2,081.00 "
2129784,OTSC SYSTEM ANCHOR 165CM,,"$1,530.00 "
2129785,OTSC SYSTEM TWIN GRASPER 220CM,,"$2,146.00 "
2129789,"GUIDEWIRE, VASCULAR 200CMX10CM .014IN STEERABLE",C1769,"$1,065.00 "
2129790,"CATHETER, GUIDING STC-18 L130CM L30CM .021IN ANGLED",C1887,"$1,510.00 "
2129791,"GUIDEWIRE, VASCULAR  L185CM .014IN J TIP",C1769,"$2,430.00 "
2129792,"GUIDEWIRE, VASCULAR L150CM .035IN STANDARD ANGLED LAUREATE",C1769,$105.00 
2129793,"GUIDEWIRE, VASCULAR L180CM .035IN STIFF ANGLED LAUREATE",C1769,$108.00 
2129797,TUNNELER L38CM ACCESSORY KIT EXTENSION LEAD PASSER,,$324.00 
2129800,PLATE BONE CSLP L26MM L18MM SMALL STATURE,,"$2,880.00 "
2129801,COMPONENT TIBIAL TRAY MBT MED LARGE L61 MM MOBILE BEARING,C1776,"$9,360.00 "
2129802,INSERT TIBIAL SIGMA SZ 4 H12.5 MM RIGHT ROTATING PLATFORM,C1776,"$9,317.00 "
2129807,SCREW BONE L50MM OD6.5MM SPINAL CANNULATED SHANK SPHERX PPS,,"$1,800.00 "
2129808,SCREW BONE L50MM OD7.5MM SPINAL CANNULATED SHANK SPHERX PPS,,"$1,800.00 "
2129809,SCREW BONE L55MM OD7.5MM CANNULATED SHANK SPHERX PPS,,"$1,800.00 "
2129810,ROD SPINAL L95 MM OD5.5 MM PREBENT EXTENDED SPHERX,,"$1,440.00 "
2129811,ROD SPINAL L110 MM OD5.5 MM PREBENT SPHERX,,"$1,440.00 "
2129812,SCREW BONE TULIP OD5.5 MM SPHERX PPS,,"$2,160.00 "
2129813,"SCREW, LOCK 5.5MM ROD SPHERX PPS",,$630.00 
2129815,"GRAFT SKIN FLEXHD THICK 10CMX16CM, BILL PER SQ CM",Q4128,$120.00 
2129816,CAGE SPINAL CONCORDE L27 MM X W12 MM X H11 MM,C1889,"$9,720.00 "
2129817,CAGE SPINAL VBR 6D SMALL H16-25 MM OD14 MM EXPANDING,,"$24,119.00 "
2129818,SURFACE ARTICULAR PFC SIGMA SZ 2.5 H12.5 MM TIBIAL KNEE,C1776,"$2,981.00 "
2129819,LENS INTRAOCULAR +17.5 DIOPTER L13 MM OD5.5 MM,V2630,$306.00 
2129820,"DEVICE, DISTAL PROTECTION MOMA",C1884,"$6,660.00 "
2129831,ROD SPINAL CLICKX L75 MM OD6 MM SOFT CURVED,,$620.00 
2129833,COMPONENT FEMORAL L62.5 MM LEFT KNEE POSTERIOR STABILIZED,C1776,"$7,920.00 "
2129834,CENTRALIZER STEM OD10 MM DISTAL FEMORAL CEMENTRALIZER,,$409.00 
2129835,STEM FEMORAL ZMR XL TIVANIUM L185 MM OD20 MM TAPERED,C1776,"$9,609.00 "
2129836,STEM FEMORAL ZMR XL POROUS L78 MM REVISION STANDARD,C1776,"$12,156.00 "
2129837,RELOAD STAPLER ENDO GIA MEDIUM L60 MM THICK TISSUE,,"$1,498.00 "
2129838,RELOAD STAPLER ENDO GIA MEDIUM L45MM VASCULAR,,"$1,330.00 "
2129839,RELOAD STAPLER ENDO GIA MEDIUM L60MM VASCULAR,,"$1,446.00 "
2129845,DEVICE BIOPSY 14GA X 11CM SOFT TISSUE ACHIEVE,,$247.00 
2129846,"SEALANT, SURGICAL OMNEX ETHICON",,$630.00 
2129853,SCREW BONE LCP L22MM OD2.7MM SELF TAPPING STARDRIVE RECESS,C1713,$174.00 
2129854,SCREW BONE  L24 MM OD3.5 MM CORTEX SELF TAPPING STARDRIVE,,$111.00 
2129855,CAGE SPINAL 5D 10X10X35MM COROENT LARGE OBLIQUE,,"$10,800.00 "
2129856,INTRODUCER CHECK-FLO FLEXOR .018/.038IN L45 CM OD4FR,C1894,$240.00 
2129857,STENT BILIARY SMART CONTROL .035IN 9MM X 80MM X 80CM,C1876,"$3,960.00 "
2129859,"ALLOGRAFT, STRUTS CORTICAL 1X5-20CM",,"$1,260.00 "
2129860,"ROD, DUAL BALL 20MM SPHERX DBR II",,"$3,600.00 "
2129862,ANCHOR LEAD CLIK,,"$1,350.00 "
2129864,CAGE SPINAL CONCORDE 5D L27MM X W11MM X H9MM BULLET,C1889,"$9,720.00 "
2129865,CAGE SPINAL CONCORDE 5D L27MM X W12 MM X H11 MM BULLET,C1889,"$9,720.00 "
2129866,COMPONENT TIBIAL OPTETRAK SZ2 H9MM POSTERIOR STABILIZED,C1776,"$3,600.00 "
2129867,SURFACE ARTICULAR PFC SIGMA SZ4 H8MM CRUCIATE SUBSTITUTING,C1776,"$2,981.00 "
2129868,CUP ACETABULAR TRABECULAR METAL NEUTRAL 32MMX54MM MONOBLOCK,C1776,"$7,740.00 "
2129869,"GRAFT, BONE TRICALCIUM PHOSPHATE 5ML GRANULES CONDUIT",C1713,"$1,134.00 "
2129872,VEST SURGICAL SMALL COMPRESSION BEIGE,,$162.00 
2129873,VEST SURGICAL MEDIUM COMPRESSION BEIGE,,$162.00 
2129874,VEST SURGICAL LARGE COMPRESSION BEIGE,,$162.00 
2129875,VEST SURGICAL XL COMPRESSION BEIGE,,$180.00 
2129877,VEST SURGICAL 2XL COMPRESSION BEIGE,,$198.00 
2129882,SCREW BONE CALCLOCK TI L26MM OD3.5MM CALCANEUS LOCKING,,$836.00 
2129883,SCREW BONE CALCLOCK TI L30MM OD3.5MM CALCANEUS LOCKING,,$836.00 
2129898,"BURR, BARREL FLUTED 4.2MM 15D",,$792.00 
2129899,GRAFT BONE RIGHT ACHILLES TENDON CALCANEAL BLOCK FROZEN,,"$5,413.00 "
21299,UNLISTED CRANIOFACIAL AND MAXILLOFACIAL PROCEDURE,21299,$429.00 
2129900,COMPONENT ARTICULAR NEXGEN LPS SZ3 AB L66MMXW42MMXH10MM,C1776,"$2,880.00 "
2129901,SPHERE GLENOID CENTERED 29MM X 36MM BASEPLATE,C1776,"$7,614.00 "
2129902,"GRAFT SKIN FLEXHD ULTRA THICK  10CMX16CM, BILL PER SQ CM",Q4128,$117.00 
2129904,NEUROSTIMULATOR IMPLANTABLE 55MMX60MMX11MM 45G ACTIVA SC,C1767,"$31,063.00 "
2129905,NEUROSTIMULATOR IMPLANTABLE 55MMX60MMX11MM 44G ACTIVA SC,C1767,"$31,063.00 "
2129906,CATHETER DILATATION 2MMX4CMX150CM SLEEK RX OTW,C1725,$891.00 
2129907,CATHETER DILATATION  2MMX10CMX150CM SLEEK RX OTW,C1725,"$1,131.00 "
2129908,CATHETER DILATATION  2MMX15CMX150CM SLEEK RX OTW,C1725,$891.00 
2129909,"BASEPLATE, GLENOID 25MM STANDARD POST  AEQUALIS REVERSED II",C1776,"$5,318.00 "
2129910,"GRAFT, BISECTED PATELLA LIGAMENT L10MM FROZEN",,"$10,782.00 "
2129911,SCREW BONE MOUNTAINEER L6MM OD4.5MM  SPINE,,"$1,131.00 "
2129912,CUP ACETABULAR 0D OD56MM ID32MM HIP,C1776,"$7,740.00 "
2129913,LINER ACETABULAR   0D OD62/64MM ID32MM HIP REVISION,C1776,"$5,958.00 "
2129914,BLOCK TIBIAL AUGMENT FULL SZ 3 H10MM NEXGEN,,"$4,329.00 "
2129916,"GRAFT, BONE TRICALCIUM PHOSPHATE 10ML GRANULES CONDUIT",C1713,"$2,093.00 "
2129917,TUBE GASTROSTOMY MIC OD14 FR,,$143.00 
2129920,NAIL CEPHALOMEDULLARY 125CCD LONG L46CM OD13MM LEFT,C1713,"$10,233.00 "
2129921,STEM FEMORAL FITMORE B SZ2 HIP,C1776,"$7,380.00 "
2129922,STEM FEMORAL ZMR L185 MM OD18 MM HIP TAPERED,C1776,"$9,252.00 "
2129923,"BODY, CONE A L100MM 40MMX55MM NECK ZMR",C1776,"$12,156.00 "
2129924,NAIL TIBIAL L30 CM OD9.3 MM NATURAL NAIL,C1713,"$6,386.00 "
2129925,CAP END NATURAL NAIL H15 MM TIBIAL NAIL SYSTEM,,$951.00 
2129926,"SCREW, CORTICAL L30MM OD5MM NATURAL NAIL",,$792.00 
2129927,STEM FEMORAL L185 MM OD20 MM TAPERED ZMR,C1776,"$9,252.00 "
2129928,"INSERT, ACETABULAR 0D 32MM SERIES II",C1776,"$6,326.00 "
2129929,"BODY, CONE B L80MM 46MMX35MM NECK ZMR",C1776,"$12,156.00 "
2129931,"PLATE, BONE LCP 1.5MM 3 HOLE HD 8 HOLE SHAFT",,"$2,475.00 "
2129932,"SCREW, BONE L11MM OD1.5MM LOCKING",,$485.00 
2129933,"SCREW, BONE L13MM OD1.5MM LOCKING",,$485.00 
2129934,"SCREW, BONE L15MM OD1.5MM LOCKING",,$485.00 
2129935,"SCREW, BONE L14MM OD1.5MM LOCKING",,$204.00 
2129936,"SCREW, BONE L18MM OD1.5MM LOCKING",,$197.00 
2129937,SCREW BONE CSLP L16 MM OD4 MM CANCELLOUS,,$450.00 
2129938,SPACER SPINAL VBR SMALL H16-25 MM OD12 MM 6D,,"$22,862.00 "
2129939,SCREW BONE LCP L13 MM OD2 MM CORTICAL,,$155.00 
2129940,SCREW BONE LCP L14 MM OD2 MM CORTICAL,,$160.00 
2129941,SCREW BONE LCP L12 MM OD2 MM LOCKING,,$501.00 
2129942,SCREW BONE LCP L13 MM OD2 MM LOCKING,,$501.00 
2129943,PLATE BONE LCP L31 MM 4 HOLE 2.0 MM SCREWS,C1713,"$1,068.00 "
2129944,PATCH VASCULAR TACHOSIL FIBRIN L9.5 CM X W4.8 CM SEALANT,,"$2,142.00 "
2129945,ATTACHMENT ENDOSCOPE L4.0 MM OD11.8 MM,,$110.00 
2129946,ATTACHMENT ENDOSCOPE L4 MM OD12.4 MM,,$92.00 
2129948,NAIL LONG L34CM OD11.5MM 130CCD LEFT NATURAL NAIL,,"$9,308.00 "
2129949,STEM HUMERAL  TRABECULAR METAL 42D L130MM OD13MM SHOULDER,C1776,"$10,800.00 "
2129950,GRAFT ENDOVASC TALENT L199MM OD38 MM PROXIMAL MAIN,C1874,"$60,463.00 "
2129962,KIT SUTURE SPEEDBRIDGE CONVENIENCE ACHILLES,C1713,"$5,976.00 "
2129963,PIN FIXATION TITANIUM L150 MM OD2.5 MM TM GLENOID,,$252.00 
2129964,STEM ZMR L185 MM OD17 MM HIP TAPERED,C1776,"$9,252.00 "
2129965,"BODY, CONE A ZMR L45MM OD40MM STANDARD OFFSET",C1776,"$12,156.00 "
2129966,HEAD FEMORAL BIOLOX DELTA CERAMIC +0 MM MEDIUM OD28 MM HIP,C1776,"$2,700.00 "
2129967,LINER ACETABULAR  XLPE 20D SZ D OD46-48 MM ID28MM,C1776,"$8,568.00 "
2129968,COMPONENT FEMORAL SZ4 H4MM RIGHT DISTAL KNEE PFC SIGMA,C1776,"$3,360.00 "
2129969,INSERT TIBIAL SZ4 H17.5MM KNEE ROTATING PLATFORM PFC SIGMA,C1776,"$9,317.00 "
2129970,COMPONENT TIBIAL  SZ3 8MM CEMENTED PFC SIGMA,C1776,"$2,981.00 "
2129971,COMPONENT TIBIAL  SZ2.5 8MM CEMENTED PFC SIGMA,C1776,"$2,981.00 "
2129972,PLATE BONE PERI-LOC VLP L127MM RT DISTAL MEDIAL TIBIAL 6H,C1776,"$3,357.00 "
2129973,PLATE BONE PERI-LOC VLP 155MM LFT DISTAL LATERAL FIBULA 11H,,"$2,427.00 "
2129974,SCREW BONE PERI-LOC VLP L12 MM OD2.7MM CORTEX SELF TAPPING,,$71.00 
2129975,SCREW BONE PERI-LOC VLP L22 MM OD2.7MM CORTEX SELF TAPPING,,$71.00 
2129976,SCREW BONE PERI-LOC VLP L24 MM OD2.7MM CORTEX SELF TAPPING,,$71.00 
