Supply Name,Calculated Charge
IMPLANT SPINAL CONNECTOR LATERAL 5.5X25MM TITANIUM OPEN REVERE 124972,"$1,660.00"
SPACER IMPLANT SPINAL 7MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304607,"$10,545.00"
SPACER SPINAL H9MM SMALL ARCH THORACOLUMBAR INTERBODY FUSION CURVED FOOTPRINT RADIOLUCENT SUSTAIN PEEK,"$10,545.00"
SPACER IMPLANT SPINAL 11MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304611,"$10,545.00"
SPACER IMPLANT SPINAL 13MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304613,"$10,545.00"
SPACER IMPLANT SPINAL 15MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304615,"$10,545.00"
SPACER IMPLANT SPINAL 17MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304617,"$10,545.00"
SCREW SPINAL SET PEDICLE SINGLE INNIE MONOAXIAL SOLID 6.35MM TITANIUM NON STERILE EXPEDIUM 179902000,$311.25
SCREW SPINAL PEDICLE 8X30 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612830,"$2,437.50"
SCREW SPINAL PEDICLE 8X35 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612835,"$2,437.50"
SCREW SPINAL PEDICLE 8X40 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612840,"$2,437.50"
SCREW SPINAL PEDICLE 8X45 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612845,"$2,437.50"
SCREW SPINAL PEDICLE 8X50 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612850,"$2,437.50"
SCREW SPINAL PEDICLE 8X55 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612855,"$2,437.50"
SCREW SPINAL PEDICLE 8X60 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612860,"$2,437.50"
SCREW SPINAL PEDICLE 8X65 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612865,"$2,437.50"
SCREW SPINAL PEDICLE 8X70 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612870,"$2,437.50"
SCREW SPINAL PEDICLE 8X75 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612875,"$2,437.50"
SCREW SPINAL PEDICLE 8X80 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612880,"$2,437.50"
SCREW SPINAL PEDICLE 8X90 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612890,"$2,437.50"
SCREW SPINAL PEDICLE 8X100 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612899,"$2,437.50"
SCREW SPINAL PEDICLE 9X35 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612935,"$2,437.50"
SCREW SPINAL PEDICLE 9X45 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612945,"$2,437.50"
SCREW SPINAL PEDICLE 9X50 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612950,"$2,437.50"
SCREW SPINAL PEDICLE 9X55 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612955,"$2,437.50"
SCREW SPINAL PEDICLE 9X60 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612960,"$2,437.50"
SCREW SPINAL PEDICLE 9X80 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612980,"$2,437.50"
SCREW SPINAL PEDICLE 9X90 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612990,"$2,437.50"
SCREW SPINAL PEDICLE 9X100 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612999,"$2,437.50"
SET SCREW SPINAL DUAL INNIE EXPEDIUM 6.35 STAINLESS STEEL F/6.35MM ROD,$311.25
IMPLANT SPINAL END CAP THORACOLUMBAR 5.5X45MM TITANIUM NON THREADED NON STERILE REVERE 124000,$225.00
SCREW SPINAL PEDICLE 5X35 POLYAXIAL SOLID LOW PROFILE TITANIUM REVERE 124053,"$2,535.00"
SPACER IMPLANT SPINAL 10X30X8MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304808,"$8,580.00"
SPACER IMPLANT SPINAL 10X30X9MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304809,"$8,580.00"
SPACER SPINAL L30XW10XH10MM OBLIQUE THORACOLUMBAR INTERBODY FUSION TAPERED LEADING EDGE ROUNDED CORNER GRIP STYLE CONNECTION RADIOLUCENT SUSTAIN-O PEEK,"$8,580.00"
SPACER SPINAL L30XW10XH11MM OBLIQUE THORACOLUMBAR INTERBODY FUSION TAPERED LEADING EDGE ROUNDED CORNER GRIP STYLE CONNECTION RADIOLUCENT SUSTAIN-O PEEK,"$8,580.00"
IMPLANT SPINAL CAGE 12X10Z30MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304812,"$8,580.00"
SPACER IMPLANT SPINAL 10X30X13MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304813,"$8,580.00"
SPACER IMPLANT SPINAL 10X30X15MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304815,"$8,580.00"
SPACER IMPLANT SPINAL 30X10X17MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304817,"$8,580.00"
SPACER SPINAL L30XW12XH9MM OBLIQUE THORACOLUMBAR INTERBODY FUSION TAPERED LEADING EDGE ROUNDED CORNER GRIP STYLE CONNECTION RADIOLUCENT SUSTAIN-O PEEK,"$8,580.00"
SPACER IMPLANT SPINAL 12X30X11MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304871,"$8,580.00"
SPACER SPINAL L30XW12XH12MM OBLIQUE THORACOLUMBAR INTERBODY FUSION TAPERED LEADING EDGE ROUNDED CORNER GRIP STYLE CONNECTION RADIOLUCENT SUSTAIN-O PEEK,"$8,580.00"
SPACER IMPLANT SPINAL 12X30X13MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304873,"$8,580.00"
SPACER IMPLANT SPINAL 12X30X15MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304875,"$8,580.00"
SCREW SPINAL PEDICLE 4.35X25 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632425,"$3,022.50"
SCREW SPINAL PEDICLE 4.35X30 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632430,"$3,022.50"
SCREW SPINAL PEDICLE 4.35X35 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632435,"$3,022.50"
SCREW SPINAL PEDICLE 4.35X40 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632440,"$3,022.50"
SCREW SPINAL PEDICLE 4.35X45 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632445,"$3,022.50"
SCREW SPINAL PEDICLE 5X25 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632525,"$3,022.50"
SCREW SPINAL PEDICLE 5X30 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632530,"$3,022.50"
SCREW SPINAL PEDICLE 5X35 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632535,"$3,022.50"
SCREW SPINAL PEDICLE 5X45 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632545,"$3,022.50"
SCREW SPINAL PEDICLE 5X50 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632550,"$3,022.50"
SCREW SPINAL PEDICLE 5X45 POLYAXIAL SOLID LOW PROFILE TITANIUM REVERE 124055,"$2,535.00"
SCREW SPINAL PEDICLE 8.5X70 POLYAXIAL SOLID LOW PROFILE TITANIUM REVERE 124081,"$2,535.00"
SCREW SPINAL PEDICLE 8.5X75 POLYAXIAL SOLID LOW PROFILE TITANIUM REVERE 124082,"$2,535.00"
SPACER IMPLANT SPINAL 12X26X10MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304970,"$8,580.00"
SPACER IMPLANT SPINAL 12X26X17MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304977,"$8,580.00"
WASHER IMPLANT SPINAL 6.35MM TITANIUM EXPEDIUM 179910100,$225.00
SCREW SPINAL PEDICLE 6X30 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632630,"$3,022.50"
SCREW SPINAL PEDICLE 6X35 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632635,"$3,022.50"
SCREW SPINAL PEDICLE 6X40 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632640,"$3,022.50"
SCREW SPINAL PEDICLE 6X45 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632645,"$3,022.50"
SCREW SPINAL PEDICLE 6X50 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632650,"$3,022.50"
SCREW SPINAL PEDICLE 6X55 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632655,"$3,022.50"
SCREW SPINAL PEDICLE 7X40 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632740,"$3,022.50"
SCREW SPINAL PEDICLE 7X45 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632745,"$3,022.50"
SCREW SPINAL PEDICLE 7X50 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632750,"$3,022.50"
SCREW SPINAL PEDICLE 7X55 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632755,"$3,022.50"
SCREW SPINAL PEDICLE 8X35 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632835,"$3,022.50"
SCREW SPINAL PEDICLE 8X40 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632840,"$3,022.50"
SCREW SPINAL PEDICLE 8X50 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632850,"$3,022.50"
SCREW SPINAL PEDICLE 8X55 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632855,"$3,022.50"
IMPLANT SPINAL CONNECTOR ROD LAT 6.35X90MM STAINLESS STEEL CLOSED EXPEDIUM F/6.35M ROD 189640062,"$2,593.50"
HOOK PEDICLE NARROW BLADE 6.35X5MM STAINLESS STEEL CLOSED FOR 6.35MM ROD NSTRL EXPEDIUM 189642035,"$1,348.75"
SCREW SPINAL PEDICLE 4.5X45 POLYAXIAL SOLID TITANIUM REVERE 124445,"$2,535.00"
SCREW SPINAL PEDICLE 5.5X35 POLYAXIAL SOLID TITANIUM REVERE 124453,"$2,535.00"
SCREW SPINAL PEDICLE 5.5X40 POLYAXIAL SOLID TITANIUM REVERE 124454,"$2,535.00"
SCREW SPINAL PEDICLE 5.5X45 POLYAXIAL SOLID TITANIUM REVERE 124455,"$2,535.00"
SCREW SPINAL PEDICLE 6.5X35 POLYAXIAL SOLID TITANIUM REVERE 124463,"$2,535.00"
SCREW SPINAL PEDICLE 6.5X45 POLYAXIAL SOLID TITANIUM REVERE 124465,"$2,535.00"
SCREW SPINAL PEDICLE 6.5X50 POLYAXIAL SOLID TITANIUM REVERE 124466,"$2,535.00"
SCREW SPINAL PEDICLE 6.5X55 POLYAXIAL SOLID TITANIUM REVERE 124467,"$2,535.00"
SCREW SPINAL PEDICLE 7.5X45 POLYAXIAL SOLID TITANIUM REVERE 124475,"$2,535.00"
SCREW SPINAL PEDICLE 7.5X50 POLYAXIAL SOLID TITANIUM REVERE 124476,"$2,535.00"
SCREW SPINAL PEDICLE 8.5X45 POLYAXIAL SOLID TITANIUM REVERE 124485,"$2,535.00"
SCREW SPINAL PEDICLE 8X110 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912801,"$2,437.50"
SCREW SPINAL PEDICLE 8X120 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912802,"$2,437.50"
SCREW SPINAL PEDICLE 8X130 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912803,"$2,437.50"
SCREW SPINAL PEDICLE 8X30 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912830,"$2,437.50"
SCREW SPINAL PEDICLE 8X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912835,"$2,437.50"
SCREW SPINAL PEDICLE 8X40 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912840,"$2,437.50"
SCREW SPINAL PEDICLE 8X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912845,"$2,437.50"
SCREW SPINAL PEDICLE 8X50 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912850,"$2,437.50"
SCREW SPINAL PEDICLE 8X60 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912860,"$2,437.50"
SCREW SPINAL PEDICLE 8X65 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912865,"$2,437.50"
SCREW SPINAL PEDICLE 8X70 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912870,"$2,437.50"
SCREW SPINAL PEDICLE 8X75 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912875,"$2,437.50"
IMPLANT SPINAL ROD THORACOLUMBAR 75X6.35MM TITANIUM STRAIGHT EXPEDIUM 179970075,$830.00
IMPLANT SPINAL ROD THORACOLUMBAR 6.35X80MM TITANIUM STRAIGHT EXPEDIUM 179970080,$830.00
IMPLANT SPINAL ROD THORACOLUMBAR 85X6.35MM TITANIUM STRAIGHT EXPEDIUM 179970085,$830.00
IMPLANT SPINAL ROD THORACOLUMBAR 95X6.35MM TITANIUM STRAIGHT EXPEDIUM 179970095,$830.00
IMPLANT SPINAL ROD LUMBAR 6.35-5.5X450MM TITANIUM EXPEDIUM 179970450,"$1,660.00"
IMPLANT SPINAL ROD PRE LORDOTIC 6.35X35MM TITANIUM PREBENT EXPEDIUM 179972035,$830.00
IMPLANT SPINAL ROD PRE LORDOTIC 6.35X40MM TITANIUM PREBENT EXPEDIUM 179972040,$830.00
IMPLANT SPINAL ROD PRE LORDOTIC 6.35X45MM TITANIUM PREBENT EXPEDIUM 179972045,$830.00
IMPLANT SPINAL ROD PRE LORDOTIC 6.35X65MM TITANIUM PREBENT EXPEDIUM 179972065,$830.00
HOOK PEDICLE NARROW BLADE 6.35X9.5MM STAINLESS STEEL CLOSED FOR 6.35MM ROD NSTRL EXPEDIUM 189642039,"$1,348.75"
HOOK PEDICLE WIDE BLADE 6.35X11MM STAINLESS STEEL CLOSED FOR 6.35MM ROD NSTRL EXPEDIUM 189642041,"$1,348.75"
HOOK PEDICLE NARROW BLADE 6.35X10MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652010,"$1,348.75"
HOOK PEDICLE ANGLED BLADE 6.35X6.5MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652026,"$1,348.75"
HOOK PEDICLE ANGLED BLADE 6.35X10MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652029,"$1,348.75"
HOOK PEDICLE NARROW BLADE 6.35X10MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652030,"$1,348.75"
HOOK PEDICLE NARROW BLADE 6.35X5MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652035,"$1,348.75"
HOOK PEDICLE NARROW BLADE 6.35X8MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652038,"$1,348.75"
HOOK PEDICLE WIDE BLADE 6.35X10MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652040,"$1,348.75"
HOOK PEDICLE WIDE BLADE 6.35X12MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652042,"$1,348.75"
HOOK PEDICLE WIDE BLADE 6.35X5MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652045,"$1,348.75"
HOOK PEDICLE WIDR BLADE 6.35X8MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652048,"$1,348.75"
IMPLANT SPINAL LUMBAR STAINLESS STEEL 6.35X30MM STRAIGHT EXPEDIUM 189662030,$830.00
IMPLANT SPINAL LUMBAR STAINLESS STEEL 6.35X35MM STRAIGHT EXPEDIUM 189662035,$830.00
IMPLANT SPINAL LUMBAR STAINLESS STEEL 6.35X45MM STRAIGHT EXPEDIUM 189662045,$830.00
IMPLANT SPINAL LUMBAR STAINLESS STEEL 6.35X55MM STRAIGHT EXPEDIUM 189662055,$830.00
IMPLANT SPINAL LUMBAR STAINLESS STEEL 6.35X65MM STRAIGHT EXPEDIUM 189662065,$830.00
IMPLANT SPINAL CAGE 8X18X55MM LUMBAR PEEK XLIF NON STERILE COROENT 6980855,"$13,320.00"
IMPLANT SPINAL ROD THORACOLUMBAR 5.5X65MM TITANIUM CURVED STERILE REVERE 124665,$830.00
IMPLANT SPINAL ROD THORACOLUMBAR 5.5X150MM TITANIUM STRAIGHT STERILE REVERE 124515,$830.00
SCREW SPINAL PEDICLE 8X55 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912855,"$2,437.50"
SCREW SPINAL PEDICLE 8X80 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912880,"$2,437.50"
SCREW SPINAL L30 MM OD4.35 MM UNIPLANAR EXPEDIUM TITANIUM F/6.35MM ROD,"$2,437.50"
SCREW SPINAL PEDICLE 10X55 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612055,"$2,437.50"
SCREW SPINAL PEDICLE 7X45 POLYAXIAL SOLID TITANIUM EXPEDIUM 179988745,"$2,437.50"
SCREW SPINAL PEDICLE 8X100 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912899,"$2,437.50"
SCREW SPINAL PEDICLE 9X35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179912935,"$2,437.50"
SCREW SPINAL PEDICLE 5X40 POLYAXIAL SOLID TITANIUM EXPEDIUM 179932540,"$3,022.50"
SCREW SPINAL PEDICLE 7X40 POLYAXIAL SOLID TITANIUM EXPEDIUM 179932740,"$3,022.50"
SCREW SPINAL PEDICLE 5X25 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612525,"$2,437.50"
SCREW SPINAL PEDICLE 5X45 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612545,"$2,437.50"
SCREW SPINAL PEDICLE 7X30 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612730,"$2,437.50"
SCREW SPINAL PEDICLE 7X50 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612750,"$2,437.50"
SCREW SPINAL PEDICLE 7X75 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612775,"$2,437.50"
SCREW SPINAL PEDICLE 8X85 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612885,"$2,437.50"
SCREW SPINAL PEDICLE 9X40 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612940,"$2,437.50"
SCREW SPINAL PEDICLE 9X65 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612965,"$2,437.50"
IMPLANT SPINAL CONNECTOR ROD 33-41MM TITANIUM REVERE TRANSVERSE 124913,"$2,593.50"
SPACER IMPLANT SPINAL 12X30X17MM LUMBAR PEEK TLIF NON STERILE SUSTAIN 304877,"$8,580.00"
IMPLANT SPINAL ROD THORACOLUMBAR 6.35X90MM TITANIUM STRAIGHT EXPEDIUM 179970090,$830.00
IMPLANT SPINAL ROD PRE LORDOTIC 6.35X55MM TITANIUM PREBENT EXPEDIUM 179972055,$830.00
IMPLANT SPINAL ROD PRE LORDOTIC 6.35X85MM TITANIUM PREBENT EXPEDIUM 179972085,$830.00
SCREW SPINAL PEDICLE 6.35 POLYAXIAL SOLID TITANIUM EXPEDIUM 179922000,$311.25
HOOK PEDICLE NARROW BLADE 6.35X6MM TITANIUM CLOSED FOR 6.35MM ROD NSTRL EXPEDIUM 179942036,"$1,348.75"
HOOK LAMINAR WIDE BLADE 6.5MM TITANIUM CLOSED FOR 6.35MM ROD NSTRL EXTENDED TAB EXPEDIUM 179942046,"$1,348.75"
WASHER IMPLANT SPINAL 6.35MM TITANIUM SPLIT EXPEDIUM 179910200,$225.00
SCREW SPINAL PEDICLE 8X45 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632845,"$3,022.50"
HOOK PEDICLE ANGLED BLADE 6.35X8MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652028,"$1,348.75"
HOOK PEDICLE NARROW BLADE 6.35X6.5MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652036,"$1,348.75"
HOOK PEDICLE WIDE BLADE 6.35X6.5MM STAINLESS STEEL FOR 6.35MM ROD NSTRL EXPEDIUM 189652046,"$1,348.75"
IMPLANT SPINAL ROD LUMBAR 6.35X450MM STAINLESS STEEL STRAIGHT EXPEDIUM 189662450,"$1,660.00"
IMPLANT SPINAL ROD LUMBAR 6.35X55MM STAINLESS STEEL EXPEDIUM 189672055,$830.00
SCREW SPINAL PEDICLE 9X85 POLYAXIAL SOLID STAINLESS STEEL EXPEDIUM 189612985,"$2,437.50"
SCREW SPINAL PEDICLE 5X40 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632540,"$3,022.50"
SCREW SPINAL PEDICLE 7X35 POLYAXIAL SOLID EXTENDED TAB STAINLESS STEEL EXPEDIUM 189632735,"$3,022.50"
SCREW SPINAL PEDICLE 6.5X40 POLYAXIAL SOLID TITANIUM REVERE 124464,"$2,535.00"
SCREW SPINAL PEDICLE 6.5X60 POLYAXIAL SOLID TITANIUM REVERE 124468,"$2,535.00"
SCREW SPINAL PEDICLE 7.5X40 POLYAXIAL SOLID TITANIUM REVERE 124474,"$2,535.00"
SEALANT FLOSEAL 10 ML,"$1,076.00"
OBTURATOR ENDOSCOPIC OD8 MM BLADELESS ROBOTIC ENDOWRIST DA VINCI S/SI DISPOSABLE,$112.50
KIT TEST FOR ANASTOMOSIS IN LAPAROSCOPIC SURGERY,$225.00
CATH DIAG PERIPH RADIOPQ CRV MKALSN 5FRX80CM .038IN GW NYLON STAINLESS STEEL BRD TORCON NB ADVANTAGE BEACON G09312,$54.00
PACK PEDIATRIC CATHETER,$356.80
FIBER ENDOSCOPIC LASER L150 CM OD1.21 MM 320 UM BEAMPATH 150,"$3,510.00"
SHEATH NERVE STIMULATOR UNIVERSAL DYNAMIC NEUROVISION DISPOSABLE,$236.55
RETRACTOR NERVE NEUROVISION,"$1,568.70"
KIT IMPLANT SPINAL STERILE MAXCESS DISP 3200061,"$2,722.20"
WIRE FIXATION ANTERIOR CERVICAL FUSION 13.5IN STAINLESS STEEL NON STERILE MAXCESS 3230101,$225.00
ELECTRODE EMG 4 PACK NEUROVISION JJB,$506.30
KIT IMPLANT SPINAL LG STERILE MAXCESS LARGE SHIM MODULE 8200010,"$4,379.70"
WIRE FIXATION TEMPORARY ANTERIOR CERVICAL FUSION 1.6X450MM STAINLESS STEEL PREFIXATION NON STERILE 623001,$385.74
SLEEVE SURGICAL OD5 MM OPEN HARMONIC ACE,$7.47
KIT IMPLANT SPINAL LG STERILE MAXCESS LATERAL INTERBODY DISPOSABLE 3200060,"$4,613.70"
KIT IMPLANT SPINAL LG STERILE MAXCESS LARGE SHIM MODULE 8200011,"$6,271.20"
ELECTRODE ENDOSCOPIC 90 DEG 3.75 MM WAND RIGHT ANGLE TIP SUCTION RADIOFREQUENCY SHOULDER ARTHROWAND TURBOVAC 90 F/ARTHROSCOPY,$962.80
KIT TEST FOR ANASTOMOSIS IN OPEN SURGERY,$130.50
PATCH DURAL L4XW4CM DURA-GUARD BOVINE PERICARDIUM COLLAGEN STERILE DISPOSABLE,"$1,292.43"
FIBER LASER BEAMPATH 150,"$3,510.00"
CATH DIAG PERIPH RADIOPQ CRV SIM2 5FRX100CM .035IN GW PTFE NON BRAIDED SOFT ATRAUMATIC TIP SUPERTORQUE 532502,$55.94
GUIDEWIRE VASC .010INX195VM STR TP SS AGILITY 614179,"$1,224.25"
STAPLE INTERNAL L60MM 4.8 BIOABSORBABLE SYNTHETIC SEAMGUARD TRIMETHYLENE CARBONATE GREEN F/ENDO GIA UNIVERSAL STRAIGHT ROTICULATOR STAPLER,$755.30
IMPLANT GRAFT VASCULAR 4 7MMX45CM PTFE STRAIGHT HEPARIN COATED GORE PROPATEN XXXXXXX H470045A,"$4,808.70"
LINER HUMERAL L+6 MM OD40 MM 7 DEG 60 DEG INCLINATION ANGLE REVERSE SHOULDER TRABECULAR METAL POLYETHYLENE,"$3,120.00"
SPHERE GLENOID OD40 MM REVERSE SHOULDER TRABECULAR METAL POLYETHYLENE STERILE,"$3,900.00"
CATHETER CENTRAL VENOUS L25 CM OD5 FR .025 IN 3 LUMEN SET POLYURETHANE ADULT F/PRESSURE MONITORING BLOOD SAMPLING FLUID DRUG ADMINISTRATION,$333.25
GUIDEWIRE VASC .010INX195CM STR TP SS AGILITY 614178,"$1,224.25"
GUIDEWIRE VASC .014INX205CM STR TP SS AGILITY 614481,"$1,224.25"
GUIDEWIRE VASC .035INX300CM STD TP SS COR PTFE COATD XTRA SFT STEERBL STORQ 503456X,$257.30
CATH DIAG PERIPH RADIOPQ CRV CBR1 4FRX100CMX.035IN .035IN GW NYLON STAINLESS STEEL BRIADED TORCON NB ADVANTAGE BEACON G08068,$73.13
CATHETER BLN PERIPH COMPLIANT OTW 2.2-2.8FX4X10X150 HYPERGLIDE 1044113,"$3,666.00"
CATHETER BLN PERIPH COMPLIANT OTW 2.2-2.8FX4X15X150 HYPERGLIDE 1044112,"$3,666.00"
EXCHANGER HEAT CARDIOPULMONARY ECMOTHERM II,$715.79
IRRIGATOR PULSED LAVAGE SUCTION NITROGEN/MEDICAL AIR POWERED SIMPULSE PLUS,$110.00
SYSTEM ATHERECTOMY L135CM ODSEC.58IN 1.25MM BURR PRECONNECTED PTFE SHEATH EXCHANGEABLE ROTATION ROTALINK TEFLON,"$3,490.50"
ADAPTER CATHETER ID118 IN LARGE Y VALVE ROTATING CONNECTOR GATEWAY PLUS F/INTRAPROCEDURAL HEMOSTASIS,$102.13
GUIDEWIRE VASC .014INX300CM STR TP SS SUPP LUGE H74912100010,$311.25
GUIDEWIRE VASC .035INX145X3CM J TP TI STRL NAMIC H965970002221,$2.48
CATHETER PTCA NON COMPLIANT RX 2-2.7FX2.5X10X142 FLEXTOME H749CBM3250100,"$3,120.00"
CATHETER ANGIOGRAPHIC L110CM OD5FR PIGTAIL D,$36.00
CATHETER VASCULAR 4 FR DIAGNOSTIC JUDKINS RIGHT 4 CORONARY 100 CM LENGTH WITHOUT HYDROPHILIC COATING ADULT RADIOGRAPHIC,$36.00
CATH DIAG COR RADIOPQ CRV PGTL 6FRX110CM .052 GW DBL IMPULSE H74916599400,$36.00
GUIDEWIRE VASCULAR L300 CM OD3.2 FR L1 CM EMBOLIC FILTERWIRE EZ NITINOL PTFE ADULT,"$5,655.00"
INTRODUCER SHEATH 5FRX11CM SUPER SHEATH H7491603605B1,$3.83
DEVICE INFLATION C20 ML 26 ATM SYRINGE INLINE GAUGE SINGLE PACK ENCORE 26,$178.20
DIAGNOSTIC CATHETER MODEL D 5F FR3.5 SINGLE,$36.00
DEVICE TORQUE VASCULAR INTERVENTION .010-.018 INCH NEON YELLOW NAMIC,$2.70
DIAGNOSTIC CATHETER MODEL D 5F FL3.5 SINGLE,$36.00
