Roper St. Francis Healthcare Hospital Facilities,,
2019 Standard Charges,,
,,
ITEM,DESCRIPTION,CHARGE
35256,CT CORONRY ARTERY CTA,"$2,297.00 "
35224,CT FLUORO GUIDED NDLE PLCMT,$447.00 
35370,CT GUIDE NEEDLE PLCMNT,$447.00 
35362,CT HEART W/CTRST CONGEN MORPH,"$2,297.00 "
35232,CT PARENCHYMAL ABLATION,"$2,297.00 "
30516,CT REDUCED/DISC CT PROC,$707.00 
21742,C-TELOPEPTIDE,$258.00 
13758,CTP CONC/BUFFY COAT PREP,"$2,039.00 "
13746,CTP FREEZE AND STORAGE,"$4,410.00 "
13754,CTP PLASMA DEPLETION,"$3,936.00 "
13756,CTP RBC DEPLETION,"$4,076.00 "
13732,CTP THAW W/O WASH,"$1,595.00 "
13762,CTP THAW WITH WASHING,"$3,455.00 "
25060,CULTURE AEROBIC ISOLATE ID EA,$69.00 
25004,CULTURE AFB,$294.00 
25010,CULTURE ANAEROBIC,$204.00 
25014,CULTURE BLOOD,$344.00 
25186,CULTURE BODY FLUID,$172.00 
25158,CULTURE BRONCHIAL,$191.00 
25134,CULTURE CHLAMYDIA TRACH,$160.00 
25028,CULTURE CSF,$191.00 
25160,CULTURE EAR,$191.00 
25162,CULTURE EYE,$191.00 
25016,CULTURE FUNGUS BLOOD,$391.00 
21756,CULTURE FUNGUS DERMATOPHYTE,$94.00 
25038,CULTURE FUNGUS NON-BLOOD,$205.00 
25040,CULTURE GC SCRN,$143.00 
25164,CULTURE GENITAL,$183.00 
25248,CULTURE HELICO UREA,$104.00 
25050,CULTURE HERPES SIMPLEX VIRUS ISO,$238.00 
25166,CULTURE IV CATHETER TIP,$254.00 
28842,CULTURE LEGIONELLA,$249.00 
25094,CULTURE MRSA SCREEN,$76.00 
25168,CULTURE NASAL,$191.00 
25170,CULTURE NASOPHARYNGEAL,$191.00 
24998,CULTURE RECTAL QUIN RESISTANCE,$682.00 
25096,CULTURE SPUTUM,$192.00 
25100,CULTURE STOOL,$211.00 
25232,CULTURE STOOL CAMPYLO EA PLATE,$40.00 
25236,CULTURE STOOL VIBRIO EA PLATE,$40.00 
25234,CULTURE STOOL YERSINIA EA PLATE,$40.00 
25090,CULTURE THROAT,$192.00 
25106,CULTURE THROAT BETA STREP SCRN,$110.00 
25172,CULTURE TISSUE,$191.00 
25174,CULTURE TRACHEAL,$200.00 
25110,CULTURE URINE COLONY COUNT,$196.00 
25030,CULTURE VAGINAL/RECT B-STREP SCRN,$109.00 
28672,CULTURE VIRAL,$196.00 
25176,CULTURE VRE SCRN,$84.00 
25266,CULTURE WOUND DEEP AERO/ANAERO,$181.00 
25268,CULTURE WOUND SUPERFICIAL AEROBIC,$181.00 
35164,CX 3D RECONSTRUCTION W/WRKSTN,"$2,297.00 "
639,cyanocobalamin 100 mcg Tab,$0.15 
2979,cyanocobalamin 1000 mcg Tab,$0.15 
1689,cyanocobalamin 1000 mcg/mL Inj Soln 1 mL,$38.20 
29238,CYCLIC AMP URINE,$377.00 
2627,CYCLOBENZAPRINE 10 mg 2 tablets EMERGISCRIPT,$2.65 
640,cyclobenzaprine 10 mg Tab,$2.65 
4377,cyclopentolate 0.5% Ophth Soln 15 mL,$349.30 
3155,cyclopentolate 1% Ophth Soln 2 mL,$21.90 
1691,cyclopentolate 2% Ophth Soln 2 mL,$159.95 
1692,cyclopentolate-PE 0.2%-1% Ophth Soln 2 mL,$127.80 
5470,cyclophosphamide 1 g IV Inj,"$2,092.70 "
3013,cyclophosphamide 2 g IV Inj,"$4,185.40 "
6056,cyclophosphamide 25 mg Cap,$27.10 
6057,cyclophosphamide 50 mg Cap,$47.95 
3014,cyclophosphamide 500 mg IV Inj,"$1,046.35 "
184,cycloSERINE 250 mg Cap,$192.70 
29740,CYCLOSPORA ACID FAST STAIN-P,$44.00 
29742,CYCLOSPORA STOOL CONCENTRATION-P,$59.00 
4741,cycloSPORINE 0.05% Ophth Emulsion,$36.55 
185,cycloSPORINE 100 mg Cap,$34.55 
1694,cycloSPORINE 100 mg/mL Oral Soln 50 mL,$65.65 
186,cycloSPORINE 25 mg Cap,$15.85 
1695,cycloSPORINE 50 mg/mL Inj Soln 5 mL,$170.95 
27558,CYCLOSPORINE A,$347.00 
3135,cycloSPORINE modified 100 mg Cap,$36.80 
1696,cycloSPORINE modified 100 mg/mL Oral Liquid 50 mL,$43.00 
3945,cycloSPORINE modified 25 mg Cap,$9.25 
4627,cycloSPORINE modified 25 mg Cap UD,$9.00 
1697,cyproheptadine 2 mg/5 mL Oral Syrup 473 mL,$2.65 
643,cyproheptadine 4 mg Tab,$2.90 
5877,cysteine 50 mg/mL Inj Soln 50 mL,$163.95 
29834,CYSTIC FIBROSIS PROFILE,$942.00 
79790,CYTAL (MATRISTEM)/SQ USED,$62.00 
79792,CYTAL (MATRISTEM)/SQ WASTE,$62.00 
3011,cytarabine 1 g Inj,$98.10 
1698,cytarabine 100 mg Inj,$19.60 
5842,cytarabine 100 mg/mL Inj Soln 20 mL,$62.25 
3010,cytarabine 500 mg Inj,$137.20 
4596,cytarabine liposomal 10 mg/mL Intrathecal Susp 5 mL,"$13,352.15 "
6319,cytarabine liposomal-daunorubicin liposomal 100 mg-44 mg Pow,"$38,145.50 "
25286,CYTO EXAM TOUCH PREP EA ADDL SITE,$196.00 
25284,CYTO EXAM TOUCH PREP INITIAL SITE,$323.00 
20102,CYTO SMEARS ANY OTH SRCE SCRN,$152.00 
20152,CYTO SMEARS NON-GYN,$144.00 
20154,CYTO SMEARS OTH SRCE GT 5 OR MULT,$157.00 
21896,CYTOMEGALOVIRUS,$78.00 
2789,cytomegalovirus immune globulin 50 mg/mL IV Soln 50 mL,"$2,553.50 "
20114,CYTOPATH CONCENTRATION TECHNIQUE,$201.00 
70340,CZ PROBE ABLATION,"$4,200.00 "
28220,D AMINO LEVULINIC ACID URINE,$449.00 
23242,D DIMER ULTRASENSITIVE BK,$213.00 
14928,D/C AND/OR D/E PP CURETTAGE,"$1,882.00 "
6219,dabigatran 110 mg Cap,$28.60 
5680,dabigatran 150 mg Cap,$30.80 
5690,dabigatran 75 mg Cap,$22.30 
3016,dacarbazine 200 mg IV Inj,$60.25 
2790,DACTINomycin 0.5 mg IV Inj,"$3,059.70 "
37078,DAILY TRTMT COMPLEX GT 1 MEV,$995.00 
37106,DAILY TRTMT IMRT CMPLX W/IGRT,"$2,566.00 "
37104,DAILY TRTMT IMRT SMPL W/IGRT,"$2,002.00 "
37072,DAILY TRTMT INTERMED GT 1 MEV,$603.00 
37066,DAILY TRTMT SIMPLE GT 1 MEV,$589.00 
6064,dalbavancin 500 mg Pow,"$6,228.20 "
3897,dalfopristin-quinupristin 350 mg-150 mg IV Inj,"$1,445.60 "
4454,dalteparin 10000 intl units/mL Subcut Soln 1 mL,$409.15 
5377,dalteparin 15000 intl units/0.6 mL Subcut Soln 0.6 mL,$343.55 
5378,dalteparin 18000 intl units/0.72 mL Subcut Soln 0.72 mL,$494.70 
1699,dalteparin 2500 intl units/0.2 mL Subcut Soln 0.2 mL,$38.20 
5613,dalteparin 25000 intl units/mL Subcut Soln 3.8 mL,$213.70 
1700,dalteparin 5000 intl units/0.2 mL Subcut Soln 0.2 mL,$38.20 
5717,dalteparin 7500 intl units/0.3 mL Subcut Soln 0.3 mL,$203.85 
187,danazol 100 mg Cap,$8.80 
188,danazol 200 mg Cap,$12.55 
190,danazol 50 mg Cap,$8.25 
192,dantrolene 100 mg Cap,$6.90 
1701,dantrolene 20 mg IV Inj,$375.05 
191,dantrolene 25 mg Cap,$5.30 
644,dapsone 100 mg Tab,$11.35 
3284,dapsone 25 mg Tab,$4.55 
4634,DAPTOmycin 500 mg IV Inj,"$1,345.55 "
6192,daratumumab 20 mg/mL Sol 20 mL,"$11,202.60 "
6164,daratumumab 20 mg/mL Sol 5 mL,"$2,322.20 "
4797,darbepoetin alfa 100 mcg/0.5 mL Inj Soln 0.5 mL,"$1,645.15 "
4426,darbepoetin alfa 100 mcg/mL Inj Soln 1 mL,"$1,405.20 "
4798,darbepoetin alfa 150 mcg/0.3 mL Inj Soln 0.3 mL,"$2,467.70 "
4799,darbepoetin alfa 200 mcg/0.4 mL Inj Soln 0.4 mL,"$3,290.25 "
4824,darbepoetin alfa 25 mcg/0.42 mL Inj Soln 0.42 mL,$567.75 
4796,darbepoetin alfa 25 mcg/mL Inj Soln 1 mL,$494.80 
4800,darbepoetin alfa 300 mcg/0.6 mL Inj Soln 0.6 mL,"$4,935.35 "
4825,darbepoetin alfa 40 mcg/0.4 mL Inj Soln 0.4 mL,$774.90 
4795,darbepoetin alfa 40 mcg/mL Inj Soln 1 mL,$745.70 
4801,darbepoetin alfa 500 mcg/mL Inj Soln 1 mL,"$7,915.25 "
4826,darbepoetin alfa 60 mcg/0.3 mL Inj Soln 0.3 mL,"$1,162.30 "
4391,darbepoetin alfa 60 mcg/mL Inj Soln 1 mL,"$1,033.10 "
5335,darifenacin 15 mg ER Tab,$52.60 
5311,darifenacin 7.5 mg ER Tab,$16.80 
5578,darunavir 150 mg Tab,$31.15 
5830,darunavir 400 mg Tab,$101.45 
5712,darunavir 600 mg Tab,$116.25 
6022,darunavir 800 mg Tab,$232.45 
6273,dasatinib 100 mg Tab,"$1,228.20 "
4850,dasatinib 20 mg Tab,$467.90 
4881,dasatinib 50 mg Tab,$873.05 
4844,dasatinib 70 mg Tab,$935.75 
1514,DAUNOrubicin 20 mg IV Inj,$163.50 
5891,DAUNOrubicin 5 mg/mL IV Soln 4 mL,$254.60 
4843,decitabine 50 mg IV Inj,"$4,831.05 "
5261,deferasirox 250 mg Tab,"$1,092.90 "
5537,deferasirox 500 mg Tab,$360.60 
4340,deferoxamine 2 g Inj,$161.45 
1702,deferoxamine 500 mg Inj,$47.45 
5894,degarelix 120 mg Subcut Inj,"$1,738.40 "
5872,degarelix 80 mg Subcut Inj,"$1,181.10 "
3093,delavirdine 100 mg Tab,$5.90 
14942,DELIVERY OF PLACENTA,"$1,605.00 "
48064,DELIVERY ROOM PPV RESUSCITATION,$98.00 
646,demeclocycline 150 mg Tab,$8.75 
645,demeclocycline 300 mg Tab,$57.95 
5705,denosumab 120 mg/1.7 mL Subcut Soln 1.7 mL,"$7,931.95 "
5774,denosumab 60 mg/mL Subcut Soln 1 mL,"$4,504.20 "
79778,DERMACELL PER EACH SQ CM,$78.00 
79708,DERMAGRAFT SQ CM (38/PC) USED,$109.00 
79726,DERMAGRAFT SQ CM (38/PC) WASTED,$109.00 
60326,DES EA ADD VESSEL FAMILY,"$7,261.00 "
60336,DES PERC RVSC ACUTE OCCL SNGL VSL,"$16,197.00 "
60340,DES PERC RVSC CHRON OCCL EA ADD,"$7,261.00 "
60338,DES PERC RVSC CHRON OCCL SNGL VSL,"$18,617.00 "
60334,DES PERC RVSC COR ART BP EA ADD,"$7,261.00 "
60332,DES PERC RVSC COR ART BP SNGL,"$18,617.00 "
60330,DES PTCA W/STENT EA ADD ART/BRCH,"$7,633.00 "
60328,DES PTCA W/STENT SINGLE ART/BRCH,"$16,197.00 "
60324,DES SINGLE VESSEL FAMILY,"$18,617.00 "
3845,desflurane Inh Liquid 240 mL,$6.00 
652,desipramine 10 mg Tab,$3.60 
647,desipramine 25 mg Tab,$4.55 
648,desipramine 50 mg Tab,$8.35 
649,desipramine 75 mg Tab,$11.75 
4642,desloratadine 5 mg Tab,$33.40 
5248,desmopressin 0.1 mg Tab,$4.35 
4187,desmopressin 0.15 mg/inh Nasal Spray 2.5 mL,"$1,986.85 "
1705,desmopressin 10 mcg/inh Nasal Spray 5 mL,$221.70 
1706,desmopressin 4 mcg/mL Inj Soln 1 mL,$62.35 
2602,desonide 0.05% Cream 15 gm,$348.35 
3249,desonide 0.05% Topical Oint 15 gm,$260.75 
5918,desoximetasone 0.05% Cream 100 gm,$246.40 
2403,desoximetasone 0.05% Cream 15 gm,$303.15 
3305,desoximetasone 0.25% Cream 15 gm,$355.00 
5904,desoximetasone 0.25% Topical Oint 15 gm,$317.70 
5647,desvenlafaxine 50 mg ER Tab,$47.50 
72514,DEV TISSUE LOCAL EXCISION PROBE,"$7,710.00 "
72516,DEVICE COMPRESSION XSTOP,"$12,025.00 "
1710,dexamethasone 0.1% Ophth Soln 5 mL,$285.70 
653,dexamethasone 0.5 mg Tab,$2.65 
1708,dexamethasone 0.5 mg/5 mL Oral Liquid 500 mL,$2.65 
3508,dexamethasone 10 mg/mL PF Inj Soln 1 mL,$38.20 
6184,dexamethasone 120 mg/ 30 mLinjection,$38.20 
655,dexamethasone 4 mg Tab,$2.65 
1711,dexamethasone 4 mg/mL Inj Soln 1 mL,$38.20 
1712,dexamethasone 4 mg/mL Inj Soln 5 mL,$38.20 
21180,"DEXAMETHASONE, SERUM",$63.00 
2513,dexamethasone/neomycin/polymyxin B 1 mg-3.5 mg-10000 units/g Ophth Oint 3.5 gm,$61.00 
1950,dexamethasone/neomycin/polymyxin B 1 mg-3.5 mg-10000 units/mL Ophth Susp 5 mL,$72.75 
2753,dexamethasone-tobramycin 0.1%-0.3% Ophth Oint 3.5 gm,$846.70 
2244,dexamethasone-tobramycin 0.1%-0.3% Ophth Susp 2.5 mL,$179.70 
6108,dexamethasone-tobramycin 0.1%-0.3% Ophth Susp 5 mL,$647.00 
5824,dexmedetomidine 100 mcg/mL IV Soln 2 mL,$38.20 
6018,dexmedetomidine 4 mcg/mL-NaCl 0.9% 100 mL,$424.25 
6019,dexmedetomidine 4 mcg/mL-NaCl 0.9% 50 mL,$233.35 
1515,dexrazoxane 250 mg IV Inj,$630.20 
2405,dextran high molecular weight 32%-D10% Intrauteral Soln 100 mL,$182.70 
1374,dextran low molecular weight 10%-D5% IV Soln 500 mL,$110.85 
1375,dextran low molecular weight 10%-NaCl 0.9% IV Soln 500 mL,$119.75 
2706,dextromethorphan 30 mg/5 mL Oral Susp ER 148 mL,$0.60 
4372,dextromethorphan-guaiFENesin 10 mg-100 mg/5 mL Oral Liquid,$0.45 
2717,dextromethorphan-guaiFENesin 20 mg-200 mg/10 mL Oral Liquid 10 mL,$1.80 
786,dextromethorphan-guaiFENesin 30 mg-600 mg ER Tab,$2.65 
2570,dextromethorphan-promethazine 15 mg-6.25 mg/5 mL Oral Syrup 473 mL,$2.65 
1347,Dextrose 1.5% with Electrolytes (Dianeal PD-2) Sol,$116.70 
1307,Dextrose 10% in Water IV Soln 1000 mL,$50.90 
1307,Dextrose 10% in Water IV Soln 1000 mL,$50.90 
1307,Dextrose 10% in Water IV Soln 1000 mL,$50.90 
3517,Dextrose 10% in Water IV Soln 250 mL,$50.90 
1306,Dextrose 10% in Water IV Soln 500 mL,$50.90 
1306,Dextrose 10% in Water IV Soln 500 mL,$50.90 
1306,Dextrose 10% in Water IV Soln 500 mL,$50.90 
3518,dextrose 10% IV Soln 5 mL,$38.20 
1368,Dextrose 2.5% with 0.45% NaCl intravenous solution 1000 mL,$50.90 
5616,Dextrose 20% in Water IV Sol 500 mL,$38.20 
1717,dextrose 25% IV Soln 10 mL,$38.20 
3529,dextrose 25g/50mL IV Soln 50 mL,$38.20 
1380,Dextrose 5% in Lactated Ringers intravenous solution 500 mL,$50.90 
1314,Dextrose 5% in Lactated Ringers IV Soln 1000 mL,$50.90 
1314,Dextrose 5% in Lactated Ringers IV Soln 1000 mL,$50.90 
1314,Dextrose 5% in Lactated Ringers IV Soln 1000 mL,$50.90 
1378,Dextrose 5% in Water ADD-VANTAGE Sol 100 mL,$50.90 
1379,Dextrose 5% in Water ADD-Vantage Sol 250 mL,$50.90 
3,Dextrose 5% in Water IV Sol 100 mL,$50.90 
4416,Dextrose 5% in Water IV Sol 100 mL braun bag,$50.90 
1321,Dextrose 5% in Water IV Sol 100 mL minibag plus,$50.95 
1320,Dextrose 5% in Water IV Sol 1000 mL,$50.90 
1315,Dextrose 5% in Water IV Sol 150 mL,$50.90 
1317,Dextrose 5% in Water IV Sol 250 mL,$50.90 
1319,Dextrose 5% in Water IV Sol 50 mL,$50.90 
5944,Dextrose 5% in Water IV Sol 50 mL braun bag,$50.90 
6226,Dextrose 5% in Water IV Sol 50 mL minibag plus,$50.95 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1318,Dextrose 5% in Water IV Sol 500 mL,$50.90 
1326,Dextrose 5% in Water with KCl 20 mEq/L intravenous solution,$50.90 
1329,Dextrose 5% in Water with KCl 40 mEq/L intravenous solution 1000 mL,$57.05 
1335,Dextrose 5% with 0.2% NaCl and KCl 20 mEq/L intravenous solution,$50.90 
1309,Dextrose 5% with 0.2% NaCl intravenous solution 1000 mL,$50.90 
1310,Dextrose 5% with 0.2% NaCl IV Soln 500 mL,$51.70 
1338,Dextrose 5% with 0.45% NaCl and KCl 10 mEq/L intravenous solution,$50.90 
1339,Dextrose 5% with 0.45% NaCl and KCl 20 mEq/L intravenous solution 1000 mL,$50.90 
1339,Dextrose 5% with 0.45% NaCl and KCl 20 mEq/L intravenous solution 1000 mL,$50.90 
1340,Dextrose 5% with 0.45% NaCl and KCl 30 mEq/L intravenous solution,$50.90 
1341,Dextrose 5% with 0.45% NaCl and KCl 40 mEq/L intravenous solution 1000 mL,$50.90 
1371,Dextrose 5% with 0.45% NaCl intravenous solution 500 mL,$50.90 
1370,Dextrose 5% with 0.45% NaCl IV Soln 1000 mL,$50.90 
1370,Dextrose 5% with 0.45% NaCl IV Soln 1000 mL,$50.90 
1342,Dextrose 5% with 0.9% NaCl and KCl 20 mEq/L intravenous solution 1000 mL,$50.90 
1343,Dextrose 5% with 0.9% NaCl and KCl 40 mEq/L intravenous solution 1000 mL,$50.90 
1312,Dextrose 5% with 0.9% NaCl IV Sol 1000 mL,$50.90 
1312,Dextrose 5% with 0.9% NaCl IV Sol 1000 mL,$50.90 
1312,Dextrose 5% with 0.9% NaCl IV Sol 1000 mL,$50.90 
1312,Dextrose 5% with 0.9% NaCl IV Sol 1000 mL,$50.90 
1312,Dextrose 5% with 0.9% NaCl IV Sol 1000 mL,$50.90 
1372,Dextrose 5% with 0.9% NaCl IV Sol 500 mL,$50.90 
1313,Dextrose 5% with Electrolytes (Electrolyte No. 48) intravenous solution,$50.90 
1715,dextrose 50% IV SYR 50 mL,$38.20 
1718,Dextrose 70% in Water IV Soln 2000 mL,$54.10 
28224,DHEA,$115.00 
28226,DHEA - S,$290.00 
28228,DIAGNOSIS LEVEL IV,$607.00 
5695,diatrizoate meglumine-diatrizoate sodium 66%-10% Oral and Rectal Soln 30 mL,$47.10 
6334,diazePAM 10 mg rectal gel,$626.40 
657,diazePAM 2 mg Tab,$4.80 
658,diazePAM 5 mg Tab,$4.80 
1720,diazePAM 5 mg/mL Inj Soln 2 mL,$115.40 
2407,dibucaine 1% Topical Oint 30 gm,$6.10 
3548,diclofenac 0.1% Ophth Soln 2.5 mL,$56.95 
5701,diclofenac 1% Topical Gel 100 gm,$219.45 
5584,diclofenac 1.3% Topical Film ER,$49.65 
3551,diclofenac sodium 100 mg ER Tab,$2.65 
660,diclofenac sodium 25 mg DR Tab,$4.35 
661,diclofenac sodium 50 mg DR Tab,$2.65 
662,diclofenac sodium 75 mg DR Tab,$2.65 
4715,diclofenac-misoprostol 50 mg-200 mcg Tab,$31.50 
4714,diclofenac-misoprostol 75 mg-200 mcg Tab,$29.40 
146,dicloxacillin 250 mg Cap,$2.65 
148,dicyclomine 10 mg Cap,$2.65 
1723,dicyclomine 10 mg/5 mL Oral Syrup 473 mL,$6.20 
1725,dicyclomine 10 mg/mL IM Soln 2 mL,$298.45 
5495,didanosine 125 mg DR Cap,$15.30 
4442,didanosine 200 mg DR Cap,$19.25 
4585,didanosine 250 mg DR Cap,$47.15 
4324,didanosine 400 mg DR Cap,$38.50 
48052,DIFFUSING CAPACITY,$318.00 
2408,diflorasone 0.05% Cream 15 gm,$714.10 
2409,diflorasone 0.05% Topical Oint 15 gm,$717.05 
668,diflunisal 500 mg Tab,$6.55 
21106,DIGOXIN (LANOXIN) BK,$261.00 
669,digoxin 125 mcg (0.125 mg) Tab,$5.45 
670,digoxin 250 mcg (0.25 mg) Tab,$37.00 
1729,digoxin 250 mcg/mL (0.25 mg/mL) Inj Soln 2 mL,$38.20 
1727,digoxin 50 mcg/mL (0.05 mg/mL) Elixir 60 mL,$15.60 
2793,digoxin immune FAB 40 mg Inj,"$11,411.25 "
1516,dihydroergotamine 1 mg/mL Inj Soln 1 mL,$548.30 
22070,DIHYDROTESTOSTERONE,$67.00 
4779,diltiaZEM 100 mg IV Inj,$58.10 
199,diltiaZEM 120 mg/12 hours SR Cap,$9.35 
207,diltiaZEM 120 mg/24 hours ER Cap,$2.65 
204,diltiaZEM 180 mg/24 hours ER Cap,$2.65 
205,diltiaZEM 240 mg/24 hours ER Cap,$3.15 
672,diltiaZEM 30 mg Tab,$2.65 
206,diltiaZEM 300 mg/24 hours ER Cap,$6.80 
5668,diltiaZEM 5 mg/mL IV Soln 10 mL,$38.20 
4138,diltiaZEM 5 mg/mL IV Soln 25 mL,$38.20 
1730,diltiaZEM 5 mg/mL IV Soln 5 mL,$38.20 
673,diltiaZEM 60 mg Tab,$2.65 
200,diltiaZEM 60 mg/12 hours ER Cap,$6.30 
198,diltiaZEM 90 mg/12 hours ER Cap,$7.20 
676,dimenhyDRINATE 50 mg Tab,$0.15 
1376,dimethyl sulfoxide 50% Irrigation Soln 50 mL,"$2,376.60 "
435,dinoprostone 10 mg Vag Insert,"$1,065.20 "
1735,diphenhydrAMINE 12.5 mg/5 mL Oral Liquid 10 mL,$1.55 
149,diphenhydrAMINE 25 mg Cap,$0.15 
6304,diphenhydrAMINE 25 mg Tab,$2.65 
150,diphenhydrAMINE 50 mg Cap,$2.65 
1736,diphenhydrAMINE 50 mg/mL Inj Soln 1 mL,$38.20 
2411,diphenhydrAMINE topical 1% Spray 60 mL,$20.40 
5758,diphenhydrAMINE/hydrocort/nystatin/TCN 0.45 g-0.06 g-1.2 g-1.5 g/237 mL Mucous Membrane Susp 237 mL,$14.10 
2960,diphenhydrAMINE/hydrocort/nystatin/TCN Mucous Membrane Susp 120 mL,$12.10 
5571,diphenhydrAMINE-zinc acetate 2%-0.1% Cream 30 gm,$1.20 
2410,diphenhydrAMINE-zinc acetate topical 1%-0.1% Cream 30 gm,$3.05 
28698,DIPHTHERIA ANTIBODY,$183.00 
4704,diphtheria/hepatitis B/pertussisacellular/polio/tetanus IM Susp 0.5 mL,$147.80 
678,dipyridamole 25 mg Tab,$2.65 
3575,dipyridamole 5 mg/mL IV Soln 10 mL,$38.20 
680,dipyridamole 75 mg Tab,$2.65 
27664,DIRECT COOMBS C3,$173.00 
27662,DIRECT COOMBS IGG,$173.00 
27110,DIRECT COOMBS NEWBORN - P,$173.00 
27022,DIRECT COOMBS POLYSPECIFIC,$173.00 
79787,DISC CERVICAL MOBI-C/PRESTIGE,"$17,084.00 "
60236,DISCONT CATH PROC EA ADD'L 30 MIN,$577.00 
60234,DISCONTINUED CATH PROC 1ST 30 MIN,"$1,441.00 "
55165,DISCONTINUED OR CASE,$735.00 
21110,DISOPYRAMIDE (NORPACE),$438.00 
208,disopyramide 100 mg Cap,$7.50 
210,disopyramide 100 mg ER Cap,$14.95 
209,disopyramide 150 mg Cap,$7.55 
211,disopyramide 150 mg ER Cap,$17.65 
71752,DISTAL EMBOLIC PROTECTION DEV,"$3,708.00 "
681,disulfiram 250 mg Tab,$36.50 
212,divalproex sodium 125 mg DR Cap,$3.45 
685,divalproex sodium 125 mg DR Tab,$2.65 
683,divalproex sodium 250 mg DR Tab,$2.65 
5242,divalproex sodium 250 mg ER Tab,$3.85 
684,divalproex sodium 500 mg DR Tab,$2.65 
4351,divalproex sodium 500 mg ER Tab,$2.65 
22038,DNA DOUBLE-STRANDED AB,$392.00 
1743,DOBUTamine 12.5 mg/mL IV Soln 20 mL,$38.20 
1331,DOBUTamine 250 mg/ 250 mL D5W Premix,$38.70 
5681,DOCEtaxel 20 mg/mL IV Soln 4 mL,$38.20 
2794,DOCEtaxel 20 mg/mL Sol,$38.20 
1744,docusate 10 mg/mL Oral Liquid 10 mL,$0.35 
215,docusate calcium 240 mg Cap,$0.15 
217,docusate sodium 100 mg Cap,$0.15 
216,docusate sodium 50 mg Cap,$0.25 
1161,docusate-senna 50 mg-8.6 mg Tab,$0.15 
4211,dofetilide 125 mcg Cap,$43.65 
4212,dofetilide 250 mcg Cap,$43.65 
4213,dofetilide 500 mcg Cap,$25.65 
3924,dolasetron 100 mg Tab,$220.75 
3582,dolasetron 20 mg/mL IV Soln 0.62 mL,$79.05 
3910,dolasetron 20 mg/mL IV Soln 5 mL,$315.65 
3911,dolasetron 50 mg Tab,$203.55 
6077,dolutegravir 50 mg Tab,$243.60 
686,donepezil 5 mg Tab,$2.65 
29858,DONOR CHAGAS (T CRUZI) AB,$97.00 
29842,DONOR CMV TOTAL AB,$103.00 
29844,DONOR HEP B CORE AB,$53.00 
29846,DONOR HEP B SURFACE AG,$46.00 
29848,DONOR HEP C AB,$52.00 
29850,DONOR HIV ABS 1/2,$162.00 
29854,DONOR HTLV ABS I/II,$66.00 
29852,DONOR NAT HIV1/HCV/HBV,$149.00 
29856,DONOR RPR (RAPID PLASMA REAGIN),$62.00 
29860,DONOR WEST NILE VIRUS,$147.00 
5849,DOPamine 160 mg/mL IV Soln 5 mL,$38.20 
4342,DOPamine 40 mg/mL IV Soln 10 mL,$38.20 
1745,DOPamine 40 mg/mL IV Soln 5 mL,$38.20 
3583,DOPamine 400 mg in D5W 250 mL,$54.10 
3931,DOPamine 80 mg/mL IV Soln 10 mL,$38.20 
5582,doripenem 500 mg IV Inj,$224.75 
1704,dornase alfa 2.5 mg/2.5 mL Inh Soln 2.5 mL,$525.40 
1749,dorzolamide 2% Ophth Soln 10 mL,$46.25 
3259,dorzolamide-timolol 2.23%-0.68% Ophth Soln 10 mL,$53.95 
6316,dorzolamide-timolol ophthalmic 2%-0.5% preservative-free Sol,$12.90 
1751,doxapram 20 mg/mL IV Soln 20 mL,$214.95 
689,doxazosin 1 mg Tab,$4.05 
690,doxazosin 4 mg Tab,$3.00 
28236,DOXEPIN (SINEQUAN),$233.00 
218,doxepin 10 mg Cap,$2.65 
1752,doxepin 10 mg/mL Oral Conc 118 mL,$2.65 
223,doxepin 150 mg Cap,$4.30 
219,doxepin 25 mg Cap,$2.90 
2413,doxepin 5% Cream 30 gm,"$1,661.85 "
220,doxepin 50 mg Cap,$4.10 
5246,doxercalciferol 0.5 mcg Cap,$32.30 
4855,doxercalciferol 2.5 mcg Cap,$173.00 
5814,DOXOrubicin 2 mg/mL IV Soln 25 mL,$77.00 
2795,doxycycline 100 mg Inj,$99.60 
1756,doxycycline 25 mg/5 mL Oral Liquid 60 mL,$51.45 
225,doxycycline hyclate 100 mg Cap,$7.10 
224,doxycycline hyclate 50 mg Cap,$6.70 
6088,doxylamine-pyridoxine 10 mg-10 mg DR Tab,$30.05 
226,dronabinol 2.5 mg Cap,$22.05 
5579,dronedarone 400 mg Tab,$43.35 
1757,droperidol 2.5 mg/mL Inj Soln 2 mL,$38.20 
22082,"DRUG PROFILE, URINE, 9 DRUGS",$36.00 
21696,DRUG SCR QUAL MULT CLAS WO TRICYC,$149.00 
21278,DRUG SCRN QUAL MULTP DRUG CLASS,$139.00 
60282,DRUG STUDY W/HEMO MEAS ADD-ON,$304.00 
4698,DULoxetine 20 mg DR Cap,$33.30 
