Charge Description,Charge Amount
ESTAZOLAM 1 MG PO TABS ,$12.25 
ESTRADIOL 0.025 MG/24HR TD PTWK ,$101.86 
ESTRADIOL 0.05 MG/24HR TD PTTW ,$47.76 
ESTRADIOL 0.05 MG/24HR TD PTWK ,$62.84 
ESTRADIOL 0.1 MG/24HR TD PTWK ,$12.25 
ESTRADIOL 0.1 MG/GM VA CREA ,"$1,908.42 "
ESTRADIOL 1 MG PO TABS ,$12.25 
ESTRADIOL CYPIONATE 5 MG/ML IM OIL ,$651.46 
ESTRADIOL VALERATE 20 MG/ML IM OIL ,"$1,158.76 "
ESTRADIOL VALERATE 40 MG/ML IM OIL ,"$1,913.83 "
ESTRADIOL-NORETHINDRONE ACET 0.05-0.14 MG/DAY TD PTTW ,$49.01 
ESTROGENS CONJUGATED 0.3 MG PO TABS ,$32.46 
ESTROGENS CONJUGATED 0.45 MG PO TABS ,$12.25 
ESTROGENS CONJUGATED 0.625 MG PO TABS ,$32.46 
ESTROGENS CONJUGATED 1.25 MG PO TABS ,$32.46 
ESTROGENS CONJUGATED 25 MG IJ SOLR ,"$1,823.76 "
"ESTROGENS, CONJUGATED 0.625 MG/GM VA CREA ","$2,156.22 "
ESTROPIPATE 0.75 MG PO TABS ,$12.25 
ESUCTION FORIEGN BODY RETREIVER ET2000,$750.00 
ETAD ORAL TRACH ATTCH DEVICE,$49.86 
ETCO2 DETECTOR,$54.96 
ETHACRYNATE SODIUM 50 MG IV SOLR ,"$13,459.07 "
ETHACRYNIC ACID 25 MG PO TABS ,$136.50 
ETHAMBUTOL HCL 100 MG PO TABS ,$12.25 
ETHAMBUTOL HCL 400 MG PO TABS ,$12.25 
ETHANOLAMINE OLEATE 5 % IV SOLN ,"$2,615.94 "
ETHIODIZED OIL (LIPIODOL) INJ ,"$4,122.03 "
ETHYL CHLORIDE EX AERO ,$182.58 
ETODOLAC ER 500 MG PO TB24 ,$12.25 
ETOMIDATE 2 MG/ML IV SOLN ,$65.68 
ETOPOSIDE 100 MG/5ML IV SOLN ,$77.09 
ETOPOSIDE 50 MG PO CAPS ,$328.50 
ETRAVIRINE 200 MG PO TABS ,$132.74 
EUCERIN EX CREA ,$6.42 
EUCERIN ORIGINAL HEALING EX LOTN ,$3.00 
EUFLEXXA 20 MG/2ML IX SOSY FOR AMB USE ,$909.08 
EV3 AMPLATZ GOOSENECK MICROSNARE 2MM.018,"$4,009.50 "
EVACUATOR BLADDER 730-125,$143.16 
EVACUATOR SMOKE PLUM AWAY,$182.40 
EVEAR XT DR-DUAL ICD,"$44,712.00 "
EVICEL 2 ML EX KIT ,"$1,822.60 "
EXCELSIOR 1018 MICROCATHETER,"$4,530.00 "
EXCELSIOR 1018 MICROCATHETERS,"$4,380.00 "
EXCELSIOR MICROCATHETER,"$5,250.00 "
EXCELSIOR SL-10 MICROCATHER,"$3,600.00 "
EXEMESTANE 25 MG PO TABS ,$20.00 
EXENATIDE 10 MCG/0.04ML SC SOPN ,"$2,549.87 "
EXENATIDE 5 MCG/0.02ML SC SOPN ,"$2,549.86 "
EXPANDER FULLHEIGHT 67-133FX-12,"$3,955.00 "
EXPANDER TISSUE 225CC,"$6,562.50 "
EXPANDER TISSUE 225CC TEXP100RH,"$6,562.50 "
EXPANDER TISSUE 250CC 354-9111,"$5,250.00 "
EXPANDER TISSUE 250CC 354-9311,"$4,637.50 "
EXPANDER TISSUE 275CC 3549211,"$5,250.00 "
EXPANDER TISSUE 300CC,"$6,562.50 "
EXPANDER TISSUE 300CC TEXP110RH,"$6,562.50 "
EXPANDER TISSUE 350CC 3549212,"$5,250.00 "
EXPANDER TISSUE 350CC 3549312,"$5,250.00 "
EXPANDER TISSUE 375CC SMXP120RH,"$6,562.50 "
EXPANDER TISSUE 375CC TEXP120RH,"$6,562.50 "
EXPANDER TISSUE 400CC W/TAB 133MV13T,"$5,512.50 "
EXPANDER TISSUE 450CC 3549213,"$5,075.00 "
EXPANDER TISSUE 450CC 3549313,"$5,250.00 "
EXPANDER TISSUE 460-560CC LPP14,"$5,232.50 "
EXPANDER TISSUE 475CC SMXP130RH,"$6,562.50 "
EXPANDER TISSUE 500CC SMXP135RH,"$6,562.50 "
EXPANDER TISSUE 500CC TEXP135RH,"$6,562.50 "
EXPANDER TISSUE 550CC 3549214,"$4,637.50 "
EXPANDER TISSUE 550CC 3549314,"$4,637.50 "
EXPANDER TISSUE 600CC SMXP140RH,"$6,562.50 "
EXPANDER TISSUE 600CC TEXP140RH,"$6,562.50 "
EXPANDER TISSUE 650CC 3549215,"$4,637.50 "
EXPANDER TISSUE 650CC 3549315,"$5,250.00 "
EXPANDER TISSUE 750CC 3549316,"$4,637.50 "
EXPANDER TISSUE 750CC SMXP150RH,"$6,562.50 "
EXPANDER TISSUE 750CC TEXP150RH,"$6,562.50 "
EXPANDER TISSUE 800CC 3549216,"$4,637.50 "
EXPANDER TISSUE 850CC 3549317,"$4,637.50 "
EXPANDER TISSUE 850CC SMXP155RH,"$6,562.50 "
EXPANDER TISSUE 850CC TEXP155RH,"$6,562.50 "
EXPO WR 5F,$652.50 
EXPRESS KIT 6MM LPLF-106,"$5,162.50 "
EXPRESS KIT 7MM LPLF-107,"$5,162.50 "
EXT. STEM 20MM X 120MM 02-012-60-2012,"$4,489.80 "
EXTENDED 5H GTR W/4CABLES 00-2232-02-07,"$12,488.07 "
EXTENSION,"$9,914.63 "
EXTENSION FLUTED STEM   204-40-08,"$4,422.60 "
EXTENSION FLUTED STEM 18MM    204-38-08,"$4,422.60 "
EXTENSION LIMB 20-20-55L,"$8,207.50 "
EXTENSION STEM  02-012-60-1480,"$4,489.80 "
EXTENSION STEM  02-012-60-1880,"$4,489.80 "
EXTRACTOR DISP TRIGEN LG. 71631320,"$1,415.70 "
EXTRACTOR STONE URO 8MM 1.7F DIA OPEN SHAFT,"$1,341.90 "
EXTRACTOR VACUUM VAC-6000M,$150.00 
EXTRACTOR VACUUM VAC-6000S,$150.00 
EZ-BLOCKER ENDOBRONCHIAL BLOCKER MG-02770-002,"$1,182.00 "
EZETIMIBE 10 MG PO TABS ,$12.25 
FAMCICLOVIR 250 MG PO TABS ,$12.25 
FAMOTIDINE 20 MG PO TABS ,$12.25 
FAMOTIDINE 20 MG/2ML IV SOLN ,$42.00 
FAMOTIDINE 200 MG/20ML IV SOLN ,$42.00 
FAMOTIDINE 40 MG PO TABS ,$12.25 
FAMOTIDINE PREMIXED 20-0.9 MG/50ML-% IV SOLN ,$42.00 
FA-PYRIDOXINE-CYANOCOBALAMIN 2.5-25-2 MG PO TABS ,$12.25 
FAST PEG DRIVER 2.0 FPD20,$218.76 
FAT EMULSION 50 % PO EMUL ,$3.00 
FATHOM .014X300CM #M001508150,"$2,040.00 "
FEBUXOSTAT 40 MG PO TABS ,$64.09 
FEBUXOSTAT 80 MG PO TABS ,$23.67 
FELBAMATE 600 MG PO TABS ,$28.37 
FELODIPINE ER 2.5 MG PO TB24 ,$12.25 
FELODIPINE ER 5 MG PO TB24 ,$12.25 
FELT PTFE 4X4 07838,"$1,662.00 "
FELT PTFE SOFT 4X4 007836,"$1,302.00 "
FEM AND TIBIAL STEM EXT 204-34-08,"$4,424.00 "
FEM BUSHING SET 150477,"$2,136.00 "
FEMORAL  ROTATING HINGE 62-3411L,"$20,519.03 "
FEMORAL ARTERIAL CATH 20 G,$75.84 
FEMORAL ARTERIAL CATHETER KIT,$150.60 
FEMORAL ASSEMBLY SZ 5 LT 71421375,"$36,270.85 "
FEMORAL AUG BLOCK 5490-034-01,"$6,370.00 "
FEMORAL AUG. BLOCK ,"$4,099.55 "
FEMORAL AUG. BLOCK ,"$4,099.55 "
FEMORAL AUG. BLOCK ,"$4,099.55 "
FEMORAL AUGMENT 5490-035-02,"$6,370.00 "
FEMORAL AUGMENT 5490-035-20,"$6,370.00 "
FEMORAL AUGMENT 5490-036-23,"$6,756.75 "
FEMORAL AUGMENT BLOCK,"$6,370.00 "
FEMORAL AUGMENT BLOCK,"$6,370.00 "
FEMORAL AUGMENT BLOCK,"$6,370.00 "
FEMORAL AUGMENT BLOCK 5490-036-02,"$6,370.00 "
FEMORAL BODY 40MM 9940-16-40,"$14,196.00 "
FEMORAL BODY 9990-17-40,"$14,196.00 "
FEMORAL BODY 9990-19-40,"$14,196.00 "
FEMORAL BODY 9990-20-40,"$14,196.00 "
FEMORAL BODY 9990-20-46,"$14,460.99 "
FEMORAL BODY REV 9990-17-46,"$14,460.99 "
FEMORAL BODY REV 9996-16-35,"$14,196.00 "
FEMORAL BODY SZ AA 9990-16-40,"$14,196.00 "
FEMORAL CEMENTED    96-0089,"$19,284.27 "
FEMORAL CEMENTED SZ 2.5RT 96-0092,"$19,284.27 "
FEMORAL COMP  02-010-03-0325 **USE 6003029**,"$6,300.00 "
FEMORAL COMP #2 5515-F-201,"$8,523.90 "
FEMORAL COMP #3 5512-F-302,"$22,097.25 "
FEMORAL COMP #5 5515-F-501,"$8,523.90 "
FEMORAL COMP #6 5512-F-602,"$22,093.75 "
FEMORAL COMP #7 LT 5515-F-701,"$8,523.90 "
FEMORAL COMP #7 RT 5515-F-702,"$8,523.90 "
FEMORAL COMP 150350,"$20,510.00 "
FEMORAL COMP 183104,"$10,941.00 "
FEMORAL COMP 18MM 6647-1-018,"$11,886.00 "
FEMORAL COMP 1960-50-200,"$6,827.87 "
FEMORAL COMP 32-8553-311-13,"$21,420.00 "
FEMORAL COMP 4 5515-F-402,"$8,523.90 "
FEMORAL COMP 5515-F-202,"$8,523.90 "
FEMORAL COMP 55MM  183100,"$10,941.00 "
FEMORAL COMP 5610-F-201,"$6,993.53 "
FEMORAL COMP 5994-14-92,"$23,023.00 "
FEMORAL COMP 62.5 183026,"$10,143.00 "
FEMORAL COMP 62.5 RT 183106,"$10,941.00 "
FEMORAL COMP 65MM LT 183128,"$10,941.00 "
FEMORAL COMP 67.5 183010,"$10,143.00 "
FEMORAL COMP 74022115,"$11,900.00 "
FEMORAL COMP DIS LFT 6495-2-030,"$24,816.75 "
FEMORAL COMP LG 154602,"$8,078.00 "
FEMORAL COMP LRG 166943,"$8,078.00 "
FEMORAL COMP MED 154601,"$8,078.00 "
FEMORAL COMP MED 166942,"$8,078.00 "
FEMORAL COMP NONPOR 6307-00-02,"$6,142.50 "
FEMORAL COMP SM US154600,"$7,885.50 "
FEMORAL COMP SZ 1 FT 02-010-03,"$6,300.00 "
FEMORAL COMP SZ 1 LT 02-010-01-0210,"$6,300.00 "
FEMORAL COMP SZ 1 LT 02-010-03-0210,"$6,300.00 "
FEMORAL COMP SZ 1 RT 02-010-03-0310,"$6,300.00 "
FEMORAL COMP SZ 14 71341014,"$8,190.00 "
FEMORAL COMP SZ 15X150MM 71341015,"$8,190.00 "
FEMORAL COMP SZ 2 LT 02-010-01-0220,"$6,300.00 "
FEMORAL COMP SZ 2 RT 02-010-03-0320,"$6,300.00 "
FEMORAL COMP SZ 2.5 RT 02-010-03-0325,"$6,300.00 "
FEMORAL COMP SZ 2.5LT 02-010-03-0225,"$6,300.00 "
FEMORAL COMP SZ 3 LT 02-010-01-0230,"$6,300.00 "
FEMORAL COMP SZ 3 LT 02-010-03-0230,"$6,300.00 "
FEMORAL COMP SZ 3 RT 02-010-01-0330,"$6,300.00 "
FEMORAL COMP SZ 3 RT 02-010-03-0330,"$6,300.00 "
FEMORAL COMP SZ 3.5 LT 02-010-01-0235,"$6,300.00 "
FEMORAL COMP SZ 3.5 LT 02-010-03-0235,"$6,300.00 "
FEMORAL COMP SZ 3.5 RT 02-010-03-0335,"$6,300.00 "
FEMORAL COMP SZ 3N 15LM12566,"$8,820.00 "
FEMORAL COMP SZ 4 02-010-03-0340,"$6,300.00 "
FEMORAL COMP SZ 4 6315-12-040,"$21,908.25 "
FEMORAL COMP SZ 4 71423214,"$8,015.00 "
FEMORAL COMP SZ 4 71423234,"$5,670.00 "
FEMORAL COMP SZ 4 71933653,"$5,670.00 "
FEMORAL COMP SZ 4 74022124,"$11,900.00 "
FEMORAL COMP SZ 4 LT 02-010-01-0240,"$6,300.00 "
FEMORAL COMP SZ 4 LT 02-010-03-0240,"$6,300.00 "
FEMORAL COMP SZ 4 RT 02-010-01-0340,"$6,300.00 "
FEMORAL COMP SZ 4N 71421274,"$8,820.00 "
FEMORAL COMP SZ 5 71421225,"$10,486.00 "
FEMORAL COMP SZ 5 71423235,"$5,670.00 "
FEMORAL COMP SZ 5 LT 02-010-01-0250,"$6,300.00 "
FEMORAL COMP SZ 5 LT 02-010-03-0250,"$6,300.00 "
FEMORAL COMP SZ 5 LT 71421215,"$8,820.00 "
FEMORAL COMP SZ 5 RT 02-010-03-0350,"$6,300.00 "
FEMORAL COMP SZ 5 RT 71421175,"$32,979.45 "
FEMORAL COMP SZ 5 RT 71933654,"$5,670.00 "
FEMORAL COMP SZ 6 5515-F-601,"$8,523.90 "
FEMORAL COMP SZ 6 71423206,"$8,015.00 "
FEMORAL COMP SZ 7 71421207,"$8,820.00 "
FEMORAL COMP SZ 8 RT 71421228,"$10,486.00 "
FEMORAL COMP SZ D 5994-14-91,"$21,908.25 "
FEMORAL COMP SZ E 5994-15-92,"$21,908.25 "
FEMORAL COMP SZ F 5994-16-92,"$21,278.11 "
FEMORAL COMP SZ2 LT 02-010-03-0220,"$6,300.00 "
FEMORAL COMP SZ3N RT 71421273,"$8,820.00 "
FEMORAL COMP SZE LT 5994-15-91,"$21,908.25 "
FEMORAL COMP SZF FT 5994-16-91,"$21,908.25 "
FEMORAL COMP TC3 96-0086,"$19,284.27 "
FEMORAL COMP TC3 96-0087,"$19,284.27 "
FEMORAL COMP UNI US154602,"$7,885.50 "
FEMORAL COMP X-SM 1987-13-105,"$30,348.00 "
FEMORAL COMP X-SM 1987-14-105,"$30,348.00 "
FEMORAL COMPONENT  SZ 7 71421227,"$10,486.00 "
FEMORAL COMPONENT 155422,"$6,769.00 "
FEMORAL COMPONENT 166941,"$12,393.50 "
FEMORAL COMPONENT SZ 4 RT 71421224,"$10,486.00 "
FEMORAL COMPONENT SZ 7 LFT 71421217,"$8,820.00 "
FEMORAL COMPONENT SZ6 LFT 71421216,"$8,820.00 "
FEMORAL COMPONENT TC-3 96-0088,"$19,284.27 "
FEMORAL CONE SZLGLF 5450-22-35,"$15,447.25 "
FEMORAL CRUCIATE  RETAINING   5510-F-502,"$8,439.20 "
FEMORAL CRUCIATE RET SZ3 5510-F-301,"$8,439.20 "
FEMORAL CRUCIATE RETAINING 5510-F-101,"$8,439.20 "
FEMORAL CRUCIATE RETAINING 5510-F-401,"$8,439.20 "
FEMORAL CRUCIATE RETAINING SZ 3 5510-F-302,"$8,439.20 "
FEMORAL CRUCIATE RETAINING SZ 4 5510-F-402,"$8,439.20 "
FEMORAL CRUCIATE RETAINING SZ 5 5510-F-501,"$8,439.20 "
FEMORAL CRUCIATE SIZE 5 RETAINING 1504-00-205,"$6,842.50 "
FEMORAL DISTAL #3 5541-A-302,"$4,386.38 "
FEMORAL DISTAL #6 5541-A-602,"$4,386.38 "
FEMORAL DISTAL AUG SZ 7 5MM 5540-A-702,"$4,176.38 "
FEMORAL FIX 904755,"$3,006.00 "
FEMORAL HEAD 036MM +8.5  1365-36-730,"$7,665.18 "
FEMORAL HEAD 1014-68-000,"$4,721.16 "
FEMORAL HEAD 1365-11-500,"$3,858.42 "
FEMORAL HEAD 1365-12-500,"$3,858.42 "
FEMORAL HEAD 26MM 6260-9-326,"$3,676.20 "
FEMORAL HEAD 28MM 1365-28-320,"$4,322.33 "
FEMORAL HEAD 28MM 6260-9-428,"$3,676.20 "
FEMORAL HEAD 32MM 6260-9-032,"$3,676.20 "
FEMORAL HEAD 36MM 6570-0-536,"$5,099.33 "
FEMORAL HEAD 40MM 1365-40-730,"$8,063.06 "
FEMORAL HEAD 6260-9-132,"$3,676.20 "
FEMORAL HEAD 6260-9-328,"$3,676.20 "
FEMORAL HEAD 6260-9-336,"$4,077.15 "
FEMORAL HEAD 8775-028-02,"$7,384.76 "
FEMORAL HEAD 8775-032-02,"$7,384.76 "
FEMORAL INTER RT 60MM 183004,"$10,143.00 "
FEMORAL KNEE SYSTEM 154603,"$8,078.00 "
FEMORAL LEFT SZ 9   1504-10-109,"$6,842.50 "
FEMORAL LFT W\SCREW 65MM 185284,"$21,042.00 "
FEMORAL LG LFT 1294-29-060,"$18,493.37 "
FEMORAL L-WEDGE 71421741,"$9,074.28 "
FEMORAL NAIL 12MM 04.013.656S,"$8,550.50 "
FEMORAL NAIL 15MM 04.013.956S,"$8,550.50 "
FEMORAL PEGGED 161469,"$8,078.00 "
FEMORAL PEGGED TWIN 161468,"$8,078.00 "
FEMORAL POST #6 5543-A-600,"$4,176.38 "
FEMORAL POST STAB 5516-F-502,"$10,169.25 "
FEMORAL POST STAB SZ 2.5 1960-68-500,"$6,847.40 "
FEMORAL POST STAB SZ 3 1504-10-203,"$6,842.50 "
FEMORAL POST STAB SZ 3 5516-F-302,"$10,170.30 "
FEMORAL POST STAB SZ 4 1504-10-104,"$6,842.50 "
FEMORAL POST STAB SZ 4 1960-64-500,"$6,847.40 "
FEMORAL POST STAB SZ 4 1960-74-500,"$6,847.40 "
FEMORAL POST STAB SZ 5 1504-10-105,"$6,842.50 "
FEMORAL POST STAB SZ 5 5516-F-501,"$10,167.50 "
FEMORAL POST STAB SZ 5N 1504-10-225,"$6,842.50 "
FEMORAL POST STAB SZ 6 1504-10-106,"$6,842.50 "
FEMORAL POST STAB SZ 6 1504-10-206,"$6,842.50 "
FEMORAL POST STAB SZ 6 1960-76-500,"$6,847.40 "
FEMORAL POST STAB SZ 6 5516-F-601,"$10,170.30 "
FEMORAL POST STAB SZ 6N 1504-10-226,"$6,842.50 "
FEMORAL POST STAB SZ 7 RT 1504-10-207,"$6,842.50 "
FEMORAL POST STAB SZ 8 RT 1504-10-208,"$6,842.50 "
FEMORAL POST STAB SZ 9 1504-10-209,"$6,842.50 "
FEMORAL POST STAB SZ 9 CEM 1506-10-209,"$6,842.50 "
FEMORAL POST STAB SZ2 5516-F-201,"$10,170.30 "
FEMORAL POST STAB SZ3 1504-10-103,"$6,842.50 "
FEMORAL POST STAB SZ4 1501-10-124,"$6,842.50 "
FEMORAL POST STAB SZ4NRT 1960-79-500,"$6,847.40 "
FEMORAL POSTERIOP STAB 1504-10-205,"$6,842.50 "
FEMORAL POSTERIOR 2SZ 5516-F-202,"$10,170.30 "
FEMORAL POSTERIOR STAB SZ 2.5 1960-78-500,"$6,847.40 "
FEMORAL POSTERIOR STAB SZ 4 1504-10-204,"$6,842.50 "
FEMORAL POSTERIOR STAB SZ 4 1504-10-224,"$6,842.50 "
FEMORAL POSTERIOR STAB SZ3 5516-F-301,"$10,170.30 "
FEMORAL RETAINING CRUCIATE   5510-F-601,"$8,439.20 "
FEMORAL ROTAT HINGE XS 62-3421L,"$20,519.03 "
FEMORAL ROTATING HINGE 62-3421R,"$20,519.03 "
FEMORAL RT SM 62-3411R,"$20,519.03 "
FEMORAL SIZE 5 PREP AND TRIAL PACK 2544-00-105,"$2,088.00 "
FEMORAL SLEEVE 1294-53-216,"$9,789.43 "
FEMORAL SLEEVE 1294-53-246,"$9,789.43 "
FEMORAL SLEEVE 34MM 1294-53-226,"$9,789.43 "
FEMORAL SLEEVE 40MM 1294-53-236,"$9,789.43 "
FEMORAL STAB #1 5515-F-101,"$8,523.90 "
FEMORAL STAB #1 5515-F-102,"$8,523.90 "
FEMORAL STAB #3 5515-F-301,"$8,523.90 "
FEMORAL STAB #8 5515-F-802,"$8,523.90 "
FEMORAL STAB 5515-F-302,"$8,523.90 "
FEMORAL STAB 5515-F-401,"$8,523.90 "
FEMORAL STAB 5515-F-502,"$8,523.90 "
FEMORAL STAB 5515-F-602,"$8,523.90 "
FEMORAL STEM 1010-11-040,"$12,950.00 "
FEMORAL STEM 12/14 TAPER 1012-04-60,"$12,449.47 "
FEMORAL STEM 1570-11-110,"$10,888.29 "
FEMORAL STEM 1570-11-120,"$10,888.29 "
FEMORAL STEM 16MM 9982-16-13,"$9,464.00 "
FEMORAL STEM 16MM 9982-16-18,"$10,806.25 "
FEMORAL STEM 7843-15-11,"$25,047.75 "
FEMORAL STEM 7871-13-61,"$18,109.00 "
FEMORAL STEM 7871-15-60,"$18,109.00 "
FEMORAL STEM 9982-19-13,"$9,464.00 "
FEMORAL STEM 9982-19-18,"$10,806.25 "
FEMORAL STEM REV 9982-15-18,"$10,806.25 "
FEMORAL STEM REV17X135 9982-17,"$9,464.00 "
FEMORAL STEM REVISION 18MM,"$9,464.00 "
FEMORAL STEM SCREW 6215-10-000,$884.34 
FEMORAL STEM SZ 12 L98112,"$30,712.50 "
FEMORAL STEM SZ 17 7871-17-60,"$18,109.00 "
FEMORAL STEM SZ 4 1570-11-100,"$10,888.29 "
FEMORAL STEM SZ 9 00-7711-009-00,"$10,332.00 "
FEMORAL STEM SZ19  7871-19-60,"$18,109.00 "
FEMORAL SZ 2    1960-72-500,"$6,847.40 "
FEMORAL SZ 3 LT 96-0082,"$19,284.27 "
FEMORAL SZ 3 POSTERIOR 712558,"$6,847.40 "
FEMORAL SZ 5 RT 96-0090,"$19,284.27 "
FEMORAL SZ 6N 1504-10-126,"$6,842.50 "
FEMORAL SZ 7 1504-10-107,"$6,842.50 "
FEMORAL SZ 8 1504-10-108,"$6,842.50 "
FEMORAL TC3 96-0083,"$19,284.27 "
FEMORAL TC3 SZ 2 96-0081,"$19,284.27 "
FEMORAL TC3 SZ 5 96-0084,"$19,284.27 "
FEMORAL TROCHLEA X-LG PX02-1005-W,"$19,988.50 "
FEMORAL TWIN PEGGED X-SM.,"$8,078.00 "
FEMORAL UNICOM SMALL 154600,"$8,078.00 "
FEMORAL VANGARD 184164,"$3,524.50 "
FEMORAL VANGARD 72.5 183033,"$10,143.00 "
FEMORAL VANGUARD,"$21,042.00 "
FEMORAL VANGUARD 183006,"$10,143.00 "
FEMORAL VANGUARD 183008,"$10,143.00 "
FEMORAL VANGUARD 183012,"$10,143.00 "
FEMORAL VANGUARD 183013,"$10,143.00 "
FEMORAL VANGUARD 183014,"$10,143.00 "
FEMORAL VANGUARD 183030,"$10,143.00 "
FEMORAL VANGUARD 183032,"$10,143.00 "
FEMORAL VANGUARD 183034,"$10,143.00 "
FEMORAL VANGUARD 183108,"$10,941.00 "
FEMORAL VANGUARD 183302,"$21,042.00 "
FEMORAL VANGUARD 183306,"$21,042.00 "
FEMORAL VANGUARD 183324,"$21,042.00 "
FEMORAL VANGUARD 184106,"$3,524.50 "
FEMORAL VANGUARD 184124,"$3,524.50 "
FEMORAL VANGUARD 184142,"$3,524.50 "
FEMORAL VANGUARD 184144,"$3,524.50 "
FEMORAL VANGUARD 184146,"$3,524.50 "
FEMORAL VANGUARD 184166,"$3,524.50 "
FEMORAL VANGUARD 184184,"$3,524.50 "
FEMORAL VANGUARD 184206,"$3,524.50 "
FEMORAL VANGUARD 57.5MM 183022,"$10,143.00 "
FEMORAL VANGUARD 62.5MM 183126,"$16,903.25 "
FEMORAL VANGUARD 65MM 183008,"$10,143.00 "
FEMORAL VANGUARD 67.5 183110,"$10,941.00 "
FEMORAL VANGURARD 183326,"$21,042.00 "
FEMORAL WEDGE SCREW ON 71421805,"$5,717.32 "
FEMSTOP MONOMETER GOLD,$630.00 
FEMUR POSTER STAB 1960-40-450,"$6,827.87 "
FEMUR STAB 1960-40-250,"$6,827.87 "
FEMUR STAB POST SIGMA,"$6,827.87 "
FEMUR STAB SIGAM 1960-40-500,"$6,827.87 "
FEMUR STAB SIGMA 1960-40-200,"$6,722.87 "
FEMUR STAB SIGMA 1960-40-300,"$6,827.87 "
FEMUR STAB SIGMA 1960-40-400,"$6,827.87 "
FEMUR STAB SIGMA 1960-50-250,"$6,827.87 "
FEMUR STAB SIGMA 1960-50-400,"$6,827.87 "
FEMUR STAB SIGMA 1960-50-450,"$6,827.87 "
FEMUR STAB SIGMA 1960-50-500,"$6,827.87 "
FEMUR STAB SIGMA 1960-50-600,"$6,827.87 "
FEMUR STABIL SIGMA 1960-50-300,"$6,827.87 "
FENOFIBRATE 145 MG PO TABS ,$12.25 
FENOFIBRATE 48 MG PO TABS ,$12.25 
FENOFIBRATE MICRONIZED 134 MG PO CAPS ,$12.25 
FENTANYL 100 MCG/HR TD PT72 ,$25.53 
FENTANYL 12 MCG/HR TD PT72 ,$20.52 
FENTANYL 25 MCG/HR TD PT72 ,$12.25 
FENTANYL 50 MCG/HR TD PT72 ,$12.25 
FENTANYL 50 MCG/ML FOR ANES SPINAL DOCUMENTATION ,$42.00 
FENTANYL 75 MCG/HR TD PT72 ,$19.70 
FENTANYL CITRATE (PF) 100 MCG/2ML IJ SOLN ,$42.00 
FENTANYL CITRATE (PF) 1000 MCG/20ML IJ SOLN ,$42.00 
FENTANYL CITRATE (PF) 250 MCG/5ML IJ SOLN ,$42.00 
FENTANYL CITRATE 10 MCG/ML INFUSION ,$138.00 
FENTANYL CITRATE 10 MCG/ML PF PCA PREMIX ,$138.00 
FENTANYL CITRATE 50 MCG/ML INTRANASAL ,$42.00 
FENTANYL CITRATE-ROPIVACAINE HCL 2 MCG/ML-0.2% EPIDURAL PREMIX WRAPPER ,$181.74 
FERRALET 90 90-1 MG PO TABS ,$12.25 
FERRIC CITRATE 1 GM 210 MG(FE) PO TABS ,$32.43 
FERRIC SUBSULFATE SOLN ,$30.25 
FERROUS FUMARATE-FOLIC ACID 324-1 MG PO TABS ,$12.25 
FERROUS SULFATE 300 (60 FE) MG/5ML PO SYRP ,$1.00 
FERROUS SULFATE 325 (65 FE) MG PO TABS ,$1.00 
FERROUS SULFATE 75 (15 FE) MG/ML PO SOLN ,$3.00 
FESOTERODINE FUMARATE ER 4 MG PO TB24 ,$63.80 
FEXOFENADINE HCL 180 MG PO TABS ,$1.00 
FEXOFENADINE HCL 60 MG PO TABS ,$1.00 
FEXOFENADINE-PSEUDOEPHED ER 60-120 MG PO TB12 ,$1.00 
FIBER LASER 0644-007-01,"$2,937.00 "
FIBER LASER 200 FLEXIVA 840-391,"$2,220.90 "
FIBER LASER 200 M0068403910,"$2,289.60 "
FIBER LASER 200 TRACTIP 8403960,"$2,681.58 "
FIBER LASER 365 M0068403920,"$1,880.46 "
FIBER LASER 550 M0068403930,"$2,456.64 "
FIBER LASER DUOTOME 840-846,"$4,939.20 "
FIBER SLIMLINE1000 M0068403940,"$4,111.86 "
FIBER XPS GREENLIGHT,"$3,535.00 "
FIBERLINK AR-7235,$330.00 
FIBERLOOP #2 AR-7234,$300.00 
FIBERLOOP AR-7232-01,$300.00 
FIBERSTICK #2 AR-7209,$300.00 
FIBERTAPE AR-7237-7,$300.00 
FIBERWIRE #2 AR-7221,$117.00 
FIBERWIRE #5 AR-7210,$228.00 
FIBERWIRE 2-0 AR-7242,$117.00 
FIDAXOMICIN 200 MG PO TABS ,$566.06 
FILGRASTIM 300 MCG/ML IJ SOLN ,"$1,613.21 "
FILGRASTIM 480 MCG/1.6ML IJ SOLN ,"$2,378.43 "
FILGRASTIM-SNDZ 300 MCG/0.5ML IJ SOSY ,"$1,110.95 "
FILGRASTIM-SNDZ 480 MCG/0.8ML IJ SOSY ,"$1,754.29 "
FILTER APC MEMBRANE,$59.70 
FILTER BLOOD TRANSFUSION,$38.46 
FILTER CELECT VENA CAVA G34505,"$5,550.00 "
FILTER DISPOSABLE FOR CLIP VAC,$53.70 
FILTER FEMORAL CELECT IVC,"$5,550.00 "
FILTER JUGULAR CELECT IVC,"$5,550.00 "
FILTER LEUCOCYTE,"$1,800.00 "
FILTER LIPIGUARD,"$1,080.00 "
FILTER PALL LEUKOGUARD RS RS1,$186.00 
FILTER PALL LIPIGUARD SB SB1E,$134.76 
FILTER REGULAR,$720.00 
