HOSPITAL,DESCRIPTION, STD CHARGE 
UPMC PINNACLE MEMORIAL,REM FB EXT AUD CAN WO GEN ANS,$120.00 
UPMC PINNACLE MEMORIAL,REMOVAL IMPACTED CERUMEN,$120.00 
UPMC PINNACLE MEMORIAL,AIRWAY INHALATION RX,$254.00 
UPMC PINNACLE MEMORIAL,ANKLE TRIMAL FX W-MAN CL TR,$408.00 
UPMC PINNACLE MEMORIAL,NAIL BED REPAIR,$408.00 
UPMC PINNACLE MEMORIAL,WEDGE EXCIS SKIN NAIL FOLD,$408.00 
UPMC PINNACLE MEMORIAL,CL TX METPHAL JT DISL W-O ANES,$408.00 
UPMC PINNACLE MEMORIAL,INJ ANES AGENT FACIAL NERVE,$254.00 
UPMC PINNACLE MEMORIAL,DRN ABS DENTOALVEOLAR STR,$408.00 
UPMC PINNACLE MEMORIAL,CL TR PST HIP ARTHPL DSLW-OANS,$902.00 
UPMC PINNACLE MEMORIAL,CL TX FX PHAL NOT GT W-O MN EA,$254.00 
UPMC PINNACLE MEMORIAL,ID PILONIDAL CYST COMP,$902.00 
UPMC PINNACLE MEMORIAL,INSRT TEMP INDWELL CATH SIMP,$254.00 
UPMC PINNACLE MEMORIAL,BURN DRG-DB INT-SUB W-OANS MED,$902.00 
UPMC PINNACLE MEMORIAL,INSRT NONINDWELL CATH,$254.00 
UPMC PINNACLE MEMORIAL,INJ ANES AGENT OTH PERIPH NRV,$254.00 
UPMC PINNACLE MEMORIAL,EXC NAILMATRX PT-CMP PERM REM,$408.00 
UPMC PINNACLE MEMORIAL,PLACE NEEDLE INTRAOSSEOUS INF,$408.00 
UPMC PINNACLE MEMORIAL,PARE BEN HYPERKERATOT LESSNG,$254.00 
UPMC PINNACLE MEMORIAL,THORACOTMY MAJ W-CONTR HEMR,$902.00 
UPMC PINNACLE MEMORIAL,CL TX SHLDR DISL W-MN W-ANES,$902.00 
UPMC PINNACLE MEMORIAL,DRAIN SCROTAL WALL ABSCESS,$408.00 
UPMC PINNACLE MEMORIAL,DEBR EXZ-INF SKIN 10% BS,$902.00 
UPMC PINNACLE MEMORIAL,DRN ABSC PALATE-UVULA,$408.00 
UPMC PINNACLE MEMORIAL,CRITICAL CARE EA ADDL 30 MIN,"$1,017.00 "
UPMC PINNACLE MEMORIAL,LUMBAR SPINAL PUNC DIAG,$902.00 
UPMC PINNACLE MEMORIAL,INJ EPIDURAL BLD OR CLOT PATCH,$902.00 
UPMC PINNACLE MEMORIAL,RMVL IMPCTD CERUMEN USING IRRIG-LAVG UNILAT,$120.00 
UPMC PINNACLE MEMORIAL,SPIROMETRY STUDY,$225.00 
UPMC PINNACLE MEMORIAL,SPIROMETRY W-BRONCHODILATOR,$374.00 
UPMC PINNACLE MEMORIAL,DIFFUSION CAPACITY,$207.00 
UPMC PINNACLE MEMORIAL,VITAL CAPACITY-WEANING,$159.00 
UPMC PINNACLE MEMORIAL,REMOVAL OF ENDOTRACHAEL TUBE,$138.00 
UPMC PINNACLE MEMORIAL,NASOTRACHEAL SUCTION,$133.00 
UPMC PINNACLE MEMORIAL,MANUAL VENTILATION,$133.00 
UPMC PINNACLE MEMORIAL,EXERCISE DESATURATION,$247.00 
UPMC PINNACLE MEMORIAL,SINGLE PULSE OXIMETRY,$124.00 
UPMC PINNACLE MEMORIAL,AIRWAY CARE,$133.00 
UPMC PINNACLE MEMORIAL,CONT PULSE OX INITIAL,$466.00 
UPMC PINNACLE MEMORIAL,CAR SEAT-BED DESAT STUDY; 60 MIN,$241.00 
UPMC PINNACLE MEMORIAL,NOCTURNAL SATURATION,$464.00 
UPMC PINNACLE MEMORIAL,WEANING TRIAL,$147.00 
UPMC PINNACLE MEMORIAL,VITAL CAPACITY PEAK FLOW,$159.00 
UPMC PINNACLE MEMORIAL,PULSE OXIMETRY MULT DETERMIN,$121.00 
UPMC PINNACLE MEMORIAL,PULSE OXIMETER,$125.00 
UPMC PINNACLE MEMORIAL,AUDITORY EP - COMPREHENSIVE,$752.00 
UPMC PINNACLE MEMORIAL,PLCMNT CLOSURE DEV VEN - ART,$512.00 
UPMC PINNACLE MEMORIAL,DOBUTAMINE STRESS ECHO,"$2,340.00 "
UPMC PINNACLE MEMORIAL,ADULT ECHO COMPLETE,"$1,791.00 "
UPMC PINNACLE MEMORIAL,CVSLR STRESS TEST TRACING,$697.00 
UPMC PINNACLE MEMORIAL,PRQ CARDIAC ANGIOPLAST 1 ART,"$10,333.00 "
UPMC PINNACLE MEMORIAL,PRQ CARDIAC ANGIO ADDL ART,"$10,333.00 "
UPMC PINNACLE MEMORIAL,PRQ CARD STENT W-ANGIO 1 VSL,"$15,459.00 "
UPMC PINNACLE MEMORIAL,PRQ CARD REVASC MI 1 VSL,"$27,293.00 "
UPMC PINNACLE MEMORIAL,CARDIOVERSION ELECT EXTRN,"$1,063.00 "
UPMC PINNACLE MEMORIAL,PP ELECT-VENTRICLUAR,"$21,353.00 "
UPMC PINNACLE MEMORIAL,PP ELECT-ATRIAL VENTRICLAR,"$25,922.00 "
UPMC PINNACLE MEMORIAL,TEMP TRANSVENOUS SC ELEC-CATH,"$9,831.00 "
UPMC PINNACLE MEMORIAL,INSERT LEAD S-C PP OR ICD,"$20,818.00 "
UPMC PINNACLE MEMORIAL,NEW INSERT-LV LEAD BIV PP-ICD,"$5,344.00 "
UPMC PINNACLE MEMORIAL,PACEMAKER EXCHANGE DL SYSTEM,"$20,350.00 "
UPMC PINNACLE MEMORIAL,REMOVAL OF PACER GENERATOR,"$4,280.00 "
UPMC PINNACLE MEMORIAL,ICD LEAD EXTRACTION,"$5,907.00 "
UPMC PINNACLE MEMORIAL,INS-REP LDS SC-DC ICD+ GEN INS,"$73,333.00 "
UPMC PINNACLE MEMORIAL,REMVREPLC ICD GEN MULTI LEADS,"$63,173.00 "
UPMC PINNACLE MEMORIAL,INSERT-REPLACE SUBQ DEFIBRILLATOR,"$65,888.00 "
UPMC PINNACLE MEMORIAL,IMPLANT EVENT RECORDER,"$14,756.00 "
UPMC PINNACLE MEMORIAL,RHC,"$11,270.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG,"$9,569.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG SVG IMA,"$9,569.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG W-RHC,"$11,270.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG W-LHC INJLV,"$11,270.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG W-LHC INJLV CP,"$12,439.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG RT-LT INJLV,"$11,270.00 "
UPMC PINNACLE MEMORIAL,CATH PL COR ANG RT-LT-LVSVGIMA,"$12,439.00 "
UPMC PINNACLE MEMORIAL,INTRAVASC DOP COR INIT VESSEL,$319.00 
UPMC PINNACLE MEMORIAL,INTRAVASC DOP COR ADDL VESSEL,$294.00 
UPMC PINNACLE MEMORIAL,AV NODE ABLATION,"$10,098.00 "
UPMC PINNACLE MEMORIAL,ILIAC ART ANGIO W-CARDIAC CATH,"$2,286.00 "
UPMC PINNACLE MEMORIAL,ULTRASOUND-ADDL PROCEDURE,$213.00 
UPMC PINNACLE MEMORIAL,ECHO DOPPLER,"$3,091.00 "
UPMC PINNACLE MEMORIAL,ADULT ECHO FOLLOW-UP-LIMITED,$911.00 
UPMC PINNACLE MEMORIAL,ADULT ECHO COMP WITH CONTRAST,"$2,229.00 "
UPMC PINNACLE MEMORIAL,ADULT ECHO LIM WITH CONTRAST,"$2,229.00 "
UPMC PINNACLE MEMORIAL,STRESS ECHO WITH CONTRAST,"$2,229.00 "
UPMC PINNACLE MEMORIAL,INJ CNTRST VENOGRAPHY,$155.00 
UPMC PINNACLE MEMORIAL,STRESS ECHO,"$2,423.00 "
UPMC PINNACLE MEMORIAL,ILIAC REVASC W-STENT,"$10,333.00 "
UPMC PINNACLE MEMORIAL,ILIAC REVAC W-STENT EA ADL VSL,"$7,749.00 "
UPMC PINNACLE MEMORIAL,FEM-POPL REVASC W-TLA,"$10,333.00 "
UPMC PINNACLE MEMORIAL,FEM-POPL REVAS W-ATHER,"$21,937.00 "
UPMC PINNACLE MEMORIAL,FEM-POPL REVASC STNT ATHER,"$37,989.00 "
UPMC PINNACLE MEMORIAL,TIB-PER REVASC W-TLA,"$10,333.00 "
UPMC PINNACLE MEMORIAL,TIB-PER REVASC W-ATHER,"$21,937.00 "
UPMC PINNACLE MEMORIAL,TIB-PER REVASC EA ADL VSL,"$5,167.00 "
UPMC PINNACLE MEMORIAL,US COLOR DOPPLER,"$3,688.00 "
UPMC PINNACLE MEMORIAL,TEE ECHO,"$3,091.00 "
UPMC PINNACLE MEMORIAL,PERC DRUG-EL COR STENT SING,"$19,895.00 "
UPMC PINNACLE MEMORIAL,PERC DRUG-EL COR STENT BRAN,"$9,948.00 "
UPMC PINNACLE MEMORIAL,PERC D-E COR REVASC T CABG S,"$34,676.00 "
UPMC PINNACLE MEMORIAL,PERC D-E COR REVASC W AMI S,"$34,676.00 "
UPMC PINNACLE MEMORIAL,PERC D-E COR REVASC CHRO SIN,"$34,676.00 "
UPMC PINNACLE MEMORIAL,NURSE VISIT,$463.00 
UPMC PINNACLE MEMORIAL,SWALLOWING STUDY BY VIDEO RECORDING,$302.00 
UPMC PINNACLE MEMORIAL,THERAPEUTIC ACTIVITY PT 15 MIN,$128.00 
UPMC PINNACLE MEMORIAL,MOTOR SPEECH AND LANGUAGE EVALUATION,$264.00 
UPMC PINNACLE MEMORIAL,GAIT TRAINING PT 15 MIN,$133.00 
UPMC PINNACLE MEMORIAL,EXERCISE PT 15 MIN,$106.00 
UPMC PINNACLE MEMORIAL,SPEECH THERAPY-1-2HR,$103.00 
UPMC PINNACLE MEMORIAL,NEUROMUSCULAR RE-ED PT 15 MIN,$128.00 
UPMC PINNACLE MEMORIAL,DYSPHAGIA EVAL,$290.00 
UPMC PINNACLE MEMORIAL,DYSPHAGIA THER-1-2HR,$138.00 
UPMC PINNACLE MEMORIAL,SPEECH THERAPY-1-4HR,$51.00 
UPMC PINNACLE MEMORIAL,DYSPHAGIA THER-1-4HR,$69.00 
UPMC PINNACLE MEMORIAL,DYSPHAGIA THER-3-4HR,$207.00 
UPMC PINNACLE MEMORIAL,COGNITIVE PERFORM TESTING 1HR,$466.00 
UPMC PINNACLE MEMORIAL,THER IVNTJ W-FOCUS COG FUNCJ,$527.00 
UPMC PINNACLE MEMORIAL,WHEELCHAIR TRAINING PT 15 MIN,$100.00 
UPMC PINNACLE MEMORIAL,NEUROMUSREED OT 15 MIN,$128.00 
UPMC PINNACLE MEMORIAL,THERAP ACT OT 15 MIN,$128.00 
UPMC PINNACLE MEMORIAL,ADL-HME MGT OT 15 MIN,$118.00 
UPMC PINNACLE MEMORIAL,THERAP EXER OT 15 MIN,$106.00 
UPMC PINNACLE MEMORIAL,MASSAGE OT 15 MIN,$172.00 
UPMC PINNACLE MEMORIAL,COG TX OT 15 MIN,$118.00 
UPMC PINNACLE MEMORIAL,NEW PT EVAL: LOW COMPLEXITY,$198.00 
UPMC PINNACLE MEMORIAL,NEW PT EVAL: MODERATE COMPLEXITY,$198.00 
UPMC PINNACLE MEMORIAL,NEW PT EVAL: HIGH COMPLEXITY,$198.00 
UPMC PINNACLE MEMORIAL,RE-EVALUATION PT,$106.00 
UPMC PINNACLE MEMORIAL,NEW OT EVAL: LOW COMPLEXITY,$198.00 
UPMC PINNACLE MEMORIAL,NEW OT EVAL: MODERATE COMPLEXITY,$198.00 
UPMC PINNACLE MEMORIAL,NEW OT EVAL: HIGH COMPLEXITY,$198.00 
UPMC PINNACLE MEMORIAL,RE-EVALUATION OT,$98.00 
UPMC PINNACLE MEMORIAL,MRA HEAD W-O CONTRAST,"$2,014.00 "
UPMC PINNACLE MEMORIAL,MRA NECK W-WO CONTRAST,"$3,945.00 "
UPMC PINNACLE MEMORIAL,MRI BRAIN W-O CONTRAST,"$2,014.00 "
UPMC PINNACLE MEMORIAL,MRI BRAIN W-WO CONTRAST,"$4,478.00 "
UPMC PINNACLE MEMORIAL,COMPUTER AIDED DETECTION MRI,$78.00 
UPMC PINNACLE MEMORIAL,MRI CERVICAL W-O CONTRAST,"$2,014.00 "
UPMC PINNACLE MEMORIAL,MRI THORACIC SP W-O CONTRAST,"$2,235.00 "
UPMC PINNACLE MEMORIAL,MRI LUMBAR W-O CONTRAST,"$2,235.00 "
UPMC PINNACLE MEMORIAL,MRI CERVICAL W-WO CONTRAST,"$4,478.00 "
UPMC PINNACLE MEMORIAL,MRI THORACIC W-WO CONTRAST,"$4,478.00 "
UPMC PINNACLE MEMORIAL,MRI LUMBAR W-WO CONTRAST,"$4,478.00 "
UPMC PINNACLE MEMORIAL,MRI PELVIS W-O CONTRAST,"$1,997.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT NO JT W-O CNTRST - RT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT NO JT W-WO CNTRST - RT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT NO JT W-WO CNTRST - LT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT JT W-O CNTRST - RT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT JT W-O CNTRST - LT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT JT W-CNTRST - RT,"$1,342.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT JT W-CNTRST - LT,"$1,342.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT JT W-WO CNTRST - RT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI UP EXT JT W-WO CNTRST - LT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT NO JT W-WO CONT - RT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT NO JT W-WO CONT - LT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT JT W-O CNTRST - RT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT JT W-O CNTRST - LT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT JT W-CNTRST - LT,"$2,203.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT JT W-WO CNTRST - RT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT JT W-WO CNTRST - LT,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT NO JT W-O CNTRST - LT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI LOW EXT NO JT W-O CNTRST - RT,"$1,984.00 "
UPMC PINNACLE MEMORIAL,MRI ABDOMEN W-O CONTRAST,"$1,997.00 "
UPMC PINNACLE MEMORIAL,MRI ORB-FACE-NECK W-WO CONTRAST,"$4,410.00 "
UPMC PINNACLE MEMORIAL,MRI CHEST W-WO CONTRAST,"$4,387.00 "
UPMC PINNACLE MEMORIAL,MRI PELVIS W-WO CONTRAST,"$4,422.00 "
UPMC PINNACLE MEMORIAL,MRI ABDOMEN W-WO CONTRAST,"$4,422.00 "
UPMC PINNACLE MEMORIAL,MRI BREAST BILAT W-WO CNTRST,"$4,297.00 "
UPMC PINNACLE MEMORIAL,RECOVERY 1-2 HR,$688.00 
UPMC PINNACLE MEMORIAL,PHASE II RECOVERY 1-2 HR,$589.00 
UPMC PINNACLE MEMORIAL,CIRCUMCISION W-REGIONL BLOCK,"$1,437.00 "
UPMC PINNACLE MEMORIAL,CIRCUMCISION,"$1,437.00 "
UPMC PINNACLE MEMORIAL,C-SECTION,"$3,035.00 "
UPMC PINNACLE MEMORIAL,VAGINAL DELIVERY,$921.00 
UPMC PINNACLE MEMORIAL,EPIDURAL,$510.00 
UPMC PINNACLE MEMORIAL,INDUCTION W-IV MEDS,"$1,786.00 "
UPMC PINNACLE MEMORIAL,INDUCTION WITH PO-VAG MEDS,"$1,072.00 "
UPMC PINNACLE MEMORIAL,MUTIPLE BIRTHS X INFANT,"$1,786.00 "
UPMC PINNACLE MEMORIAL,COMPLICATED POST-PARTUM,"$3,570.00 "
UPMC PINNACLE MEMORIAL,FETAL NON-STRESS,$945.00 
UPMC PINNACLE MEMORIAL,FETAL INTERVENTION LEV I,"$1,250.00 "
UPMC PINNACLE MEMORIAL,FETAL INTERVENTION LEV II,"$2,500.00 "
UPMC PINNACLE MEMORIAL,NEONATAL INTERVENTION LEV I,"$1,250.00 "
UPMC PINNACLE MEMORIAL,NEONATAL INTERVENTION LEV II,"$2,500.00 "
UPMC PINNACLE MEMORIAL,LIGATE FALLOPIAN TUBE DURING C-SECTION,"$4,427.00 "
UPMC PINNACLE MEMORIAL,LD OR TIME 1-2 HOUR 1,"$1,733.00 "
UPMC PINNACLE MEMORIAL,LD OR TIME 1-2 HOUR 3,"$2,601.00 "
UPMC PINNACLE MEMORIAL,LD RECOVERY ROOM 1-2 HOUR,$395.00 
UPMC PINNACLE MEMORIAL,ACTINOTHERAPY (UV LIGHT),$117.00 
UPMC PINNACLE MEMORIAL,EXTERNAL CEPHALIC VERSION,"$4,776.00 "
UPMC PINNACLE MEMORIAL,EKG,$224.00 
UPMC PINNACLE MEMORIAL,HOLTER SCAN ONLY,$672.00 
UPMC PINNACLE MEMORIAL,HOLTER MONITOR,$242.00 
UPMC PINNACLE MEMORIAL,PED EKG,$224.00 
UPMC PINNACLE MEMORIAL,ROUTINE EEG,"$2,381.00 "
UPMC PINNACLE MEMORIAL,ALL NIGHT SLEEP,"$3,768.00 "
UPMC PINNACLE MEMORIAL,MULT SLP LATENCY,"$2,410.00 "
UPMC PINNACLE MEMORIAL,SLEEP WITH CPAP,"$3,768.00 "
UPMC PINNACLE MEMORIAL,HOME SLEEP TESTING,$879.00 
UPMC PINNACLE MEMORIAL,PEDIATRIC SLEEP STUDY AGE 6-20,"$3,768.00 "
UPMC PINNACLE MEMORIAL,SPLIT STUDY,"$3,768.00 "
UPMC PINNACLE MEMORIAL,RT SLEEP EEG,$455.00 
UPMC PINNACLE MEMORIAL,ADM PNEUMOCOCCAL VACCINE,$86.00 
UPMC PINNACLE MEMORIAL,ADMINISTER FLU VACCINE,$86.00 
UPMC PINNACLE MEMORIAL,IMMUNIZATION ADM-ONE VACCINE,$140.00 
UPMC PINNACLE MEMORIAL,IMMUN ADMIN - EA ADDL VACCINE,$38.00 
UPMC PINNACLE MEMORIAL,ADMINISTRATION OF HEP B VAC,$157.00 
UPMC PINNACLE MEMORIAL,OBSERVATION PER HOUR,$141.00 
UPMC PINNACLE MEMORIAL,HEMODIALYSIS W-CATH BEDSIDE,"$2,097.00 "
UPMC PINNACLE MEMORIAL,HEMODIALYSIS W-CATH AFTER HRS,"$2,097.00 "
UPMC PINNACLE MEMORIAL,HEMODIALYSIS W-ACCS BEDSIDE,"$2,097.00 "
UPMC PINNACLE MEMORIAL,HEMODIALYSIS W-ACCS AFTER HRS,"$2,097.00 "
UPMC PINNACLE MEMORIAL,CORNEAL TISSUE PROCESSING,"$14,208.86 "
UPMC PINNACLE MEMORIAL,LVRAW BY PLETH,$256.00 
UPMC PINNACLE MEMORIAL,US DUPLEX LOW EXT ART - LT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX LOW EXT ART - RT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX UP EXT ART - LT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX UP EXT ART - RT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX LOW EXT VENOUS COMP,$982.00 
UPMC PINNACLE MEMORIAL,US DUPLEX UP EXT VENOUS COMP,"$1,286.00 "
UPMC PINNACLE MEMORIAL,US DUPLEX LOW EXT VENOUS - LT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX LOW EXT VENOUS - RT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX UP EXT VENOUS - LT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX UP EXT VENOUS - RT,$674.00 
UPMC PINNACLE MEMORIAL,US DUPLEX CAROTID ART COMP,$982.00 
UPMC PINNACLE MEMORIAL,NI PHYS STDY EXT ART SNGL LVL,$416.00 
UPMC PINNACLE MEMORIAL,NI PHYS STDY EXT ART MLT LVL,$565.00 
UPMC PINNACLE MEMORIAL,NI PHYS STDY LEXT W-TRDMIL,$708.00 
UPMC PINNACLE MEMORIAL,US DUPLEX LOW EXT ART COMP,$982.00 
UPMC PINNACLE MEMORIAL,US DUPLEX UP EXT ART COMP,$908.00 
UPMC PINNACLE MEMORIAL,US DUPLEX AO-IVC-ILIAC-GRFT LI,$852.00 
UPMC PINNACLE MEMORIAL,US DUPLX AO-IVC-ILIAC-GRFT CMP,"$1,654.00 "
UPMC PINNACLE MEMORIAL,US DUPLEX ABD-RETRO-PELV LIMIT,$422.00 
UPMC PINNACLE MEMORIAL,US DUPLEX ABD-RETR-PELV COMP,$422.00 
UPMC PINNACLE MEMORIAL,DIABETES EDUC 1-2 HR INDIV,$86.50 
UPMC PINNACLE MEMORIAL,DIABETES EDUC 1-2 HR GROUP,$43.50 
UPMC PINNACLE MEMORIAL,INT INSULIN THPY MGMT 1-2 HR,$90.00 
UPMC PINNACLE MEMORIAL,TH-PR-DG INJ IV PUSH,$381.00 
UPMC PINNACLE MEMORIAL,THER-PROPH-DIAG INJSC-IM,$140.00 
UPMC PINNACLE MEMORIAL,SMOKE-TOBACCO COUNSELING 3-10,$103.00 
UPMC PINNACLE MEMORIAL,SMOKE-TOBACCO COUNSELING 10,$203.00 
UPMC PINNACLE MEMORIAL,IV INFUS HYDRATION UP TO 1 HR,$381.00 
UPMC PINNACLE MEMORIAL,IV INFUS HYDRATION EA ADDL HR,$105.00 
UPMC PINNACLE MEMORIAL,T-P-D IV INFUS INIT TO 1HR,$617.00 
UPMC PINNACLE MEMORIAL,T-P-D IV INFUS EA ADL HR,$75.00 
UPMC PINNACLE MEMORIAL,T-P-D IV INFUS ADD SEQ TO 1HR,$76.00 
UPMC PINNACLE MEMORIAL,THER-DIAG CONCURRENT INF,$37.00 
UPMC PINNACLE MEMORIAL,TH-PR-DG INJ IVPUSH ADLNEW SUB,$140.00 
UPMC PINNACLE MEMORIAL,TH-PR-DG INJ IVPUSH ADLSME SUB,$141.00 
UPMC PINNACLE MEMORIAL,EFFIENT 10 MG TABLET,$84.15 
UPMC PINNACLE MEMORIAL,EFFIENT 10 MG TABLET,$84.15 
UPMC PINNACLE MEMORIAL,EFFIENT 10 MG TABLET,$84.15 
UPMC PINNACLE MEMORIAL,HUMULIN R REGULAR U-100 INSULIN 100 UNIT-ML INJECTION SOLUTION,$8.01 
UPMC PINNACLE MEMORIAL,HUMULIN N NPH U-100 INSULIN (ISOPHANE SUSP) 100 UNIT-ML SUBCUTANEOUS,$0.44 
UPMC PINNACLE MEMORIAL,HUMULIN 70-30 U-100 INSULIN 100 UNIT-ML SUBCUTANEOUS SUSPENSION,$0.44 
UPMC PINNACLE MEMORIAL,HUMULIN R U-500 (CONC) INSULIN KWIKPEN 500 UNIT-ML (3 ML) SUBCUTANEOUS,$5.21 
UPMC PINNACLE MEMORIAL,KENALOG 40 MG-ML SUSPENSION FOR INJECTION,$12.88 
UPMC PINNACLE MEMORIAL,ELIQUIS 2.5 MG TABLET,$28.85 
UPMC PINNACLE MEMORIAL,ELIQUIS 5 MG TABLET,$28.85 
UPMC PINNACLE MEMORIAL,AZACTAM 1 GRAM-50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$196.20 
UPMC PINNACLE MEMORIAL,AZACTAM 2 GRAM-50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK,$377.85 
UPMC PINNACLE MEMORIAL,JANUVIA 50 MG TABLET,$70.90 
UPMC PINNACLE MEMORIAL,JANUVIA 50 MG TABLET,$70.90 
UPMC PINNACLE MEMORIAL,JANUVIA 25 MG TABLET,$70.90 
UPMC PINNACLE MEMORIAL,JANUVIA 25 MG TABLET,$70.90 
UPMC PINNACLE MEMORIAL,ISENTRESS 400 MG TABLET,$137.50 
UPMC PINNACLE MEMORIAL,JANUVIA 100 MG TABLET,$70.90 
UPMC PINNACLE MEMORIAL,JANUVIA 100 MG TABLET,$70.90 
UPMC PINNACLE MEMORIAL,JANUMET 50 MG-1000 MG TABLET,$35.45 
UPMC PINNACLE MEMORIAL,TRUSOPT 2 % EYE DROPS,$69.60 
UPMC PINNACLE MEMORIAL,INVANZ 1 GRAM SOLUTION FOR INJECTION,$361.33 
UPMC PINNACLE MEMORIAL,M-M-R II (PF) 1000-12500 TCID50-0.5 ML SUBCUTANEOUS SOLUTION,$118.15 
UPMC PINNACLE MEMORIAL,PNEUMOVAX 23 25 MCG-0.5 ML INJECTION SYRINGE,$160.45 
UPMC PINNACLE MEMORIAL,PNEUMOVAX 23 25 MCG-0.5 ML INJECTION SYRINGE,$160.45 
UPMC PINNACLE MEMORIAL,BRIDION 100 MG-ML INTRAVENOUS SOLUTION,$765.60 
UPMC PINNACLE MEMORIAL,BRIDION 100 MG-ML INTRAVENOUS SOLUTION,$329.69 
UPMC PINNACLE MEMORIAL,PROTONIX 40 MG INTRAVENOUS SOLUTION,$17.68 
UPMC PINNACLE MEMORIAL,SOLU-CORTEF ACT-O-VIAL (PF) 100 MG-2 ML SOLUTION FOR INJECTION,$69.87 
UPMC PINNACLE MEMORIAL,SOLU-MEDROL (PF) 1000 MG-8 ML INTRAVENOUS SOLUTION,$29.48 
UPMC PINNACLE MEMORIAL,SOLU-MEDROL (PF) 40 MG-ML SOLUTION FOR INJECTION,$26.55 
UPMC PINNACLE MEMORIAL,SOLU-MEDROL (PF) 125 MG-2 ML SOLUTION FOR INJECTION,$32.49 
UPMC PINNACLE MEMORIAL,MEDROL 16 MG TABLET,$2.55 
UPMC PINNACLE MEMORIAL,BACITRACIN 50000 UNIT INTRAMUSCULAR SOLUTION,$37.20 
UPMC PINNACLE MEMORIAL,DEPO-MEDROL 20 MG-ML SUSPENSION FOR INJECTION,$18.05 
UPMC PINNACLE MEMORIAL,HEMABATE 250 MCG-ML INTRAMUSCULAR SOLUTION,"$1,949.30 "
UPMC PINNACLE MEMORIAL,CLEOCIN 150 MG-ML INJECTION SOLUTION,$17.42 
UPMC PINNACLE MEMORIAL,DEPO-MEDROL 40 MG-ML SUSPENSION FOR INJECTION,$31.72 
UPMC PINNACLE MEMORIAL,DEPO-MEDROL 80 MG-ML SUSPENSION FOR INJECTION,$70.93 
UPMC PINNACLE MEMORIAL,ZYVOX 600 MG-300 ML INTRAVENOUS PIGGYBACK,$57.57 
UPMC PINNACLE MEMORIAL,DELZICOL 400 MG CAPSULE (DR TABLETS INSIDE),$19.48 
UPMC PINNACLE MEMORIAL,ALPHAGAN P 0.1 % EYE DROPS,$803.10 
UPMC PINNACLE MEMORIAL,NEO-SYNEPHRINE (PHENYLEPHRINE) 0.25 % NASAL SPRAY,$17.45 
UPMC PINNACLE MEMORIAL,MULTAQ 400 MG TABLET,$56.65 
UPMC PINNACLE MEMORIAL,CREON 12000-38000-60000 UNIT CAPSULEDELAYED RELEASE,$16.13 
UPMC PINNACLE MEMORIAL,PREMARIN 25 MG SOLUTION FOR INJECTION,"$1,647.40 "
UPMC PINNACLE MEMORIAL,PREMARIN 0.625 MG-GRAM VAGINAL CREAM,"$1,956.75 "
UPMC PINNACLE MEMORIAL,UNASYN 1.5 GRAM SOLUTION FOR INJECTION,$30.95 
UPMC PINNACLE MEMORIAL,PFIZERPEN-G 5 MILLION UNIT SOLUTION FOR INJECTION,$6.50 
UPMC PINNACLE MEMORIAL,PFIZERPEN-G 20 MILLION UNIT SOLUTION FOR INJECTION,$7.81 
