"Category","Department","Charge","Cost"
"LABORATORY","CHEMISTRY","SODIUM, BODY FLUID",$4.12
"LABORATORY","CHEMISTRY","SPEC GRAVITY",$8.24
"LABORATORY","CHEMISTRY","SWEAT CHLORIDE",$61.80
"LABORATORY","CHEMISTRY","SYPHILIS",$35.02
"LABORATORY","CHEMISTRY","SYPHILIS TEST, QUANT",$20.60
"LABORATORY","CHEMISTRY","T3U",$30.90
"LABORATORY","CHEMISTRY","T4 THYROXINE, TOTAL",$30.90
"LABORATORY","CHEMISTRY","TESTOSTERONE",$30.90
"LABORATORY","CHEMISTRY","THEOPHYLLINE",$30.90
"LABORATORY","CHEMISTRY","THYROGLOBULIN",$51.50
"LABORATORY","CHEMISTRY","THYROGLOBULIN ANTIBODY",$51.50
"LABORATORY","CHEMISTRY","THYROXINE FREE",$30.90
"LABORATORY","CHEMISTRY","TIBC",$24.72
"LABORATORY","CHEMISTRY","TOBRAMYCIN",$30.90
"LABORATORY","CHEMISTRY","TOTAL PROTEIN",$4.12
"LABORATORY","CHEMISTRY","TOTAL T3",$30.90
"LABORATORY","CHEMISTRY","TRANSFERRIN",$30.90
"LABORATORY","CHEMISTRY","TRIGLYCERIDE",$4.12
"LABORATORY","CHEMISTRY","TROPONIN",$51.50
"LABORATORY","CHEMISTRY","TSH (THY STIM HORMONE)",$30.90
"LABORATORY","CHEMISTRY","U GLU, QUANT",$8.24
"LABORATORY","CHEMISTRY","UREA CLEARANCE",$24.72
"LABORATORY","CHEMISTRY","URIC ACID",$4.12
"LABORATORY","CHEMISTRY","URIC ACID URINE",$20.60
"LABORATORY","CHEMISTRY","URINE AMPHETAMINE",$16.48
"LABORATORY","CHEMISTRY","URINE BARBITUITES",$16.48
"LABORATORY","CHEMISTRY","URINE BENZODIAZIPINES",$16.48
"LABORATORY","CHEMISTRY","URINE COCAINE",$16.48
"LABORATORY","CHEMISTRY","URINE GROUP (QUAL W/O SCOPE)",$8.24
"LABORATORY","CHEMISTRY","URINE METHADONE",$16.48
"LABORATORY","CHEMISTRY","URINE MICROSCOPIC",$10.30
"LABORATORY","CHEMISTRY","URINE OPIATES",$16.48
"LABORATORY","CHEMISTRY","URINE PCP",$16.48
"LABORATORY","CHEMISTRY","URINE ROUTINE",$19.19
"LABORATORY","CHEMISTRY","URINE THC",$16.48
"LABORATORY","CHEMISTRY","URINE UREA NITROGEN",$17.00
"LABORATORY","CHEMISTRY","URINE, TIMED, VOL MEASUREMENT",$4.12
"LABORATORY","CHEMISTRY","VALPROIC ACID",$30.90
"LABORATORY","CHEMISTRY","VANCOMYCIN",$30.90
"LABORATORY","CHEMISTRY","VITAMIN B-12",$30.90
"LABORATORY","CHEMISTRY","VITAMIN D 25 HYDROXY",$30.90
"LABORATORY","HEMATOLOGY","ACID HEMOLYSIS",$16.48
"LABORATORY","HEMATOLOGY","ANTI XA, HEPARIN",$47.38
"LABORATORY","HEMATOLOGY","APTT MIXING STUDY",$49.44
"LABORATORY","HEMATOLOGY","AUTOMATED ESR",$10.30
"LABORATORY","HEMATOLOGY","BLEEDING TIME TEST",$30.90
"LABORATORY","HEMATOLOGY","CBC",$20.60
"LABORATORY","HEMATOLOGY","CLOT RETRACTION",$12.36
"LABORATORY","HEMATOLOGY","CSF COUNT W/DIFF",$51.50
"LABORATORY","HEMATOLOGY","D-DIMER",$30.90
"LABORATORY","HEMATOLOGY","D-DIMER, QUANT",$30.90
"LABORATORY","HEMATOLOGY","EOSIN TOTAL COUNT",$8.24
"LABORATORY","HEMATOLOGY","FDP",$30.90
"LABORATORY","HEMATOLOGY","FETALDEX",$47.38
"LABORATORY","HEMATOLOGY","FIBRINOGEN",$18.54
"LABORATORY","HEMATOLOGY","FLD COUNT & DIFF",$51.50
"LABORATORY","HEMATOLOGY","FLUID CELL COUNT NO DIFF",$41.20
"LABORATORY","HEMATOLOGY","FRAGILITY OSMOTIC",$43.26
"LABORATORY","HEMATOLOGY","HCT",$8.24
"LABORATORY","HEMATOLOGY","HEMOGRAM 3",$16.48
"LABORATORY","HEMATOLOGY","HGB",$8.24
"LABORATORY","HEMATOLOGY","HOMOCYSTEINE",$61.80
"LABORATORY","HEMATOLOGY","LEUCOCYTE ALK PHOS",$41.20
"LABORATORY","HEMATOLOGY","M PLAT (MANUAL PLAT)",$20.60
"LABORATORY","HEMATOLOGY","MAN DIFF (CHG-DIFF)",$20.60
"LABORATORY","HEMATOLOGY","MAN DIFF ONLY",$20.60
"LABORATORY","HEMATOLOGY","MWBC (MANUAL WBC)",$20.60
"LABORATORY","HEMATOLOGY","PLATELET AGGREGATION, ADP",$123.60
"LABORATORY","HEMATOLOGY","PLATELET AGGREGATION, EPI",$123.60
"LABORATORY","HEMATOLOGY","PLATELET COUNT",$8.24
"LABORATORY","HEMATOLOGY","PROREIN C ACTIVATED",$123.60
"LABORATORY","HEMATOLOGY","PROTEIN S FREE",$103.00
"LABORATORY","HEMATOLOGY","PROTHROMBIN TIME",$16.48
"LABORATORY","HEMATOLOGY","PT ANTI-COAG PHARMACY",$16.48
"LABORATORY","HEMATOLOGY","RBC",$8.24
"LABORATORY","HEMATOLOGY","RETICULOCYTE",$20.60
"LABORATORY","HEMATOLOGY","SEDIMENTATION RATE (ESR)",$12.36
"LABORATORY","HEMATOLOGY","SEZARY CELLS",$10.30
"LABORATORY","HEMATOLOGY","THROMBOPLASTIN TIME (APTT)",$16.48
"LABORATORY","HEMATOLOGY","WBC",$8.24
"LABORATORY","LAB - POINT OF CARE","BLOOD GAS ARTERIAL",$63.86
"LABORATORY","LAB - POINT OF CARE","BLOOD GAS COMBO WITHOUT O2",$63.86
"LABORATORY","LAB - POINT OF CARE","FOCBPOC (FECAL LACTOF - FLPOC)",$51.50
"LABORATORY","LAB - POINT OF CARE","POC BMP",$22.66
"LABORATORY","LAB - POINT OF CARE","POC BUN",$4.12
"LABORATORY","LAB - POINT OF CARE","POC CL",$4.12
"LABORATORY","LAB - POINT OF CARE","POC CMP",$30.90
"LABORATORY","LAB - POINT OF CARE","POC CO2",$4.12
"LABORATORY","LAB - POINT OF CARE","POC CREAT",$4.12
"LABORATORY","LAB - POINT OF CARE","POC GASOCB",$8.24
"LABORATORY","LAB - POINT OF CARE","POC GLU",$8.24
"LABORATORY","LAB - POINT OF CARE","POC HCG",$20.60
"LABORATORY","LAB - POINT OF CARE","POC K",$8.24
"LABORATORY","LAB - POINT OF CARE","POC NA",$4.12
"LABORATORY","LAB - POINT OF CARE","POC PT",$16.48
"LABORATORY","LAB - POINT OF CARE","POC TROP",$51.50
"LABORATORY","LAB - POINT OF CARE","POC UA",$8.24
"LABORATORY","LAB-REFERENCE"," MULT MYEL 5 DNA PROBE",$103.00
"LABORATORY","LAB-REFERENCE","1 ADDITIONAL MARKER;",$103.00
"LABORATORY","LAB-REFERENCE","13q34 CYTOGENETICS",$473.81
"LABORATORY","LAB-REFERENCE","13q34 DNA PROBE",$103.00
"LABORATORY","LAB-REFERENCE","17 HYDROXY PROGESTERONE",$72.10
"LABORATORY","LAB-REFERENCE","17 KETOSTEROIDS",$123.60
"LABORATORY","LAB-REFERENCE","17-OH PREGNENELONE SERUM",$51.50
"LABORATORY","LAB-REFERENCE","18 HYDROCORTICOSTERONE",$51.50
"LABORATORY","LAB-REFERENCE","5 NUCLEOTIDASE",$30.90
"LABORATORY","LAB-REFERENCE","5HIAA",$61.80
"LABORATORY","LAB-REFERENCE","6 BETA-HYDROXYCORTISOL",$82.40
"LABORATORY","LAB-REFERENCE","7 DEHYDROCHOLES PLASMA",$61.80
"LABORATORY","LAB-REFERENCE","AAC, IHC W/INTER",$123.60
"LABORATORY","LAB-REFERENCE","ABACAVIR;(CHILDRENS HOSP",$82.40
"LABORATORY","LAB-REFERENCE","ACACIA (t19) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","ACARUS SIRO (d70) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","ACE",$41.20
"LABORATORY","LAB-REFERENCE","ACETAZOLAMIDE (DIAMOX)",$61.80
"LABORATORY","LAB-REFERENCE","ACETOACETATE, BLOOD;",$26.78
"LABORATORY","LAB-REFERENCE","ACETOACETATE, SERUM/PLAS;",$26.78
"LABORATORY","LAB-REFERENCE","ACETOACETATE, URINE;",$26.78
"LABORATORY","LAB-REFERENCE","ACETYLCHOLINE BINDING RECPTR",$51.50
"LABORATORY","LAB-REFERENCE","ACETYLCHOLINE BLOCKING",$51.50
"LABORATORY","LAB-REFERENCE","ACETYLCHOLINE MODULAT",$51.50
"LABORATORY","LAB-REFERENCE","ACETYLCHOLINES QUAL;",$51.50
"LABORATORY","LAB-REFERENCE","ACH RECEPT(MUSCLE)MODAB",$51.50
"LABORATORY","LAB-REFERENCE","AChR RECEPTOR (MUSCLE)",$154.50
"LABORATORY","LAB-REFERENCE","ACT PTT VON WILL",$16.48
"LABORATORY","LAB-REFERENCE","ACTH",$61.80
"LABORATORY","LAB-REFERENCE","ACTH STIMULATION,2 SPEC.;",$61.80
"LABORATORY","LAB-REFERENCE","ACTH STIMULATION,3 SPEC.;",$61.80
"LABORATORY","LAB-REFERENCE","ACTH, 30 MINUTES;",$61.80
"LABORATORY","LAB-REFERENCE","ACTH, 60 MINUTES;",$61.80
"LABORATORY","LAB-REFERENCE","ACTH, 90 MINUTES;",$61.80
"LABORATORY","LAB-REFERENCE","ACTIVATED PROT C RESISTANCE",$123.60
"LABORATORY","LAB-REFERENCE","ACUTE/CHRO HAV,HBV;HCV P",$185.40
"LABORATORY","LAB-REFERENCE","ACYCLOVIR;(NMS 0158SP,U)",$61.80
"LABORATORY","LAB-REFERENCE","ACYLCARNITINE PLASMA;SJC",$267.80
"LABORATORY","LAB-REFERENCE","ACYLCARNITINE, PLASMA",$267.80
"LABORATORY","LAB-REFERENCE","ACYLGLYCINES,QUAN URINE",$247.20
"LABORATORY","LAB-REFERENCE","ADDITIONAL IHC STAIN",$123.60
"LABORATORY","LAB-REFERENCE","ADENO VIRUS CULTURE",$61.80
"LABORATORY","LAB-REFERENCE","ADENOSINE DEAMIN PLEU;FL",$51.50
"LABORATORY","LAB-REFERENCE","ADENOSINE DEAMINASE, BLD;",$51.50
"LABORATORY","LAB-REFERENCE","ADENOSINE DEAMINASE, CSF;",$51.50
"LABORATORY","LAB-REFERENCE","ADENOSINE DEAMINPERI;FL",$51.50
"LABORATORY","LAB-REFERENCE","ADENOVIRUS ANTIBODY GR",$67.98
"LABORATORY","LAB-REFERENCE","ADENOVIRUS DNA, QUAL PCR",$247.20
"LABORATORY","LAB-REFERENCE","ADENOVIRUS DNA, QUAN PCR",$51.50
"LABORATORY","LAB-REFERENCE","ADRENAL AB SCREEN RFLX;",$30.90
"LABORATORY","LAB-REFERENCE","ADRENAL INSUFFICIENCY PR",$30.90
"LABORATORY","LAB-REFERENCE","ADRENOHORM.;IHC W/INTERP",$123.60
"LABORATORY","LAB-REFERENCE","ADTL MULTIPLEX STAIN, COMP-AST",$442.91
"LABORATORY","LAB-REFERENCE","ADTL MULTIPLEX STAIN, MANUAL",$412.01
"LABORATORY","LAB-REFERENCE","ADTL SINGLE PROBE STAIN,MANUAL",$309.00
"LABORATORY","LAB-REFERENCE","ADTL SNGL PROBE STAIN COMP-AST",$339.91
"LABORATORY","LAB-REFERENCE","ALA",$53.56
"LABORATORY","LAB-REFERENCE","ALBUMIN, SERUM",$4.12
"LABORATORY","LAB-REFERENCE","ALBUTEROL;(",$30.90
"LABORATORY","LAB-REFERENCE","ALDER (t2) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","ALDOLASE",$30.90
"LABORATORY","LAB-REFERENCE","ALDOSTERONE SERUM",$51.50
"LABORATORY","LAB-REFERENCE","ALDOSTERONE URINE",$51.50
"LABORATORY","LAB-REFERENCE","ALK PHOS ISOENZYME",$51.50
"LABORATORY","LAB-REFERENCE","ALLERG SPEC Ige QUAL,MULTI SCR",$51.50
"LABORATORY","LAB-REFERENCE","ALLERGEN SPEC IgE QUANT, EACH",$30.90
"LABORATORY","LAB-REFERENCE","ALMOND",$30.90
"LABORATORY","LAB-REFERENCE","ALMOND ALLERGEN IgE",$30.90
"LABORATORY","LAB-REFERENCE","ALPHA 1 ANTITRYPSIN",$30.90
"LABORATORY","LAB-REFERENCE","ALPHA 1 FETOPROTEIN",$30.90
"LABORATORY","LAB-REFERENCE","ALPHA 1-ANTITRYP W INTERP",$123.60
"LABORATORY","LAB-REFERENCE","ALPHA 2 ANTIPLASMIN ASSAY+C3",$103.00
"LABORATORY","LAB-REFERENCE","ALPHA GALACTOSIDASE, LEU)",$82.40
"LABORATORY","LAB-REFERENCE","ALPHA MELANOCYTE STIMUL",$51.50
"LABORATORY","LAB-REFERENCE","ALPHA SUBUNIT;(SOC 8658X)",$51.50
"LABORATORY","LAB-REFERENCE","ALPHA-1 ANTITRYPSIN PHENO",$82.40
"LABORATORY","LAB-REFERENCE","ALPHA-FETOIHC;WITH INTERP",$123.60
"LABORATORY","LAB-REFERENCE","ALPHA-GALACTOSIDASE, SER",$51.50
"LABORATORY","LAB-REFERENCE","ALTERNARIA ALTERNATA IGE",$30.90
"LABORATORY","LAB-REFERENCE","ALUMINIUM, RANDOM URINE;",$82.40
"LABORATORY","LAB-REFERENCE","ALUMINUM",$82.40
"LABORATORY","LAB-REFERENCE","AMARANTH IGE;(CML C725)",$30.90
"LABORATORY","LAB-REFERENCE","AMBIEN (ZOLPIDEM);)",$30.90
"LABORATORY","LAB-REFERENCE","AMER CHEESE,IGE;(IBT 31310)",$30.90
"LABORATORY","LAB-REFERENCE","AMIKACIN",$30.90
"LABORATORY","LAB-REFERENCE","AMINO ACID ANAL UR;LC/MS",$309.00
"LABORATORY","LAB-REFERENCE","AMINO ACID ANAL,CSF;LC/MS",$309.00
"LABORATORY","LAB-REFERENCE","AMINO ACID ANAL,PLAS;LC/MS",$309.00
"LABORATORY","LAB-REFERENCE","AMINO ACID QUANT.",$309.00
"LABORATORY","LAB-REFERENCE","AMIODARONE",$61.80
"LABORATORY","LAB-REFERENCE","AMITRIPTYLINE",$61.80
"LABORATORY","LAB-REFERENCE","AMOXAPINE  METAB URINE",$61.80
"LABORATORY","LAB-REFERENCE","AMOXAPINE METAB BLOOD",$61.80
"LABORATORY","LAB-REFERENCE","AMPHIPHYSIN WB,SERUM;",$154.50
"LABORATORY","LAB-REFERENCE","AMPHOTERICIN B-ANTIFUNGAL",$20.60
"LABORATORY","LAB-REFERENCE","AMPRENAVIR;",$82.40
"LABORATORY","LAB-REFERENCE","AMYLASE ISOENZYMES",$12.36
"LABORATORY","LAB-REFERENCE","AMYLASE, PERITONEAL FLUID",$12.36
"LABORATORY","LAB-REFERENCE","AMYLASE, PLEURAL FLUID",$12.36
"LABORATORY","LAB-REFERENCE","ANA (ANTINUCLEAR ANTIBODY)",$30.90
"LABORATORY","LAB-REFERENCE","ANA CHOICE REFLEX",$30.90
"LABORATORY","LAB-REFERENCE","ANA W/ ENDPOINT TITER",$57.68
"LABORATORY","LAB-REFERENCE","ANA, BODY FLUID",$30.90
"LABORATORY","LAB-REFERENCE","ANAPLASTIC LYMPH INTERP",$123.60
"LABORATORY","LAB-REFERENCE","ANCA SCREEN",$82.40
"LABORATORY","LAB-REFERENCE","ANDROSTENEDIONE",$51.50
"LABORATORY","LAB-REFERENCE","ANNEXIN V AB IGG",$51.50
"LABORATORY","LAB-REFERENCE","ANNEXIN V AB IGM;",$51.50
"LABORATORY","LAB-REFERENCE","ANTI CENTOMERE B AB",$30.90
"LABORATORY","LAB-REFERENCE","ANTI HU AB",$30.90
"LABORATORY","LAB-REFERENCE","ANTI PHOSPHATE AB #1",$41.20
"LABORATORY","LAB-REFERENCE","ANTI PHOSPHATE AB #2",$41.20
"LABORATORY","LAB-REFERENCE","ANTI PHOSPHATE AB #3",$41.20
"LABORATORY","LAB-REFERENCE","ANTIBODY IDENT PLATELET ANTI",$103.00
"LABORATORY","LAB-REFERENCE","ANTIBODY IDENT PLATELET ANTIB",$103.00
"LABORATORY","LAB-REFERENCE","ANTI-CARDIOLIPIN",$41.20
"LABORATORY","LAB-REFERENCE","ANTICARDIOLIPIN IGA",$41.20
"LABORATORY","LAB-REFERENCE","ANTIDIURETIC HORMONE",$51.50
"LABORATORY","LAB-REFERENCE","ANTI-DNA",$63.86
"LABORATORY","LAB-REFERENCE","ANTI-HU TITRE",$57.68
"LABORATORY","LAB-REFERENCE","ANTI-HU TITRE & WB",$30.90
"LABORATORY","LAB-REFERENCE","ANTI-HU WESTERN BLOT",$123.60
"LABORATORY","LAB-REFERENCE","ANTI-MYELOPEROXIDASE",$51.50
"LABORATORY","LAB-REFERENCE","ANTI-PR-3",$51.50
"LABORATORY","LAB-REFERENCE","ANTI-PR-3 (ANCA)",$51.50
"LABORATORY","LAB-REFERENCE","ANTI-STREPTOCOCC DNASE;B",$43.26
"LABORATORY","LAB-REFERENCE","ANTITHROMBIN III",$39.14
"LABORATORY","LAB-REFERENCE","ANTITHY MICROSOMAL AB",$45.32
"LABORATORY","LAB-REFERENCE","APLHA-LACTALBUMIN (f176);IgE",$30.90
"LABORATORY","LAB-REFERENCE","APOLIPOPROTEIN A",$30.90
"LABORATORY","LAB-REFERENCE","APOLIPOPROTEIN B",$30.90
"LABORATORY","LAB-REFERENCE","APPLE IGE",$30.90
"LABORATORY","LAB-REFERENCE","APRICOT (f237) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","APTT LUP ANTI PROLONGED",$16.48
"LABORATORY","LAB-REFERENCE","ARSENIC",$82.40
"LABORATORY","LAB-REFERENCE","ARSENIC URINE",$82.40
"LABORATORY","LAB-REFERENCE","ARSENIC, URINE",$61.80
"LABORATORY","LAB-REFERENCE","ARYLSULFLATASE;",$30.90
"LABORATORY","LAB-REFERENCE","ASCARIS (p1) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","ASCORBIC ACID",$51.50
"LABORATORY","LAB-REFERENCE","ASPERGILLUS FLAVUS AB",$67.98
"LABORATORY","LAB-REFERENCE","ASPERGILLUS FUMIGATIS AB",$67.98
"LABORATORY","LAB-REFERENCE","ASPERGILLUS FUMIGATUS IGE",$30.90
"LABORATORY","LAB-REFERENCE","ASPERGILLUS NIGER AB",$67.98
"LABORATORY","LAB-REFERENCE","AUREOBASIDPULLULANS;(m12",$30.90
"LABORATORY","LAB-REFERENCE","AUSTRALIAN PINE (t73);IgE",$30.90
"LABORATORY","LAB-REFERENCE","AVIAN INFLU H5 GENE, PCR",$247.20
"LABORATORY","LAB-REFERENCE","AVOCADO (f96) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","AZTREONAM LEVEL,",$30.90
"LABORATORY","LAB-REFERENCE","B HENSALAE",$67.98
"LABORATORY","LAB-REFERENCE","B HENSALAE IgM",$67.98
"LABORATORY","LAB-REFERENCE","B QUINTANA, IgG",$67.98
"LABORATORY","LAB-REFERENCE","B QUINTANA, IgM",$67.98
"LABORATORY","LAB-REFERENCE","B72.3,IHC W/INTERPRETATIO",$123.60
"LABORATORY","LAB-REFERENCE","BABESIA MICROTI IGG",$67.98
"LABORATORY","LAB-REFERENCE","BABESIA MICROTI IGM",$67.98
"LABORATORY","LAB-REFERENCE","BACLOFEN (LIORESAL);",$82.40
"LABORATORY","LAB-REFERENCE","BACTRIM",$30.90
"LABORATORY","LAB-REFERENCE","BAHIA GRASS (g17) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BANANA IGE",$30.90
"LABORATORY","LAB-REFERENCE","BARBITUATES CONFIRMATION",$51.50
"LABORATORY","LAB-REFERENCE","BARIUM, BLOOD;(NMS 0519B)",$61.80
"LABORATORY","LAB-REFERENCE","BARIUM, URINE;(NMS 0519U)",$61.80
"LABORATORY","LAB-REFERENCE","BARLEY ALLERGEN IGE",$30.90
"LABORATORY","LAB-REFERENCE","BARRELIA BURG(LYME) CONFIRM WB",$123.60
"LABORATORY","LAB-REFERENCE","BASIL (Rf269) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BASS BLACK IGE;(IBT--433)",$30.90
"LABORATORY","LAB-REFERENCE","BAY LEAF IGE;(IBT 34010)",$30.90
"LABORATORY","LAB-REFERENCE","BAYBERRY(WAX MYRTLE) IGE",$30.90
"LABORATORY","LAB-REFERENCE","BCL-2",$123.60
"LABORATORY","LAB-REFERENCE","BCL-2, IHC W/INTERPRETATI",$123.60
"LABORATORY","LAB-REFERENCE","BCL-6, IHC W/INTERP",$123.60
"LABORATORY","LAB-REFERENCE","BEEF ALLERGEN IGE",$30.90
"LABORATORY","LAB-REFERENCE","BENZOCAINE;(",$30.90
"LABORATORY","LAB-REFERENCE","BENZODIAZEPINE CONFIRMATION",$61.80
"LABORATORY","LAB-REFERENCE","BENZOIC ACID IGE;(CML C703)",$30.90
"LABORATORY","LAB-REFERENCE","BENZTROPINE;(",$49.44
"LABORATORY","LAB-REFERENCE","BEREP4, IHC W/ INTERP",$123.60
"LABORATORY","LAB-REFERENCE","BERMUDA GRASS IGE",$30.90
"LABORATORY","LAB-REFERENCE","BERYLLIUM;(NMS-0638)",$61.80
"LABORATORY","LAB-REFERENCE","BETA 2 GLYCO IGA",$41.20
"LABORATORY","LAB-REFERENCE","BETA 2 GLYCO IGG",$41.20
"LABORATORY","LAB-REFERENCE","BETA 2 GLYCO IGM",$41.20
"LABORATORY","LAB-REFERENCE","BETA 2 TRANSFERRIN",$90.64
"LABORATORY","LAB-REFERENCE","BETA CHOR GONAD W/INTERP",$123.60
"LABORATORY","LAB-REFERENCE","BETA LACTAMASE",$10.30
"LABORATORY","LAB-REFERENCE","BETA-2 MICROGLOBULIN",$30.90
"LABORATORY","LAB-REFERENCE","BETA-HYDROXYBUTYRATE;",$26.78
"LABORATORY","LAB-REFERENCE","BETA-LACTOGLOBULIN (f77);IgE",$30.90
"LABORATORY","LAB-REFERENCE","BILE ACIDS, FRACTIONATED;",$82.40
"LABORATORY","LAB-REFERENCE","BILE ACIDS;",$51.50
"LABORATORY","LAB-REFERENCE","BIRCH ALLERGEN IGE",$30.90
"LABORATORY","LAB-REFERENCE","BIRCH IGE",$30.90
"LABORATORY","LAB-REFERENCE","BK VIRUS",$329.61
"LABORATORY","LAB-REFERENCE","BLACK OLIVE;",$30.90
"LABORATORY","LAB-REFERENCE","BLAST DERMATITIDIS;,DNA PR",$51.50
"LABORATORY","LAB-REFERENCE","BLASTO DERMATITIDIS ANTIBODY",$67.98
"LABORATORY","LAB-REFERENCE","BLASTOM,COMPLIMENT;FIXAT",$67.98
"LABORATORY","LAB-REFERENCE","BLASTOMYAB PANCF ID, (SER",$67.98
"LABORATORY","LAB-REFERENCE","BLASTOMYCES AB,IMMUNODI",$67.98
"LABORATORY","LAB-REFERENCE","BLD BORDETELLA PERT #1",$67.98
"LABORATORY","LAB-REFERENCE","BLD BORDETELLA PERT #2",$67.98
"LABORATORY","LAB-REFERENCE","BLD BORDETELLA PERT #3",$67.98
"LABORATORY","LAB-REFERENCE","BLD BORDETELLA PERT #4",$67.98
"LABORATORY","LAB-REFERENCE","BLOMIA TROPICALIS (d201);IgE",$30.90
"LABORATORY","LAB-REFERENCE","BLOOD WORM (i73) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BLUE MUSSEL IGE",$30.90
"LABORATORY","LAB-REFERENCE","BLUEBERRY IGE",$30.90
"LABORATORY","LAB-REFERENCE","BOB1, IHC W/INTERP;",$123.60
"LABORATORY","LAB-REFERENCE","BONE SPEC ALK PHOSE",$4.12
"LABORATORY","LAB-REFERENCE","BORATE BLOOD;",$51.50
"LABORATORY","LAB-REFERENCE","BORATE, URINE;",$51.50
"LABORATORY","LAB-REFERENCE","BOTRYTIS CINEREA (m7) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BOTULINUM TOXIN TYPE A AB",$154.50
"LABORATORY","LAB-REFERENCE","BRAN WHEAT IGE;IBT - 48110",$30.90
"LABORATORY","LAB-REFERENCE","BRAZIL NUT",$30.90
"LABORATORY","LAB-REFERENCE","BRAZIL NUT (f18) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BREAST CAN AG 225W/INTERP",$123.60
"LABORATORY","LAB-REFERENCE","BREWERS YEAST IGE",$30.90
"LABORATORY","LAB-REFERENCE","BROCCOLI (f260) IGE;",$30.90
"LABORATORY","LAB-REFERENCE","BROME GRASS (g8) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BROMIDES, QUAN.",$61.80
"LABORATORY","LAB-REFERENCE","BRUCELLA AB IGG",$67.98
"LABORATORY","LAB-REFERENCE","BRUCELLA AB IGM",$67.98
"LABORATORY","LAB-REFERENCE","BRUCELLA ANTIBODY",$67.98
"LABORATORY","LAB-REFERENCE","BRUSSEL SPROUTS (Rf217);IgE",$30.90
"LABORATORY","LAB-REFERENCE","BUCKWHEAT (f11) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","BUPIVACAINE, URINE;",$49.44
"LABORATORY","LAB-REFERENCE","BUPRENORPHINE",$16.48
"LABORATORY","LAB-REFERENCE","Buprenorphine Confirmation",$82.40
"LABORATORY","LAB-REFERENCE","BUPROPION  METAB SER/PL",$82.40
"LABORATORY","LAB-REFERENCE","BUPROPION AND METAB UR",$82.40
"LABORATORY","LAB-REFERENCE","BUSPIRONE, SERUM/PLASMA;",$49.44
"LABORATORY","LAB-REFERENCE","BUSPIRONE, URINE;",$49.44
"LABORATORY","LAB-REFERENCE","C PEPTIDE",$24.44
"LABORATORY","LAB-REFERENCE","C+72 DQ PROBES",$473.81
"LABORATORY","LAB-REFERENCE","C1 ESTERAS INHIBITOR ;FUNC",$51.50
"LABORATORY","LAB-REFERENCE","C1 ESTERASE INHIBITOR",$51.50
"LABORATORY","LAB-REFERENCE","C1 INHIBITOR, FUNCTIONAL;",$51.50
"LABORATORY","LAB-REFERENCE","C1 INHIBITOR, PROTEIN;",$51.50
"LABORATORY","LAB-REFERENCE","C1Q BINDING ASSAY",$51.50
"LABORATORY","LAB-REFERENCE","C1r EVALUATION;(NAT JEW",$51.50
"LABORATORY","LAB-REFERENCE","C1s LEVEL;(NAT JEW TC-C1SL)",$51.50
"LABORATORY","LAB-REFERENCE","C2 COMPLEMENT COMPONE",$51.50
"LABORATORY","LAB-REFERENCE","C2 FUNCTION;(NATLJEWIS C2",$51.50
"LABORATORY","LAB-REFERENCE","C3 COMPLEMENT FUNCTION;",$51.50
"LABORATORY","LAB-REFERENCE","C3 NEPHRITIC FACTOR;(NJC T",$103.00
"LABORATORY","LAB-REFERENCE","C3D CIRCULATING IMMUNE;CX",$74.16
"LABORATORY","LAB-REFERENCE","C4 BINDING PROTEIN, SERUM;",$16.48
"LABORATORY","LAB-REFERENCE","C4 BINDING PROTEIN,PLASMA;",$16.48
"LABORATORY","LAB-REFERENCE","C4 FUNCTION;(NATLJEWIS C4F",$51.50
"LABORATORY","LAB-REFERENCE","C4A LEVEL;(NATJEW 7200421)",$51.50
"LABORATORY","LAB-REFERENCE","C5 FUNCTION(NATLJEWIS C5F)",$51.50
"LABORATORY","LAB-REFERENCE","C7 FUNCTION(NATLJEWIS C7F)",$51.50
"LABORATORY","LAB-REFERENCE","C8 COMPLEMENT COMPONE",$51.50
"LABORATORY","LAB-REFERENCE","C8 FUNCTION;(NATL JEWISH",$51.50
"LABORATORY","LAB-REFERENCE","CA 125, CSF;",$67.98
"LABORATORY","LAB-REFERENCE","CA 125, PLEURAL FLUID;",$67.98
"LABORATORY","LAB-REFERENCE","CA 15-3",$67.98
"LABORATORY","LAB-REFERENCE","CA125,IHC W/INTERP;",$123.60
"LABORATORY","LAB-REFERENCE","CABBAGE (f216) IgE;",$30.90
"LABORATORY","LAB-REFERENCE","CADMIUM, 24 HOUR URINE;",$82.40
"LABORATORY","LAB-REFERENCE","CADMIUM, BLOOD;",$82.40
