System Generated Service Id,Description,Price,,
33642,REM TUNNELED CVAD W PORT/PUMP,465.53,,
30803,SA MECH REMOVAL OBSTR CVAD,465.54,,
30161,"INTRODUCTION OF NEEDLE AND/OR CATHETER, ARTERIOVENOUS SHUNT CREATED FOR",465.80,,
30741,INCISE THROMBOSED HEMORRHOID EXT,465.92,,
31606,BIOPSY THIGH/KNEE;SUPERF SOFT TISSUE,467.23,,
32663,STENT PLMT CTR DIALYSIS SEG,469.10,,
33669,RAD PRO AMNIOCENTESIS,47.27,,
30417,INC & REM FB SQ; COMPL,470.09,,
30033,"HYSTEROSCOPY,DIAGNOSTIC (SEPARATE PROCEDURE)",470.23,,
30346,"REPLACEMENT, COMPLETE, OF A TUNNELED CENTRALLY INSERTED CENTRAL VENOUS",470.49,,
30093,"INJECTION(S), DIAGNOSTIC OR THERAPEUTIC AGENT, PARAVERTEBRAL FACET",472.93,,
32662,PRO-BALLOON DILATE URTRL STRIX,473.43,,
32378,GASTRECTOMY P DIST; W ROUX-EN Y RECON,4733.06,,
34520,DESTROY LESION(S) VULVA; EXTENSIVE,474.31,,
30227,OFFICE CONSULTATION LEVEL 5 NEW OR EST PATIENT,477.30,,
31992,COLECTOMY P; ABD AND TRANSANAL,4792.48,,
30868,CHOLANGIOGRAM INTRAOP,48.40,,
30369,SCREENING PAP SMEAR   OBTAINING,48.94,,
30451,TREATMENT OF SUPERFICIAL WOUND DEHISCENCE; SIMPLE CLOSURE,480.38,,
30232,OFFICE VISIT LEVEL 5 EST PATIENT,481.16,,
34286,RAD PRO IMAGE CATH FLUID COLXN VISC,482.36,,
34217,RAD PRO IMAGE CATH FLUID PERI/RETRO,482.36,,
33303,EXC TR-EXT MAL+MARG 2.1-3 CM,484.04,,
30202,"MECH REMOVE INTRALUMINAL OBSTRUCT FR CENT VENOUS DEVICE, SUPV + INTERP",49.53,,
31720,BL DRAW < 3 YRS FEM/JUGULAR,49.58,,
30016,FLUOROSCOPIC GUIDANCE FOR CENTRAL VENOUS ACCESS DE,49.67,,
30151,"INTRAVENOUS INFUSION, FOR THERAPY, PROPHYLAXIS, OR DIAGNOSIS (SPECIFY",49.73,,
30333,REPAIR ARTERIAL BLOCKAGE,490.52,,
30338,REPAIR VENOUS BLOCKAGE,491.32,,
30311,"RADIATION TREATMENT MANAGEMENT,FIVE TREATMENTS",492.29,,
30137,"INTIAL INPATIENT CONSULTATION, NEW OR EST PATIENT 110 MINUTES",500.50,,
30135,INITIAL HOSPITAL CARE(NEW OR EST PATIENT)PER DAY FOR E&M 70 MINUTES,503.89,,
34313,INDUCED ABORTION BY D&C,504.25,,
31560,CHANGE GASTROSTOMY TUBE,504.36,,
30352,"REVASCULARIZATION, ENDOVASCULAR, OPEN OR PERCUTANEOUS, TIBIAL/PERONEAL",505.06,,
30142,INTMD WND REPAIR N-HF/GENIT 2.6CM TO 7.5 CM,507.00,,
34118,RAD PRO X-RAY EXAM ENTIRE SPI 6/> VW,51.37,,
31113,US POST VOID RESIDUAL URINE NON IMAGING,51.96,,
31717,EGD REMOVE LESION SNARE,511.26,,
31770,CONVERT NEPHROSTOMY CATHETER,513.62,,
30395,"STENT GRAFT EXTENSION, EACH ADDITIONAL VESSEL",514.37,,
33105,COLECTOMY P; W COLOPROCTOST & COLONOST,5179.72,,
32288,REMOVE ILR,518.73,,
30241,OPEN/PERQ PLACE STENT EA ADD ARTERY,520.75,,
29916,"COMPUTERIZED TOMOGRAPHY GUIDANCE FOR, AND MONITORING OF,",522.46,,
34133,EXC S/N/H/F/G MAL+MRG 2.1-3,522.51,,
31139,PLACEMENT NEPHROSTOMY CATHETER W/ GUIDANCE,525.09,,
31103,INTMD WND REPAIR S/TR/EXT 7.6-12.5 CM,525.68,,
30143,INTRAINTRAVASCULAR ULTRASOUND (NON-CORONARY VESSEL,526.56,,
33661,RAD PRO ABI-TBI MULTIPLE LEVELS EXTREMITY STUDY,53.10,,
33790,RAD PRO DUPLEX EXTREMITY VEINS RT UNILAT,53.89,,
33787,RAD PRO DUPLEX EXTREMITY VEINS UNILAT LT,53.89,,
30021,"GASTRIC INTUBATION AND ASPIRATION(S) THERAPEUTIC, NECESSITATING",53.94,,
33804,RAD PRO Esophogus,53.95,,
29893,CHEMODENERVATION MUSCLE MIGRAINE,530.17,,
30213,"NON SELECTIVE CATHETER PLACEMENT,THORACIC AORTA W/ANGIO OF EXTRA CRANIAL CAROTID",532.15,,
30429,"TOTAL OBSTETRIC CARE(ALL-INCLUSIVE,GLOBALCARE); VAGINAL DE",5342.86,,
33107,OPEN - INCIS BREAST BX,535.40,,
30194,LIAC REVASC W/STENT ADD-ON INCL ANGIOPLASTY W/I SAME VESSEL WHEN PERFORMED,535.52,,
31312,EGD CONTROL BLEEDING ANY METHOD,538.64,,
30812,DIAGNOSTIC COLONOSCOPY; BRUSHING,539.42,,
30043,ILR DEVICE INTERROGATE PROF,54.06,,
30132,"INTERROGATION DEVICE EVALUATION (IN PERSON) WITH PHYSICIAN ANALYSIS,",54.06,,
33896,RAD PRO MAMMARY DUCT/GALACTOGRAM MULTI,54.84,,
30290,PROF ABI-TBI MULTIPLE LEVELS EXTREMITY STUDY,54.86,,
30044,"IMAGE-GUIDED FLUID COLLECTION DRAINAGE BY CATHETER (EG, ABSCESS, HEMATOMA, SEROMA, LYMPHOCELE, CYST); PERITONEAL OR RETROPERITONEAL, PERCUTANEOUS",540.03,,
30094,"INJECTION, ANESTHETIC AGENT, SUPERIOR HYPOGASTRIC PLEXUS",541.29,,
30221,OBSERVATION OR INPATIENT HOSPITAL CARE W/COMPREHENSIVE HISTORY AND EXAM,541.73,,
29835,"ANGIOGRAPHY, BRACHIAL, RETROGRADE, RADIOLOGICAL SUPERVISION AND INTERPRETATION",541.99,,
32383,TAH RAD DEBULK/LYMPH REMOVE,5410.80,,
30364,"ROUTINE OB CARE INCL.ANTEPARTUM CARE,VAG.DEL.AND POST.CARE,PREV.CESAR.",5417.80,,
30434,TRANSCATHETER BIOPSY,542.76,,
29950,"DILATION AND CURETTAGE, DIAGNOSTIC AND/OR THERAPEUTIC",545.25,,
29990,"ENDOMETR ABLATE, THERMAL",547.11,,
33727,"RAD PRO CONTRAST X-RAY, ESOP",55.57,,
31989,NEG PRESS WOUND TX <=50 CM,55.95,,
29931,"CRITICAL CARE,E+M OF CRITICALLY ILL OR INJURED PATIENT,FIRST 30-74 MINUT",550.12,,
30167,INTRODUCTION OF URETERAL CATHETER OR STENT INTO URETER THROU,552.04,,
30126,"INSERTION OF TUNNELED INTRAPERITONEAL CATHETER (EG, DIALYSIS,",553.43,,
30435,PLACEMENT URETERAL STENT PERQ,553.52,,
30120,INSERTION OF INDWELLING TUNNELED PLEURAL CATHETER WITH CUFF,554.95,,
29959,"DUPLEX SCAN EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION,UNILATERA",56.37,,
34265,RAD PRO X-RAY EXAM OF SMALL BOWEL,56.41,,
33307,INS TUN IP CATH FOR DIAL OPN,561.49,,
31667,CT ABD & PELVIS W/OUT CONTRAST,565.93,,
30119,"INSERTION OF GASTROSTOMY TUBE, PERCUTANEOUS, UNDER",566.09,,
33857,RAD PRO KIDNEY IMAGING WITH,57.31,,
30268,PERI-PROCEDURAL DEVICE EVALUATION (IN PERSON),57.78,,
30281,"POSTOP FOLLOW-UP VST,E/M PERFO",57.80,,
33872,RAD PRO LUNG VENTILATION IMAGING,57.89,,
31778,DEB BONE 20 SQ CM/<,570.14,,
29888,"CESAREAN SECTION,W TOTAL OBSTETRIC (GLOBAL) CARE",5720.32,,
29995,"ENDOVASCULAR REPAIR OF INFRARENAL ABDOMINAL AORTIC ANEURYSM OR DISSECTION, RADIOLOGICAL SUPERVISION AND INTERPRETATION",574.70,,
31135,TLBA ANGIOPLASTY RENAL/OTHR VISCERAL ARTERY,579.71,,
30363,"ROUT.OB CARE INCL.ANTE.CARE,CESARIAN DELIV.,AND POST.CARE,POST VAG.ATTE.",5792.19,,
33797,RAD PRO DUPLEX LOW EXTREMITY ART BILATERAL,58.09,,
33788,RAD PRO DUPLEX LOW EXTREMITY ART LEFT,58.09,,
33873,RAD PRO LIVER SCAN,58.09,,
33890,RAD PRO LOWER EXTREMITY STUD RT,58.09,,
34212,RAD PRO SWALLOWING FCN W CINE/VIDEO,58.21,,
33808,RAD PRO DUPLEX UPPER EXTREM ART LT,58.94,,
33812,RAD PRO EXTREMITY STUDY LOWER,58.94,,
34056,RAD PRO UPPER EXTREMITY STUD RT,58.94,,
33799,RAD PRO DUPLEX SCAN OF DIALYSIS ACCESS,58.96,,
31360,REMOVE FECAL IMPACTION OR FOREIGN BODY,582.47,,
32943,REMOVE BY LIGAT INT HEM GRP,586.64,,
31111,DEBRIDEMENT MUSC/FASCIA FIRST 20 SQ CM OR LESS,587.32,,
30154,"INTRO CATH,AORTA..;EA ADDIT SELECTV THOR/CEREB ART CATH PLAC",587.55,,
29937,DESIGN MLC-DEVICE FOR IMRT,589.70,,
30313,RDT 3-D SIMULATION,589.70,,
34193,RAD PRO US XTR NON-VASC LMTD,59.03,,
34095,RAD PRO VASCULAR FLOW STUDY,59.03,,
30325,"REMOVAL OF DEVITALIZED TISSUE FROM WOUNDS,SELECTIVE DEBRIDEMENT,W/O",59.06,,
30458,ULTRASOUND PELVIC LIMITED,59.16,,
30453,TX/PRO/DX INJ NEW DRUG ADDON,59.63,,
34053,RAD PRO Thyroid imaging w/blood single or multiple uptake,59.65,,
29974,"ELECTRC ANALY IMPLANT NEUROSTIMULATOR PULSE GENERATOR,SINGLE/COMPLEX W/O",59.81,,
34523,RAD PRO BX PANCREAS PERC NEEDLE,590.12,,
34311,LAP RESECT S/INTESTINE ADDL,590.13,,
30118,INSERTION ENDOVASCULAR VENA CAVA FILTER,597.87,,
30559,PROF - IMPLTJ PT-ACTIVATED CAR EVENT RECORDER,599.30,,
30730,DUPLEX SCAN UPPER EXTREMITY ART/BPG; UNIL/LIMIT,60.07,,
30244,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT)ONE TO TWO BODY REGIONS INVOLVED,60.16,,
33838,RAD PRO EXTRACRANIAL STUDY LIMITED/UNI RIGHT,60.64,,
33860,RAD PRO EXTRACRANIAL STUDY UNILATERAL LEFT,60.64,,
30197,"LOWER EXTREMITY ARTERY STUDY, LTD",60.78,,
29926,"COUNSELING AND/OR RISK FACTOR INTERVENTION HEALTHY INDIVIDUAL, 15 MIN.",60.89,,
30445,"TRANSCATHETER THERAPY, ARTERIAL/VENOUS INFUSION",600.59,,
31668,CT THORAX; WO CONTRAST,603.77,,
30214,"NONINVASIVE PHYSIOLOGIC STUDIES OF LOWER EXTREMITY ARTERIES, AT REST AND FOLLOWING TREADMILL STRESS TESTING,",61.17,,
30804,REMOVAL OBSTRUCTN FROM CVD S&I,61.20,,
31076,REMOVAL OF PM GENERATOR,613.47,,
31075,PLMT NEPHROURETERAL CATHETER,613.80,,
29917,CONIZATION CERVIX W/OR W/O FULGURATION W/OR W/O D AND C LOOP ELECTRODE E,614.02,,
31551,RESECT SM INTEST; EA ADDTL RESECTION,616.49,,
29819,"2NDARY PERCUT TRANSLUM THROMBECTOMY (EG, NONPRIM MECH, SNARE BASKET,",617.58,,
29862,"BIOPSY OF PANCREAS, PERCUTANEOUS NEEDLE",617.60,,
34214,RAD PRO ABSCESS FISTULA/SINUS TRACT STUDY,62.32,,
33800,RAD PRO DACRYOCYSTOGRAPHY,62.36,,
29952,"DILATION OF NEPHROSTOMY, URETERS, OR URETHRA, RADIOLOGICAL SUPERVISION AND INTERPRETATION",62.50,,
30322,REMOVAL (VIA SNARE/CAPTURE) OF INTERNALLY DWELLING URETERAL STENT  VIA,620.38,,
31137,PLACEMENT URETERAL STENT PERC,621.43,,
29925,CORONARY ARTERY ANGIO S&I CATHETER PLACEMENT,626.04,,
30153,"INTRO CATH,AORTA..;EA ADDIT SELCTV ABD ART CATH PLACMT(EG CE",627.15,,
30321,REMOVAL (VIA SNARE/CAPTURE) AND REPLACEMENT OF INTERNALLY DWELLING,628.72,,
32283,OPEN BX OR EXC LN; SUPERFICIAL,629.27,,
29900,"CHOLANGIOGRAPHY, PERCUTANEOUS, TRANSHEPATIC, RADIO",63.51,,
30271,PHONE E/M PHYS/QHP 11-20 MIN,63.62,,
31255,"TOBACCO-USE COUNSEL>10MIN, ASYMP",63.62,,
29973,ELECT.ANALYS.OF PROGRAM.IMPLANTED PUMP FOR INTRA.OR EPI.DRUG INF.W/O R,63.93,,
30339,"REPAIR, COMPLEX, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA",630.74,,
30114,INSERT IA PERCUT DEVICE,638.73,,
29966,ECHOCARDIOGRAM F/U LIMITED/PRO,64.70,,
34066,RAD PRO US CHEST,64.83,,
33679,RAD PRO BONE SURVEY,64.84,,
30813,COLONOSCOPY AND BIOPSY,643.69,,
30355,REVSC OPN/PRQ TIB/PERO STENT INCL ANGIOPLASTY W/I SAME VESSEL WHEN PERFORMED,649.56,,
30474,"US, CHEST",65.27,,
34071,RAD PRO URETERAL REFLEX STUDY,65.69,,
34228,RAD PRO SHOULDER ARTHROGRAM LT,65.81,,
34216,RAD PRO SHOULDER ARTHROGRAM RT,65.81,,
31602,EGD TRANSORAL VARICES LIGATION,656.19,,
30596,HERNIA REPAIR W/MESH,656.50,,
34073,RAD PRO V/P SHUNT SCAN,66.55,,
34091,RAD PRO US AAA SCREENING,66.64,,
30034,"HYSTEROSCOPY,SURG,W/SAMPLING(BX) ENDOMETRIUM+/OR POLYPECTOMY W OR W/O D+",660.98,,
30370,SELECTIVE CATH. PLACEMENT ARTERIAL SYSTEM INTIAL SECOND,666.65,,
34167,RAD PRO NEEDLE LOCALIZATION BY XRAY,67.35,,
34040,RAD PRO THYROID/PAROTID ULTRASOUND,67.43,,
29825,ADMINISTRATION OF HEPATITIS B VACCINE,67.66,,
29828,ADMINISTRATION OF INFLUENZA VIRUS VACCINE,67.66,,
29826,ADMINISTRATION OF PNEUMOCOCCAL VACCINE,67.66,,
30046,"IMMUNIZATION ADMIN(INCLUDES PERCUTANEOUS,INTRADERMAL,SUBCUTANEOUS,INTRAM",67.66,,
30421,"THERAPEUTIC, PROPHYLACTIC, OR DIAGNOSTIC INJECTION (SPECIFY SUBSTANCE",67.66,,
30496,WEARABLE ELECTROCARDIOGRAPHIC RYTHYM DERIVED MONITORING FOR 24 HOURS,67.79,,
30494,VENOUS M-THROMBECTOMY ADD-ON,673.45,,
30468,UNLISTED PROCEDURE VASCULAR SURGERY,675.74,,
30374,SELECTIVE CATHETER PLACEMENT ARTERIAL INTIAL,676.81,,
34264,RAD PRO WRIST ARTHROGRAM LT,68.41,,
34269,RAD PRO WRIST ARTHROGRAM RT,68.41,,
30448,"TRANSLUMINAL ANGIOPLASTY, PERCUTANEOUS; VENOUS",681.19,,
30125,"INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL VENOUS CATHETER,",682.56,,
30004,EXCISION OF BARTHOLIN'S GLAND OR CYST,685.41,,
30056,INFUSION OR INSTILLATION OF RADIOELEMENT SOLUTION,687.01,,
34522,RAD PRO ABLATE PULM TUMOR PERQ RF,689.45,,
33735,RAD PRO CT Heart WO Dye Qual Calc,69.07,,
34271,ARTHROGRAM KNEE LT  Left,69.27,,
30334,"REPAIR ARTERY BLOCKAGE, EACH",69.40,,
34090,RAD PRO US RETROPERITONEAL LIMITED,69.58,,
30229,OFFICE VISIT LEVEL 2 EST PATIENT,69.72,,
29918,"CONIZATION OF CERVIX,W/W-O FULFG,W/W-O D&C,W/W-O REP(ANY MET",690.32,,
30799,MAP TACHYCARDIA ADD-ON,690.34,,
30372,"SELECTIVE CATHETER PLACEMENT (FIRST-ORDER), MAIN RENAL ARTERY",697.11,,
34225,RAD PRO HIP ARTHROGRAM LT,70.15,,
34224,RAD PRO HIP ARTHROGRAM RT,70.15,,
29886,"CERVICAL OR VAGINAL CANCER SCREENING,PELVIC AND CLINICAL BREAST EXAM",70.24,,
29988,"EMERGENCY DEPT. VISIT FOR E&M, PROBLEM SELF LIMITED OR MINOR",71.11,,
33659,RAD PRO ABD SINGLE ORGAN LIMITED OR FU,71.35,,
33981,RAD PRO RENAL SPECT IMAGING,71.45,,
33814,RAD PRO FLUOROSCOPY SPINE INJECTION,71.68,,
30205,METHACHOLINE PHYSICAN READING,71.75,,
30419,"TETANUS, DIPHTHERIA TOXOIDS AND ACELLULAR PERTUSSIS VACCINE (TDAP),",71.75,,
30238,"OFFICE VISIT FOR E&M,NEW PATIENT 10 MINUTES",71.90,,
30036,"HYSTEROSCOPY,SURGICAL,WITH REMOVAL OF IMPACTED FOREIGN BODY",718.23,,
31876,COLONOSCOPY W/ABLATION,718.33,,
34161,RAD PRO 3D TOMO SCREEN BILATERAL,72.17,,
31537,DEBR EXZ/INF SKIN; 10% BS,72.39,,
29864,"BIOPSY OF VULVA OR PERINEUM PROC),EACH SEPARATE ADDL LESION(LIST SEPARAT",72.48,,
30292,PROF COMP FETAL NON STRESS TEST,72.76,,
30340,"REPAIR,COMPLX,FOREHD/CHK/CHIN/MTH/NCK/AXIL/GEN/HND/FT;2.6-7.",724.99,,
29924,CORONARY ART/ GRAFT ANGIO S&I CATHETER PLACEMENT,725.04,,
30017,FLOURO FOR NEEDLE PLACEMENT PROFESSIONAL COMPONENT,73.56,,
30742,US EXAM OF HEAD AND NECK,73.79,,
30378,"SELECTIVE CATHETER PLACEMENT, COMMON CAROTID OR INNOMINATE ARTERY",730.09,,
31603,COLONOSCOPY W/LESION REMOVAL,731.17,,
30452,"TREATMT SPONTAN ABORT,ANY TRIMESTER, COMPLETED SURGICALLY",733.07,,
34083,RAD PRO US INFANT HIPS STATIC,74.94,,
30258,"PERCUTANEOUS TRANSCATHETER PLACEMENT OF INTRACORONARY STENT(S),",745.23,,
34516,EXC THIGH/KNEE LES SC < 3 CM,747.01,,
33706,"RAD PRO BRAIN SCAN W/FLOW, 4 VIEW MIN",75.00,,
34284,RAD PRO FLUORO EXAM OF G/COLON TUBE,75.08,,
30014,TX DEVICES SIMPLE,75.08,,
30464,"ULTRASOUND, ABDOMINAL, REAL TIME WITH IMAGE DOCUMENTATION,",75.81,,
32692,EXC NECK LES SC < 3 CM,751.27,,
34079,RAD PRO US EXTREMITY LT  Left,76.02,,
34112,RAD PRO US XTR NON-VASC COMPLETE Right,76.02,,
30128,INSERTION TEMP INDWELLING BLADDER CATH,76.54,,
34043,RAD PRO SCROTAL ULTRASOUND,76.61,,
33825,RAD PRO ECHOENCEPHLOGRAM,76.78,,
29902,"COLPORRHAPHY, SUTURE OF INJURY OF VAGINA (NONOBSTETRICAL)",761.37,,
30738,REM SQ RSVR/PUMP FOR PREV EPID DR INF,762.14,,
30192,LEFT HEART ARTERY/VENTRICLE ANGIO CATH PLACEMENT,762.27,,
31930,REPOSITION PACING-DEFIB LEAD,762.38,,
31610,TRANSABDOMINAL AMNIOINFUS W US GUIDE,764.25,,
32953,REMOVE INTRVASC FOREIGN BODY,764.76,,
34510,EXC EXC HIDRAD AXIL; CPLX REP,767.20,,
30249,PERC AVF THROMBECT - GRAFT,767.40,,
30523,IGRT - GUIDANCE FOR RADIATION TREATMENT DELIVERY W INTRAF TRK,77.62,,
30558,"IGRT - INTRAFRACTION TRACK MOTION, EA TX FRAC",77.62,,
30557,IGRT - US PLACEM RAD THERAPY FIELDS,77.62,,
30107,"INJECTION, INTRALESIONAL; UP TO & INCL SEVEN LESIONS",77.81,,
34059,RAD PRO US GUIDANCE NEEDLE PLACEMENT,77.94,,
29910,COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCL,771.13,,
32422,CLTX BIMALLEOLAR ANKLE FRACT WO MNP,771.22,,
34509,EXC HIDRAD ING; CPLX REP,773.86,,
30430,"TRACHELORRHAPHY,PLASTIC REPAIR UTERINE CERVIX, VAGINAL APPRO",776.29,,
33645,PRO EXC TR-EXT MAL+MARG > 4 CM,777.84,,
29992,"ENDOMETRIAL CRYOABLATION WITH ULTRASONIC GUIDANCE, INCLUDING ENDOMETRIAL",779.71,,
33959,"RAD PRO OB US, LIMITED, FETUS(S)",78.31,,
31877,COLONOSCOPY W/CONTROL BLEED,782.62,,
30371,SELECTIVE CATH. PLACEMENT ARTERIAL SYSTEM INTIAL THIRD,788.49,,
29920,CONTRAST INJECTION(S) FOR RADIOLOGICAL EVALUATION OF EXISTING,79.54,,
33895,RAD PRO LIVER SPECT IMAGING,79.95,,
30440,"TRANSCATHETER PLACEMENT OF AN INTRAVASCULAR STENT(S),",791.15,,
31392,HIGH DOSE RATE RADIONCL NTRSTL/ICAV BRACHYTHERAPY,792.12,,
30740,INCISION AND DRAINAGE OF SOFT TISSUE ABSCESS; SUBFASCIAL,795.47,,
30382,"SELECTIVE CATHETER PLACEMENT, SUBCLAVIAN OR INNOMINATE ARTERY, UNILATERAL, WITH ANGIOGRAPHY",796.94,,
30379,"SELECTIVE CATHETER PLACEMENT, COMMON CAROTID OR INNOMINATE ARTERY, UNILATERAL,",798.64,,
29954,DOPPLER COLOR FLOW MAPPING,8.55,,
30019,FLUOROSCOPY SPINE INJECTION,80.05,,
33893,RAD PRO MECKELS DIVERT EXAM,80.64,,
33713,RAD PRO CISTERNOGRAPHY,80.94,,
32136,CLTX DSTL RADIAL FX/EPIPHYSL SEP WO MNP PRO,801.58,,
30375,SELECTIVE CATHETER PLACEMENT ARTERIAL SYSTEM INTIAL THIRD,802.85,,
30359,RIGHT HEART CORONARY ARTERY ANGIO CATH PLACEMENT,805.42,,
30278,"PM DEVICE PROGR EVAL,  SNGL PROF",81.01,,
34054,RAD PRO TUMOR IMAGING LIMITED AREA,81.01,,
34067,RAD PRO ULTRASOUND BREAST LIMITED LEFT,81.68,,
34077,RAD PRO ULTRASOUND BREAST LIMITED RIGHT,81.68,,
34583,RAD PRO PERC CHOLECYSTOSTOMY,810.19,,
29983,ELECTROPHYS EVAL W/TEXT PULSE GENER,813.86,,
30173,"LAPAROSCOPY, ABDOMEN, PERITONEUM, AND OMENTUM, DIAGNOSTIC, WITH OR W/O",814.03,,
31174,DEEP DISSECT FOOT INF; SGL BURSA SP,814.50,,
30255,PERCUTANEOUS PORTAL VEIN CATHERIZATION BY ANY METHOD,815.19,,
30454,"ULTRASONIC GUIDANCE FOR AMNIOCENTESIS, IMAGING SUPERVISION AND",82.08,,
30324,"REMOVAL IMPACTED CERUMEN/INSTRUMENTATION, UNILATERAL",82.16,,
32957,REMOVE IAB ASSIST DEVICE PERCUTANEOUS,82.50,,
34226,RAD PRO CONTRST X-RAY UPPR GI TRACT,82.52,,
33798,RAD PRO EXTREMITY STUDY DUPLEX EXT VEINS; BILAT,82.52,,
34075,"RAD PRO US EXAM, PELVIC, COMPLETE",82.52,,
30224,"OFFICE CONSULTATION LEVEL 1 FOR A NEW OR ESTABLISHED PATIENT, WHICH REQUIRES",82.77,,
30426,TIBPER REVASC W/ATHER ADD-ON INCL ANGIOPLASTY W/I SAME VESSEL WHEN PERFORMED,820.64,,
30329,REMOVAL OF SPINAL NEUROSTIMULATOR ELECTRODE PERCUTANEOUS,820.91,,
30023,"HEMORRHOIDECTOMY INTERNAL AND EXTERNAL, SIMPLE;",823.83,,
29830,ALCOHOL AND/OR SUBSTANCE (OTHER THAN TOBACCO) ABUSE STRUCTURED,83.05,,
34035,"RAD PRO TRANSVAGINAL US, NON-OB",83.36,,
34223,RAD PRO X-RAY UPPER GI DELAY W/O KUB,83.36,,
30447,"TRANSLUMINAL ANGIOPLASTY, PERCUTANEOUS; BRACHIOCEPHALIC",838.32,,
30124,"INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL VENOUS ACCESS DEVICE,",839.36,,
33850,RAD PRO INFANT TRAUMA BONE SURVEY,84.20,,
30743,ADMIN ECG CONTRAST AGENT,84.56,,
30314,RDT BASIC DOSIMETRY CALCULA,84.96,,
30035,"HYSTEROSCOPY,SURGICAL,WITH ENDOMETRIAL ABLATION (ANY METHOD)",845.63,,
34454,RAD PRO PERC RF ABLATE 1+ RENAL TUMOR,846.59,,
33874,RAD PRO LUNG PERFUSION DIFFERENTIAL,85.02,,
34058,RAD PRO TESTICULAR SCAN,85.18,,
33841,RAD PRO ENDOSCOPIC RETROGRADE CHOLANGI,85.20,,
29934,DECLOTTING BY THROMBOLYTIC AGENT OF IMPLANTED VASCULAR ACCESS DEVICE,85.60,,
29833,"ANGIOGRAPHY, ARTERIOVENOUS SHUNT (EG, DIALYSIS PT)",852.12,,
33081,THROMBBC/NFS DIALYSIS CIRCUIT,856.66,,
30174,"LAPAROSCOPY, SURGICAL, WITH BIOPSY (SINGLE OR MULTIPLE)",858.42,,
32652,EXCISE HYDROCELE; UNILATERAL,858.81,,
30191,LEFT HEART ART/ GRAFT ANGIO CATH PLACEMENT,859.99,,
33801,RAD PRO ENDOSCOPIC RETROGRADE PANCRETO,86.09,,
30295,PROF DUPLEX EXT VEINS BILAT,86.43,,
29963,"ECHO GUIDE, CARDIOCENTESIS",86.95,,
30181,"LAPAROSCOPY,SURG,W/OCCLUSION OF OVIDUCTS BY DEVICE (EG,BAND,CLIP OR FALO",860.06,,
31333,INTRA-ABD OMENTAL FLAP,865.46,,
30431,"TRANSCATETHER THERAPY, VENOUS INFUSION",869.84,,
29969,"ECHOGRAPHY,PREGNANT UTERUS,B-SCAN,LIMITED(FETAL SIZE,HEART BEAT,PLACENTA",87.28,,
30456,ULTRASOUND GUIDANCE FOR VASCULAR ACCESS REQUIRING ULTRASOUND EVALUATION,87.61,,
33821,RAD PRO ESOPHOGEAL MOTILITY,87.67,,
33846,RAD PRO HEPATOBILIARY SYSTEM IMAGING,87.67,,
33887,RAD PRO LUNG PERFUSION IMAGING,87.96,,
30253,PERCUTANEOUS CHOLECYSTOSTOMY,870.08,,
33301,COMPOSITE BYPASS GRAFT 2 SEGMENTS,872.98,,
30865,REMOVE&REPLACE PM GEN SINGLE,873.52,,
34132,INDUCED ABORTION BY DIL & EVACUATION,878.87,,
34037,RAD PRO ULTRASOUND BREAST COMPLETE LEFT,88.09,,
34047,RAD PRO ULTRASOUND BREAST COMPLETE RIGHT,88.09,,
33816,RAD PRO FLUOROSCOPY > 1 HOUR,88.42,,
34213,RAD PRO SALINE INFUSED SONOHYSTEROGRAM,88.60,,
30389,"SMOKING AND TOBACCO USE CESSATION COUNSELING VISIT, INTENSIVE,",88.88,,
34076,RAD PRO US EXAM ABDO BACK WALL COMP,88.90,,
29972,"ELECT.ANAL.OF PROGRAM.IMPLANTED PUMP,WITH REPROGRAMMING",89.32,,
30591,INCISION OF LABIAL FRENUM (FRENOTOMY),89.32,,
29852,"ARTHROCNTESIS/ASPIRATN/INJECTN;SMALL JT.(EG FINGERS,TOES)",89.46,,
29962,ECHO GUIDE FOR BIOPSY,89.56,,
34065,RAD PRO US INFANT HIPS DYNAMIC,89.86,,
30449,TREATMENT OF MISSED ABORTION COMPLETED SURGICALLY SECOND TRI,890.72,,
32658,TRLUML BALO ANGIOP 1ST ART,892.23,,
30450,"TREATMENT OF MISSED ABORTION,COMPLETED SURGICALLY,FIRST TRIMESTER",893.12,,
30060,"INITIAL HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT",894.24,,
34474,RAD PRO ABLATE BONE TUMOR(S) PERQ,897.40,,
29837,"ANTEPARTUM CARE ONLY, 4-6 VISITS",897.44,,
30384,"SELECTIVE CATHETER PLACEMENT, VERTEBRAL ARTERY, UNILATERAL W/ANGIOGRAPHY",897.61,,
30245,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT)THREE TO FOUR BODY REGIONS INVOL,90.23,,
30457,ULTRASOUND PELVIC,90.29,,
31048,ANALYSIS SP INF PMP W/REPRG&FILL,90.30,,
