Current Price 1,Default CPT Code,Item Active,Item Description - Item Master,Item Number,Item Termination Date
280,,Y,MST CAPSULAR RETRACTOR,8026022,
0,,Y,RXNF Leflunomide Oral Tablet 10MG,5769,
0,,Y,acetaminophen 325 mg TAB (Tylenol),2290000,
0,,Y,RXNF fentaNYL Transdermal Patch 75mcg/hr,5728,
0,,Y,acetaminophen 80 mg SUPP,2291922,
0,,Y,acetaminophen/codeine 120mg-12mg/5ml LIQ,2290651,
0,,Y,SUTURE 2-0 SOFSILK C15 18IN,6202567,
0,,Y,acetaminophen/codeine 300/30 mg - UD CUP,2290953,
0,,Y,NF-DILTIAZEM HCL 120MG ORAL TABLET,3557,
52,01250,Y,MDA ANS UPPER LEG SURGERY,2311250,
0,,Y,TROCAR 15MM BLADELESS B15LT,6213407,
0,,Y,DNU         BLADE 15,6201875,4/29/2011
60,,Y,ARTHREX Y ADAPTER AR-6215,6208434,
776.16,L8699,Y,SEE 8015460,6223338,12/22/2018
20170,C1820,Y,GENERATOR SPECTRA PULSE,8025774,
0,,Y,RXNF hydrOXYzine HCl 25mg TAB,5729,
0,,Y,NF-dimenhyDRINATE Tablet 50MG,3751,
0,,Y,RXNF GenTeal Tears Nighttime Ointment,5600,
0,,Y,acetaminophen/codeine 300/30mg-PEDS DOSE,2291858,
8056,,Y,NEXGEN FEMORAL FLEX E-LT,8008489,
0,,Y,NF-oxyCODONE Hydrochloride Tablet 30MG,5730,
0,,Y,RXNF Harvoni Tablet 90MG-400MG,5503,
0,,Y,SUTURE 6-0 ETHILON P3 18IN         1698G,6200561,
0,,Y,NF-Myrbetriq Oral Tablet 50MG,5510,
0,,Y,TROCAR PEDIPORT 5.5MM 240-55,6213220,
0,,Y,NF-hydrALAZINE HCl Oral Tablet 10MG,4524,
0,,Y,SYNT INSERTER 2.5MM/3.5MM,6201476,
0,,Y,NF-Keppra Oral Tablet 500MG,3759,
0,,Y,NF-Ambien CR Extended-Release Tablet 12.,5731,
630,,Y,BIOMET TOOTHBRUSH BLADE,8025224,
55.86,81001,Y,URINALYSIS W/ MICRO,6081001,12/17/2018
0,,Y,DRAPE STERI 1016,6200297,
0,,Y,acetylcholine 10 mg/ml EYE DROPS 2 ml,2290567,
24,J2270,Y,morphine sulfate 4 mg/ml vial PEDS DOSE,2291940,
62,L8699,Y,KOPANS BREAST LESION LOCAL NEEDLE,6200169,
0,,Y,CANNULA TIBIAL TUNNEL AR-1802D,6203129,
78.52,80202,Y,VANCOMYOCIN PEAK-,6090476,
966.3,,Y,SEE 6213613,8000043,4/11/2011
0,,Y,omeprazole 20 mg CAP (PriLOSEC),2290862,
0,,Y,NF-Divalproex Sodium Tablet ER 500MG,5480,
375,,Y,TROCAR BLUNT TIP AND SYR 10MM OMST10BT,6212775,
0,,Y,omeprazole 40 mg (PriLOSEC),2291703,
0,,Y,NF-Ipratropium Bromide Nasal Spray 0.06%,4249,
776.16,L8699,Y,SEE 8015462,6223340,12/22/2018
1209.6,C1713,Y,TRAUMACEM INJECTABLE BONE CEMENT- STERIL,8017013,
0,,Y,DNU,8000060,4/11/2011
2000,,Y,NEXGEN PATELLA 38MM,8008517,
0,,Y,alclometasone diprop. 0.05% OINT 15 gm,2291592,
351.75,99213,Y,OUT PATIENT VISIT,1399234,
3503,C1776,Y,IMPLANT DEPUY FEMORAL HEAD 36MM 12/14,8005686,
0,,Y,NF-Divalproex Sodium Oral Tab DR 500MG,4548,
0,,Y,HEMOVAC DUAL HOSE ASSEMBLY 36 STER,6202473,
45,,Y,"COOK .015"" GUIDE WIRE",6209750,
0,,Y,pioglitazone 30 mg TAB (Actos),2291577,
653.84,L8699,Y,CALIBRATED 6 MM TUNNEL,8025300,
0,,Y,NF-Apriso Extended-Release Capsule 0.375,3883,
2718.9,,Y,NEXGEN LPS FIXED PROLONG ART SUR 3-4 10M,8008491,
0,,Y,DNU      FILTER NEPTUNE 4 PORT SUCTION,6209983,4/29/2011
0,C1713,Y,SUTURE 5-0 CHROMIC C-1,6213825,
1529,74185,Y,MRA ABDOMEN WO/W CONTRAST,3174185,
0,J0171,Y,EPINEPHrine 1 mg/ml AMP,2290381,
0,,Y,NF-Flunisolide Spray 0.025MG/Act,4810,
497.28,C1713,Y,2.4MM VA LOCKING SCREW 14MM STERILE,8010335,
0,,Y,NF-Viibryd Oral Tablet 10MG,3884,
0,,Y,BRACE KNEE HKO ANTER CLOSURE XS UC,6213734,
0,J0171,Y,EPINEPHrine 1 mg/ml VIAL (Unit=1ml),2290382,
541.7,,Y,BALLN DISSECTING 10MM OMSPDBS2,6212774,
497.28,C1713,Y,2.4MM VA LOCKING SCREW 18MM STERILE,8010336,
508,,Y,BLADE HIP STRAIGHT MITEK 260010,6215132,
0,,Y,NEEDLE MONOJECT BLUNT 15G 1.5,6202965,
0,,Y,DRESSING MICRODON 6                3569,6201854,
0,,Y,NF-metFORMIN HCl Tab ER 500MG,3735,
0,,Y,NF-Emoquette Oral Tab,5223,
0,,Y,NF-Minocycline Hydrochloride Capsule 100,3736,
0,,Y,ibuprofen 200 mg TAB (Motrin),2291563,
0,,Y,DINGMAN MOUTH GAG,1200656,
0,,Y,ANSPACH BALL DIAMOND 1.5 MM MD-15SD,6212010,12/22/2018
5768,L8699,Y,IMPLANT DEP TIBIAL WEDGE STEP SZ 2.5,8005447,
0,81025,Y,URINE PREG TEST AT BHSH,6081025,12/17/2018
900,,Y,OLYMPUS SILS PORT,6200059,
0,,Y,artificial tear EYE OINT 3.5 gm,2290023,
0,,Y,albuterol sulfate 0.83 mg/ml 3 ml NEB,2290803,
1869,72156,Y,MRI CERVICAL SPINE WO/W CONTRAST,3172156,
497.2,C1713,Y,2.4MM VA LOCKING 12MM STERILE,8010343,
0,,Y,naproxen 220 mg TAB,2290585,
0,,Y,SUTURE 2-0 ETHIBOND MO7 18IN MULTI,6203228,2/1/2011
45,84132,Y,POTASSIUM (Send Out)-,6090326,
0,,Y,NF-PROZAC 10MG ORAL CAPSULE,3345,
776.16,L8699,Y,SEE 8015467,6223345,12/22/2018
1072,,Y,RIM MIDFACE,8020142,
0,,Y,fexofenadine 180 mg TAB (Allegra),2291535,
0,,Y,allopurinol 100 mg TAB (Zyloprim),2290655,
0,,Y,NF-Feldene Cap 10MG,4813,
0,,Y,PLASTIC EXTRAS,1204369,
1374.75,L8699,Y,PINNACLE ACETABULAR CUP SZ 54,8005736,
4273,L8699,Y,IMPLANT DEP MOD PLUS TIB TRAY SZ 2.5,8005448,
322,,Y,TRIMED THREADED LOCKING PEG 24MM,8005806,
497.28,C1713,Y,2.4MM VA LOCKING SCREW 16MM STERILE,8010367,
0,,Y,NF-MIDODRINE HCL TAB 2.5MG,3413,
0,,Y,NF-ZIAC 10MG-6.25MG ORAL TABLET,2993,
1240.05,,Y,SILS PORT 12MM SILSPT12,6213502,
0,,Y,NF-Zolpidem Tartrate Oral Tab ER 12.5MG,3881,
0,,Y,NF-METHENAMINE HIPPURATE 1GM ORAL TABLET,3412,
280.56,C1713,Y,3.5MM LCK SCREWSLF-TP STARD 54MM,6213259,
0,,Y,DRESSING SURGITUBE 3 TUBULAR PER YARD,6203345,
0,,Y,lisinopril 40 mg DOSE (Prinivil),2291701,
0,J3490,Y,sulfa/trimeth 80-16 mg/ml VIAL 10 ml,2290904,
0,,Y,RETAINER ELASTIC SURGILAST 8 TUBUL PERYD,6203347,
266.81,74250,Y,XR SMALL BOWEL SERIES,2174250,
2262.09,C1713,Y,PLATE CLAVICLE LCP 3.5 MM 7/HLE LT100MM,6214221,
1,J2405,Y,Test #2 4 mg TAB (Zofran),2291799,
377,L8699,Y,CER OPTION TYPE 1 TPR SLEVE 0,8025318,
248.01,,Y,3X10 LP CORTICAL LOCK,6216778,
1106,L8699,Y,INSERT STABILIZED PLUS TIBIAL,8008493,
2455.5,L8699,Y,IMPLANT DISTAL AUG COMBO 4MM,8005614,
0,,Y,BRACE CLAVICLE W/ HOOK&LOOP SMALL UC,6213681,
0,J2405,Y,ondansetron 2 mg/ml vial 2ml PEDS DOSE,2291941,
0,,Y,zolpidem 5 mg TAB (Ambien),2290290,
30,,Y,SHOE POST OP WEDGE MED,6207100,
45.74,82003,Y,Acetaminophen Level,6082003,12/17/2018
0,,Y,clopidogrel 75 mg TAB,1968,
0,,Y,LAPAROSCOPIC PROBE 5MM RT,6203300,
248.01,,Y,SEE 6216778,8000084,5/17/2017
0,,Y,RXNF Cialis Tablet 5MG,5397,
52,01716,Y,MDA ANS TENODESIS RUPT LONG TEN BICEPS,2311716,
0,,Y,amLODIPine besylate 5 mg TAB (Norvasc),2290660,
0,,Y,NF-Symbicort Inh Aer Liq 160MCG-4.5MCG,4637,
0,,Y,NF-Ursodiol Oral Tablet 250MG,6175,
0,,Y,NF-Verapamil Hydrochloride Oral Tab 120M,4192,
10979.85,63650,Y,PERCUT IMPLANT NEUROSTIM ELETROD ARR,7063650,
225,,Y,UNTHREADED LOCKING PEG 16MM,8015344,
720,C1713,Y,"7.3MM CANN SCREW, 16MM THREAD LENGHT",8011120,
0,,Y,amoxicillin 250 mg/5 ml SUSP 150 ml,2290671,
266.81,74360,Y,INTRALUMINAL DILATION,2174360,
0,,Y,BRACE CLAVICLE W/ HOOK&LOOP MEDIUM UC,6213682,
0,,Y,SUTURE 2-0 SILK 30in. TIE,6203685,3/4/2011
0,,Y,"FINGER COT PADDED 2"" UC",6213709,
0,,Y,DRESSING ANDERSON PACK DYNJ27149B,6203701,
124.01,,Y,TRIVEX ILLUMINATOR INFLOW YELLOW 7209513,6212503,
0,,Y,BRACE CLAVICLE W/ HOOK& LOOP LARGE UC,6213683,
45,82947,Y,GLUCOSE (Send Out)-,6090318,
0,,Y,amoxicillin/clavulanate 875 mg/125mg TAB,2290662,
0,,Y,SYNTHES 2.7 MIDFOOT-FOREFOOT,1200494,
0,,Y,BRACE CLAVICLE W/ HOOK&LOOP X-LARGE UC,6213684,
0,,Y,RUBBERBAND STERILE,6204145,
750,L8699,Y,ADVANCE TIBIAL AUGMENT 5MM,8046310,
0,,Y,TED HOSE XLL,6204659,
0,,Y,RXNF Ursodiol Oral Tablet 250MG,6176,
0,,Y,LAPAROSCOPIC PROBE PLUS PENCIL EPH04,6203298,
52,01830,Y,MDA ANS OPEN/ARTHROSCOPIC LOWER ARM,2311830,
0,,Y,RXNF Aprodine Oral Tablet 60MG-2.5MG,5909,
0,,Y,NF-Oxymetazoline HCl Spray 0.05%,5770,
766.08,C1713,Y,SEE 6214201,8017419,12/22/2018
52,01840,Y,MDA ANS PROC ARTERIES LOWER ARM,2311840,
0,,Y,BRACE ELBOW VOLLEY TENNIS UC,6213680,
50,,Y,FISHER CONE BIOPSY EXCISOR MEDIUM,6201814,
0,,Y,Path - Surgical Pathology Specimen-,6090569,
468,C1713,Y,SCREW SYNT LOCKING FOR TIB NAIL 5.0X40MM,8010551,
0,,Y,KIT HOLDER PRESSURE MONITORING,6206129,
51.87,L8699,Y,ROD STRY XIA SPINAL 70MM PER CM,8020113,
0,,Y,NF-ANASTROZOLE 1MG ORAL TABLET,3526,
750,L8699,Y,ADVANCE FEMORAL AUGMENT,8015690,
776.16,C1713,Y,4.5MM HEADLESS COMPRESSION SCREW 44MM,6223346,
390,,Y,SAVI CATH TRIAL,8060004,
147,87230,Y,ASSAY TOXIN/ANTITOXIN TISS CULTURE,6087230,3/14/2012
0,,Y,ELECTRODE LEEP RADIUS 2CM X .8CM R2008,6203650,
0,J0295,Y,ampicilin sulbactam/NS  3 gm/100 ml,2291030,
2108.62,C1713,Y,PLATE CLAVICLE LCP 3.5 MM 3/HLE RT 69MM,6214202,
0,,Y,ANKLE SUPPORT XSMALL UC,6213658,
6890,L8699,Y,IMPLANT OXINIUM LNG XLPE PS INSERT 3-4,8025622,
128,C1713,Y,2.4MM CORTEX SCREWS SELF TAPPING,6213952,
0,,Y,DRESSING BIAS 4 IN,6208144,
21,,Y,CATHETER 5 FR 6CM,8015138,
883,,Y,STAPLER PROXIMATE HEM3335,6209393,
45,84132,Y,POTASSIUM-,6090220,
0,,Y,"STERISTRIP 1/4""X4""",6213826,
0,,Y,ampicillin 500 mg CAP,2290664,
3000,L8699,Y,ADVANCE INSERT,8015713,
0,,Y,TEMPERATURE TREND INDICATORS,6202388,
0,L8699,Y,".035X6"" DOUBLE TROCAR K-WIRE",8030747,
0,,Y,WALKER PED,6209410,
3144,,Y,"IMPLANT SYSTEM, ALL RECONSTRUCTION",6212763,
0,,Y,NF-Topiramate Oral Tablet 25MG,5076,
0,,Y,MEDLINE CONTRA ACCOUNT,6210063,
32.97,L8699,Y,ROD STRY XIA SPINAL 110MM PER CM,8020114,
25150,L8699,Y,IMPLANTS OXINIUM SZ5 FEMORAL LEGION C,8025642,
0,,Y,NF-aprepitant Oral Capsule 40MG,5762,
5209.34,C1713,Y,SYNT 7MM HUMERAL NAIL 255MM,8000601,
0,,Y,NF-PRAMIPEXOLE DIHYDROCHLORIDE TAB 1MG,144,
1189,75557,Y,MRI CARDIAC MORPHOLOGY W/O CONTRAST,3175552,4/30/2012
0,,Y,NF-LEVOTHYROXINE SODIUM ORAL TABLET 100M,146,
6520.73,L8699,Y,LEGION SCW LWDG S5 5DX5P,8025646,
0,,Y,NF-Azor Oral Tablet 10MG-40MG,6253,
190,L8699,Y,BUTTON SUTURE 3.5MM,8025314,
0,,Y,NF-MIRTAZAPINE ORAL TABLET 30MG,180,
2010,L8699,Y,MEMORY GEL SMOOTH ROUND  MOD 680CC,8080264,
0,J0690,Y,ceFAZolin 1 gram/5 ml PRE-OP SYRINGE,2291832,
233.63,,Y,LAPAROSCOPIC ENDORETRACT 10MM 176647,6200605,
2558,L8699,Y,2.4MM VAL INTERCARPAL FUSION PLAT 6HOLE,8025378,
0,,Y,NF-azaTHIOprine Tablet 50MG,4578,
0,,Y,TRAP FINGER RONCI MED,6211380,
46.31,82040,Y,ALBUMIN SERUM...,6082040,12/17/2018
0,,Y,GLOVE COTTON DR.GUY,6213578,
0,,Y,NF-AndroGel Topical Gel/Jelly 1%,5314,
645,,Y,LAPAROSCOPIC ENDOSTITCH 10MM 173016,6200577,
0,,Y,GLOVE PROTEXIS PI SIZE 8.5 ORANGE,6211493,
0,J0690,Y,ceFAZolin 2 gram/10 ml PRE-OP SYRINGE,2291833,
520.86,,Y,LAPAROSCOPIC CLIP APPLIER 10MM ER320,6203302,
0,,Y,CATHETER URETHRAL VINYL KIT,6202652,
0,J0690,Y,ceFAZolin 3 gram/15 ml PRE-OP SYRINGE,2291834,
0,,Y,NF-HumuLIN R Concentrated U-500 KwikPen,5553,
0,J0690,Y,ceFAZolin VIAL 1 gm - (Ancef),2290715,
1600,L8699,Y,CUBITAL TUNNEL BLADE 96005,8025380,
5212.08,L8699,Y,SCR FULL STEP 3-4 10MM,8025677,
0,,Y,CATHETER STRAIGHT VINYL 14FR,6202653,
0,,Y,NF-Vancomycin HCl IV Pwd for Soln 1GM,5481,
0,,Y,hydrocortisone acetate 25 mg SUPP,2290667,
0,,Y,NF-Prazosin Oral Tablet 2MG,5046,
8000,L8699,Y,LEGION TIB CONE ID 20 SHORT,8025678,
0,,Y,RXNF Mesalamine 800mg DR TABLET,5467,
64.47,,Y,DURASPHERE NEEDLE INJECTION 15 INCH,6211791,
605,L8699,Y,SEPTAL BUTTON ROUND 7X3 WRENT,6213181,12/22/2018
659.68,C1713,Y,4.5 TI MULTILOC SCREW LENGTH 42MM,8011030,
0,,Y,NF-NASACORT AQ NASAL SPRAY 55MCG/1ACT,387,
1092,L8699,Y,TRAUMACEM INFECTION CANNULA FOR TFNA - S,8017014,
0,,Y,NF-SYNTHROID ORAL TABLET 0.175MG,393,
0,,Y,NF-Zolpidem Oral Tablet 10MG,5048,
0,,Y,USE 6212308,6201920,4/1/2014
4509.23,,Y,HEMI 15 MM ARTICULAR TOE 1.5MM X 2.5 MM,8025168,
0,,Y,SYNTHES 2.4 MIDFOOT-FOREFOOT,1200504,
0,,Y,NF-clonazePAM Disintegrating Tab 0.5MG,4422,
0,,Y,NF-PROPRANOLOL 60MG ORAL TABLET,3360,
403.2,L8699,Y,TRAUMACEM SYRINGE KIT - STERILE,8017015,
0,,Y,LAPAROSCOPIC KLEPPINGER DISP EBF01,6203296,
0,,Y,NEEDLE SPINAL MLT HUB 18 X 3.5,6212030,
73.29,,Y,TIP APPLICATION SPRAY  DUAL CANNULA 20G,8025213,
0,,Y,NF-AMITRIPTYLINE HCL ORAL TABLET 100MG,420,
0,,Y,NF-Fluticasone Prop Nasal Spray 0.05MG/1,3639,
2013.38,L8699,Y,OXFORD UNI KNEE PHS 3 SM LFT 3,8025237,
0,,Y,DRESSING FIBERGLASS ROLL 3IN GREEN,6202828,
0,,Y,NF-Prazosin HCl Capsule 2MG,5050,
0,,Y,NF-Nitrofurantoin Macrocrystals Cap 100M,5139,
0,,Y,"NEEDLE KEITH 2"" 213408",6200629,
0,,Y,NF-AVAPRO ORAL TABLET 300MG,425,
0,,Y,SUTURE 5-0 MONOSOF DX13 18IN,6212671,3/4/2011
0,,Y,albuterol 0.83 mg/ml 3 ml NEB PEDS DOSE,2291942,
778,,Y,4.0MM/2.9MM DOUBLE DRILL SLEEVE 312.401,8010689,
0,,Y,tuberculin 5 TU/0.1 ml VIAL 1 ml,2290794,
89.58,C1713,Y,SCREW SYNT 1.5MM TIT CTX SFTP CRC RS 10M,6201972,
68.04,82075,Y,ALCOHOL BREATH,6082075,12/17/2018
0,,Y,NF-CITALOPRAM HYDROBROMIDE ORAL TAB 20MG,441,
7500,L8699,Y,ADVANCE REVISION FEMORAL W/ PLUG,8046280,
0,,Y,NF-NEXIUM CAP DR 20MG,447,
0,,Y,donepezil 5 mg TAB (Aricept),2291503,
0,,Y,NF-Ferrous Gluconate Tablet 324MG,5761,
0,,Y,RXNF Clotrimazole Troche MM Lozenge 10MG,6169,
0,,Y,NF-Victoza Subcutaneous Solution 6MG/1ML,4546,
776.16,L8699,Y,SEE 8015480,6223358,12/22/2018
58.9,82565,Y,CREATININE (Send Out)-,6090316,
0,,Y,silver nitrate APPLICATOR,2290856,
0,,Y,CAUTERY TIP TEFLON 0012,6200007,
0,,Y,NF-metFORMIN HCl Tab ER 500MG,4547,
913.08,,Y,SEAL CAP ASSEMBLY,6213213,
6890,L8699,Y,IMPLANT OXINIUM LNG XLPE PS INSERT 3-4,8025635,
129,,Y,FIBERLOOP AR-7234,6212801,
0,,Y,LEVEL 1 EQUATOR HOSE,6206083,
161.07,L8699,Y,STAPLER HANDLE  XLS MENISCAL,8100054,
780,L8699,Y,S&N 4MM LONG PILOT DRILL,8024551,
0,,Y,NF-ACYCLOVIR ORAL TABLET 800MG,520,
0,,Y,NF-Restasis Ophthalmic Emulsion 0.05%,3640,
0,,Y,***DNU***BLADE SAG SAW K6-1290-35,6212536,3/16/2011
0,,Y,NF-MAGNESIUM CITRATE SOLUTION,523,
0,,Y,RXNF amLODIPine-Olmesartan Tab 10MG-40MG,6254,
0,,Y,NF-FLUNISOLIDE NASAL SPRAY 0.025MG/1ACT,531,
0,,Y,NF-DICLOFENAC POTASSIUM 50MG ORAL TABLET,3221,
0,,Y,***DNU***SUTURE 5-0 CHROMIC GUT PS5 18IN,6200532,12/20/2018
0,,Y,atenolol 25 mg TAB (Tenormin),2290684,
0,,Y,NF-Topiramate Oral Tablet 200MG,4616,
0,,Y,LORazepam 0.5 mg TAB UD (Ativan),2291555,
0,,Y,BLADE CARTILAGE MICROTOME,6203249,
50,01210,Y,CRNA ANS OPEN PROCEDURE HIP JOINT,2321210,
65,L8699,Y,SEE 6212068,8010270,12/22/2018
528,L8699,Y,S&N 4MM SHORT DRILL,8024552,
270.49,C1713,Y,SCREW SYNT 2.7 LCKNG 36 SLFTPT8 STRDV RE,8010283,
24981.6,L8699,Y,GENESIS II TOTAL KNEE IMPLANT,8025465,
352.38,C1713,Y,SCREW SYNT NONLCK 65MM,6212633,
2434.04,C1713,Y,SEE 6211746,8000221,
0,J0461,Y,atropine sulfate 0.05 mg/ml SYR 5 ml,2290687,
316,C1713,Y,SCREW SYNT 2.7 LCKNG 40 SLFTPT8 STRDV RE,8010896,
100.91,C1713,Y,SCREW SYNT 2.0MM TIT CTX SLFTP CRC RS 12,6202024,
0,J0461,Y,atropine sulfate 0.4 mg/ml VIAL 1 ml,2290685,
88.27,C1713,Y,SCREW SYNT CORT 2.4MMX 28,8010321,
1189,71550,Y,MRI SC JOINT LEFT W/O CONTRAST,3199099,
0,,Y,NF-Xopenex HFA Inh/Neb Aer Pwd 0.045MG/1,4618,
352.38,C1713,Y,SCREW SYNT NONLCK 70MM,6212634,
54.8,85025,Y,CBC W/ DIFFERENTIAL (co)-,6090403,
508,C1713,Y,SCREW SYNT 4.5MM CAN FULL THRD 24MM,6201078,
0,,Y,atropine sulfate 1% EYE OINT 3.5 g,2290719,
356.16,,Y,ULTEM KOH-EFFIENCIENT 3.0CM,6214023,
0,,Y,ANKLE SUPPORT XXL-UC,6213726,
0,,Y,NF-NEORAL CAPSULE 25MG,624,
0,,Y,nortriptyline 25 mg CAP (Pamelor),229170,
3537,C1713,Y,SYNT 7MM HUMERAL NAIL,8000593,
225,,Y,UNTHREADED LOCKING PEG 22MM,8015387,
0,,Y,RXNF raNITIdine HCl Tablet 300MG,5902,
0,,Y,ANTIBIOTIC DOSING PER HOSPITALIST,2291866,
0,,Y,NF-OMNARIS NASAL SPRAY 50MCG/1ACT,714,
0,,Y,NF-Propranolol ER Oral Cap ER 80MG,4670,
1253.28,L8699,Y,6.5 MM MIDFOOT FUSION BOLT 125MM,8025388,
2390,L8699,Y,BONE 18X18X18 CONTINUOS COMPRESSION,8015311,
0,,Y,NF-OPTIVAR OPHTH SOLUTION 0.05,766,
2512.34,,Y,KIT BAR EXTRACTION,8025471,
3290,L8699,Y,"CPX4 W/ SUTURE TABS, TISSUE EXP 4500cc",8080086,
0,,Y,NF-metroNIDAZOLE Topical Gel 1%,4966,
184,,Y,DRILL BIT SYNT  QUICK COUPLING 3.5MM 110,6201762,
0,,Y,dutasteride 0.5 mg CAP,2147,
2700,L8699,Y,MEMORY SHAPE MENTOR 354-1458,8080156,
694.16,C1713,Y,"PLATE SYNT 2.4MM TIT LC DCP P  6 HOLES,4",6202277,
0,,Y,saline NASAL GEL 0.5 OZ,2291829,
5212.08,L8699,Y,LEGION CON ART  INS SZ3-4 9MM,8025743,
0,,Y,ANKLE SUPPORT XXXL-UC,6213736,
3490,L8699,Y,"CPX4 W/ SUTURE TABS, TISSUE EXP 650CC",8080100,
0,,Y,SUTURE 3-0 MAXON P12 18IN,6210983,
3882,C1713,Y,10MM TI CANN TIBIAL NAIL 04.034.346S,8010881,
0,,Y,DRESSING 4X4 STERILE 2 PACK,6201235,
0,,Y,NF-Calcitriol Capsule 0.25MCG,4302,
0,,Y,SUTURE 7-0 CHROMIC GUT SE1758 18IN,6200594,
78.52,80202,Y,VANCOMYOCIN TROUGH (Send Out)-,6090298,
0,,Y,cyclopent/ketorolac/phenyleph ophth sol,2291914,
2700,L8699,Y,MEMORY SHAPE MENTOR 354-1508,8080157,
0,,Y,DISPOSABLE OCULAR CORNEA PROTECTR MED,6209418,
195.29,C1713,Y,SCREW SYNT 1.3 TIT CTX SFTP CRC RS 8,6201959,
50,01464,Y,CRNA ANS  ARTHROSCOPIC ANKLE/FOOT,2321464,
572,L8699,Y,S&N 4MM SHORT DRILL,8024560,
5358,L8699,Y,IMPLANT DEP ROT PLAT STAB TIBIAL INSERT,8005922,
160,,Y,S&N SHOULDER SWITCH DRAPE,6200220,
1992,L8699,Y,S&N FLEXIBLE SHAFT W/ CIR CONNECTOR,8024667,
78.52,80202,Y,VANCOMYOCIN PEAK (Send Out)-,6090296,
3882,C1713,Y,10MM TI CANN TIBIAL NAIL 04.034.437S,8010996,
500,,Y,PASSING ELEVATOR KIT NEURSTIMULATORS,6212983,
0,,Y,DISPOSABLE OCULAR CORNEA PROTECTR SMALL,6209417,
0,,Y,NF-Propafenone HCl Tablet 225MG,3961,
0,,Y,CURETTES STRAIGHT,1208468,
0,,Y,RXNF Cipro Oral Tablet 250MG,5822,
0,,Y,SUTURE WIRE 24G,6212696,
0,,Y,RXNF Estrogen-Methyltestosterone H.S.Tab,5763,
800,L8699,Y,RESTERILIZABLE  GEL SIZER RSZ-1458,8080159,
127.89,C1713,Y,SCREW SYNT 1.5MM TIT CTX SFTP CRC RS 7MM,6201969,
0,,Y,MEASURE GRADUATED TRIANGULAR STYLE,6203368,
0,,Y,NF-Liothyronine Sodium Oral Tablet 5MCG,4081,
512,L8699,Y,S&N GUIDE PIN 3.2MM X 343MM,8024668,
800,L8699,Y,RESTERILIZABLE  GEL SIZER RSZ-1508,8080160,
0,,Y,BRACE KNEE HINGED LARGE UC,6213674,
2458,C1713,Y,12/14 COCR FEMORAL HEAD 32MM +7,8008447,
53.92,82088,Y,Aldosterone,6082088,12/17/2018
728.19,C1713,Y,SCREW CANNULATED 6.5 X 90 MM,6214296,
50,00770,Y,CRNA ANS ABD BLOOD VESSELS,2320770,
0,,Y,TAPE ELASTOPLAST 1 INCH ORDER BY CAS,6204800,
336.4,C1713,Y,2.4MM CAN SCREW 26MM,8036995,
3260.88,C1713,Y,12MM TI CANN TIBIAL NAIL-EX270MM STERILE,8025390,
4509.23,L8699,Y,ARTHRO ARTIC CMP 12 MM 1.5 MMX2.0MM OFST,8025103,
352.38,C1713,Y,SCREW SYNT NONLCK 80MM,6212636,
0,,Y,NF-Hydrocortisone Oral Tablet 10MG,4079,
0,,Y,NF-metFORMIN Hydrochloride Tab ER 750MG,4080,
356.16,,Y,ULTEM KOH-EFFIENCIENT 4.0CM,6214024,
3260.88,C1713,Y,13MM TI CANN TIBIAL NAIL STERILE,8000592,
76.84,C1713,Y,SCREW SYNT 2.7 MM T-8 16 MM,6213030,
30.45,C1713,Y,SCREW SYNT 4.0 TIT CAN BONE PRTHRD 28 14,6202154,
0,,Y,DRESSING WEBRIL 4 UNSTERILE,6201795,
0,,Y,BRACE KNEE HINGED X-LARGE UC,6213675,
0,,Y,NF-Felodipine Tab ER 10MG,4967,
0,,Y,RXNF Calcitriol Topical Oint 3MCG/1GM,6108,
0,,Y,NF-Symbicort Inh Aer Liq 160MCG-4.5MCG,5104,
453.68,C1713,Y,SCREW SYNT 3.0 CAN SHT THRD CRC RCS 18,6200783,
0,,Y,NF-METHOTREXATE ORAL TABLET 2.5MG,918,
186,C1713,Y,14MM CORTICAL SCREW,8000109,
352.38,C1713,Y,SEE 6212637,8010946,12/22/2018
0,,Y,NF-PREMARIN 1.25MG ORAL TABLET,3477,
50,01500,Y,CRNA ANS ARTERIES OF LOWER LEG,2321500,
0,,Y,phenol 1.4% THROAT SPRAY (Chloraseptic),2291642,
340,L8699,Y,TWIST DRILL,8005877,10/11/2011
294,,Y,MASK FULL FACE QUALTRO LARGE,6213553,
50,01270,Y,CRNA ANS ARTERY UPPER LEG,2321270,
186,C1713,Y,16MM CORTICAL SCREW,8000098,
0,,Y,NF-CALCIPOTRIENE TOPICAL SOLUTION 0.005%,3179,
0,,Y,SUTURE 3-0 CAPROSYN V20 30IN,6210898,
157.5,,Y,MASK CPAP MIRAGE MICRO SMALL (NASAL),6213556,
0,,Y,NF-HALOBETASOL PROPIONATE CREAM 0.05%,3180,
0,,Y,STRAP/ CHIN,6213560,
480.85,,Y,REAMER HEAD,6213563,
0,L8699,Y,K-WIRE 1.6,8005880,10/11/2011
0,,Y,SUTURE 3-0 CHROMIC GUT GS21 30IN,6202819,
0,,Y,SUTURE WIRE 26G,6212698,
292.85,,Y,SHAVER ENT 3.5MM 5290-635-000,6209017,
352.38,C1713,Y,SCREW SYNT NONLCK 90MM,6212638,
