Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"13855 E 14TH STREET SAN LEANDRO, CA (37.714632, -122.141973)",https://www.yelp.com/biz/san-leandro-hospital-san-leandro,https://www.facebook.com/pages/San-Leandro-Hospital/116570135037500,https://www.mapquest.com/us/california/san-leandro-hospital-372399150,TRUE
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,PINELLAS,7274627000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"300 PINELLAS ST CLEARWATER, FL (27.951912, -82.803874)",https://baycare.org/hospitals/morton-plant-hospital,https://baycare.org/locations/m/morton-plant-hospital,https://baycare.org/mph/contact-us,TRUE
50295,MERCY HOSPITAL BAKERSFIELD CA,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,6616325000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"2215 TRUXTUN AVENUE BAKERSFIELD, CA (35.373323, -119.027386)",https://locations.dignityhealth.org/mercy-hospital-downtown-bakersfield-bakersfield-ca,https://www.dignityhealth.org/central-california/locations/mercy-bakersfield,https://www.dignityhealth.org/central-california/locations/mercy-bakersfield/contact-us,TRUE
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,9256828200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"2540 EAST ST CONCORD, CA (37.98296, -122.034236)",https://www.johnmuirhealth.com/locations/john-muir-medical-center-concord.html,https://www.yelp.com/biz/john-muir-health-concord-medical-center-concord,https://www.hospitalcouncil.org/hospital/john-muir-medical-center-concord-campus,TRUE
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1256 MILITARY STREET SOUTH HAMILTON, AL (34.125852, -87.989806)",http://www.nmhs.net/hamilton/,http://www.nmhs.net/hamilton_clinic.php,https://doctor.webmd.com/hospital/marion-regional-medical-center-hamilton-al-fec26e5f-2693-45ed-a175-a00fe87b8e79-overview,TRUE
60023,ST MARYS  MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,MESA,9702981950,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2635 N 7TH STREET GRAND JUNCTION, CO (39.090604, -108.561439)",https://www.sclhealth.org/locations/st-marys-medical-center-foundation/,https://www.sclhealth.org/locations/st-marys-medical-center-foundation/contact-us/,https://www.sclhealth.org/locations/st-marys-medical-center/about/contact-us/,TRUE
10172,NORTH ALABAMA SPECIALITY HOSPITAL,"700 WEST MARKET STREET, 2ND FLOOR",ATHENS,AL,35611,LIMESTONE,2562339292,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"700 WEST MARKET STREET, 2ND FLOOR ATHENS, AL (34.803499, -86.977803)",https://amgnash.com/,https://doctor.webmd.com/hospital/amg-north-alabama-speciality-hospital-athens-al-bdda0a0d-36a8-4f20-976f-b9b0ea2c56f8-overview,https://www.facebook.com/pages/category/Hospital/North-Alabama-Specialty-Hospital-2016085091950771/,TRUE
50748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,2098253700,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,This hospital's star rating only includes data reported on inpatient services.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1777 WEST YOSEMITE AVE MANTECA, CA (37.797371, -121.246183)",https://healthy.kaiserpermanente.org/northern-california/facilities/manteca-medical-center-100356,https://m.kp.org/mt/healthy.kaiserpermanente.org/health/care/poc/!ut/p/a1/dZBBU8IwEIV_i4ceyS5UKnorZcAWURBRmksntAGCbZNJY5V_b1PpwQM7e9l53-y-t0BhC7RktTgwI2TJcjtTL5lG65fxuO8jjqNbDBf-8-swihCxDxHQQy53LRoP9CJYHIAqZo49Ue4lbJVMrXI0Rj046OCepSIX5tzLhOapkfrsIFCRwbaP6A49-AD6_-Zo404w3ATTwFuFDYQXAN1w1QKzpYcYjuZv8_f7uYs46IAr5SPEENO7q7FmA1jbHY2r-OKqmRJdCwWxg6dKOTi95Jh0MR5lwUkj_aGsIbuogdE5qQX_nnBlnkRlLJLKgohdQRqIV0RJbXJuSCEzDrFlLXNiNfshFde11USZ5l8ZJ_a5Sfvczkui81pk7XH1SXdnF8WyKEaubf_m5hdCtbpL/dl5/d5/L2dBISEvZ0FBIS9nQSEh/pw/Z7_FJSOBB1A00BJ40IMANR5JJ00G2/ren/p=id=100356/p=javax.servlet.include.path_info=QCPjspQCP_rlvid.jsp/p=_rvip=QCPjspQCPDepartmentList.jsp/p=_rap=facilityCtrl.viewDeptList/p=com.ibm.faces.portlet.mode=view/p=viewID=department_specialties/=/?un_jtt_v_expand=105335%7C108439%7C105317%7C127479%7C105316%7C105327%7C105006%7C105337%7C108434%7C,https://m.kp.org/mt/healthy.kaiserpermanente.org/health/care/poc/!ut/p/a1/dZBBU8IwEIV_i4ceyS6tVPQGZcAWURFRmksntAGCbZNJY5F_b1PpwQOZXHbe95L3FihsgJasFntmhCxZbmfqJ9No9TIe90eI4-gWw8Xo-W0QRYjYhwjoPpfbFo1dvQgWe6CKmUNPlDsJGyVTqxyMUQ8OOrhjqciFOfcyoXlqpD47CFRksOkjegMfPoH-_3O49iYYroNp4C_DBsILgF64bIHZq48YDufv84_7uYfodsCVM0KIIaZ3V2vNXFjZN5pU8SVVMyW6FgpiB4-VcnB66THpajzKgpNGsmimTNh6B57r_nlZY-26B0bnpBb8NOHKPInKWCSVBRHbgjQQr4iS2uTckEJmHGLLWubIavZDKq5rq4kyzb8zTuy2k3bbXbhE57XI2jTqi27PHorXohh67T3d_AKzyRkS/dl5/d5/L2dBISEvZ0FBIS9nQSEh/pw/Z7_FJSOBB1A00BJ40IMANR5JJ00G2/ren/p=id=100356/p=viewID=department_specialties/p=_rvip=QCPjspQCPDepartmentList.jsp/p=_rap=facilityCtrl.viewDeptList/p=com.ibm.faces.portlet.mode=view/p=javax.servlet.include.path_info=QCPjspQCP_rlvid.jsp/=/?un_jtt_v_expand=105335%7C105330%7C108439%7C105333%7C105317%7C105322%7C105312%7C105316%7C105006%7C108438%7C,TRUE
30016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,PINAL,5203816300,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,"1800 EAST FLORENCE BOULEVARD CASA GRANDE, AZ (32.879608, -111.709253)",https://www.bannerhealth.com/locations/casa-grande/banner-casa-grande-medical-center,https://www.ahd.com/free_profile/030016/Banner_Casa_Grande_Medical_Center/Casa_Grande/Arizona/,https://www.yelp.com/biz/banner-casa-grande-medical-center-casa-grande,TRUE
50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,8059882500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"1600 N ROSE AVE OXNARD, CA (34.216555, -119.158351)",https://docs.textpattern.com/tags/search_term,https://nektony.com/search/%7Bsearch_term%7D/,http://www.seaisland.com/?s=%7Bsearch_term%7D,TRUE
70022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,NEW HAVEN,2036884242,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"20 YORK ST NEW HAVEN, CT (41.304285, -72.934689)",https://docs.textpattern.com/tags/search_term,https://nektony.com/search/%7Bsearch_term%7D/,http://www.seaisland.com/?s=%7Bsearch_term%7D,TRUE
50561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,2138572201,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,3,This hospital's star rating only includes data reported on inpatient services.,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"6041 CADILLAC AVE LOS ANGELES, CA (34.03799, -118.376247)",https://thrive.kaiserpermanente.org/care-near-you/southern-california/west-los-angeles/locations/west-los-angeles-medical-center/,https://healthy.kaiserpermanente.org/southern-california/facilities/West-Los-Angeles-Medical-Center-100028,https://thrive.kaiserpermanente.org/care-near-you/southern-california/west-los-angeles/emergency-and-urgent-care/emergency-care/,TRUE
50407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,"845 JACKSON ST SAN FRANCISCO, CA (37.795695, -122.40925)",https://www.chinesehospital-sf.org/,https://www.chinesehospital-sf.org/contact-us,https://www.chinesehospital-sf.org/pharmacy,TRUE
50376,LAC HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,3102222101,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1000 W CARSON ST TORRANCE, CA (33.831583, -118.294546)",http://www.harbor-ucla.org/,http://www.harbor-ucla.org/about/contact-us/,http://losangeles.networkofcare.org/mh/services/agency.aspx?pid=LACHARBORUCLAMEDICALCENTER_68_2_0,TRUE
50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,7072524411,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1000 TRANCAS ST NAPA, CA (38.323554, -122.295968)",https://www.thequeen.org/,https://www.thequeen.org/contact-us/,https://www.thequeen.org/careers/,TRUE
60032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,80220,DENVER,3033202121,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,"4567 E 9TH AVENUE DENVER, CO (39.731076, -104.934011)",https://rosemed.com/,https://rosemed.com/about/contact-us/,https://rosemed.com/physicians/,TRUE
110124,WAYNE MEMORIAL HOSPITAL JESUP GA,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,9125303302,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"865 SOUTH FIRST STREET JESUP, GA (31.602952, -81.899094)",https://wmhweb.com/,https://wmhweb.com/about-us/contact-us/,https://wmhweb.com/medical-staff/,TRUE
50747,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,7147545454,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Not Available,Results are not available for this reporting period.,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"2701 S BRISTOL ST SANTA ANA, CA (33.710682, -117.88541)",https://southcoast-gmc.com/,https://southcoast-gmc.com/contact/,https://southcoast-gmc.com/careers/,TRUE
30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,4807283000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,"1955 WEST FRYE ROAD CHANDLER, AZ (33.29861, -111.876053)",https://www.dignityhealth.org/arizona/locations/chandlerregional,https://locations.dignityhealth.org/emergency-room-chandler-regional-medical-center-chandler-az,https://locations.dignityhealth.org/dignity-health-medical-group-family-medicine-chandler-chandler-az,TRUE
