Tufts Medical Center -- Standard Charges eff. 1/1/2019,,
,,
Item Number,Description,Price
10481,PLATE LCP VOL DIST 5H/5H LT,2148
10482,PLATE LCP VOL DIST 5H/5H RT,2148
10483,PLATE LCP VOLAR XART 4H RT LNG,1386
10484,PLATE LE FORT 0.0 ADV 11H LFT,444
10485,PLATE LE FORT 0.0 ADV 11H RT,444
10486,PLATE LE FORT 3.0 ADV 11H LFT,452
10487,PLATE LO PRO 4H 6MM BAR,164
10488,PLATE LO PRO DBL Y 6H 8MM,300
10489,PLATE LO PRO GAP LG,448
10490,PLATE LO PRO GAP SM,407
10491,PLATE MCC 10/25MM,860
10492,PLATE MCC 15/30 MM,1702
10493,PLATE MESH CPS 2.0MM 14X14,3492
10494,PLATE MINI 16H,212
10495,PLATE MINI 4 HOLE STR,119
10496,PLATE MINI 4H W/BAR,136
10497,PLATE MINI 6H,212
10498,PLATE NARROW LC DCP 4.5X106 6H,994
10499,PLATE NARROW LCP 4.5X134 7H,1067
10500,PLATE NARROW LCP 4.5X152 8H,1186
10501,PLATE NARROW LCP 4.5X170 9H,1184
10502,PLATE NARROW LCP 4.5X188 10H,1336
10503,PLATE NARROW LCP 4.5X206 11H,1439
10504,PLATE NARROW LCP 4.5X224 12H,1448
10505,PLATE NARROW LCP 4.5X260 14H,1669
10506,PLATE NARROW LCP 4.5X98 5H,812
10507,PLATE OCCIPITAL CERVICAL MED,5117
10508,PLATE OCCIPITAL CERVICAL SM,5117
10509,PLATE ORBITA 1.2 MICROPLUS 8H,276
10510,PLATE ORBITA 1.7 MINI 6H 8MM,243
10511,PLATE ORBITA 1.7 MINI 8H NO BA,227
10512,PLATE ORBITA 2.0 STEINHAUS 6H,171
10513,PLATE ORBITAL 4H UPPERFACE,144
10514,PLATE ORBITAL FLR 1.2X0.3 LG,1100
10515,PLATE ORBITAL FLR 1.2X0.3 MED,1030
10516,PLATE ORBITAL FLR 1.2X0.3 SM,986
10517,PLATE POLYAX FEMORAL RT,2848
10518,PLATE POSITION TRIANG 100X60,137
10519,PLATE POSITION TRIANG 87X70 30,137
10520,PLATE POSITION TRIANG 90X50 40,137
10521,PLATE PRIMARY RECON 11H W/TEMP,921
10522,PLATE PRIMARY RECON HEMI LFT W,1586
10523,PLATE PRIMARY RECON HEMI RT W/,1586
10524,PLATE PROX TIB 4.5MM 12H LT,1521
10525,PLATE PROX TIB 4.5MM 6H LT,1528
10526,PLATE PROX TIBIA 3.5MM 10H RT,1442
10527,PLATE PROX TIBIA 3.5MM 6H LT,1386
10528,PLATE PROX TIBIA 3.5MM 6H RT,1385
10529,PLATE RECON 17H W/TEMPLT,1169
10530,PLATE RECON 17H W/TEMPLTE,1883
10531,PLATE RECON 3.5 5H/58,784
10532,PLATE RECON 3.5 6H/70,901
10533,PLATE RECON 3.5 7H/82,920
10534,PLATE RECON 3.5 8H/94,938
10535,PLATE RECON HEMI MAND LFT 6X17,2534
10536,PLATE RECON HEMI MAND RT 6X17,2195
10537,PLATE RECONSTRUCT 3.5X118 10H,1059
10538,PLATE RECONSTRUCT 4.5X221 14H,724
10539,PLATE RESORBABLE  HOLE DBL Y,282
10540,PLATE RESORBABLE 14H STR,333
10541,PLATE RESORBABLE CVD,277
10542,PLATE RESORBABLE DBL Y 6H,302
10543,PLATE RESORBABLE LFT 7H 1.7,254
10544,PLATE RESORBABLE RT 7H 2.3,254
10545,PLATE RESORBABLE SQR 2X2,243
10546,PLATE RESORBABLE SQR 4X2,479
10547,PLATE RESORBABLE Y 6H,292
10548,PLATE RESORBABLE Y CVD,254
10549,PLATE ROSTRAL SM,1990
10550,PLATE RT NARROW DVRAN,1702
10551,PLATE SAGITAL SPLIT 2/TAB,426
10552,PLATE SAGITAL SPLIT W/TAB SLI,495
10553,PLATE SAGITAL SPLIT W/TAB B,426
10554,PLATE SHUNT W/EXPAND GAP 14MM,340
10555,PLATE SPLIT SAGITAL 6H,418
10556,PLATE ST SAG SPLIT 4H 6MM LOCK,345
10557,PLATE ST SAG SPLIT 6H 12MM LOK,459
10558,PLATE STD ANCHOR STR LNG,262
10559,PLATE STD ANCHOR T LNG,262
10560,PLATE STR 1.2 MICROPLUS 24H,692
10561,PLATE STR 1.2 MICROPLUS 8H,200
10562,PLATE STR 1.7 MINI WURZ 16H RE,411
10563,PLATE STR 1.7 MINI WURZ 2H REG,144
10564,PLATE STR 1.7 MINI WURZ 4H 6MM,148
10565,PLATE STR 1.7 MINI WURZ 4H 8MM,148
10566,PLATE STR 1.7 MINI WURZ 8H REG,169
10567,PLATE STR 18H UPPERFACE MALL,660
10568,PLATE STR 2.0  4H/23,150
10569,PLATE STR 2.0  5H/29,161
10570,PLATE STR 2.0 STD WURZ 16H REG,151
10571,PLATE STR 2.0 STD WURZ 4H LNG,86
10572,PLATE STR 2.0 STD WURZ 4H REG,94
10573,PLATE STR 2.0 STD WURZ 6H REG,104
10574,PLATE STR 2.3 COMMAND 4H MED,388
10575,PLATE STR 2.3 COMMAND 6H SHRT,495
10576,PLATE STR 24H MIDFACE,640
10577,PLATE STR 24H MIDFACE MLBL CND,719
10578,PLATE STR 24H UPPERFACE MALL,704
10579,PLATE STR 4H W/BAR MIDFACE,152
10580,PLATE STR BRIDGING 2.7 17H,870
10581,PLATE T 1.7 MINI 2X2H 8MM,206
10582,PLATE T 1.7 MINI 3X2H 10MM,237
10583,PLATE T 2.4X54 2H/8H TI,650
10584,PLATE T 2.4X54 3H/8H TI,576
10585,PLATE T 3.5MM 3H/3H OBL ANG,422
10586,PLATE T 3.5MM 3H/3H RT ANG,244
10587,PLATE T 3.5MM 3H/4H OBL ANG,447
10588,PLATE T 3.5MM 3H/5H OBL ANG,460
10589,PLATE T 3.5MM 3H/5H RT ANG,348
10590,PLATE T 3.5MM 4H/4H RT ANG,251
10591,PLATE T 3.5MM 4H/6H RT ANG,327
10592,PLATE T 5H MIDFACE,212
10593,PLATE T 5H/100MM 83MM,400
10594,PLATE T BUTTRESS 6HX112,494
10595,PLATE TI CONDY 1.5X36 7H LT,635
10596,PLATE TI CONDY 1.5X36 7H RT,498
10597,PLATE TI CONDY 2.0X39 7H LT,680
10598,PLATE TI CONDY 2.0X39 7H RT,459
10599,PLATE TI CONDY 2.4X57 8H LT,510
10600,PLATE TI CONDY 2.4X57 8H RT,663
10601,PLATE TI EXT H 1.3MM  RT,308
10602,PLATE TI EXT H 1.3MM LT,515
10603,PLATE TI EXT H 1.5 LT,532
10604,PLATE TI EXT H 1.5 RT,531
10605,PLATE TI LC DCP 2.0X24 4H,420
10606,PLATE TI LC DCP 2.0X36 6H,683
10607,PLATE TI LC DCP 2.0X48 8H,690
10608,PLATE TI LC DCP 2.4X31 4H,757
10609,PLATE TI LC DCP 2.4X47 6H,721
10610,PLATE TI LC DCP 2.4X63 8H,620
10611,PLATE TI LCP DST T 2.4 3H/3H,644
10612,PLATE TI LCP DST T 2.4 3H/4H,672
10613,PLATE TI LCP L 2.4 +90D 2H/3H,624
10614,PLATE TI LCP L 2.4 +90D 2H/4H,657
10615,PLATE TI LCP L 2.4 -20D 3H/3H,624
10616,PLATE TI LCP L 2.4 -90D 2H/3H,624
10617,PLATE TI LCP L 2.4 -90D 2H/4H,657
10618,PLATE TI LCP MD DST 3.5 3H RT,1368
10619,PLATE TI LCP MD DST 3.5 5H RT,1517
10620,PLATE TI LCP PST LAT 3.5 7H RT,1857
10621,PLATE MATRIXRIB 16H TI LFT RIB,3722
10622,PLATE TI STR 1.3X23 6H,486
10623,PLATE TI STR 1.3X47 12H,567
10624,PLATE TI STR 1.5X29 6H,464
10625,PLATE TI STR 1.5X59 12H,629
10626,PLATE TI STR 2.0X35 6H,462
10627,PLATE TI STR 2.0X71 12H,525
10628,PLATE TI STR 2.4X36 6H,458
10629,PLATE TI STR 2.4X72 12H,458
10630,PLATE TI T 1.3MM 3H/8H,519
10631,PLATE TI T 1.3MM 4H/8H,308
10632,PLATE TI T 1.5 3H/8H,509
10633,PLATE TI T 1.5 4H/8H,531
10634,PLATE TI WRIST FUSION 8H SHRT,2351
10635,PLATE TI WRIST FUSION 8H STD,2305
10636,PLATE TI WRIST FUSION 9H STR,2416
10637,PLATE TI Y 1.3X32 3H/8H,576
10638,PLATE TI Y 1.5 3X8H,519
10639,PLATE TI Y 2.0X48 3H/8H,638
10640,PLATE TSF 12H LOCK,2297
10641,PLATE TSF 8H LOCK,1723
10642,PLATE TSF 8H LOCK STR,1802
10643,PLATE TSLP 70MM TITANIUM,5886
10644,PLATE TSLP 79MM TITANIUM,5886
10645,PLATE VOLAR DISTAL EXT LFT,1702
10646,PLATE VOLAR DISTAL LFT,1702
10647,PLATE VOLAR DISTAL RT,1702
10648,PLATE VOLAR DISTAL RT SHRT,1702
10649,PLATE X CONNECTOR 28MM,1746
10650,PLATE X LO PRO 4 HOLE,341
10651,PLATE Y 2.4X56 2H/8H TI,586
10652,PLATE Y 5H MIDFACE LOCK,428
10653,PLATE Y 5H W/4MM BAR MIDFACE,227
10654,PLATELET PROCESS DISPO 120CC,1250
10655,PLUG ACETABULAR DOME HOLE,260
10656,PLUG GORE BIOABSORBABLE HERNIA,1060
10657,PLUG OSTEONICS CEMENT SZ4,110
10658,PORT MRI LOW PROFILE 6.6F TI,400
10659,PORT PLAST 1LUM 9.6F,380
10660,PORT SLIMPORT LOW PROFILE 6F,450
10661,POST AUGMENTATION 4MM COMBO,2036
10662,POST OUTRIGGER 11MM 30D,304
10663,POST OUTRIGGER 11MM 90D,335
10664,POST OUTRIGGER 11MM STR,272
10665,PROBE ACCULITE ENDO STR LONG,173
10666,PROBE BOWMAN LARYCHMAL 1.8X1.9,32
10667,PIK ILLUMINATED MEMBRANE 23GA,206
10668,PROBE LASER 23GA STR RFID,276
10669,PROBE FLUSHTIP DISPO PROTECT,258
10670,PROBE NV SCREW TEST PEDICLE,630
10671,PROBE W/EYE 2.5MM 6.25IN,13
10672,PROBE W/EYE 3.0MM 8IN,38
10673,PROSTHESIS TEMP CONDYLE LFT,1443
10674,PROSTHESIS TEMP CONDYLE MARX,854
10675,PROSTHESIS TEMP CONDYLE RT,1443
10676,PUMP SYNCHROMED2 INFUSION 20,19040
10677,PUMP SYNCHROMED2 INFUSION 40,19040
10678,PUTTY NORIAN SRS FAST SET 10CC,4820
10679,CATH VENTRIC WHT RT 9CM ANTI-,394
10680,CATH VENTRIC WHT RT 3CM ANTI,394
10681,CATH VENTRIC WHT RT 4CM ANTI-,394
10682,CATH VENTRIC WHT RT 5CM ANTI-,394
10683,CATH VENTRIC WHT RT 6CM ANTI-,394
10684,CATH VENTRIC WHT RT 7CM ANTI-,394
10685,CATH VENTRIC WHT RT 8CM ANTI-,394
10686,RESERVOIR ON/OFF FLUSHING,2095
10687,REST HEADTHORTON DISPO,54
10688,RESTRICTOR MED UNIV CEMENT,204
10689,RETAINING RING BIPOLAR 28MM,252
10690,RIB FREEZE DRIED WHOLE,694
10691,RING 3/4 115MM ID T HANDLE,559
10692,RING 3/4 140MM ID T HANDLE,565
10693,RING 3/4 165MM ID T HANDLE,1009
10694,RING LOCK DYNAMIC 56/68 DURALO,234
10695,RING SIZE 2 SPINE,490
10696,RING SYNMESH STD 17X22,432
10697,ROD 35MM PREBENT,1350
10698,ROD 70MM PRE CUT SPINE,640
10699,ROD 75MM PRE CUT SPINE,640
10700,ROD ALIGNMENT SPEC,298
10701,ROD AXON HARD 3.5/6.0 120/170,1494
10702,ROD CARBON 5X150,107
10703,ROD CARBON 5X200,107
10704,ROD CARBON 5X65,216
10705,ROD CARBON MICRO 3X40MM H2,120
10706,ROD CARBON MICRO 3X50MM H2,120
10707,ROD CARBON MICRO 3X60MM H2,120
10708,ROD CARBON MICRO 3X90MM H2,120
10709,ROD CBN FIB 11.0X200 135D ANG,534
10710,ROD CBN FIB 11.0X250 135D ANG,572
10711,ROD CBN FIB 11.0X300 135D ANG,572
10712,ROD CBN FIB 11.0X350 135D ANG,597
10713,ROD CBN FIB 11.0X400 135D ANG,629
10714,ROD CBN FIB 11.0X500 135D ANG,426
10715,ROD CBN FIB 11.0X550 135D ANG,635
10716,ROD CBN FIB 11.0X600 135D ANG,635
10717,ROD CBN FIB 11.0X650 135D ANG,605
10718,ROD CBN FIB 8.0X200,417
10719,ROD CBN FIB 8.0X220,368
10720,ROD CBN FIBER 3.0X25,60
10721,ROD CBN FIBER 3.0X45,69
10722,ROD CBN FIBER 3.0X60,60
10723,ROD CLICK X SOFT SPINE 100MM,524
10724,ROD GBAT GUIDE W/HANDLE,542
10725,ROD HARD TI SPINE 6.0X250,524
10726,ROD OCCIPITAL,260
10727,ROD PRE CUT 75MM SPINE,640
10728,ROD PREBENT 120MM,553
10729,ROD PREBENT 30MM,1390
10730,ROD REAMING 2.5X950 BALL TIP,270
10731,ROD REAMING 3.0X950,365
10732,ROD REAMING 3.0X950 OFFST BALL,265
10733,ROD REAMING W/ST BALL TIP 3MM,8160
10734,ROD SPINAL,510
10735,ROD SPINAL 200MM,553
10736,ROD SPINAL 70MM,288
10737,ROD SPINAL DEPUY,1040
10738,ROD SPINAL SPHERX 25MM,810
10739,ROD SPINAL SPHERX 35MM,810
10740,ROD SPINE,1000
10741,ROD SPINE 120MM,320
10742,ROD SPINE 140MM,312
10743,ROD SPINE 200MM,320
10744,ROD SPINE 3/16IN,1250
10745,ROD SPINE 40MM,288
10746,ROD SPINE 50MM,288
10747,ROD SPINE 55MM PRECUT,621
10748,ROD SPINE 60MM,472
10749,ROD SPINE 65MM PRECUT,621
10750,ROD SPINE 70MM,320
10751,ROD SPINE PRECUT 75MM,600
10752,ROD SPINE PRECUT 95MM,600
10753,ROD SPINE XIA 4.5X200 TA6V,1480
10754,ROD TITANIUM COMMERCIALLY PURE,850
10755,ROD UNIV SPINE HARD 6.0X200 TI,576
10756,ROD XIA SCOLI STD 480MM,660
10757,ROD XIA SCOLI STIFF 480MM,670
10758,RONGEUR YASARGIL 190MM 7.5IN,852
10759,RONGUER CASPER 2MM 6IN STR,955
10760,SCREW 1.2X3 SQ FIT SELF TAP,92
10761,SCREW 1.2X4 SQ FIT SELF TAP,92
10762,SCREW 1.2X5 SQ FIT SELF TAP,92
10763,SCREW 1.2X6 SQ FIT SELF TAP,86
10764,SCREW 1.5X6 CPS SYSTEM,107
10765,SCREW 1.7X3 SQ FIT SELF TAP,72
10766,SCREW 1.7X4 SQ FIT SELF TAP,72
10767,SCREW 1.7X5 SQ FIT SELF TAP,72
10768,SCREW 1.7X6 SQ FIT SELF TAP,72
10769,SCREW 1.7X7 SQ FIT SELF TAP,66
10770,SCREW 2.0X10 SQ FIT SELF TAP,57
10771,SCREW 2.0X4 SQ FIT SELF TAP,57
10772,SCREW 2.0X5 SQ FIT SELF TAP,57
10773,SCREW 2.0X6 SQ FIT SELF TAP,57
10774,SCREW 2.0X8 SQ FIT SELF TAP,57
10775,SCREW 2.7X10 HEX FIT SELF TAP,82
10776,SCREW 2.7X16 HEX FIT SELF TAP,82
10777,SCREW 2.7X22 HEX FIT SELF TAP,82
10778,SCREW 2.7X8 HEX FIT SELF TAP,82
10779,SCREW ABC 4.5MM,668
10780,SCREW ABC UNICORTAL 14MM,750
10781,SCREW ANCHOR 1.7X8 SELF TAP,156
10782,SCREW ANT IS/KAN 1/4X6.25X35TI,1560
10783,SCREW ANT IS/KAN 1/4X6.25X40TI,1560
10784,SCREW AUTO PILOT 1.7X4 CRS PIN,76
10785,SCREW AUTO PILOT 1.7X4 SQ FIT,76
10786,SCREW AUTO PILOT 1.7X5 CRS PIN,76
10787,SCREW AUTO PILOT 1.7X6 SQ FIT,81
10788,SCREW AUTO PILOT 2.0X6 SQ FIT,74
10789,SCREW TI AXON LOCKING STARDRIV,244
10790,SCREW BICORTICAL ABC 14MM,668
10791,SCREW BONE 2.7X10,530
10792,SCREW BONE 2.7X12,90
10793,SCREW BONE 2.7X14,90
10794,SCREW BONE 2.7X16,90
10795,SCREW BONE 2.7X18,79
10796,SCREW BONE 6.25X40,800
10797,SCREW BONE CANC 6.5X20 PINN,322
10798,SCREW BONE CANC 6.5X25 PINN,322
10799,SCREW BONE CANC 6.5X30 PINN,322
10800,SCREW BONE CANC 6.5X35 PINN,322
10801,SCREW BONE CANC 6.5X40 PINN,322
10802,SCREW BONE CANC 6.5X45 PINN,355
10803,SCREW BONE CANC 6.5X50 PINN,322
10804,SCREW BONE CANC 6.5X55 PINN,322
10805,SCREW BONE CANC 6.5X60 PINN,322
10806,SCREW BONE CANCELLOUS 6.5X55,188
10807,SCREW BONE CANCLOS 6.5X15 PINN,355
10808,SCREW BONE CROSS PIN 1.2X6 SLF,87
10809,SCREW BONE CROSS PIN 1.5X6 SLF,134
10810,SCREW BONE CROSS PIN 1.7X4 SLF,92
10811,SCREW BONE CROSS PIN 1.7X5 SLF,96
10812,SCREW UNIII AXS 1.5X6 SELF TAP,70
10813,SCREW BONE CROSS PIN 2.0X10,80
10814,SCREW BONE CROSS PIN 2.0X10 SE,79
10815,SCREW BONE CROSS PIN 2.0X12,80
10816,SCREW BONE CROSS PIN 2.0X14,80
10817,SCREW BONE CROSS PIN 2.0X16,80
10818,SCREW BONE CROSS PIN 2.0X4,80
10819,SCREW BONE CROSS PIN 2.0X4 SLF,79
10820,SCREW BONE CROSS PIN 2.0X5,78
10821,SCREW BONE CROSS PIN 2.0X6,80
10822,SCREW BONE CROSS PIN 2.0X6 SLF,79
10823,SCREW BONE CROSS PIN 2.0X8,80
10824,SCREW BONE CROSS PIN 2.0X8 SLF,79
10825,SCREW BONE CROSS PIN 2.3X10,100
10826,SCREW BONE CROSS PIN 2.3X10 SE,86
10827,SCREW BONE CROSS PIN 2.3X12,98
10828,SCREW BONE CROSS PIN 2.3X12 SE,86
10829,SCREW BONE CROSS PIN 2.3X14,98
10830,SCREW BONE CROSS PIN 2.3X18,98
10831,SCREW CROSS PIN 2.3X6 SELF TAP,86
10832,SCREW BONE CROSS PIN 2.3X8,100
10833,SCREW BONE CROSS PIN 2.3X8 SLF,86
10834,SCREW BONE CROSS PIN 2.7X8 SLF,133
10835,SCREW BONE CRS PIN LOC 2.3X14,160
10836,SCREW BONE CRS PIN LOC 2.3X16,160
10837,SCREW BONE CRS PIN LOC 2.3X18,160
10838,SCREW BONE CRS PIN LOC 2.3X20,160
10839,SCREW BONE CRS PIN LOC 2.3X22,160
10840,SCREW BONE DISTAL ROD 2.4X14,140
10841,SCREW BONE DISTAL ROD 2.4X16,140
10842,SCREW BONE DISTAL ROD 2.4X18,140
10843,SCREW BONE DISTAL ROD 2.7X12,140
10844,SCREW CANC BONE 6.5X100 32MM,84
10845,SCREW CANC BONE 6.5X105 32MM,56
10846,SCREW CANCELLOUS 6.5X30X16,87
10847,SCREW CANCELLOUS 6.5X35X16,78
10848,SCREW CANCELLOUS 6.5X40X16,82
10849,SCREW CANCELLOUS 6.5X45X16,81
10850,SCREW CANCELLOUS 2.5X14 LNG,184
10851,SCREW CANCELLOUS 2.5X16 LNG,184
10852,SCREW CANCELLOUS 2.5X18 LNG,184
10853,SCREW CANCELLOUS 2.5X20 LNG,184
10854,SCREW CANCELLOUS 2.5X22 LNG,184
10855,SCREW CANCELLOUS 2.5X24 LNG,184
10856,SCREW CANCELLOUS 4.0X10 FULL,39
10857,SCREW CANCELLOUS 4.0X10 PART,37
10858,SCREW CANCELLOUS 4.0X12 FULL,43
10859,SCREW CANCELLOUS 4.0X12 PART,38
10860,SCREW CANCELLOUS 4.0X14 FULL,43
10861,SCREW CANCELLOUS 4.0X14 PART,44
10862,SCREW CANCELLOUS 4.0X16 FULL,44
10863,SCREW CANCELLOUS 4.0X16 PART,38
10864,SCREW CANCELLOUS 4.0X18 FULL,42
10865,SCREW CANCELLOUS 4.0X18 PART,39
10866,SCREW CANCELLOUS 4.0X20 FULL,44
10867,SCREW CANCELLOUS 4.0X20 PART,39
10868,SCREW CANCELLOUS 4.0X22 FULL,46
10869,SCREW CANCELLOUS 4.0X22 PART,41
10870,SCREW CANCELLOUS 4.0X24 FULL,43
10871,SCREW CANCELLOUS 4.0X24 PART,38
10872,SCREW CANCELLOUS 4.0X26 FULL,46
10873,SCREW CANCELLOUS 4.0X26 PART,37
10874,SCREW CANCELLOUS 4.0X28 FULL,46
10875,SCREW CANCELLOUS 4.0X28 PART,36
10876,SCREW CANCELLOUS 4.0X30 FULL,40
10877,SCREW CANCELLOUS 4.0X30 PART,42
10878,SCREW CANCELLOUS 4.0X35 FULL,44
10879,SCREW CANCELLOUS 4.0X35 PART,42
10880,SCREW CANCELLOUS 4.0X40 FULL,39
10881,SCREW CANCELLOUS 4.0X40 PART,39
10882,SCREW CANCELLOUS 4.0X45 PART,41
10883,SCREW CANCELLOUS 4.0X50 FULL,44
10884,SCREW CANCELLOUS 4.0X50 PART,42
10885,SCREW CANCELLOUS 4.0X55 FULL,41
10886,SCREW CANCELLOUS 4.0X60 FULL,40
10887,SCREW CANCELLOUS 6.5X100X16,22
10888,SCREW CANCELLOUS 6.5X110X16,93
10889,SCREW CANCELLOUS 6.5X25 FULL,70
10890,SCREW CANCELLOUS 6.5X30 FULL,84
10891,SCREW CANCELLOUS 6.5X35 FULL,75
10892,SCREW CANCELLOUS 6.5X40 FULL,75
10893,SCREW CANCELLOUS 6.5X45 FULL,75
10894,SCREW CANCELLOUS 6.5X45X32,84
10895,SCREW CANCELLOUS 6.5X50 FULL,84
10896,SCREW CANCELLOUS 6.5X50X16,74
10897,SCREW CANCELLOUS 6.5X50X32,87
10898,SCREW CANCELLOUS 6.5X55 FULL,77
10899,SCREW CANCELLOUS 6.5X55X16,87
10900,SCREW CANCELLOUS 6.5X55X32,75
10901,SCREW CANCELLOUS 6.5X60 FULL,77
10902,SCREW CANCELLOUS 6.5X60X16,75
10903,SCREW CANCELLOUS 6.5X60X32,75
10904,SCREW CANCELLOUS 6.5X65X16,75
10905,SCREW CANCELLOUS 6.5X65X32,87
10906,SCREW CANCELLOUS 6.5X70X16,70
10907,SCREW CANCELLOUS 6.5X70X32,75
10908,SCREW CANCELLOUS 6.5X75X16,84
10909,SCREW CANCELLOUS 6.5X75X32,74
10910,SCREW CANCELLOUS 6.5X80X16,53
10911,SCREW CANCELLOUS 6.5X80X32,84
10912,SCREW CANCELLOUS 6.5X85X16,22
10913,SCREW CANCELLOUS 6.5X85X32,83
10914,SCREW CANCELLOUS 6.5X90X16,59
10915,SCREW CANCELLOUS 6.5X90X32,90
10916,SCREW CANCELLOUS 6.5X95X16,84
10917,SCREW CANCELLOUS 6.5X95X32,56
10918,SCREW CANCELLOUS AXON 3.5X14,1700
10919,SCREW CANCELLOUS AXON 3.5X16,1700
10920,SCREW CANCELLOUS BONE 6.5X20,192
10921,SCREW CANCELLOUS BONE 6.5X25,192
10922,SCREW CANCELLOUS BONE 6.5X30,192
10923,SCREW CANCELLOUS BONE 6.5X35,192
10924,SCREW CANCELLOUS BONE 6.5X40,160
10925,SCREW CANN 3.5X22 PART THRD,423
10926,SCREW CANN 3.5X24 FULL THRD,367
10927,SCREW CANN 3.5X24 PART THRD,367
10928,SCREW CANN 3.5X28 PART THRD,467
10929,SCREW CANN 3.5X30 FULL THRD,384
10930,SCREW CANN 3.5X30 PART THRD,462
10931,SCREW CANN 3.5X32 FULL THRD,286
10932,SCREW CANN 3.5X32 PART THRD,423
10933,SCREW CANN 3.5X34 FULL THRD,493
10934,SCREW CANN 3.5X36 FULL THRD,413
10935,SCREW CANN 3.5X36 PART THRD,467
10936,SCREW CANN 3.5X38 PART THRD,462
10937,SCREW CANN 3.5X40 PART THRD,462
10938,SCREW CANN 3.5X42 PART THRD,462
10939,SCREW CANN 3.5X44 PART THRD,423
10940,SCREW CANN 3.5X46 PART THRD,468
10941,SCREW CANN 3.5X50 FULL THRD,413
10942,SCREW CANN 3.5X50 PART THRD,462
10943,SCREW CANN 4.0X14 SHRT THRD,464
10944,SCREW CANN 4.0X20 LNG THRD,420
10945,SCREW CANN 4.0X20 SHRT THRD,498
10946,SCREW CANN 4.0X22 LNG THRD,441
10947,SCREW CANN 4.0X22 SHRT THRD,498
10948,SCREW CANN 4.0X24 LNG THRD,441
10949,SCREW CANN 4.0X24 SHRT THRD,442
10950,SCREW CANN 4.0X26 LNG THRD,498
10951,SCREW CANN 4.0X26 SHRT THRD,442
10952,SCREW CANN 4.0X28 LNG THRD,442
10953,SCREW CANN 4.0X28 SHRT THRD,442
10954,SCREW CANN 4.0X30 SHRT THRD,442
10955,SCREW CANN 4.0X32 LNG THRD,441
10956,SCREW CANN 4.0X32 SHRT THRD,486
10957,SCREW CANN 4.0X34 LNG THRD,486
10958,SCREW CANN 4.0X34 SHRT THRD,486
10959,SCREW CANN 4.0X36 LNG THRD,498
10960,SCREW CANN 4.0X36 SHRT THRD,486
10961,SCREW CANN 4.0X38 LNG THRD,498
10962,SCREW CANN 4.0X38 SHRT THRD,442
10963,SCREW CANN 4.0X40 LNG THRD,486
10964,SCREW CANN 4.0X40 SHRT THRD,486
10965,SCREW CANN 4.0X42 LNG THRD,432
10966,SCREW CANN 4.0X42 SHRT THRD,464
10967,SCREW CANN 4.0X44 LNG THRD,486
10968,SCREW CANN 4.0X44 SHRT THRD,481
10969,SCREW CANN 4.0X46 LNG THRD,441
10970,SCREW CANN 4.0X46 SHRT THRD,498
10971,SCREW CANN 4.0X48 LNG THRD,498
10972,SCREW CANN 4.0X48 SHRT THRD,498
10973,SCREW CANN 4.0X50 LNG THRD,442
10974,SCREW CANN 4.0X50 SHRT THRD,442
10975,SCREW CANN 4.5X20 PART THRD,276
10976,SCREW CANN 4.5X28 PART THRD,496
10977,SCREW CANN 4.5X30 PART THRD,496
10978,SCREW CANN 4.5X32 PART THRD,450
10979,SCREW CANN 4.5X34 PART THRD,472
10980,SCREW CANN 4.5X40 FULL THRD,463
10981,SCREW CANN 4.5X40 PART THRD,450
10982,SCREW CANN 4.5X44 PART THRD,510
10983,SCREW CANN 4.5X48 FULL THRD,463
10984,SCREW CANN 4.5X50 PART THRD,450
10985,SCREW CANN 4.5X52 FULL THRD,531
10986,SCREW CANN 4.5X52 PART THRD,449
10987,SCREW CANN 4.5X54 PART THRD,449
10988,SCREW CANN 4.5X56 FULL THRD,439
10989,SCREW CANN 4.5X56 PART THRD,496
10990,SCREW CANN 4.5X60 FULL THRD,439
10991,SCREW CANN 4.5X60 PART THRD,496
10992,SCREW CANN 4.5X64 PART THRD,472
10993,SCREW CANN 4.5X68 FULL THRD,463
10994,SCREW CANN 4.5X72 FULL THRD,531
10995,SCREW CANN 4.5X72 PART THRD,450
10996,SCREW CANN 6.5X100 32MM THRD,582
10997,SCREW CANN 6.5X60 32MM THRD,582
10998,SCREW CANN 6.5X65 16MM THRD,582
10999,SCREW CANN 6.5X70 16MM THRD,635
11000,SCREW CANN 6.5X80 16MM THRD,642
11001,SCREW CANN 6.5X85 16MM THRD,642
11002,SCREW CANN 6.5X90 16MM THRD,642
11003,SCREW CANN 6.5X95 32MM THRD,642
11004,SCREW CANN 7.0X100 16MM THRD,582
11005,SCREW CANN 7.0X30 16MM THRD,421
11006,SCREW CANN 7.0X35 16MM THRD,390
11007,SCREW CANN 7.0X40 16MM THRD,434
11008,SCREW CANN 7.0X45 16MM THRD,390
11009,SCREW CANN 7.0X50 32MM THRD,422
11010,SCREW CANN 7.0X55 16MM THRD,422
11011,SCREW CANN 7.0X55 32MM THRD,421
11012,SCREW CANN 7.0X60 16MM THRD,434
11013,SCREW CANN 7.0X60 32MM THRD,363
11014,SCREW CANN 7.0X65 16MM THRD,434
11015,SCREW CANN 7.0X65 32MM THRD,671
11016,SCREW CANN 7.0X75 16MM THRD,582
11017,SCREW CANN 7.0X75 32MM THRD,363
11018,SCREW CANN 7.0X80 16MM THRD,607
