MNEMONIC,DESCRIPTION,CHRG AMT
3744773,"TUBING, SECONDARY NON DEHP",14.18
3744774,"TUBING, PRIMARY IV NONDEHP",12.99
3744776,"TUBE, POPE EAR",59.5
3744777,BOUGIE SINGLE USE COUDE TIP,29.2
3744778,"KIT,PROX TENODESIS",1687.5
3744788,RX STENT/10 X 5CM,406.35
3744789,AIR/WATER SUCTION & BIOPSY KIT,20.4
3744791,PROLARYN VOICE GEL,1562.5
3744793,"NEEDLE,COLORADO",169.97
3744795,TCC-EZ REGULAR BOOT,214.2
3744796,TCC-EZ EXTRA LARGE BOOT,267.75
3744797,CASTING SYSTEMS 3 NO BOOT,378
3744800,"THERASKIN,2x3",2299.5
3744806,DENALI JUGULAR IVC FILTER,2415
3744807,C-CLAMP,25.5
3744808,"PLATE,PDS .15MM THICK",921.2
3744811,PROLARYN PLUS INJ.IMPLANT,1437.5
3744819,"BLADE,4.2 PREBENT ULTRACUT",674.1
3744820,"BUR,4.0MM PEAR",718.2
3744821,"PROBE, STIM NERVE",332.11
3744822,"ELECTRODE,SUB-D 2CHANNEL",284
3744823,"TUBE, ET 6.0MM",879.76
3744824,"TUBE, ET 7.0MM",879.48
3744825,"TUBE, ET 8.0MM",879.48
3744826,"ELECTRODE,SUB-D 4 CHANNEL",423.11
3744828,SINUS BALLOON CATH,4095
3744829,INFLATION DEVICE,234.83
3744831,"CANNULA,KYPHO 10G",156.6
3744832,"SUTURE,PLAIN 4-0 1824H",8.15
3744833,"SLEEVE,TROCAR 5MM",27.2
3744835,"TROCAR,5MM NBLADE BALLOON",57.8
3744836,"TROCAR,12MM BALLOON BLUNT",91.8
3744837,"TROCAR,12 NBLADE BALLOON",91.8
3744838,"SLEEVE,5MM BALLOON",27.2
3744839,"TROCAR,5MM XL BLADED",64.6
3744840,"BAG,15MM SPECIMEN",315
3744844,"PROBE,INCREMENTING",573
3744845,"SUSPENSORY,2XL",10.78
3744846,"PROBE, STRAIGHT FIRE 2.3MM",673.94
3744847,DISP. CORE BIOPSY KIT 20GX10CM,129.2
3744848,MISSION BIOPSY NEEDLE 18GX20CM,129.2
3744852,"SNOW,SURGICAL 2x4",426.75
3744853,"SUTURE,ETHILON 4-0 699G",8.76
3744856,"RASP,LG TEAR",325.37
3744857,"DEVICE, MUSCAL ATOMIZER W/ SYR",21.42
3744859,"SUTURE,PROLENE 3-0 8684G",7.13
3744860,"NEEDLE,QUINCKE 25x3.5",3.82
3744861,"BUR,2MM TAPER DIAMOND BUR",333.18
3744862,"BUR,3MM DIAMOND BUR",333.18
3744863,"BUR,4MM DIAMOND",333.18
3744864,"BUR,4MM ROUND",333.18
3744865,"BUR,5MM ROUND",333.18
3744866,"BUR,ROUND BUR",333.18
3744875,"BUR,1.0MM DIAMOND",333.18
3744876,"BUR, 0.5 DIAMOND RD",333.18
3744877,RADIAL JAW 4 PULM. LARGE CAPAC,98.6
3744880,"BUR, 2.0 RD DIAMOND",333.18
3744881,"BUR,3.0 RD DIAMOND TAPER",333.18
3744882,"SHEATH, 4FR 45CM",169.97
3744883,"SHEATH, 5FR 45CM",105.4
3744884,"CATHETER,4FR JL6 100CM",38.08
3744885,"CATHETER,5FR JL6 100CM",153
3744887,MAMMOTOME 8G CUP,169.97
3744889,PROTHESIS SMART STAPES .5X4.0,1022
3744890,"PROTHESIS,SMART STAPES .5x4.25",1022
3744891,"PROTHESIS,SMART STAPES .5x4.5",1022
3744892,"PIN, GUIDE BEATH",214.2
3744893,"SUTURE,VICRYL 1 JJ40G",30.91
3744894,MISSION BIOPSY NEEDLE 18G 20CM,129.2
3744895,"WAND,VAPRCOOL 90",1013.6
3744896,"WAND,VAPR TRIPOLAR",809.2
3744897,"TUBING,MITEK INFLOW",154.22
3744899,"BLADE,GIGLI 12 ZIMMER",64.97
3744900,"TUBING,MITEK OUTFLOW",146.88
3744902,"FINGERTRAP, MEDIUM",91.8
3744904,"FINGERTRAP, LARGE",91.8
3744907,"CEMENT DOUGH,6191-1-010",188.06
3744909,BONE WAX W-31,12.85
3744915,"TROCAR,MINI STEP 7/8 DIL.",428.24
3744916,"CATHETER,PERITINEAL DIALYSIS",169.97
3744917,"NEEDLE,VERSA STEP",126.21
3744920,"KIT,MINI CAP TRANSFER",213.43
3744922,3-0 PROLENE P8522,21.84
3744923,EXTENDED BLADE ELECTRODE,11.65
3744924,BUGBEE DISPOSABLE CORD,10.96
3744925,HEWSON SUTURE RETRIEVER,169.97
3744926,"ADAPTER,LOCKING TITANIUM",775.73
3744927,"CAP,DISCONNECT",18.84
3744929,SAFEGUIDE CLEANING BRUSH,102
3744930,"SUTURE,PDS 6-0 Z489G",14.79
3744931,"SUTURE,VICRYL 2-0 J259G",4.23
3744932,"FLIP CUTTER,7MM",910
3744935,"FLIP CUTTER,7.5MM",910
3744941,ZIMMER DRILL BIT 1/4,96.49
3744942,ZIMMER DRILL BIT 1/8,74.8
3744943,ZIMMER DRILL BIT 3/32,47.4
3744944,ZIMMER DRILL BIT 7/64,47.4
3744945,"FLIP CUTTER, 8MM",910
3744946,"FLIP CUTTER,8.5MM",910
3744954,"FLIP CUTTER,9MM",910
3744956,"FLIP CUTTER,9.5MM",910
3744957,"FLIP CUTTER,10MM",910
3744958,"REAMER,LOW PRO 7MM",614.25
3744960,"BLADE,GIGLI 20  ZIMMER",67.12
3744961,BLADE ZIM HALL RECIPROCATING,356.24
3744962,BLADE ZIM HALL RECIPROCATING,151.61
3744963,"REAMER,LOW PRO 7.5MM",614.25
3744966,"REAMER,LOW PRO 8MM",614.25
3744967,"REAMER,LOW PRO 8.5MM",614.25
3744968,"REAMER,LOW PRO 9MM",614.25
3744969,"REAMER,LOW PRO 9.5MM",614.25
3744970,"HOSE, JOBST, KNEE, LARGE",7.65
3744971,"HOSE, JOBST, KNEE, MED.",7.65
3744972,"HOSE, JOBST, KNEE, SMALL",7.65
3744973,"HOSE, JOBST, THIGH, LG.",13.57
3744975,"HOSE,JOBST,THIGH/LONG, LG",25.81
3744976,"HOSE, JOBST, THIGH, MED.",13.57
3744977,"HOSE, JOBST, THIGH, SM.",16.32
3744978,"HOSE, JOBST, KNEE X-LG",7.27
3744979,"REAMER,LOW PRO 10MM",614.25
3744980,"REAMER,CORING 9MM",645.25
3744981,"REAMER,CORING 10MM",645.25
3744982,"REAMER,CORING 11MM",645.25
3744983,"KIT,ACL DISP",456.75
3744985,"TIGHTROPE, ACL",980
3744986,"GRAFTBOLT,7MM",1106
3744987,K-WIRE .035 X 4 DBL BAYONET,32.1
3744988,K-WIRE .045 X 4 DBL BAYONET,32.1
3744989,"KIRSCHNER,4 PL.DEPUY.054",26.07
3744990,"KIRSCHNER,WIRE .062",32.1
3744991,"IMMOBILIZER,KNEE 20",128.55
3744992,"IMMOBILIZER, KNEE 22",74.56
3744993,"IMMOBILIZER, KNEE 18",60.93
3744995,"GRAFTBOLT,8MM",1106
3744996,"GRAFTBOLT,9MM",1106
3744997,"GRAFTBOLT,10MM",1106
3745003,"SCREW,BIOCOMP 8MMx28",740.25
3745015,"SCREW,BIOCOMP 9MMx28",740.25
3745022,"SCREW,BIOCOMP 10MMx28",740.25
3745023,"SCREW,BIOCOMP 11MMx28",740.25
3745024,SCREW BIOCOMP 7MMx23,740.25
3745027,"SCREW,BIOCOMP 8MMx23",740.25
3745029,TOURNI-COT MED. TCM,8.16
3745032,"SCREW,BIOCOMP 9MMx23",740.25
3745033,"SCREW,BIOCOMP 10MMx23",740.25
3745037,"SCREW,CANC 6.5MM",280.35
3745038,"WASHER,SPIKED",315
3745039,"DRAIN,1/4 ,DAVOL-#7041",16.53
3745040,DAVOL DRAIN RELIAVAC 1/2,15.77
3745041,TOURNI-COT LG. TCL,8.16
3745046,"WASHER,SUTURE",315
3745049,DEPUY KIRSHNER WIRE .054,32.1
3745051,"CEMENT,HV SIMPLEX",169.97
3745053,STEINMAN PIN 9/64,41.92
3745055,MAMMOTOME ELITE ULT PROBE 10G,756.4
3745057,"SUSPENSORY, 7110-LG",20.91
3745058,"SUSPENSORY, 7110-MED",21.18
3745060,"SUSPENSORY, XL",25.4
3745062,"K-WIRE,.045 X 9 THR",39.1
3745067,"GUIDEWIRE,CENTRAL LINE",33.69
3745068,"POSTIONER,BIOMET KNEE",582.75
3745069,"IMPLANT,GOLENBERG SHOE",910
3745070,GOLD BIPOLAR PROBE 7FR X 300CM,376.74
3745071,"BUR,3MM ROUND CUTTING",333.18
3745077,"SUTURE,ETHILON 2-0 593H PS-2",8.5
3745079,"SUTURE,PDS Z341H 1",6.36
3745081,"SCOTCHCAST ROLL, 3 INCH",7.57
3745082,"SCOTCHCAST ROLL, 4 INCH",9.81
3745085,SCOTCHCAST ROLL 5,15.06
3745086,DENTAL ARCH BARS,94.35
3745087,"SCREW,CANN INTER 7x20",362.25
3745088,"SCREW,CANN INTER 7x25",362.25
3745089,"SCREW,CANN INTER 8x25",362.25
3745090,"SCREW,CANN INTER 8x25",362.25
3745093,DISP.OXI SENSAR INFANT,71.6
3745096,"SCREW,CANN INTER 9x20",362.25
3745099,"SCREW,CANN INTER 9x25",362.25
3745100,"EXTENDER,BUTTON",708.75
3745103,"NEEDLE,STIMUPLEX 22GX2 ULTRA",38.69
3745104,"NEEDLE,INSULATED 20GA",40.47
3745105,"MESH,KEYHOLE SOFT",212
3745106,"SUTURE,MONO 3-0 Y215H",18.94
3745108,"TAPE,ELASTIKON 5177",20.56
3745109,"PIN,STEIN.PUY1/8 X9 PLAIN",32.75
3745112,"CINCH,MENISCAL",1142.4
3745113,"KIT,FULL 20G 8CM",421.78
3745114,ZIM.FEM.BN BRUSH 5059-13,63.48
3745115,STRYKER BLADE MED NAR AGGR,84.56
3745117,"KIT,BASIC 20G 8CM",160.65
3745118,"KIT,BASIC 18G 8CM",160.65
3745123,GORTEX GRAFT STRETCH 4-7X45CM,1324.97
3745124,"RETRACTOR, ALEXIS LG",229.95
3745127,ZIM.DRILL BIT 1/16,48.05
3745128,"RETRACTOR,ALEXIS, X-LG",280.35
3745129,"PROBE, INJECTION GOLD 7F X 210",623.07
3745131,"LENS,ANTERIOR CHAMBER",784.7
3745132,"SLING, HOYER LIFT DISPOSABLE",116.28
3745133,"PORTER,BREATHING CIRCUIT",51
3745134,"MASK, DISP LARGE",17
3745135,"MASK,DISP MEDIUM",17
3745137,HOVER HALF MAT,310.76
3745138,"STOCKINETTE,IMPERVIOUS LG",3.05
3745139,"PACK,EXTREMITY CUSTOM",87.35
3745140,"PACK, TOTAL KNEE",248.76
3745141,"DRESSING, MEPILEX 4X10",17.61
3745142,"DRESSING, MEPILEX 4X12",28.25
3745143,"DRESSING,MEPLEX BOR PO AG 4X10",111.2
3745144,"SCOTCHCAST ROLL, 2 INCH",8.04
3745146,"MEPILEX,BORD PO AG 4X12",117.03
3745147,"BLADE,MONO MALLEABLE",610.47
3745148,STRATAFIX PDS PLUS 18(45CM) 1,8.7
3745149,"BUR,4MM DIAMOND RD FINE",169.97
3745150,"BUR,5MM DIAMOND RD FINE",169.97
3745151,"CATHETER,IABP,50CC",1313.2
3745152,"BALLOON,KYPHO 15MM/10G",2187.26
3745153,"CANNISTER,LIPOSUCTION",32.98
3745155,"TUBING,ASP LIPOSUCTION",34.68
3745160,"DRESSING, MEPILEX 4 X 8",17.17
3745162,K-WIRE .028 X 4 DBL BAYONET,28.27
3745163,"STIMULAN,10CC",3139.5
3745164,AMO LENS 14.5DPT,343.35
3745166,"PRESSURIZER,FEM SMALL",47.54
3745167,STRYKER FEMORAL PRESS MED.,47.54
3745168,"PRESSURIZER,FEM LARGE",50.05
3745169,QUICK CROSS .014 135CM,526.05
3745170,QUICK CROSS .018 90CM,526.05
3745171,QUICK CROSS .035 90CM,494.55
3745172,ZIMMER DRILL BIT 5/32,47.4
3745173,"BLADE,SAGGITAL",169.97
3745174,"SET,ARTERIAL EXTENSION",10.74
3745175,AMO LENS 11.0 DPT,343.35
3745176,AMO LENS 11.5 DPT,343.35
3745190,"PLATE,1/3 TBLR 2 HOLE ZIMMER",97.27
3745191,"PLATE,1/3 TBLR 3 HOLE ZIMMER",101.02
3745192,"PLATE,1/3 TBLR 4 HOLE ZIMMER",82
3745193,"PLATE,1/3 TBLR RT 5H ZIMMER",82
3745194,"PLATE,1/3 TUB'R 6H ZIMMER",102
3745195,"PLATE,1/3 TUB'R 7H ZIMMER",102
3745196,"PLATE,1/3 TUB'R 8H ZIMMER",108.8
3745197,"PLATE,3.5MM 6HOLE ZIMMER",192.72
3745199,"PLTE,SM.T-R ANG.3H 241.13",152.25
3745201,"PLATE,1/4 TBLR 3HOLE ZIMMER",62.28
3745202,"PLATE,1/4 TUB'R 4H 242.04",88.51
3745209,"PLATE,STRAIGHT 4 HOLE ZIMMER",108.09
3745211,"PLATE,STGT MINI 6H 243.16",91.79
3745213,KIRSCHNER WIRES 6  292,6.56
3745217,"KIT,POWERGLIDE 18G X 8CM",261.45
3745218,"WASHER,7.0MM ZIMMER",31.98
3745219,"SCREW,CORTEX 4.5MM 214.14",16.55
3745222,"SCREW,CANC 6.5MM  217.45",40.32
3745230,"PLATE,DCP NAR.  9H 224.09",195.36
3745234,"PLATE,DCP BROAD 7H 226.07",237.14
3745237,"PLTE,DCP BROAD 12H 226.12",304.5
3745245,"PLATE,L BUTTR'S 4H 240.44",377.26
3745246,"NEEDLE,POWERGLIDE 20G X 8CM",160.65
3745247,"NEEDLE,POWERGLIDE 18G X 8CM",160.65
3745248,"KIT, PROBE COVER W/ GEL",27.2
3745249,STATLOCK ULTRA,9.99
3745250,"SUTURE,VICRYL 5-0 J503G",13.4
3745251,"PLUG,BONE MEDIUM",365.4
3745252,"PLUG,BONE LARGE",378
3745253,SLING.LARGE RIGHT,219.27
3745254,RX DUODENAL STENT/7FR X 5CM,406.35
3745255,"PLUG,BONE SMALL",365.4
3745258,RAPID RHINO 5.5CM W/O AIRWAY,122.06
3745259,MEROCEL 5.5 CM,38.59
3745260,"BALL, ROLLER PLASMA",1161.89
3745261,"BLADE,BEAVER 5MM 15D",7.64
3745262,"WEIGHT,1.0MM EYELID",1204
3745263,"WEIGHT,1.2MM EYELID",1232
3745270,"CHOPPER,NUCLEUS EYE",77.04
3745271,"INSTRUMENT,BIOSPY 20 X 20",129.2
3745275,"TUBING, EXTENSION NON DEHP",10.03
3745277,"DRESSING,TEGADERM PICC",16.59
3745278,NB BLANKET LG DISP,19.45
3745279,NBLUE COZY COVER DISP,13.94
3745280,"DRESSING, MEPILEX SACRAL 9.2",33.16
3745281,ZIMMER DRILL BIT 3/16,47.4
3745282,ZIM.PAT.COMP. 5110-67-32,985.64
3745287,"DEVICE,EAGLE INFLATION",148.41
3745295,"SUTURE,VICRYL VCP370H",5.07
3745296,GUARDUS OVERTUBE GASTRIC,708.75
3745298,SPY GLASS DS,5145
3745299,SPY BITE FORCEPS,1386
3745301,STRYKER YANKAUER MULTI OR,28.52
3745302,GLIDESCOPE DISP BLADE GVL1,69.63
3745303,GLIDESCOPE DISP BLADE GVL2,69.63
3745305,ZIM.FEM.CANAL REST. MED,65.23
3745308,"LIGASURE,IMPACT OPEN",1874.98
3745309,"SET, IV ADM",3.57
3745315,ZIMMER DRILL BIT 5/64,41.28
3745318,"SCREW,DHS COMP.SYN.280.99",75.4
3745326,"SYN.SCREW, DCS LAG 280.00",414.36
3745327,SYNTHES SCREW DHS LAG,390.75
3745328,SYNTHES SCREW DHS LAG,340.93
3745329,"SCREW,DHS,DCS LAG 280.15",275.37
3745330,"PLATE,DHS 135 4H 281.14",605.8
3745331,"PLATE,DHS 135  5H 281.15",642.52
3745332,"PLATE,DHS 135",605.37
3745334,SYNTHES PLATE 150 DEG 5 HOLE,642.52
3745335,SYNTHES PLATE 150 DEG 6 HOLE,563.84
3745336,3-0 VICRYL J442H,6.05
3745347,"PLATE,DYN.3.5MM 5H ZIMMER",204.82
3745358,"PROTECTOR, ORTHO HIP",428.4
3745359,"SET, LIPO INFILTRATION",30.69
3745360,"CANNULA, LIPO 3MM/30CM",169.97
3745362,"CANNULA,LIPO 3MM/22CM",169.97
3745363,"CANNULA,LIPO 3MM/19CM",169.97
3745364,"LIGASURE,ADVANCE RETRACT",1874.98
3745365,RESOLUTION 360 CLIP 235 CM,689.85
3745369,"CATHETER,KUMAR",114.75
3745370,"KIT,SPEEDBRIDGE",3087
3745371,FIBERTAPE,236.25
3745373,"PORT,XCELA 6.6FR LO PRO",854
3745374,"WIRE,BENTSON 150CM",37.4
3745375,"WIRE, BENTSON 180CM",37.4
3745376,RADIAL JAW 4 HOT BIOPSY FORCEP,119
3745377,"MESH, SELF FIX 10X15CM",1145.2
3745378,"BUR,5.5MM RD FLUTED",333.18
3745382,"STENT,WALLFLEXBILIARY 10 X 60",5040
3745385,"SUTURE,VICRYL 3-0 J784G",29.78
3745386,"NEEDLE,TROCAR 2PART 18GX20CM",57.94
3745387,"KNIFE,COLLINS PLASMA",1210.3
3745391,"CATHETER,DILATATION BALLON CRE",628.11
3745392,ACIST SYRINGE KIT,73.1
3745393,ACIST MANIFOLD W/TRANSDUCER,55.42
3745394,ACIST HAND CONTROLLER,82.11
3745396,"CEMENT,OTOMIMIX",1232
3745399,"STENT,PROPEL SINUS",1912.5
3745400,190CM FILTER WIRE 3.50-5.50,2692.3
3745401,190CM FILTER WIRE 2.25-3.50,2692.3
3745404,"GUIDELINER, 6FR",1111.6
3745405,"GUIDELINER, 7FR",1111.6
3745406,CORONARY IVUS CATHETER,1874.98
3745407,CORONARY FFR WIRE,1712.5
3745408,8F CONTINUOS CO SWAN CATHETER,547.78
3745409,.014 RUNTHROUGH WIRE 180CM,315
3745410,6F IKARI L 3.5 GUIDECATHETER,267.75
3745411,6F IKARI L 3.75 GUIDECATHETER,264.6
3745412,6F IKARI L 4.0 GUIDECATHETER,267.75
3745413,6F IKARI R 1.5 GUIDECATHETER,267.75
3745414,6F IKARI R 2.0 GUIDECATHETER,267.75
3745415,6F IKARI TIG MOD 4.0 GUIDECATH,267.75
3745417,6F RADIAL GLIDE SHEATH SLENDER,334.69
3745418,ARGYLE CHEST TUBE 24FR,37.23
3745419,3.0 X 16 GRAFTMASTER STENT,5029.5
3745420,4.0 X 16 GRAFTMASTER STENT,5029.5
3745421,014 HT WHISPER MS STRAIGHT 190,239.4
3745422,.014 HT BMW HYDRO STRAIGHT 190,239.4
3745423,0.14 HIGH TORQUE FLOPPY II STR,239.4
3745424,.014 ASAHI PROWATER 180 STRAIG,425.25
3745425,.014 ASAHI MIRACLEBROS 3 180,425.25
3745426,.014 ASAHI MIRACLEBROS 6 180,425.25
3745427,.014 ASAHI FIELDER XT 190,425.25
3745428,DOC GUIDE WIRE EXTENSION,239.4
3745430,014 CHOICE PT XTRA SUPPORT WIR,241.82
3745431,.014 CHOICE XTRA SUPPORT WIRE,241.84
3745432,.014 CHOICE FLOPPY WIRE,261.45
3745433,"SHEATH, 6F 65CM DESTINATION",336.73
3745434,"SHEATH, 7F 65CM DESTINATION",336.73
3745435,6F XB2.5 GUIDECATHETER,143.31
3745436,6F XB3.0 GUIDECATHETER,143.31
3745437,6F XB3.5 GUIDECATHETER,143.31
3745438,6F XB4.0 GUIDECATHETER,143.31
3745441,"KIT, PERC SUTURETAK",614.25
3745442,SYNERGY MR DES 2.25X 28,2730
3745443,SYNERGY MR DES 2.25X 32,2730
3745444,SYNERGY MR DES 2.25 X 08,1300
3745445,SYNERGY MR DES 2.25X 38,2730
3745446,SYNERGY MR DES 2.25 X 12,2730
3745447,SYNERGY MR DES 2.50 X 08,2730
3745448,SYNERGY MR DES 2.25 X 16,2730
3745449,SYNERGY MR DES 2.25 X 20,2730
3745450,SYNERGY MR DES 2.50X 12,2730
3745451,SYNERGY MR DES 2.25 X 24,2730
3745452,SYNERGY MR DES 2.50 X 16,2730
3745453,SYNERGY MR DES 2.50 X 20,2730
3745454,SYNERGY MR DES 2.50 X 24,2992.5
3745455,SYNERGY MR DES 2.50 X 28,2730
3745456,SYNERGY MR DES 2.50 X 32,2730
3745457,SYNERGY MR DES 2.50 X 38,2992.5
3745458,SYNERGY MR DES 2.75 X 16,2730
3745459,SYNERGY MR DES 2.75 X 20,2730
3745460,SYNERGY MR DES 3.00 X 08,2730
3745461,SYNERGY MR DES 3.00 X 12,2730
3745462,SYNERGY MR DES 3.00 X 16,2730
3745463,SYNERGY MR DES 3.00 X 20,2730
3745464,SYNERGY MR DES 3.00 X 24,2730
3745465,SYNERGY MR DES 3.00 X 28,2730
3745466,SYNERGY MR DES 3.00 X 32,2730
3745467,SYNERGY MR DES 3.00 X 38,2730
3745468,SYNERGY MR DES 3.50 X 08,2992.5
3745469,SYNERGY MR DES 3.50 X 12,2730
3745470,SYNERGY MR DES 3.50 X 16,2730
3745471,SYNERGY MR DES 3.50 X 20,2730
3745472,SYNERGY MR DES 3.50 X 24,2730
3745473,SYNERGY MR DES 3.50 X 28,2730
3745474,"GLIDEWIRE, .025",125.24
3745475,SYNERGY MR DES 3.50 X 32,2730
3745476,SYNERGY MR DES 3.50 X 38,2730
3745477,SYNERGY MR DES 4.00 X 08,2730
3745478,SYNERGY MR DES 4.00 X 12,2730
3745479,SYNERGY MR DES 4.00 X 16,2730
3745480,SYNERGY MR DES 4.00 X 20,2730
3745481,SYNERGY MR DES 4.00 X 24,2730
3745482,SYNERGY MR DES 4.00 X 28,2730
3745483,SYNERGY MR DES 4.00 X 32,2730
3745484,SYNERGY MR DES 4.00 X 38,2730
3745485,"SUTURE,SFIX 3-0 MONO",108.57
3745486,EMERGE MR 1.20 X 08 BALLOON,362.25
3745487,EMERGE MR 1.20 X 15 BALLOON,362.25
3745488,EMERGE MR 1.50 X 08 BALLOON,362.25
3745489,EMERGE MR 1.50 X 15 BALLOON,362.25
3745490,EMERGE MR 2.00 X 08 BALLOON,362.25
3745491,EMERGE MR 2.00 X 12 BALLOON,362.25
3745492,EMERGE MR 2.00 X 15 BALLOON,362.25
3745493,EMERGE MR 2.00 X 20 BALLOON,362.25
3745494,EMERGE MR 2.25 X 08 BALLOON,362.25
3745495,EMERGE MR 2.25 X 12 BALLOON,362.25
3745498,EMERGE MR 2.25 X 20 BALLOON,162.25
3745499,EMERGE MR 2.50 X 08 BALLOON,362.25
3745500,EMERGE MR 2.50 X 12 BALLOON,362.25
3745501,EMERGE MR 2.50 X 15 BALLOON,362.25
3745502,EMERGE MR 2.50 X 20 BALLOON,362.25
3745503,EMERGE MR 2.75 X 08 BALLOON,362.25
3745504,EMERGE MR 2.75 X 12 BALLOON,519.75
3745505,EMERGE MR 3.00 X 08 BALLOON,362.25
3745506,EMERGE MR 3.00 X 12 BALLOON,362.25
3745507,EMERGE MR 3.00 X 15 BALLOON,362.25
3745508,EMERGE MR 3.00 X 20 BALLOON,362.25
3745509,"DRAPE, ESYSUIT",102.68
3745510,"GRIPPER,ESYSUIT",343.67
3745511,9F LUER LOCK SHEATH,73.44
3745512,BEADED BREAST WIRE 20G X 14CM,56.3
3745513,EMERGE MR 3.25 X 12 BALLOON,362.25
3745514,EMERGE MR 3.50 X 12 BALLOON,362.25
3745515,EMERGE MR 3.50 X 15 BALLOON,362.25
3745516,EMERGE MR 3.50 X 20 BALLOON,362.25
3745517,EMERGE MR 4.00 X 15 BALLOON,62.25
3745518,EMERGE MR 4.00 X 20 BALLOON,362.25
3745519,"SUTURE, SFIX 3-0 MONO",73.64
3745520,6FR AL.75 100CM GUIDE CATHETER,153
3745521,6FR AL1.0 100CM GUIDE CATHETER,153
3745522,6FR AL2.0 100CM GUIDE CATHETER,153
3745523,6FR AL3.0 100CM GUIDE CATHETER,153
3745524,6FR AL3.5 100CM GUIDE CATHETER,153
3745525,6FR UBU3.5 SH 100CM GUIDE CATH,153
3745526,6FR UBU 3.75  100CM GUIDE CATH,153
3745527,6FR UBU3.75 SH 100CM GUIDE CAT,153
3745530,"VERSAJET,HANDPIECE",1399.97
3745531,6FR EBU4.0 100CM GUIDE CATH,153
3745532,6FR EBU4.0 SH 100CM GUIDE CATH,153
3745533,6FR EBU4.5 100CM GUIDE CATH,153
3745534,6FR EBU4.5 SH 100CM GUIDE CATH,153
3745535,6FR EBU5.0 100CM GUIDE CATH,153
3745536,6FR EBU5.0 SH 100CM GUIDE CATH,153
3745537,6F SLENDER NITINOL RADIAL SHEA,240.97
3745538,6FR HSI  100CM GUIDE CATHETER,153
3745539,6FR HSI SH 100CM GUIDECATHETER,153
3745540,NC EMERGE MR 2.00X20 BALLOON,362.25
3745541,NC EMERGE MR 4.50X15 BALLOON,362.25
3745542,NC EMERGE MR 5.00X08 BALLOON,362.25
3745543,NC EMERGE MR 2.25X20 BALLOON,362.25
3745544,NC EMERGE MR 2.00X08 BALLOON,362.25
3745545,NC EMERGE MR 2.25X20 BALLOON,362.25
3745546,NC EMERGE MR 2.25X08 BALLOON,362.25
3745547,NC EMERGE MR 3.00X20 BALLOON,362.25
3745548,NC EMERGE MR 2.50X08 BALLOON,362.25
3745549,NC EMERGE MR 3.5X20,362.25
3745550,NC EMERGE MR 2.75X08 BALLOON,362.25
3745551,NC EMERGE MR 4.00X20 BALLOON,362.25
3745552,NC EMERGE MR 3.00X08 BALLOON,362.25
3745553,NC EMERGE MR 4.50X20 BALLOON,362.25
3745554,NC EMERGE MR 3.25X08 BALLOON,362.25
3745555,NC EMERGE MR 5.00X15 BALLOON,362.25
3745556,NC EMERGE MR 3.50X08 BALLOON,362.25
3745557,NC EMERGE MR 5.00X20 BALLOON,362.25
3745558,NC EMERGE MR 3.75X08 BALLOON,362.25
3745559,NC EMERGE MR 2.75X12 BALLOON,362.25
3745560,NC EMERGE MR 2.00X12 BALLOON,362.25
3745561,NC EMERGE MR 3.25X12 BALLOON,362.25
3745562,NC EMERGE MR 2.00X15 BALLOON,362.25
3745563,NC EMERGE MR 3.75X12 BALLOON,362.25
3745564,NC EMERGE MR 2.25X12 BALLOON,362.25
3745565,NC EMERGE MR 4.50X12 BALLOON,362.25
3745566,NC EMERGE MR 3.25X15 BALLOON,362.25
3745567,NC EMERGE MR 2.25X15 BALLOON,362.25
3745568,NC EMERGE MR 3.75X15 BALLOON,362.25
3745569,NC EMERGE MR 2.50X12 BALLOON,362.25
3745570,NC EMERGE MR 2.75X20 BALLOON,362.25
3745571,NC EMERGE MR 2.50X15 BALLOON,362.25
3745572,NC EMERGE MR 3.25X20 BALLOON,362.25
3745573,NC EMERGE MR 2.75X15,362.25
3745574,NC EMERGE MR 3.75X20 BALLOON,362.25
3745575,NC EMERGE MR 2.50X30 BALLOON,362.25
3745576,NC EMERGE MR 3.00X12 BALLOON,362.25
3745577,NC EMERGE MR 3.00X30 BALLOON,362.25
3745578,NC EMERGE MR 3.00X15,362.25
3745579,NC EMERGE MR 3.50X30 BALLOON,362.25
3745580,NC EMERGE 3.50X12 BALLOON,362.25
3745582,NC EMERGE MR 3.5 X 15 BALLOON,362.25
3745583,NC EMERGE MR 4.00X08 BALLOON,362.25
3745585,NC EMERGE MR 4.00X12 BALLOON,362.25
3745586,NC EMERGE MR 4.00X15 BALLOON,362.25
3745587,NC EMERGE MR 4.50X08,362.25
3745590,"TRAY,CONTINUOUS EPIDURAL",66.4
3745592,LEEP ELECTRODES 1.5 X 0.7,51
3745595,"LEEP ELECTRODE, SQ. 1X1",67.2
3745597,"ENDO TUBE UNCUFFED, 3.5",3.43
3745601,"ENDO TUBE CUFFED, 5.0",5.23
3745603,"ENDO TUBE CUFFED, 5.5",5.55
3745604,ZIM HIP CENTRAL 9I026-93,178.32
3745605,"ENDO TUBE CUFFED, 6.0",5.23
3745606,ZIM.HIP CENTRAL 9026-97,178.32
3745607,ZIMMER HIP CENTRALIZER 15MM,169.81
3745608,"ENDO TUBE CUFFED, 6.5",4.83
3745609,"ENDO TUBE CUFFED, 7.0",4.83
