SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
Lab,LAB S/O LHON MUTATION ANALYSIS,"$1,394.50 "
Lab,LAB S/O LIDOCAINE BLOOD LEVEL,$206.50 
Lab,LAB S/O LIPID PANEL,$64.50 
Lab,LAB S/O LIPOPROTEIN A,$172.50 
Lab,LAB S/O LIPOPROTEIN BY NMR,$241.00 
Lab,LAB S/O LIPOPROTEIN PLA2,$175.00 
Lab,LAB S/O LISTERIA MONOCYTOGENES,$165.00 
Lab,LAB S/O LITHIUM BLOOD LEVEL,$119.00 
Lab,LAB S/O LIV/KID MICROSOMAL AB,$135.75 
Lab,LAB S/O LMW HEPARIN,$220.00 
Lab,LAB S/O LYME DISEASE WESTERN BLOT,$187.00 
Lab,LAB S/O LYMPHOCYTE TRANS MITOGEN,$520.00 
Lab,LAB S/O LYMPHOCYTE TRNSFORM B CELLS TOT,$137.00 
Lab,LAB S/O LYMPHOCYTE TRNSFORM T CELLS TOT,$147.00 
Lab,LAB S/O LYMPHOCYTE TRNSFRM NK CELLS TOT,$138.00 
Lab,LAB S/O M TUBERCULOSIS COMPLEX DNA,$294.75 
Lab,LAB S/O MACRO EXAM DISSECT PREP TISSUE,$102.50 
Lab,LAB S/O MACROSCOPIC EXAM ARTHROPOD,$100.00 
Lab,LAB S/O MANGANESE,$163.00 
Lab,LAB S/O MELAS 3243 MUTATION ANALYSIS,$760.75 
Lab,LAB S/O MEN1 DELETION/DUPLICATION,"$1,456.25 "
Lab,LAB S/O MEN1 SEQUENCING,"$1,456.25 "
Lab,LAB S/O MERCURY QUANTITATIVE,$149.25 
Lab,LAB S/O MERRF 8344 MUTATION ANALYSIS,$550.75 
Lab,LAB S/O METANEPHRINES,$381.00 
Lab,LAB S/O METHOTREXATE PLASMA URINE,$176.50 
Lab,LAB S/O METHYLMALONIC ACID,$177.00 
Lab,LAB S/O MGMT METHYLATION,"$1,985.00 "
Lab,LAB S/O MGMT MUTATION ANALYSIS,"$1,157.00 "
Lab,LAB S/O MICA AB,$575.00 
Lab,LAB S/O MICA TYPING,$607.00 
Lab,LAB S/O MICRODISSECTION MANUAL,$368.25 
Lab,LAB S/O MICROSATELLITE INSTABILITY,$664.75 
Lab,LAB S/O MICROSOMAL ANTIBODIES EACH,$159.00 
Lab,LAB S/O MOLC GENT IN SITU 100-300 CELLS,$193.75 
Lab,LAB S/O MOLEC GENET IN SITU 10-30 CELLS,$410.00 
Lab,LAB S/O MOLEC GENET IN SITU 25-99 CELLS,$132.25 
Lab,LAB S/O MOLECULAR CYTOGENET DNA PRBE EA,$217.25 
Lab,LAB S/O MOLECULAR PATH LEVEL6 PROCEDURE,$997.25 
Lab,LAB S/O MORPHOMETRIC ANALYSIS,$400.25 
Lab,LAB S/O MPL MUTATION ANALYSIS,$750.00 
Lab,LAB S/O MS TANDEM MS NON DRUG EA SPEC,$208.00 
Lab,LAB S/O MTHFR GENE ANALYSIS,$547.00 
Lab,LAB S/O MUCOPOLYSACCHARIDES QUANT,$247.50 
Lab,LAB S/O MUCOPOLYSACCHRIDES URINE,$199.00 
Lab,LAB S/O MUMPS ANTIBODY IGM,$136.00 
Lab,LAB S/O MURAMIDASE/LYSOZYME,$140.00 
Lab,LAB S/O MYCOBACTERIUM TB AMP DIRECT,$294.75 
Lab,LAB S/O MYCOPHENOLATE,$218.00 
Lab,LAB S/O MYCOPLASMA ANTIBODY,$163.50 
Lab,LAB S/O MYD88 MUTATION,$716.00 
Lab,LAB S/O MYELIN BASIC PROTEIN CSF,$154.75 
Lab,LAB S/O MYELOID MOLECULAR PROFILE,"$3,000.00 "
Lab,LAB S/O MYELOPEROXIDASE ANTIBODY,$125.00 
Lab,LAB S/O MYOGLOBIN,$160.00 
Lab,LAB S/O N TELOPEPETIDE,$284.00 
Lab,LAB S/O N-METHYLHISTAMINE,$437.00 
Lab,LAB S/O NARP MUTATION ANALYSIS,$550.75 
Lab,LAB S/O NEISSERIA GONORRHOEAE AMP PROBE,$148.75 
Lab,LAB S/O NEPHELOMETRY EACH ANALYTE,$149.00 
Lab,LAB S/O NEUROMYELIS OPTICA ASSAY,$540.00 
Lab,LAB S/O NEW BORN SCRN BIOTINIDASE,$77.00 
Lab,LAB S/O NEW BORN SCRN PHENYLALANINE,$61.50 
Lab,LAB S/O NEW BORN SCRN SICKLE CELL,$61.50 
Lab,LAB S/O NEW BORN SCRN TSH REQ ELUTION,$77.00 
Lab,LAB S/O NICKEL,$180.75 
Lab,LAB S/O NMO AUTOAB IGG,$573.00 
Lab,LAB S/O NOROVIRUS,$159.00 
Lab,LAB S/O NORTRIPTYLINE,$165.50 
Lab,LAB S/O NPM1 MUTATION (AML),$615.00 
Lab,LAB S/O NRAS MUTATION ANALYSIS,$450.00 
Lab,LAB S/O NUC ACID CMV QUANTIFICATION,$454.25 
Lab,LAB S/O NUC ACID HEP B QUANTITATION,$490.00 
Lab,LAB S/O NUC ACID HEP C DIRECT PROBE,$307.50 
Lab,LAB S/O NUC ACID HEP C QUANTITATION,$576.25 
Lab,LAB S/O NUC ACID HIV-1 QUANTIFICATION,$726.75 
Lab,LAB S/O NUCLEOTIDASE 5,$146.00 
Lab,LAB S/O OLIGOCLONAL BANDING,$191.50 
Lab,LAB S/O OMEGA 3 & 6 FATTY ACIDS,$439.00 
Lab,LAB S/O ORGANIC ACIDS QUAL EA SPECIMEN,$343.75 
Lab,LAB S/O ORGANIC ACIDS QUANT EA SPECIMEN,$380.00 
Lab,LAB S/O OSMOTIC FRAGILITY,$181.00 
Lab,LAB S/O OSTEOCALCIN,$202.50 
Lab,LAB S/O OVA & PARASITES DIRECT SMEAR,$241.00 
Lab,LAB S/O OVARIAN ANTIBODY,$195.00 
Lab,LAB S/O OXALATE URINE,$117.50 
Lab,LAB S/O OXCARBAZEPINE,$218.00 
Lab,LAB S/O P53 GENE MUTATION ANALYSIS,"$1,625.00 "
Lab,LAB S/O PANCREATIC POLYPEPTIDE,$298.25 
Lab,LAB S/O PANEL HEPATITIS ACUTE,"$1,185.00 "
Lab,LAB S/O PARASITE ID MACROSCOPIC,$36.25 
Lab,LAB S/O PARATHYROID HORMONE INTACT TTL,$231.00 
Lab,LAB S/O PART AGGLUTINATION SCREEN EA AB,$267.75 
Lab,LAB S/O PARTICLE AGGLUTINATION TITER EA,$127.75 
Lab,LAB S/O PARVOVIRUS B19 ANTIBODY,$124.25 
Lab,LAB S/O PARVOVIRUS B19 DNA,$382.00 
Lab,LAB S/O PENTOBARBITAL,$150.00 
Lab,LAB S/O PHENYTOIN FREE,$79.00 
Lab,LAB S/O PHOSPHATASE ACID PROSTATIC,$92.00 
Lab,LAB S/O PHOSPHATASE ALKALINE ISOENZYMES,$133.25 
Lab,LAB S/O PHOX2B GENE MUTATION ANALYSIS,$359.00 
Lab,LAB S/O PINWORM EXAM,$176.50 
Lab,LAB S/O PLASMA FRACTIONS (APTT INHIBIT),$129.75 
Lab,LAB S/O PLASMA LACTATE,$250.00 
Lab,LAB S/O PLASMINOGEN ACTIVATOR INHIBITOR,$266.75 
Lab,LAB S/O PLATELET AGGREGATION EACH AGENT,$164.00 
Lab,LAB S/O PLATELET AGGREGATION RISTOCETIN,$215.75 
Lab,LAB S/O PLATELET AGGREGATION SPONT,$215.75 
Lab,LAB S/O PLATELET NEUTRAL HEXAGONAL,$401.00 
Lab,LAB S/O PLATELET-DERIVED GROWTH FACTOR,"$1,082.00 "
Lab,LAB S/O PML/RARA TRANSLOCATION,$523.25 
Lab,LAB S/O PNEUMOCOCCAL ANTIBODY,$201.25 
Lab,LAB S/O PNEUMOCOCCAL ANTIBODY EA ADDL,$201.25 
Lab,LAB S/O POLIO TYPE 1 AB,$70.00 
Lab,LAB S/O POLIO TYPE 2 AB,$70.00 
Lab,LAB S/O POLIO TYPE 3 AB,$70.00 
Lab,LAB S/O POLIOVIRUS ANTIBODY TYPE 1,$65.00 
Lab,LAB S/O POLIOVIRUS ANTIBODY TYPE 2,$65.00 
Lab,LAB S/O POLIOVIRUS ANTIBODY TYPE 3,$65.00 
Lab,LAB S/O PORPHOBILINOGEN DEAMINASE,$350.75 
Lab,LAB S/O PORPHOBILINOGEN QUANT URINE,$96.50 
Lab,LAB S/O POSACONAZOLE,$297.25 
Lab,LAB S/O POTASSIUM FECES,$151.00 
Lab,LAB S/O PRADER-WILLI SYNDROME,$516.00 
Lab,LAB S/O PRB IN SITU HYBRID FISH EA ADDL,$382.00 
Lab,LAB S/O PREALBUMIN,$244.00 
Lab,LAB S/O PRETREAT RBC DENSITY GRADIENT,$164.00 
Lab,LAB S/O PRETREAT RBC INCUBAT W/DRUGS EA,$119.00 
Lab,LAB S/O PRETREAT SERUM DIFF RBC ABSORP,$177.50 
Lab,LAB S/O PRETREAT SERUM INCUBATE W/DRUGS,$191.75 
Lab,LAB S/O PRIMIDONE BLOOD LEVEL,$160.00 
Lab,LAB S/O PROBE NUC ACID HSV1 AMPLIFIED,$289.25 
Lab,LAB S/O PROBE NUC ACID HSV2 AMPLIFIED,$289.25 
Lab,LAB S/O PROCAINAMIDE W/ METABOLITES,$249.50 
Lab,LAB S/O PROCALCITONIN,$451.50 
Lab,LAB S/O PROGESTERONE,$292.25 
Lab,LAB S/O PROINSULIN,$210.50 
Lab,LAB S/O PROLACTIN,$417.25 
Lab,LAB S/O PROSTAGLANDINS,$500.00 
Lab,LAB S/O PROTEIN C ACTIVITY,$798.50 
Lab,LAB S/O PROTEIN C ANTIGEN,$270.75 
Lab,LAB S/O PROTEIN ELECTPH FRACT/QUANT BLD,$160.00 
Lab,LAB S/O PROTEIN ELECTROPHRSIS OTH FLUID,$138.75 
Lab,LAB S/O PROTEIN S ANTIGEN,$333.25 
Lab,LAB S/O PROTEIN S ANTIGEN (FREE),$287.00 
Lab,LAB S/O PROTHROMBIN GENE ANALYSIS,$411.75 
Lab,LAB S/O PSA FREE,$197.00 
Lab,LAB S/O PSEUDOCHOLINESTERASE SERUM,$86.25 
Lab,LAB S/O PTEN GENE ANALYSIS VARIANT,"$2,083.25 "
Lab,LAB S/O PTH RELATED PROTEIN,$298.25 
Lab,LAB S/O PYRUVATE,$164.25 
Lab,LAB S/O PYRUVATE KINASE,$186.00 
Lab,LAB S/O QUANTIFERON TUBERCULOSIS,$323.50 
Lab,LAB S/O QUANTITATION OF DRUG,$229.50 
Lab,LAB S/O QUANTITATIVE SCREEN METAL,$162.00 
Lab,LAB S/O QUINIDINE,$223.50 
Lab,LAB S/O RAST ALLERGEN SINGLE,$38.00 
Lab,LAB S/O RBC SERUM PRETX ID DILUTION,$42.50 
Lab,LAB S/O RBC SERUM PRETX INCUBJ/INHIB,$110.00 
Lab,LAB S/O RENIN,$171.00 
Lab,LAB S/O RESPIRAT VIRUS DNA 6-11 TARGETS,$600.00 
Lab,LAB S/O RH PHENOTYPING COMPLETE,$480.25 
Lab,LAB S/O RHEUMATOID FACTOR QUANTITATIVE,$128.25 
Lab,LAB S/O RI ANTIBODY,$250.00 
Lab,LAB S/O RUBELLA ANTIBODY IGM,$139.25 
Lab,LAB S/O RUBEOLA ANTIBODY IGM,$123.75 
Lab,LAB S/O RUSSELL VIPER VENOM DILUTED,$265.00 
Lab,LAB S/O RUSSELL VIPER VENOM TIEM DILUTE,$240.00 
Lab,LAB S/O SALMONELLA ANTIBODY,$50.00 
Lab,LAB S/O SCREEN NEWBORN GALACTOSEMIA,$77.00 
Lab,LAB S/O SCREEN NEWBORN PROGEST 17 OH,$183.75 
Lab,LAB S/O SELENIUM,$171.25 
Lab,LAB S/O SEROTONIN,$317.50 
Lab,LAB S/O SEX HORMONE BINDING GLOBULIN,$125.50 
Lab,LAB S/O SICKLING OF RBC REDUCTION,$187.75 
Lab,LAB S/O SIROLIMUS BLOOD LEVEL,$253.25 
Lab,LAB S/O SMEAR CRYPTOSPORIDIUM,$183.75 
Lab,LAB S/O SMEAR FLRESCENT/ACID FAST STAIN,$104.75 
Lab,LAB S/O SMEAR SPEC STAIN INC BODIES/PAR,$183.75 
Lab,LAB S/O SMN1 MUTATION ANALYSIS,$663.50 
Lab,LAB S/O SODIUM FECES,$113.00 
Lab,LAB S/O SOLUBLE TRANSFERRIN RECEPTOR,$314.25 
Lab,LAB S/O SOMATOMEDIN C,$277.75 
Lab,LAB S/O SPECTROPHOTMETRY ANY ANALYTE,$375.00 
Lab,LAB S/O STAIN TRICHROME,$103.75 
Lab,LAB S/O STR INFORMATIVE ANALYSIS,$549.25 
Lab,LAB S/O STREPTOCOCCUS PNEUMO AB,$122.25 
Lab,LAB S/O STREPTOCOCCUS PNEUMO AB EA ADDL,$122.25 
Lab,LAB S/O STREPTOCOCCUS PYOGENES ANTIBODY,$119.00 
Lab,LAB S/O SUGARS SINGLE QUALITATIVE,$417.00 
Lab,LAB S/O SUSCEP AGAR DILUT METHOD,$202.75 
Lab,LAB S/O SUSCEP DISK METHOD PER PLATE,$141.50 
Lab,LAB S/O SUSCEP ENZYME DETECT PER ENZYME,$141.50 
Lab,LAB S/O SUSCP MIC/AGAR DILUT MIC EA PLT,$185.00 
Lab,LAB S/O SYPHILIS TEST QUALITATIVE VDRL,$95.25 
Lab,LAB S/O SYPHILIS TST NON TREPNML QUANT,$103.75 
Lab,LAB S/O T CELL ANTIGEN RECEPTOR,$514.75 
Lab,LAB S/O TACROLIMUS,$267.75 
Lab,LAB S/O TBII,$298.25 
Lab,LAB S/O TESTOSTERONE,$252.25 
Lab,LAB S/O TESTOSTERONE FREE,$270.75 
Lab,LAB S/O THEOPHYLLINE BLOOD LEVEL,$132.00 
Lab,LAB S/O THIOCYANATE,$128.25 
Lab,LAB S/O THIOPURINE METABOLITES,$333.00 
Lab,LAB S/O THROXINE BINDING PROTEIN,$163.25 
Lab,LAB S/O THYROGLOBULIN,$176.50 
Lab,LAB S/O THYROGLOBULIN ANTIBODY,$196.00 
Lab,LAB S/O THYROID HORMONE UPTAKE,$92.25 
Lab,LAB S/O THYROID STIMU IMMUNE GLOB (TSI),$444.50 
Lab,LAB S/O THYROXINE FREE DIALYSIS,$218.25 
Lab,LAB S/O THYROXINE TOTAL,$94.50 
Lab,LAB S/O TKD MUTATION ASSAY,$325.00 
Lab,LAB S/O TOPIRAMATE,$173.25 
Lab,LAB S/O TOXOPLASMOSIS ANTIBODY IGG,$158.25 
Lab,LAB S/O TOXOPLASMOSIS ANTIBODY IGM,$161.50 
Lab,LAB S/O TPMT GENOTYPE,$647.00 
Lab,LAB S/O TRANSFERRIN,$109.25 
Lab,LAB S/O TRICHOMONAS PCR,$280.00 
Lab,LAB S/O TRIIODOTHYRONINE T3 FREE,$447.00 
Lab,LAB S/O TRIIODOTHYRONINE T3 REVERSE,$264.00 
Lab,LAB S/O TRIIODOTHYRONINE T3 TOTAL,$266.50 
Lab,LAB S/O TRYPSIN,$298.25 
Lab,LAB S/O TRYPSIN FECES QUALITATIVE,$133.25 
Lab,LAB S/O TUMOR AG CA 15-3 (27.29) QUANT,$246.50 
Lab,LAB S/O TUMOR ANTIGEN CA 19-9 QUANT,$140.50 
Lab,LAB S/O TYSABRI ANTIBODIES,$260.00 
Lab,LAB S/O URINE IODINE,$192.00 
Lab,LAB S/O URINE PORPHYRINS,$350.00 
Lab,LAB S/O VALPROIC ACID FREE,$146.50 
Lab,LAB S/O VANILLYLMANDELIC ACID URINE,$135.50 
Lab,LAB S/O VASOACTIVE INTESTINAL PEPTIDE,$298.25 
Lab,LAB S/O VASOPRESSIN (ADH),$292.00 
Lab,LAB S/O VGCC,$445.00 
Lab,LAB S/O VGKC,$298.25 
Lab,LAB S/O VIRUS ISOLATION,$332.00 
Lab,LAB S/O VIRUS ISOLATION CENTRIFUGE,$201.25 
Lab,LAB S/O VIRUS ISOLATION TISSUE CULTURE,$84.25 
Lab,LAB S/O VISCOSITY,$125.75 
Lab,LAB S/O VIT E (ALPHA GAMMA TOCOPHEROL),$185.00 
Lab,LAB S/O VITAMIN A,$172.25 
Lab,LAB S/O VITAMIN B1,$206.75 
Lab,LAB S/O VITAMIN B12,$178.25 
Lab,LAB S/O VITAMIN B6,$242.25 
Lab,LAB S/O VITAMIN B7 BIOTIN,$225.00 
Lab,LAB S/O VITAMIN C (ASCORBIC ACID),$154.75 
Lab,LAB S/O VITAMIN D 125 OH,$307.25 
Lab,LAB S/O VITAMIN D CALCIFEDIOL 25 OH,$175.00 
Lab,LAB S/O VITAMIN E,$130.00 
Lab,LAB S/O VITAMIN K,$189.00 
Lab,LAB S/O VITAMIN NOS,$238.00 
Lab,LAB S/O VOLATILES SCREEN,$143.75 
Lab,LAB S/O VORIXONAZOLE,$275.00 
Lab,LAB S/O WEST NILE ANTIBODY,$75.00 
Lab,LAB S/O WEST NILE ANTIBODY IGM,$126.00 
Lab,LAB S/O WESTERN BLOT BAND ID EACH,$507.50 
Lab,LAB S/O YERSINIA ANTIBODY IGA,$95.00 
Lab,LAB S/O YERSINIA ANTIBODY IGG,$95.00 
Lab,LAB S/O YO (PURKINJE) ANTIBODY,$212.25 
Lab,LAB S/O ZIKA VIRUS IGM ANTIBODY,$200.00 
Lab,LAB S/O ZINC,$149.25 
Lab,LAB SALICYLATE,$145.25 
Lab,LAB SEDIMENTATION RATE AUTOMATED,$101.50 
Lab,LAB SMEAR GRAM/GIEMSA STAIN,$78.25 
Lab,LAB SMEAR WET MOUNT,$58.00 
Lab,LAB SODIUM OTHER SOURCE,$91.25 
Lab,LAB SODIUM SERUM PANEL,$40.00 
Lab,LAB SODIUM URINE,$62.75 
Lab,LAB SPECIFIC GRAVITY NOT URINE,$28.50 
Lab,LAB SPECIFIC GRAVITY RANDOM URINE,$61.50 
Lab,LAB SPECIMEN HANDLING & MAIL,$58.00 
Lab,LAB SPUTUM SCREEN,$78.25 
Lab,LAB SUGARS EA SPECIMEN SGL QUALITATIVE,$95.25 
Lab,LAB SYNOVIAL FLUID MUCIN,$82.00 
Lab,LAB THROMBIN TIME PART PLASMA/WHOLE BLD,$110.00 
Lab,LAB THROMBIN TIME PLASMA,$106.00 
Lab,LAB THYROID STIMULATING HORMONE (TSH),$140.00 
Lab,LAB THYROXINE FREE (FREE T4),$165.50 
Lab,LAB TOBRAMYCIN BLOOD LEVEL,$130.75 
Lab,LAB TRANSFERASE ALANINE AMINO ALT/SGPT,$40.00 
Lab,LAB TRANSFERASE ASPARTAT AMINO AST/SGOT,$40.00 
Lab,LAB TRIGLYCERIDES,$40.00 
Lab,LAB TROPONIN QUANTITATIVE,$120.00 
Lab,LAB UREA NITROGEN QUANTITATIVE,$40.00 
Lab,LAB UREA NITROGEN URINE,$84.00 
Lab,LAB URIC ACID BLOOD,$80.75 
Lab,LAB URIC ACID OTHER SOURCE,$95.00 
Lab,LAB URINALYSIS AUTOMATED W/MICROSCOPIC,$88.00 
Lab,LAB URINE VOLUME/HRS FOR TIMED COLLECT,$32.25 
Lab,LAB VALPROIC ACID TOTAL,$146.50 
Lab,LAB VANCOMYCIN BLOOD LEVEL,$142.75 
Lab,LAB WBC AUTOMATED,$61.25 
Lab,LACTIC ACID,$106.00 
Lab,OCCULT BLOOD PEROXIDASE ACTIVITY CONSEC,$39.50 
Lab,PANEL LIPID,$200.00 
Lab,PATH CONSULT IN OR/1ST BLK W/FRZ 1,$237.25 
Lab,PATH CONSULT IN OR/1ST BLK W/FRZ EA ADL,$133.50 
Lab,PATH S/O CONSULT CYTO EXAM 1ST SITE,$300.25 
Lab,PATH S/O CONSULT CYTO EXAM EA ADDL SITE,$125.25 
Lab,PATH S/O CONSULT/REPORT REFER MATERIAL,$188.00 
Lab,PATH S/O DECALCIFICATION,$71.75 
Lab,PATH S/O ELECTRON MICROSCOPY DIAGNOSTIC,$373.25 
Lab,PATH S/O PROSTATE ANY METHOD 10-20 SPEC,"$2,475.00 "
Lab,PATH S/O PROSTATE ANY METHOD 21-40 SPEC,"$4,995.00 "
Lab,PATH S/O SPECIAL STAINS GROUP I EACH,$213.00 
Lab,PATH S/O SPECIAL STAINS GROUP II EACH,$205.50 
Lab,PATH S/O SPECIAL STAINS HISTOCHEMICAL,$106.75 
Lab,PATH S/O SURGICAL LEVEL I,$106.75 
Lab,PATH S/O SURGICAL LEVEL II,$202.00 
Lab,PATH S/O SURGICAL LEVEL III,$213.25 
Lab,PATH S/O SURGICAL LEVEL IV,$245.00 
Lab,PATH S/O SURGICAL LEVEL V,$438.00 
Lab,PATH S/O SURGICAL LEVEL VI,$622.00 
Lab,PATH SPECIAL STAINS GROUP I EACH,$147.75 
Lab,PROTHROMBIN TIME,$40.00 
Lab,S/O CYTO PAPILLOMAVIRUS HUMAN AMP PROBE,$198.25 
Lab,S/O HTLV OR HIV AB CONFIRM TEST,$237.25 
Lab,SKIN TEST TB INTRADERMAL,$35.75 
Lab,STREP A DETECTION,$111.75 
Lab,URINALYSIS NONAUTOMATED W/O MICROSCOPY,$14.50 
Lab,URINALYSIS W/O MICROSCOPIC,$30.00 
Lab,URINE PREGNANCY,$55.00 
Lab,VENIPUNCTURE,$32.00 
Neurology,CONTINUOUS EEG,"$3,235.50 "
Neurology,EEG EXTENDED MONITORING > 1 HOUR,"$1,507.00 "
Neurology,EEG EXTENDED MONITORING 41-60 MIN,$972.00 
Neurology,EEG W/ RECORDING AWAKE AND ASLEEP,$979.50 
Neurology,EEG W/ RECORDING AWAKE AND DROWSY,"$1,090.00 "
Neurology,EEG W/ RECORDING COMA OR SLEEP ONLY,$633.00 
Neurology,EMG 1 EXTREMITY,$351.00 
Neurology,EMG 2 EXTREMITIES,$421.00 
Neurology,EMG NEEDLE W/ CHEMODENERVATION,$161.75 
Neurology,NERVE CONDUCTION 9-10 STUDIES,$405.00 
Neurology,NEUROPHYSIOLOGY MONITOR INTRAOP/15 MIN,$202.50 
Neurology,NIM EEG DURING NONINTRACRANIAL SURGERY,"$1,377.00 "
Neurology,NIM SHORT LATENCY SSEP UPPER LIMBS,$748.75 
Neurology,NIM SHORT LATENCY SSEP UPPR & LWR LIMBS,$823.50 
Neurology,SLEEP STUDY UNATTENDED,$501.25 
Nuclear Medicine,NM ACUTE GI BLOOD LOSS IMAGING,"$1,635.00 "
Nuclear Medicine,NM ADMIN RADIOPHARM THERAPY IV,$958.50 
Nuclear Medicine,NM ADMIN RADIOPHARM THERAPY ORAL,"$2,070.00 "
Nuclear Medicine,NM BONE MARROW IMAGING WHOLE BODY,"$1,178.75 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING 3 PHASE STUDY,"$2,022.25 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING SPECT,"$1,296.75 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING WHOLE BODY,"$1,902.50 "
Nuclear Medicine,NM BRAIN IMAGE < 4 VIEWS W/VASCULR FLOW,$741.50 
Nuclear Medicine,NM BRAIN IMAGE SPECT,"$1,612.00 "
Nuclear Medicine,NM CARD BLOOD POOL IMAGE 1ST PASS SING,$966.25 
Nuclear Medicine,NM CARD BLOOD POOL IMAGE GATED SINGLE,"$1,680.75 "
Nuclear Medicine,NM CARD PERFUSION PLANAR MULT REST/STR,"$3,546.75 "
Nuclear Medicine,NM CARD PERFUSION SPECT MULT REST/STR,"$4,170.75 "
Nuclear Medicine,NM CARD PERFUSION SPECT SINGLE REST/STR,"$3,518.00 "
Nuclear Medicine,NM GAST EMPTY IMAG STDY W/SM BOWL TRNST,$915.75 
Nuclear Medicine,NM GASTRIC EMPTYING STUDY,"$1,127.50 "
Nuclear Medicine,NM GASTROESOPHAGEAL REFLUX STUDY,"$2,181.00 "
Nuclear Medicine,NM GST EMPTY IMG STDY SM BOW/CLN MLT DY,"$1,215.00 "
Nuclear Medicine,NM HEPATOBILIARY SYS IMG W/PHARM INTERV,"$1,495.50 "
Nuclear Medicine,NM HEPATOBILIARY SYSTEM IMAGING,"$1,495.50 "
Nuclear Medicine,NM INFLAMATORY LOCALIZATION WHOLE BODY,"$1,875.00 "
Nuclear Medicine,NM INFLAMMATORY LOCALIZATION LIMITED,"$1,250.00 "
Nuclear Medicine,NM INTESTINE IMAGING,$811.25 
Nuclear Medicine,NM KIDNEY IMAGE FLOW/FUNCT SING W/ RX,"$1,577.00 "
Nuclear Medicine,NM KIDNEY IMAGE FLOW/FUNCT SING W/O RX,"$1,309.75 "
Nuclear Medicine,NM LIVER & SPLEEN IMAGING STATIC ONLY,"$1,607.00 "
Nuclear Medicine,NM LIVER IMAGING SPECT,"$1,595.50 "
Nuclear Medicine,NM LIVER IMAGING STATIC ONLY,$906.25 
Nuclear Medicine,NM LYMPHATICS & LYMPH NODE IMAGING,$876.75 
Nuclear Medicine,NM MYOCARDIAL IMG INFRCT/PLN QUAL/QUANT,"$1,539.75 "
Nuclear Medicine,NM PARATHYROID PLANAR IMAGING,"$1,215.50 "
Nuclear Medicine,NM PERITONEAL VENOUS SHUNT PAT TEST,$877.00 
Nuclear Medicine,NM PULMONARY PERFUSION IMAGE,"$1,047.00 "
Nuclear Medicine,NM PULMONARY VENTILATION & PERF IMG,"$1,080.00 "
Nuclear Medicine,NM PULMONARY VENTILATION IMAGING,$561.00 
Nuclear Medicine,NM QUANT DIFFERENTIAL PULM PERF & VENT,$877.00 
Nuclear Medicine,NM RPH TUMOR LOCALIZATION LIMITED AREA,$625.00 
Nuclear Medicine,NM TESTICULAR IMAGE W/ VASCULAR FLOW,$672.25 
Nuclear Medicine,NM THYROID CARC METAS IMAGE WHOLE BODY,"$1,740.00 "
Nuclear Medicine,NM THYROID CARC METS IMG W/ADDL STUDIES,$749.50 
Nuclear Medicine,NM THYROID IMAGE,$900.00 
Nuclear Medicine,NM THYROID IMG W/UPTKE SGL/MULT MEASURE,"$1,580.50 "
Nuclear Medicine,NM THYROID UPTAKE SGL/MULT QUAN MEASURE,$584.00 
Nuclear Medicine,NM TUMOR LOCALIZATION SPECT,"$1,233.00 "
Nuclear Medicine,NM TUMOR LOCALIZATION WHOLE BODY 1 DAY,"$1,916.75 "
Nuclear Medicine,NM TUMOR LOCALIZATION WHOLE BODY 2+ DAY,"$2,000.00 "
Nuclear Medicine,NM URETERAL REFLUX STUDY,$918.75 
Nuclear Medicine,RPH GA-67 CITRATE DIAGNOSTIC PER MCI,$143.50 
Nuclear Medicine,RPH I-123 DX PER 100 UCI UP TO 999 UCI,$116.75 
Nuclear Medicine,RPH I-123 SODIUM IODIDE DX PER MCI,"$1,050.00 "
Nuclear Medicine,RPH I-131 CAPSULE DIAGNOSTIC PER MCI,$161.50 
Nuclear Medicine,RPH I-131 CAPSULE THERAPEUTIC PER MCI,$75.00 
Nuclear Medicine,RPH I-131 SODIUM IODIDE DX PER MCI,$107.75 
Nuclear Medicine,RPH IN-111 WHITE BLD CELL PER STUDY DSE,"$4,663.75 "
Nuclear Medicine,RPH IN-111PENTETREOTIDE DX PER STDY6MCI,"$4,732.00 "
Nuclear Medicine,RPH INDIUM IN-111 DX PER STUDY 6 MCI,"$8,610.00 "
Nuclear Medicine,RPH SR-89 CHLORIDE THERAPEUTIC PER MCI,"$8,201.25 "
Nuclear Medicine,RPH TC CERETEC DX PER STUDY DOSE 25 MCI,"$3,408.25 "
Nuclear Medicine,RPH TC CERETEC WBC DX PER STUDY DOSE,"$4,305.00 "
Nuclear Medicine,RPH TC CHOLETEC DX PER STUDY 15 MCI,$91.50 
Nuclear Medicine,RPH TC DTPA PER STUDY DOSE 10 MCI,$70.00 
Nuclear Medicine,RPH TC MEBROFENIN DX PER STUDY 15 MCI,$197.50 
Nuclear Medicine,RPH TC PYROPHOSPHATE DX PR STUDY 25 MCI,$48.25 
Nuclear Medicine,RPH TC SULFUR COLOID DX FILT PER STUDY,$251.25 
Nuclear Medicine,RPH TC SULFUR COLOID DX PER STUDY 20MCI,$179.50 
