Supply Name,Charge
SCREW BONE MULTI SCREW 5.5X50MM TITANIUM NSTRL SPINE THORACOLUMBAR POLARIS 20004350,"$2,398.50"
SCREW SPINAL PEDICLE 5.5X60 MULTIAXIAL SOLID SELF TAPPING TITANIUM POLARIS 20007360,"$3,880.50"
SCREW SPINAL PEDICLE 6.5X40 SOLID TITANIUM POLARIS 20004440,"$2,398.50"
SCREW SPINAL PEDICLE 6.5X45 SOLID TITANIUM POLARIS 20004445,"$2,398.50"
SCREW SPINAL PEDICLE 6.5X60 MULTIAXIAL SOLID SELF TAPPING TITANIUM 20002460,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X60 MULTIAXIAL SOLID TITANIUM POLARIS 14500290,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X60 MULTIAXIAL SOLID SELF TAPPING TITANIUM POLARIS 20007460,"$3,880.50"
SCREW SPINAL PEDICLE 6.5X70 MULTIAXIAL SOLID TITANIUM POLARIS 14500292,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X80 MULTIAXIAL SOLID TITANIUM POLARIS 14500294,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X90 MULTIAXIAL SOLID TITANIUM POLARIS 14500296,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X60 MULTIAXIAL SOLID SELF TAPPING TITANIUM POLARIS 20002560,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X60 MULTIAXIAL SOLID TITANIUM POLARIS 14500310,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X60 MULTIAXIAL SOLID SELF TAPPING TITANIUM POLARIS 20007560,"$3,880.50"
SCREW SPINAL PEDICLE 6.5X70 MULTIAXIAL SOLID TITANIUM POLARIS 14500312,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X80 MULTIAXIAL SOLID TITANIUM POLARIS 14500314,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X90 MULTIAXIAL SOLID TITANIUM POLARIS 14500316,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X35 MULTIAXIAL SOLID TITANIUM POLARIS 20002630,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X35 MULTIAXIAL SOLID TITANIUM POLARIS 20002635,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X40 MULTIAXIAL SOLID TITANIUM POLARIS 20002640,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X45 MULTIAXIAL SOLID TITANIUM POLARIS 20002645,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X50 MULTIAXIAL SOLID TITANIUM POLARIS 20002650,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X55 MULTIAXIAL SOLID TITANIUM POLARIS 20002655,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X60 MULTIAXIAL SOLID TITANIUM POLARIS 20002660,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X60 MULTIAXIAL SOLID TITANIUM POLARIS 14500330,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X70 MULTIAXIAL SOLID TITANIUM POLARIS 14500332,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X80 MULTIAXIAL SOLID TITANIUM POLARIS 14500334,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X90 MULTIAXIAL SOLID TITANIUM POLARIS 14500336,"$2,769.00"
SCREW BONE MULTI SCREW 5.5X55MM TITANIUM NSTRL SPINE THORACOLUMBAR POLARIS 20004355,"$2,398.50"
SCREW BONE MULTI SCREW 6.5X30MM TITANIUM NSTRL SPINE THORACOLUMBAR POLARIS 20004430,"$2,398.50"
SCREW SPINAL PEDICLE 6.5X35 SOLID TITANIUM POLARIS 20004435,"$2,398.50"
SCREW SPINAL PEDICLE 6.5X50 SOLID TITANIUM POLARIS 20004450,"$2,398.50"
SCREW SPINAL PEDICLE 6.5X55 SOLID TITANIUM POLARIS 20004455,"$2,398.50"
SCREW SPINAL PEDICLE 6.5X60 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501290,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X70 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501292,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X80 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501294,"$2,769.00"
SCREW SPINAL PEDICLE 6.5X90 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501296,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X30 MULTIAXIAL SOLID TITANIUM POLARIS 14511530,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X35 MULTIAXIAL SOLID TITANIUM POLARIS 14511535,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X40 MULTIAXIAL SOLID TITANIUM POLARIS 14511540,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X45 MULTIAXIAL SOLID TITANIUM POLARIS 14511545,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X50 MULTIAXIAL SOLID TITANIUM POLARIS 14511550,"$2,769.00"
SCREW SPINAL L55 MM OD7.5 MM MULTIAXIAL POLARIS TITANIUM F/6.35MM ROD,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X60 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501310,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X70 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501312,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X80 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501314,"$2,769.00"
SCREW SPINAL PEDICLE 7.5X90 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501316,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X30 MULTIAXIAL SOLID TITANIUM POLARIS 14511630,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X35 MULTIAXIAL SOLID TITANIUM POLARIS 14511635,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X40 MULTIAXIAL SOLID TITANIUM POLARIS 14511640,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X45 MULTIAXIAL SOLID TITANIUM POLARIS 14511645,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X50 MULTIAXIAL SOLID TITANIUM POLARIS 14511650,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X55 MULTIAXIAL SOLID TITANIUM POLARIS 14511655,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X60 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501330,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X70 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501332,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X80 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501334,"$2,769.00"
SCREW SPINAL PEDICLE 8.5X90 MULTIAXIIAL CANNULATED TITANIUM POLARIS 14501336,"$2,769.00"
IMPLANT SPINAL ROD LUMBAR 5.5X510MM STAINLESS STEEL STERILE POLARIS 14505402,$788.50
IMPLANT SPINAL ROD LUMBAR 5.5X105MM TITANIUM PREBENT STERILE POLARIS 20005110,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 5.5X110MM TITANIUM PREBENT STERILE POLARIS 20005111,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 5.5X115MM TITANIUM PREBENT STERILE POLARIS 20005112,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 120X5.5MM TITANIUM PREBENT STERILE POLARIS 20005113,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 5.5X125MM TITANIUM PREBENT STERILE POLARIS 20005114,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 5.5X130MM TITANIUM PREBENT STERILE POLARIS 20005115,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 5.5X510MM TITANIUM STERILE POLARIS 20005305,"$1,577.00"
IMPLANT SPINAL ROD LUMBAR 5.5X510MM TITANIUM ALLOY STERILE POLARIS 20005405,"$1,577.00"
IMPLANT SPINAL END CAP 5.5MM TITANIUM PLUG NON STERILE POLARIS 20001008,$225.00
SCREW SPINAL PLUG ANTERIOR LUMBAR POLYAXIAL SOLID 5.5MM TITANIUM NON STERILE SOLITAIRE 20001005,$225.00
GUIDEWIRE VASC .014INX80X5CM ANGL TIP SIL COR NITREX N140801,$996.00
GUIDEWIRE VASC .018INX300CM ANGL TP NITNL COR SIL COAT STFF KNK RESTNT RQDIOPQ STEER NITREX N183002,"$1,377.80"
STENT URETERAL L28 CM OD7 FR DUAL DUROMETER W/O GUIDEWIRE POLARIS ULTRA PERCUFLEX HYDROPLUS,$653.63
IMPLANT HIP FEMORAL STEM SIZE-16 PRESS FIT ECHELON 71929954,"$5,850.00"
IMPLANT SPINAL CAGE 7X12X14MM CERVICAL AVS 77102074,"$3,510.00"
IMPLANT SPINAL CAGE 6X12X14MM CERVICAL AVS 77102084,"$3,510.00"
STENT 12X60MM TRACHEOBRONCHIAL SILICONE TSP1260S,"$1,474.66"
STENT TRACHEAL L60MM OD16MM SILICONE MESH POST ULTRA SMOOTH PLUS SURFACE TREATMENT LATEX FREE IMPLANTABLE,"$1,655.60"
STENT TRACHEAL L40 MM OD16 MM POST SILICONE,"$1,655.60"
STENT 14X60MM TRACHEOBRONCHIAL SILICONE TSP1460S,"$1,474.66"
BIT DRILL SURGICAL 12MM STAINLESS STEEL SKYLINE 286820012,$753.23
BIT DRILL SURGICAL 14MM STAINLESS STEEL SKYLINE 286820014,$753.23
BIT DRILL SURGICAL 14MM STAINLESS STEEL QUICK COUPLING NON STERILE ANTERIOR CERVICAL FIXED DEPTH EAGLE PLUS 286518014,$753.23
"LOCKING TEMPLATE,STRAIGHT 20 HOLE    STOCK",$209.00
LENS INTRAOCULAR L13 MM OD5.5 MM +10 - +30 DIOPTER 0 DEG BICONVEX 118.4 A-CONSTANT 1 PIECE ANTERIOR ASYMMETRIC ULTRAVIOLET ABSORBING POSTERIOR CHAMBER ACRYSOF ACRYLIC,$556.10
LENS INTRAOCULAR L13.5 MM OD7 MM +4.0 - 30.0 D 10 DEG BICONVEX SINGLE PIECE POSTERIOR ACRYSOF PMMA,$225.00
LENS INTRAOCULAR L12.5 MM OD6 MM +4.0 - +30.0 +31.0 - +34.0 D 5 DEG SLANT BICONVEX SINGLE PIECE PMMA,$225.00
LENS INTRAOCULAR L12.5MM +6.0 DIOPTER 1 PIECE NEGATIVE,$225.00
BIT DRILL SURGICAL 3.5-4MM CANNULATED STAINLESS STEEL NON STERILE ACUTRAK 2 MINI SCREW ACUTRAK AT2M1813,$950.35
ACETABULAR SHELL HIP 52MM POLY POROUS MULTI HOLE R3 71338665,"$3,217.50"
WIRE BONE FIXATION 1.8X355MM ILIZAROV 71933244,$269.75
DEVICE FIXATION L30 MM TACTILE FLIPPING PRELOADED POLYESTER BRAIDED SUTURE CONTINUOUS LOOP ENDOBUTTON CL ULTRA TITANIUM,"$1,154.53"
DEVICE FIXATION L35 MM TACTILE FLIPPING PRELOADED POLYESTER BRAIDED SUTURE CONTINUOUS LOOP ENDOBUTTON CL ULTRA TITANIUM,"$1,223.79"
ACETABULAR SHELL HIP 76MM POLY POROUS MULTI HOLE R3 71338678,"$3,217.50"
PUNCH AORTIC OD2.5 MM CONICAL TIP SHORT HANDLE HANCOCK DISPOSABLE,$82.49
COMPONENT HUMERAL L125 MM X W11 MM OD46 MM PREFORMED PARTIAL LOAD BEARING SHOULDER INTERSPACE PMMA F/2 STAGE REVISION ARTHROPLASTY,"$14,763.00"
IMPLANT HIP FEMORAL STEM 13X145MM TITANIUM POROUS ECHO 192413,"$8,677.50"
IMPLANT SPINAL CAGE 16X24X34MM PEEK XLIF STERILE BRIGADE 6941634,"$13,708.50"
IMPLANT SPINAL CAGE 14X24X34MM LUMBAR PEEK STERILE BRIGADE 6951434,"$13,708.50"
IMPLANT SPINAL CAGE 16X24X34MM LUMBAR PEEK STERILE BRIGADE 6951634,"$13,708.50"
IMPLANT SPINAL CAGE 12X28X38MM PEEK XLIF STERILE BRIGADE 6941238,"$13,708.50"
IMPLANT SPINAL CAGE 14X28X38MM PEEK XLIF STERILE BRIGADE 6941438,"$13,708.50"
IMPLANT SPINAL CAGE 16X28X38MM PEEK XLIF STERILE BRIGADE 6941638,"$13,708.50"
IMPLANT SPINAL CAGE 14X28X38MM LUMBAR PEEK STERILE BRIGADE 6951438,"$13,708.50"
IMPLANT SPINAL CAGE 16X28X38MM LUMBAR PEEK STERILE BRIGADE 6951638,"$13,708.50"
IMPLANT SPINAL CAGE 12X32X38MM LUMBAR PEEK XLIF NON STERILE BRIGADE 6971238,"$13,708.50"
IMPLANT SPINAL CAGE 16X32X38MM LUMBAR PEEK XLIF NON STERILE BRIGADE 6971638,"$13,708.50"
IMPLANT SPINAL CAGE 18X32X38MM LUMBAR PEEK XLIF NON STERILE BRIGADE 6971838,"$13,708.50"
IMPLANT SPINAL CAGE 20X32X38MM LUMBAR PEEK XLIF NON STERILE BRIGADE 6972038,"$13,708.50"
IMPLANT SPINAL CAGE 10X30X42MM PEEK XLIF STERILE BRIGADE 6941042,"$13,708.50"
IMPLANT SPINAL CAGE 12X30X42MM PEEK XLIF STERILE BRIGADE 6941242,"$13,708.50"
IMPLANT SPINAL CAGE 14X30X42MM PEEK XLIF STERILE BRIGADE 6941442,"$13,708.50"
IMPLANT SPINAL CAGE 16X30X42MM PEEK XLIF STERILE BRIGADE 6941642,"$13,708.50"
IMPLANT SPINAL CAGE 12X30X42MM LUMBAR PEEK XLIF STERILE BRIGADE 6951242,"$13,708.50"
IMPLANT SPINAL CAGE 14X30X42MM LUMBAR PEEK STERILE BRIGADE 6951442,"$13,708.50"
IMPLANT SPINAL CAGE 16X30X42MM LUMBAR PEEK STERILE BRIGADE 6951642,"$13,708.50"
SCREW SPINAL PEDICLE 4.5X20 POLYAXIAL SOLID TITANIUM BRIGADE 8594520,$593.45
SCREW SPINAL PEDICLE 4.5X25 POLYAXIAL SOLID TITANIUM BRIGADE 8594525,$593.45
SCREW SPINAL PEDICLE 4.5X35 POLYAXIAL SOLID STAINLESS STEEL BRIGADE 8594527,$593.45
SCREW SPINAL PEDICLE 4.5X30 POLYAXIAL SOLID STAINLESS STEEL BRIGADE 8594530,$593.45
SCREW SPINAL PEDICLE 5.5X35 POLYAXIAL SOLID TITANIUM BRIGADE 8594535,$593.45
SCREW SPINAL PEDICLE 5.5X20 POLYAXIAL SOLID TITANIUM BRIGADE 8595520,$593.45
SCREW SPINAL PEDICLE 5.5X25 POLYAXIAL SOLID TITANIUM BRIGADE 8595525,$593.45
SCREW SPINAL PEDICLE 4.5X25 POLYAXIAL SOLID STAINLESS STEEL BRIGADE 8595527,$593.45
SCREW SPINAL PEDICLE 5.5X30 POLYAXIAL SOLID TITANIUM BRIGADE 8595530,$593.45
SCREW SPINAL PEDICLE 5.5X35 POLYAXIAL SOLID TITANIUM BRIGADE 8595535,$593.45
BOLT IMPLANT SPINAL POST 5.5X40MM TITANIUM NON STERILE XLP 7555040,$593.45
BOLT IMPLANT SPINAL POST 5.5X50MM TITANIUM NON STERILE XLP 7555050,$593.45
BOLT IMPLANT SPINAL POST 6.5X40MM TITANIUM NON STERILE XLP 7565040,$593.45
BRA MAMM 36-38IN LG ADJ STRP,$225.00
STEM HUMERAL L74 MM 3C 135 DEG ANATOMIC MONOLITHIC ASCEND,"$12,210.00"
TRACKER SURGICAL INSTRUMENT FUSION AXIEM DISPOSABLE,$473.10
TRACKER SURGICAL PATIENT FUSION AXIEM DISPOSABLE,$605.90
TAP SURGICAL F/3MM SCREW,"$1,058.25"
BIT DRILL SURGICAL 2MM STAINLESS STEEL NON STERILE 3.5 4MM SCREW ACUTRAK 2 MINI ACUTRAK AT2ML1813,"$1,058.25"
GUIDEWIRE BONE FOREFOOT .045IN ALUMINUM TROCAR TIP NON STERILE AR8933K,$31.50
GUIDEWIRE BONE FOREFOOT .062IN TITANIUM TROCAR TIP NON STERILE AR8941K,$67.50
CATHETER DRAINAGE L45 CM OD8.5 FR ODSEC18 GA .038 IN 6 SIDE PORT MULTIPURPOSE MAC-LOC LOCKING LOOP RB DESIGN RADIOPAQUE BAND TROCAR STYLET NEEDLE ULTRATHANE AQ,$323.82
BLADE SHAVER L11CM OD2MM 60-3000RPM STRAIGHT SHAFT IRRIGATION TUBING ELEVATOR INFERIOR TURBINATE SINUS F/ SUBMUCOSAL RESECTION XPS,$777.38
RETRACTOR OPHTHALMIC 7MM MALYUGIN RING,$518.75
STAPLER INTERNAL BIOABSORBABLE ECHELON 60 SEAMGUARD WHITE BLUE GREEN,$821.70
GRAFT SYNTHETIC TISSUE REINFORCEMENT STAPLE LINE BIOABSORBABLE SEAMGUARD PGA TMC WHITE BLUE GOLD GREEN F/ENDOPATH ECHELON 60 STAPLING DEVICE,$778.13
KIT CHARGING BASE STATION BELT AC/DC POWER SUPPLY PRECISION,"$9,750.00"
SPLITTER LEAD L25CM DISTAL 4 CONTACT CONFIGURATION 2X4 PRECISION,"$6,240.00"
KIT INTRODUCER PRECISION,$352.75
LEAD NEUROSTMLTR PERQ 8 ELCTRD TI TIP PRELOADED ENHANCED STYLET LF M365SC2352500,"$7,922.85"
LEAD NEUROSTMLTR PERQ 8 ELCTRD TI TIP PRELOADED ENHANCED STYLET LF M365SC2352700,"$7,922.85"
GUIDEWIRE BONE ELBOW 9X.078IN STAINLESS STEEL TROCAR TIP NON STERILE ACUTRAK WS2009ST,$90.00
CATH DIAG PERIPH RADIOPQ CRV OF 5FRX65CM .038IN GW NYLON SIX SIDE HOLE NON BRD SOFT VU H787107322035,$56.70
TAPE SUTURING L7INXW2MM TAPERED END 2-0 FIBERWIRE TIGERTAPE POLYETHYLENE WHITE BLACK,$267.68
SCREW BONE CORTICAL 4.5X32MM CANNULATED TITANIUM PARTIAL THREAD FOR FIFTH METATARSAL OF THE FOOT AR894532PT,$892.25
GUIDEWIRE BONE ANKLE 130X1.3MM STAINLESS STEEL TROCAR TIP NON STERILE AR894301,$90.00
CATHETER CENTRAL VENOUS OD9FR DOUBLE LUMEN INTRODUCER KIT HICKMAN PEDIATRIC,"$1,044.76"
BLADE SAW L18.5 MM X W10 MM THK.4 MM FINE TOOTH SAGITTAL STERILE F/MICRO100/MICROPOWER SMALL BONE,$90.00
BLADE SAW L18.5 MM X W5.5 MM THK.4 MM FINE TOOTH SAGITTAL MICROPOWER MICRO100 STERILE F/SMALL BONE,$49.50
BURR SURGICAL FLUTED 2X19MM STAINLESS STEEL MICRO MEDIUM LINVATEC 5091249,$93.60
INTRODUCER VASCULAR 5FRX10CM NITNL TRNSLS MICROPUNC G48007,$183.33
PLUG CATHETER FOLEY W/ CAP DOVER,$3.78
CATHETER BLN PERIPH SEMI COMPLIANT OTW 4FX2.5X80X150 NANOCROSS AB14W025080150,"$1,514.75"
IMPLANT OPHTHALMIC OD20 MM TRANSLUCENT ORBITAL SILICONE STERILE F/ENUCLEATION EVISCERATION,$153.00
PIN TEMPORARY FIXATION HOLDING,$481.40
BIT DRILL SURGICAL 11MM STAINLESS STEEL STERILE ATLANTIS 7080510,$518.75
BIT DRILL SURGICAL 11MM TITANIUM STERILE ANTERIOR CERVICAL DISPOSABLE VENTURE 9790915,$734.55
CATHETER PTCA SEMI COMPLIANT OTW 1.5X20 SPRNTR SPR1520W,$581.00
GRAFT HUMAN TISSUE L2 CM X W1.5 CM TRANSLUCENT LIGHTWEIGHT THIN AMBIO2,"$1,971.25"
BIT DRILL SURGICAL 2MM STAINLESS STEEL STERILE PEDIATRIC TWIST INTERMEDIATE 71134016,$203.85
BIT DRILL SURGICAL 2.7X154MM STAINLESS STEEL STERILE PEDIATRIC TWIST INTERMEDIATE RICHARDS 71134064,$213.30
GUIDEWIRE BONE KNEE 1.6X152.4MM STAINLESS STEEL TROCAR TIP STERILE CHS 71123268,$153.00
BIT DRILL L145 MM OD4.5 MM QUICK CONNECT AO FITTING SPS DISPOSABLE,$686.53
CANNULA PERFUSION L11.4 IN ODSEC5 MM STRAIGHT OD2.1 MM SELF-INFLATING BALLOON FEMALE LUER LOCK CORONARY ARTERY STERILE DISPOSABLE F/ANTEGRADE CARDIOPLEGIA DELIVERY,$307.10
FLEX OSETEOTOME  NON-CURVED 8MM,$464.00
SHUNT NEUROSURGICAL STRATA W/ CLOSED TIP LUMBAR CATHETER,"$17,456.19"
GRAFT ENDOVASCULAR ABDOMINAL AORTIC ANEURYSM 26X14MMX14CM EPTFE NITINOL MAIN BODY EXCLUDER C3 RLT261414,"$37,292.50"
IMPLANT HIP FEMORAL STEM 14X150MM TITANIUM POROUS ECHO 192114,"$8,677.50"
TROCAR LAPAROSCOPIC 5X5MM ABDOMINAL BLADED THREAD PYRAMIDAL TIP REUSE STERILE SIDE PORT HUNT REICH 900846,$225.00
KIT SUTURE L14MM OD2.4MM ODSEC3MM SIZE 1 STEP DRILL GUIDE 1 SUTURETAK NEEDLE BIOCOMPOSITE SMALL JOINT DISPOSABLE,$601.75
STENT TRACHEOBRONCHIAL L38 MM L80 CM OD9 MM BALLOON EXPANDABLE ULTRA THIN LOW PROFILE PTFE,"$8,580.00"
STENT TRACHEOBRONCHIAL L38 MM L120 CM OD5 MM BALLOON EXPANDABLE ULTRA THIN LOW PROFILE PTFE,"$8,580.00"
BLADE SURGICAL L31.8 MM X W.5 MM OD25 GA NONREFLECTIVE LASEREDGE MVR STERILE DISPOSABLE,$133.88
COAGULATOR SUCTION L15CM L3M OD10FR ENT SHAFT INSULATION HANDSWITCH AND FOOTSWITCH ACTIVATED STERILE LATEX FREE DISPOSABLE VALLEYLAB,$60.75
BIT DRILL SURGICAL 1.9X115MM STAINLESS STEEL STERILE TWIST VIPER 505191507,$261.45
STABILIZER SURGICAL ACROBAT,"$5,132.40"
RETRACTOR CARDIOVASCULAR PLATFORM DEEP BLADE ACCESSRAIL,$361.05
STIMULATOR NEUROMUSCULAR SLIM PRASS FLUSH TIP,$418.32
CABLE NEUROSTIMULATOR SCREENING W/ ATTACHED ALLIGATOR CLIP F/37022 EXTERNAL NEUROSTIMULATOR,$290.50
CABLE SPINAL L152CM THCK10MM SMALL 50GM MULTI LEAD TRAILING 4 QUADRIPOLAR 2 OCTAPOLAR RETENTION COLUMN LID LIFT TAB SLIDE LOCK THIN CURVED,"$1,157.85"
DRILL SURGICAL OD3.8 MM ODSEC6 MM SHANK,"$1,705.65"
STRUT EXTERNAL FIXATION SHORT ILIZAROV FAST FX F/TAYLOR SPATIAL FRAME,"$5,343.00"
STRUT EXTERNAL FIXATION XSHORT ILIZAROV FAST FX F/TAYLOR SPATIAL FRAME,"$5,343.00"
BAND INSTRUMENT IDENTIFICATION KIT F/ FAST FX STRUT,"$1,809.40"
HINGE EXTERNAL FIXATION STANDARD MALE ILIZAROV STAINLESS STEEL,$597.60
POST EXTERNAL FIXATION 3 HOLE ILIZAROV STAINLESS STEEL MALE,$693.05
CAP PROTECTIVE OD5 MM BLACK,$141.75
CUBE EXTERNAL FIXATION 3DEG 1 HOLE LATEX FREE RANCHO,"$2,811.90"
BOLT EXTERNAL FIXATION ILIZAROV STAINLESS STEEL,$252.74
SOCKET EXTERNAL FIXATION L60 MM THREADED ILIZAROV STAINLESS STEEL,$409.61
RING EXTERNAL FIXATION ID155 MM HALF ILIZAROV F/TAYLOR SPATIAL FRAME,"$5,557.50"
RING EXTERNAL FIXATION L155MM LONG U PLATE FOOT ALUMINIUM ILIZAROV TAYLOR SPATIAL FRAME,"$6,571.50"
RING EXTERNAL FIXATION ID155MM FULL ALUMINIUM ILIZAROV TAYLOR SPATIAL FRAME,"$5,557.50"
RING EXTERNAL FIXATION ROCKER ALUMINIUM ILIZAROV TAYLOR SPATIAL FRAME,"$4,134.00"
WASHER ORTHOPEDIC OD2 MM SLOTTED ILIZAROV STAINLESS STEEL NONSTERILE,$113.40
REAMER SURGICAL L510 MM OD8 MM MODIFIED TRINKLE FLEXIBLE MODULAR W/ GROMMET PREASSEMBLED BIXCUT STERILE DISPOSABLE,"$2,460.90"
COUPLER ORTHOPEDIC 2.5 MM FAST SAFE MICROVASCULAR ANASTOMOTIC POLYETHYLENE STAINLESS STEEL STERILE DISPOSABLE,"$1,034.04"
CAP HEAD OFFSET SEATER HIP MIS 2 DISPOSABLE,$285.52
SYSTEM DRNGE W/O ANTIREFLX VLV,$713.47
SPHERE 4 PACK STEALTH,$144.00
SCREW DISTRACTION 16MM STERILE,$241.65
SCREW DISTRACTION 14MM STERILE,$241.65
SCREW DISTRACTION 12MM STERILE,$241.65
IMPLANT SPINAL CAGE 26X20X16MM LUMBAR TITANIUM PLIF STERILE 8941626,"$11,100.00"
GRAFT ENDOVASCULAR ABDOMINAL AORTIC ANEURYSM 26X14MMX16CM EPTFE NITINOL MAIN BODY EXCLUDER C3 RLT261416,"$37,292.50"
BAND GASTRIC SYSTEM ADJUSTABLE LOW PROFILE ACCESS PORT II LAP-BAND,"$2,515.50"
BAND GASTRIC SYSTEM STANDARD ADJUSTABLE SLIP THROUGH BUCKLE DESIGN ACCESS PORT I OMNIFORM DESIGN LAP-BAND AP SILICONE ELASTOMER STERILE DISPOSABLE,"$11,640.20"
ABUTMENT HEARING AID 5.5 MM FLANGE FIXTURE BAHA TITANIUM STERILE DISPOSABLE BA210 F/HEXAGONAL CONNECTION,"$4,501.38"
RESTRICTOR IMPLANT HIP CEMENT 30MM POLY B0000300,$308.30
GUIDEWIRE BONE HINDFOOT 3MM BEADED TIP NON STERILE VALOR 4150004030,$539.50
BIT DRILL SURGICAL 3.7MM CANNULATED STAINLESS STEEL NON STERILE CHARLOTTE 43513700,$560.25
BIT DRILL SURGICAL 2.6MM CANNULATED STAINLESS STEEL NON STERILE CHARLOTTE 43512600,$560.25
BIT DRILL SIZE-2 ACCESSORY ANTI ROTATIONAL NON STERILE SINGLE USE NOTCH ANKLE PROPHECY INBONE 200178002,$445.09
BIT DRILL SURGICAL 6MM STAINLESS STEEL NON STERILE DISPOSABLE PROPHECY INBONE 200134,$849.71
BLADE SAW WIDE ANKLE PROPHECY INBONE NONSTERILE DISPOSABLE F/HALL/LINVATEC,$504.43
BLADE SAW NARROW ANKLE PROPHECY INBONE NONSTERILE DISPOSABLE F/HALL/LINVATEC,$504.43
STEM FEMORAL 17 REVISION HIP ECHELON FULLCOAT COBALT CHROME HYDROXYAPATITE POROUS,"$5,850.00"
STEM EXTENSION KNEE 65MM COBALT CHROMIUM CEMENTED PRIMARY STEMMED UNISEX GMRS 64952040,"$21,827.04"
GRAFT SYNTHETIC L30XW20CM SHEET BIOABSORBABLE BIO-A POLYGLYCOLIDE TRIMETHYLENE CARBONATE F/HERNIA REPAIR,"$15,436.40"
GRAFT ENDOVASCULAR ABDOMINAL AORTIC ANEURYSM 36X16X166MM BIFURCATED POLYESTER NITINOL MAIN BODY ENDURANT ENBF3616C166E,"$33,216.75"
GRAFT ENDOVASCULAR ILIAC 16X13X124MM BIFURCATED POLYESTER NITINOL ENDURANT ENLW1613C124E,"$16,566.75"
STEM HUMERAL L82 MM 5C 137.5 DEG ASCEND,"$12,210.00"
GUIDEWIRE VASC 180CM J ROSN TP SS COR HEP CTD CRV HIWIRE G01290,$58.50
CARTRIDGE GRASPER L45 CM L20 MM OD5 MM ATRAUMATIC DIRECT DRIVE DISPOSABLE,$189.00
KIT LAPAROSCOPIC 55X5MM ABDOMINAL SNGL USE STERILE SINLGE INCISION TRIANGULATION GELPOINT CNGL2,"$2,016.90"
BUTTON GASTROSTOMY L3 CM OD16 FR APPLE SHAPED BALLOON MINI-ONE SILICONE,$390.10
GUIDEWIRE ORTHOPEDIC OD.045IN DOUBLE TROCAR TIP KIRSCHNER DISPOSABLE,$36.00
BIT DRILL SURGICAL 2MM STAINLESS STEEL 3MM SCREW AR894422,$352.75
BIT DRILL SURGICAL 2MM CANNULATED STAINLESS STEEL AO AR893320C,$726.25
