Medication,Charge
METOPROLOL XL 12.5 MG 24 HR (HALF-TAB),$15.76
METOPROLOL XL 25 MG 24 HR TAB,$9.51
METOPROLOL XL 25 MG 24 HR TAB,$9.69
METOPROLOL XL 50 MG 24 HR TAB,$9.86
METOPROLOL XL 50 MG 24 HR TAB,$9.51
METRONIDAZOLE 0.75 % TOPICAL CREAM,$244.04
METRONIDAZOLE 0.75 % TOPICAL GEL,$212.20
METRONIDAZOLE 250 MG TAB,$6.64
METRONIDAZOLE 250 MG TAB,$6.64
METRONIDAZOLE 250 MG TAB,$16.76
METRONIDAZOLE 5 MG/ML IN NS INJECTION (PEDS) (ROPH),$63.25
METRONIDAZOLE 500 MG TAB,$8.81
METRONIDAZOLE IN NS 250 MG/50 ML IV PIGGYBACK,$128.13
METRONIDAZOLE IN SODIUM CHLORIDE (ISO-OSM) 500 MG/100 ML IV PIGGY BACK,$128.13
METYRAPONE 250 MG CAP,$16.37
MEXILETINE 150 MG CAP,$7.66
MEXILETINE 200 MG CAP,$7.17
MEXILETINE 250 MG CAP,$7.24
MICONAZOLE NITRATE 100 MG VAGINAL SUPPOSITORY,$14.34
MICONAZOLE NITRATE 2 % TOPICAL CREAM,$26.95
MICONAZOLE NITRATE 2 % TOPICAL CREAM,$24.61
MICONAZOLE NITRATE 2 % TOPICAL CREAM,$9.93
MICONAZOLE NITRATE 2 % TOPICAL POWDER,$46.55
MICONAZOLE NITRATE 2 % VAGINAL CREAM,$17.32
MICONAZOLE NITRATE 200 MG-2 % (9 G) VAGINAL COMBO PACK,$71.58
MICROFIBRILLAR COLLAGEN HEMOSTAT TOPICAL POWDER IN PACKET,$546.47
MIDAZOLAM 1 MG/ML INJ (COMBO ERX),$46.28
MIDAZOLAM 1 MG/ML INJ (COMBO ERX),$42.66
MIDAZOLAM 1 MG/ML INJ (COMBO ERX),$42.97
MIDAZOLAM 1 MG/ML INJ (COMBO ERX),$43.95
MIDAZOLAM 1 MG/ML INJ (COMBO ERX),$43.43
MIDAZOLAM 10 MG/5 ML (2 MG/ML) SYRUP,$23.19
MIDAZOLAM 1MG/ML INJECTION (PEDS),$42.66
MIDAZOLAM 5 MG/ML INJ (COMBO ERX),$45.39
MIDODRINE 10 MG TAB,$10.81
MIDODRINE 10 MG TAB,$9.93
MIDODRINE 2.5 MG TAB,$8.81
MIGLITOL 12.5 MG (HALF-TAB),$14.99
MIGLITOL 25 MG TAB,$8.74
MILRINONE 1 MG/ML IV,$68.70
MILRINONE IN D5W 20 MG/100 ML (200 MCG/ML) IV PIGGY BACK,$128.13
MINERAL OIL ENEMA,$13.54
MINERAL OIL LIGHT TOPICAL,$13.43
MINERAL OIL ORAL,$9.97
MINERAL OIL-ISOPROPYL MYRISTAT LOTION,$28.98
MINOCYCLINE 100 MG CAP,$7.80
MINOCYCLINE 50 MG CAP,$6.89
MINOCYCLINE 50 MG CAP,$7.10
MINOCYCLINE 50 MG CAP,$6.92
MINOXIDIL 10 MG TAB,$8.11
MINOXIDIL 2.5 MG TAB,$7.90
MIRTAZAPINE 15 MG TAB,$6.92
MIRTAZAPINE 15 MG TAB,$6.99
"MIRTAZAPINE 15 MG TAB, RAPID DISSOLVE",$16.69
MIRTAZAPINE 3.75 MG (QUARTER-TAB),$13.24
MIRTAZAPINE 7.5 MG (HALF-TAB),$13.24
MISOPROSTOL 100 MCG TAB,$9.69
MISOPROSTOL 200 MCG TAB,$7.76
MISOPROSTOL 200 MCG TAB,$7.62
MISOPROSTOL 25 MCG (QUARTER-TAB),$13.87
MISOPROSTOL 50 MCG (HALF-TAB),$13.87
MITOMYCIN 0.2 MG/ML INTRA-OCULAR SOLUTION,$227.50
MITOMYCIN 0.3 MG/ML INTRA-OCULAR SOLUTION,$218.50
MITOMYCIN 20 MG IV SOLUTION,$285.67
MITOMYCIN 40 MG IV SOLUTION,"$2,342.67"
MITOMYCIN 5 MG IV SOLUTION,$231.51
"MITOXANTRONE 2 MG/ML CONCENTRATE, IV",$680.88
MODAFINIL 100 MG TAB,$50.94
MODAFINIL 100 MG TAB,$42.73
MODAFINIL 100 MG TAB,$25.40
MODAFINIL 200 MG TAB,$69.42
MODAFINIL 25 MG (QUARTER-TAB),$49.23
MODAFINIL 50 MG (HALF-TAB),$49.23
MOMETASONE 0.1 % OINTMENT,$134.57
MOMETASONE 0.1 % OINTMENT,$65.24
MOMETASONE 0.1 % TOPICAL CREAM,$36.93
MONTELUKAST 10 MG TAB,$21.41
MONTELUKAST 10 MG TAB,$9.27
MONTELUKAST 5 MG (HALF-TAB),$27.66
MORPHINE (PF) 1 MG/ML INJECTION,$66.18
MORPHINE (PF) 2 MG/ML IV CARTRIDGE,$49.25
MORPHINE (PF) 2 MG/ML IV CARTRIDGE,$56.06
MORPHINE (PF) 30 MG/30 ML PCA IV SOLN,$65.86
MORPHINE (PF) 4 MG/ML IV CARTRIDGE,$49.31
MORPHINE (PF) 5 MG/5 ML INJ SYRINGE,$53.93
MORPHINE 10 MG RECTAL SUPPOSITORY,$30.30
MORPHINE 10 MG/5 ML ORAL SOLN,$16.65
MORPHINE 10 MG/5 ML ORAL SOLN,$43.43
MORPHINE 10 MG/ML INJECTION,$47.06
MORPHINE 10 MG/ML INJECTION,$44.79
MORPHINE 10 MG/ML SYRINGE,$45.81
MORPHINE 15 MG TAB,$15.69
MORPHINE 1MG/ML PF INJECTION (PEDS),$66.18
MORPHINE 2 MG/ML SYRINGE,$44.55
MORPHINE 20 MG RECTAL SUPPOSITORY,$33.39
MORPHINE 2MG/ML INJECTION (PEDS),$44.55
MORPHINE 30 MG TAB,$16.17
MORPHINE 30 MG/30 ML IV INFUSION,$65.86
MORPHINE 4 MG/ML IV - BUNDLED ,$49.31
MORPHINE 4 MG/ML IV - BUNDLED ,$46.23
MORPHINE 4 MG/ML IV - BUNDLED ,$44.62
MORPHINE 4 MG/ML IV - BUNDLED ,$55.64
MORPHINE 4 MG/ML SYRINGE,$46.23
MORPHINE 50 MG/ML IV,$76.64
MORPHINE 7.5 MG (HALF TAB),$15.69
MORPHINE 8 MG/ML SYRINGE,$45.81
MORPHINE CONCENTRATE 20 MG/ML ORAL,$16.17
MORPHINE CONCENTRATE 20 MG/ML ORAL SYRINGE,$20.90
MORPHINE SR 100 MG TAB,$19.95
MORPHINE SR 100 MG TAB,$19.95
MORPHINE SR 15 MG TAB,$15.93
MORPHINE SR 30 MG TAB,$16.17
MORPHINE SR 30 MG TAB,$16.11
MOXIFLOXACIN 0.5 % EYE DROPS,$218.49
MOXIFLOXACIN 0.5 % EYE DROPS,$87.21
MULTIVITAMIN (INFUVITE ADULT),$68.38
MULTIVITAMIN ORAL LIQUID,$29.31
MULTIVITAMIN ORAL LIQUID,$12.93
MULTIVITAMIN TAB,$6.61
"MULTIVITAMIN, STRESS FORMULA TAB",$6.64
MULTIVITAMINS WITH IRON TAB,$6.54
MUPIROCIN 2 % NASAL OINTMENT,$31.23
MUPIROCIN 2 % OINTMENT,$38.99
MUPIROCIN 2 % TOPICAL CREAM,$200.98
MV WITH MIN-LYCOPENE-LUTEIN 0.4 MG-300 MCG-250 MCG TAB,$6.89
MVI-ADULT (TPN) INJECTION,$68.38
"MYCOPHENOLATE 180 MG TAB, DELAYED RELEASE",$20.68
MYCOPHENOLATE 200 MG/ML ORAL SUSP,"$3,149.80"
MYCOPHENOLATE 250 MG CAP,$7.97
"MYCOPHENOLATE 360 MG TAB, DELAYED RELEASE",$15.22
MYCOPHENOLATE 500 MG IV SOLUTION,$194.01
MYCOPHENOLATE 500 MG IV SOLUTION,$194.01
NA FERRIC GLUC CPLX IN SUCROSE 12.5 MG/ML IV,$113.19
NABUMETONE 250 MG (HALF-TAB),$13.66
NABUMETONE 500 MG TAB,$8.36
NABUMETONE 750 MG TAB,$7.17
NADOLOL 10 MG (HALF-TAB),$14.01
NADOLOL 20 MG TAB,$7.76
NADOLOL 40 MG TAB,$7.20
NADOLOL 80 MG TAB,$20.57
NAFCILLIN 1 G SOLUTION FOR INJECTION,$76.37
NALBUPHINE 10 MG/ML INJECTION,$46.83
NALBUPHINE 20 MG/ML INJECTION,$49.07
NALOXEGOL 25 MG TABLET,$37.60
NALOXONE 0.4 MG/ML INJECTION,$59.99
NALOXONE 0.4 MG/ML INJECTION,$77.58
NALOXONE 0.4 MG/ML INJECTION (ROPH),$59.99
NALOXONE 0.4 MG/ML INJECTION (ROPH),$77.58
NALOXONE 1 MG/ML SYRINGE,$133.80
NALOXONE 4 MCG/ML INJECTION  DILUTION(PEDS),$59.99
NALOXONE 4 MCG/ML INJECTION  DILUTION(PEDS),$77.58
NALTREXONE 50 MG TAB,$10.09
NAPHAZOLINE 0.1 % EYE DROPS,$25.59
NAPHAZOLINE-GLYCERIN 0.012 %-0.25 % EYE DROPS,$37.42
NAPHAZOLINE-PHENIRAMINE 0.025 %-0.3 % EYE DROPS,$52.36
NAPROXEN 125 MG (HALF-TAB),$12.89
NAPROXEN 250 MG TAB,$6.64
NAPROXEN 375 MG TAB,$6.82
NAPROXEN 375 MG TAB,$6.78
NAPROXEN 500 MG TAB,$6.82
NAPROXEN 500 MG TAB,$6.82
NAPROXEN SODIUM 275 MG TAB,$13.61
NAPROXEN SODIUM 550 MG TAB,$8.01
NATEGLINIDE 120 MG TAB,$11.26
NATEGLINIDE 30 MG (HALF-TAB),$17.34
NATEGLINIDE 60 MG (HALF-TAB),$17.51
NATEGLINIDE 60 MG TAB,$10.04
NEBIVOLOL 2.5 MG (HALF-TAB),$18.63
NEBIVOLOL 5 MG TAB,$12.38
NEFAZODONE 100 MG TAB,$7.73
NEFAZODONE 50 MG (HALF-TAB),$13.98
NELFINAVIR 125 MG (HALF-TAB),$19.89
NELFINAVIR 250 MG TAB,$13.64
NEOMYCIN 500 MG TAB,$9.58
"NEOMYCIN-BACITRACIN-POLY-HC 3.5 MG-400-10,000 UNIT/G-1 % EYE OINTMENT",$140.81
"NEOMYCIN-BACITRACIN-POLYMYXIN 3.5 MG-400 UNIT-10,000 UNIT/G EYE OINT",$117.73
NEOMYCIN-BACITRACIN-POLYMYXIN OINTMENT,$32.97
"NEOMYCIN-BACITRACN ZN-POLYMYXIN 3.5 MG-400 UNIT-5,000 UNIT/G OINTMENT (PACKETS)",$6.75
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG/ML-10,000 UNIT/ML-0.1% EYE DROPS",$51.66
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",$52.54
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",$52.54
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",$61.70
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",$485.30
NEOMYCIN-POLYMYXIN-GRAMICIDIN 1.75 MG-10K UNIT-0.025 MG/ML EYE DROPS,$62.74
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT/ML-1 % EAR DROPS, SUSP",$81.40
"NEOMYCIN-POLYMYXIN-HC 3.5 MG-10,000 UNIT/ML-1 % EAR SOLN",$51.14
"NEOMYCIN-POLYMYXIN-HC EYE DROPS, SUSP",$191.71
NEOSTIGMINE 1 MG/ML INJ (COMBO ERX),$330.42
"NEPAFENAC 0.1 % EYE DROPS, SUSP",$266.10
NESIRITIDE 1.5 MG IV SOLUTION,"$1,347.93"
NEVIRAPINE 100 MG (HALF-TAB),$35.29
NEVIRAPINE 200 MG TAB,$28.79
NIACIN 50 MG TAB,$6.54
NIACIN 500 MG TAB,$6.57
NIACIN ER 250 MG CAP,$6.61
NIACIN ER 500 MG TAB,$12.98
NIACIN ER 750 MG TABLET (INPATIENT),$6.75
NIACIN ER 750 MG TABLET (INPATIENT),$17.84
NIACINAMIDE 100 MG TAB,$6.54
NIACINAMIDE 50 MG (HALF-TAB),$12.79
NICARDIPINE 2.5 MG/ML IV,$771.81
NICARDIPINE 2.5MG/ML INJECTION - SPECIALS,$771.81
NICARDIPINE 20 MG CAP,$7.27
NICARDIPINE 30 MG CAP,$7.62
NICARDIPINE IN DEXTROSE (ISO-OSMOTIC) 40 MG/200 ML IV PIGGY BACK,$128.13
NICARDIPINE IN SALINE (ISO-OSMOTIC) 40 MG/200 ML IV PIGGY BACK,$847.01
NICARDIPINE IN SALINE (ISO-OSMOTIC) 40 MG/200 ML IV PIGGY BACK,$718.49
NICOTINE 14 MG/24 HR TRANSDERM 24 HR PATCH,$14.09
NICOTINE 14 MG/24 HR TRANSDERM 24 HR PATCH,$12.24
NICOTINE 21 MG/24 HR TRANSDERM 24 HR PATCH,$11.26
NICOTINE 21 MG/24 HR TRANSDERM 24 HR PATCH,$11.26
NICOTINE 7 MG/24 HR TRANSDERM 24 HR PATCH,$12.24
NICOTINE POLACRILEX 2 MG GUM,$6.54
NICOTINE POLACRILEX 4 MG GUM,$6.53
NIFEDIPINE EXTENDED RELEASE 30 MG TAB  (COMBO ERX),$9.41
NIFEDIPINE EXTENDED RELEASE 60 MG TAB  (COMBO ERX),$11.05
NIFEDIPINE EXTENDED RELEASE 90 MG TAB  (COMBO ERX),$9.62
NIFEDIPINE EXTENDED RELEASE 90 MG TAB  (COMBO ERX),$12.80
NIFEDIPINE SR 90 MG 24 HR TAB,$9.62
NIFEDIPINE SR 90 MG 24 HR TAB,$12.80
NIMODIPINE 30 MG CAP,$16.09
NIMODIPINE 30 MG CAP,$16.16
NIMODIPINE 30 MG CAP,$16.16
NITROFURANTOIN (25% MACROCRYSTAL FORM) 100 MG CAP,$9.34
NITROFURANTOIN (25% MACROCRYSTAL FORM) 100 MG CAP,$12.84
NITROFURANTOIN MACROCRYSTAL 100 MG CAP,$10.07
NITROFURANTOIN MACROCRYSTAL 50 MG CAP,$7.69
NITROGLYCERIN 0.1 MG/HR TRANSDERM 24 HR PATCH,$16.55
NITROGLYCERIN 0.1 MG/HR TRANSDERM 24 HR PATCH,$8.11
NITROGLYCERIN 0.1 MG/HR TRANSDERM 24 HR PATCH,$8.11
NITROGLYCERIN 0.2 % OINTMENT,$105.25
NITROGLYCERIN 0.2 MG/HR TRANSDERM 24 HR PATCH,$8.01
NITROGLYCERIN 0.2 MG/HR TRANSDERM 24 HR PATCH,$7.80
NITROGLYCERIN 0.2 MG/HR TRANSDERM 24 HR PATCH,$8.01
NITROGLYCERIN 0.3 MG SUBLINGUAL TAB,$63.39
NITROGLYCERIN 0.3 MG/HR TRANSDERM 24 HR PATCH,$16.86
NITROGLYCERIN 0.3 MG/HR TRANSDERM 24 HR PATCH,$16.86
NITROGLYCERIN 0.4 % OINTMENT,$105.25
NITROGLYCERIN 0.4 MG SUBLINGUAL TAB,$45.75
NITROGLYCERIN 0.4 MG/DOSE TRANSLINGUAL SPRAY,$479.85
NITROGLYCERIN 0.4 MG/DOSE TRANSLINGUAL SPRAY,$363.35
NITROGLYCERIN 0.4 MG/HR TRANSDERM 24 HR PATCH,$8.25
NITROGLYCERIN 0.4 MG/HR TRANSDERM 24 HR PATCH,$8.74
NITROGLYCERIN 0.6 MG SUBLINGUAL TAB,$6.96
NITROGLYCERIN 0.6 MG/HR TRANSDERM 24 HR PATCH,$18.89
NITROGLYCERIN 0.6 MG/HR TRANSDERM 24 HR PATCH,$9.62
NITROGLYCERIN 2 % TRANSDERMAL OINTMENT,$7.87
NITROGLYCERIN 2 % TRANSDERMAL OINTMENT,$114.64
NITROGLYCERIN 50 MG/10 ML (5 MG/ML) IV,$55.38
NITROGLYCERIN IN D5W 200 MCG/ML IV,$128.13
NITROGLYCERIN SR 2.5 MG CAP,$6.78
NITROGLYCERIN SR 6.5 MG CAP,$6.85
NITROGLYCERIN SR 9 MG CAP,$7.48
NITROPRUSSIDE 25 MG/ML IV,$71.92
NOREPINEPHRINE BITARTRATE 1 MG/ML IV,$51.02
NOREPINEPHRINE BITARTRATE 1 MG/ML IV,$54.40
NOREPINEPHRINE BITARTRATE IN D5W 8 MG/250 ML IV,$128.13
NOREPINEPHRINE BITARTRATE IN D5W 8 MG/250 ML IV,$128.13
NORGESTREL-ETHINYL ESTRADIOL 0.3 MG-30 MCG TAB,$95.16
NORGESTREL-ETHINYL ESTRADIOL 0.5 MG-50 MCG TAB,$4.39
NORTRIPTYLINE 10 MG CAP,$6.71
NORTRIPTYLINE 25 MG CAP,$6.78
NORTRIPTYLINE 50 MG CAP,$6.68
NORTRIPTYLINE 75 MG CAP,$67.27
NS WITH POTASSIUM CHLORIDE 20 MEQ/L IV,$128.13
"NYSTATIN 100,000 UNIT/G OINTMENT",$26.88
"NYSTATIN 100,000 UNIT/G OINTMENT",$66.38
"NYSTATIN 100,000 UNIT/G TOPICAL CREAM",$25.69
"NYSTATIN 100,000 UNIT/G TOPICAL CREAM",$42.74
"NYSTATIN 100,000 UNIT/G TOPICAL POWDER",$31.12
"NYSTATIN 100,000 UNIT/G TOPICAL POWDER",$83.48
"NYSTATIN 100,000 UNIT/ML ORAL SUSP",$8.57
"NYSTATIN 100,000 UNIT/ML ORAL SUSP",$9.48
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % OINTMENT",$27.06
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % OINTMENT",$262.27
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",$171.88
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",$27.06
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",$175.03
OAK PARK CHRONIC IT PAIN INFUSION BAG,"$1,300.00"
OAK PARK CHRONIC IT PAIN SYRINGE,$250.00
OAK PARK CHRONIC IT PAIN SYRINGE (WITH PRIALT),"$2,500.00"
OCTREOTIDE ACETATE 10 MG IM KIT,"$6,470.94"
OCTREOTIDE ACETATE 100 MCG/ML INJECTION,$53.95
OCTREOTIDE ACETATE 100 MCG/ML INJECTION,$125.25
OCTREOTIDE ACETATE 20 MG IM KIT,"$8,416.06"
OCTREOTIDE ACETATE 200 MCG/ML INJECTION,$239.38
OCTREOTIDE ACETATE 30 MG IM KIT,"$12,502.89"
OCTREOTIDE ACETATE 50 MCG/ML (1 ML) SYRINGE,$51.57
OCTREOTIDE ACETATE 50 MCG/ML INJECTION,$74.88
OCTREOTIDE ACETATE 50 MCG/ML INJECTION,$51.74
OCTREOTIDE ACETATE 500 MCG/ML INJECTION,$88.62
OFLOXACIN 0.3 % EAR DROPS,$176.64
OFLOXACIN 0.3 % EYE DROPS,$334.83
OFLOXACIN 200 MG (HALF-TAB),$22.90
OFLOXACIN 400 MG TAB,$6.57
OLANZAPINE 1.25 MG (HALF-TAB),$38.34
OLANZAPINE 10 MG IM,$121.68
OLANZAPINE 10 MG TAB,$54.82
OLANZAPINE 10 MG TAB,$59.31
"OLANZAPINE 10 MG TAB, ORALLY DISINTEGRATING",$57.81
OLANZAPINE 2.5 MG TAB,$34.09
OLANZAPINE 5 MG TAB,$38.90
OLMESARTAN 20 MG TAB,$14.76
OLMESARTAN 5 MG TAB,$13.26
OLOPATADINE 0.1 % EYE DROPS,$261.12
OLOPATADINE 0.2 % EYE DROPS,$408.83
OLSALAZINE 250 MG CAP,$22.92
OMEGA-3 ACID ETHYL ESTERS 1 G CAP (BUNDLED),$10.98
"OMEPRAZOLE 20 MG CAP, DELAYED RELEASE",$23.90
ONDANSETRON 2 MG (HALF-TAB),$16.74
ONDANSETRON 2MG/ML INJECTION (PEDS),$49.01
"ONDANSETRON 4 MG TAB, ORALLY DISINTEGRATING",$9.62
"ONDANSETRON 4 MG TAB, ORALLY DISINTEGRATING",$7.52
"ONDANSETRON 4 MG TAB, ORALLY DISINTEGRATING",$7.87
"ONDANSETRON 8 MG TAB, ORALLY DISINTEGRATING",$6.75
"ONDANSETRON 8 MG TAB, ORALLY DISINTEGRATING",$9.55
"ONDANSETRON 8 MG TAB, ORALLY DISINTEGRATING",$8.32
"ONDANSETRON 8 MG TAB, ORALLY DISINTEGRATING",$14.30
ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION,$46.15
ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION,$49.01
ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION,$45.30
ONDANSETRON HCL 2 MG/ML IV,$44.33
ONDANSETRON HCL 4 MG TAB,$10.49
ONDANSETRON HCL 4 MG TAB,$7.73
OPHTHALMIC IRRIGATION SOLUTION,$26.46
OPIUM DEODORIZED TINCTURE 0.6 ML SYRINGE,$18.00
ORPHENADRINE CITRATE SR 100 MG TAB,$11.82
OSELTAMIVIR 6 MG/ML ORAL SUSP,$323.55
OSELTAMIVIR PHOSPHATE 75 MG CAP,$28.79
OXACILLIN 1 G IV SOLUTION,$69.77
OXACILLIN 1 G SOLUTION FOR INJECTION,$71.24
OXACILLIN 1 G SOLUTION FOR INJECTION,$74.19
OXACILLIN 1 G SOLUTION FOR INJECTION,$71.24
OXACILLIN 10 G SOLUTION FOR INJECTION,$309.32
OXACILLIN 2 G IV SOLUTION,$106.79
OXACILLIN 2 G SOLUTION FOR INJECTION,$96.88
OXACILLIN 2 G SOLUTION FOR INJECTION,$96.88
OXANDROLONE 1.25 MG (HALF-TAB),$32.82
OXANDROLONE 10 MG TAB,$36.33
OXANDROLONE 2.5 MG TAB,$22.14
OXAZEPAM 10 MG CAP,$15.93
OXAZEPAM 15 MG CAP,$16.17
OXAZEPAM 30 MG CAP,$17.55
OXCARBAZEPINE 150 MG TAB,$7.17
OXCARBAZEPINE 300 MG TAB,$7.73
OXCARBAZEPINE 600 MG TAB,$27.20
OXCARBAZEPINE 75 MG (HALF TAB),$8.63
OXYBUTYNIN CHLORIDE 2.5 MG (HALF-TAB),$13.10
OXYBUTYNIN CHLORIDE 5 MG TAB,$6.85
OXYBUTYNIN CHLORIDE 5 MG TAB,$6.71
OXYBUTYNIN CHLORIDE 5 MG/5 ML SYRUP,$11.51
OXYBUTYNIN XL 5 MG 24 HR TAB,$14.41
OXYCODONE 10 MG TAB,$15.60
OXYCODONE 15 MG TAB,$16.02
OXYCODONE 15 MG TAB,$15.48
OXYCODONE 5 MG CAP,$15.93
OXYCODONE 5 MG TAB,$16.20
OXYCODONE 5 MG TAB,$15.39
OXYCODONE 5 MG TAB,$16.41
OXYCODONE 5 MG TAB,$16.86
OXYCODONE 5 MG TAB,$15.39
"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",$19.74
"OXYCODONE ER 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",$93.15
"OXYCODONE ER 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",$22.11
"OXYCODONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",$24.06
"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",$31.08
"OXYCODONE ER 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",$48.63
OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TAB,$16.56
OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TAB,$15.33
OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TAB,$15.57
OXYCODONE-ASPIRIN 4.8355 MG-325 MG TAB,$18.87
OXYMETAZOLINE 0.05 % NASAL SPRAY AEROSOL,$24.08
OXYMETAZOLINE 0.05 % NASAL SPRAY AEROSOL,$22.28
OXYMORPHONE 10 MG TAB,$22.61
OXYTOCIN 10 UNIT/ML INJECTION,$46.21
"PACLITAXEL 6 MG/ML CONCENTRATE, IV",$139.50
PAMIDRONATE 3 MG/ML IV,$88.40
PANTOPRAZOLE 40 MG IV SOLUTION,$55.21
PANTOPRAZOLE 40 MG IV SOLUTION,$56.35
PANTOPRAZOLE 40 MG IV SOLUTION,$53.85
"PANTOPRAZOLE 40 MG TAB, DELAYED RELEASE",$19.91
"PANTOPRAZOLE 40 MG TAB, DELAYED RELEASE",$7.17
"PANTOPRAZOLE 40 MG TAB, DELAYED RELEASE",$6.74
"PANTOTHENIC AC-MIN OIL-PET,HYD OINTMENT",$43.86
PAPAVERINE 30 MG/ML INJECTION,$49.85
PARAB-CETY&STEA ALC-PRO GL-SLS LOTION,$43.61
PAREGORIC 2 MG/5 ML ORAL LIQUID,$22.65
PARENTERAL NUTRITION 2.75 % AMINO ACID PERIPHERAL LINE INFUSIN,$384.38
PARENTERAL NUTRITION 4.25% AMINO ACID CENTRAL LINE INFUSION,$384.38
PARENTERAL NUTRITION 4.25% AMINO ACID PERIPHERAL LINE INFUSION,$384.38
PARENTERAL NUTRITION 5% AA + 20% DEXTROSE CENTRAL LINE INFUSION,$384.38
PARENTERAL NUTRITION 5% AMINO ACID CENTRAL LINE INFUSION,$384.38
PARENTERAL NUTRITION STANDARD SOLUTION CENTRAL LINE INFUSION,$384.38
PARENTERAL NUTRITION STANDARD SOLUTION PERIPHERAL LINE INFUSION,$384.38
PARICALCITOL 1 MCG CAP,$33.92
PARICALCITOL 5 MCG/ML IV,$112.64
PAROXETINE 10 MG TAB,$8.36
PAROXETINE 20 MG TAB,$7.20
PAROXETINE 5 MG (HALF-TAB),$21.43
PAROXETINE CR 12.5 MG 24 HR TAB,$14.80
PEG 3350-ELECTROLYTES 236 G-22.74 G-6.74 G-5.86 G ORAL SOLUTION,$28.66
PEG 3350-ELECTROLYTES-VITAMIN C 100 G-7.5 G-2.691 G-4.7 G ORAL PWPK,$164.65
PEG 400-HYPROMELLOSE-GLYCERIN 1 %-0.2 %-0.2 % EYE DROPS,$25.45
PEG 400-HYPROMELLOSE-GLYCERIN 1 %-0.2 %-0.2 % EYE DROPS,$42.11
PEG 400-PROPYLENE GLYCOL 0.4 %-0.3 % EYE DROPS,$54.22
PENCICLOVIR 1 % TOPICAL CREAM,$125.73
PENCICLOVIR 1 % TOPICAL CREAM,$551.23
PENICILLAMINE 250 MG CAP,$24.37
"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML IM SYRINGE",$198.83
"PENICILLIN G BENZATHINE 1,200,000 UNIT/2 ML IM SYRINGE",$198.83
"PENICILLIN G BENZATHINE 2,400,000 UNIT/4 ML IM SYRINGE",$294.51
"PENICILLIN G BENZATHINE 2,400,000 UNIT/4 ML IM SYRINGE",$294.51
"PENICILLIN G BENZATHINE 600,000 UNIT/ML IM SYRINGE",$121.84
"PENICILLIN G BENZATHINE 600,000 UNIT/ML IM SYRINGE",$121.84
"PENICILLIN G POTASSIUM 20,000,000 UNIT SOLUTION FOR INJECTION",$129.44
"PENICILLIN G POTASSIUM 20,000,000 UNIT SOLUTION FOR INJECTION",$92.00
"PENICILLIN G POTASSIUM 5,000,000 UNIT SOLUTION FOR INJECTION",$60.67
"PENICILLIN G POTASSIUM 5,000,000 UNIT SOLUTION FOR INJECTION",$60.67
"PENICILLIN G PROC & BENZATHINE 1,200,000 UNIT/2 ML IM SYRINGE",$167.44
"PENICILLIN G PROC & BENZATHINE 300,000 UNIT-900,000 UNIT/ML IM SYRINGE",$172.47
"PENICILLIN G PROCAINE 1,200,000 UNIT IM SYRINGE",$117.03
"PENICILLIN G PROCAINE 600,000 UNIT IM SYRINGE",$87.88
"PENICILLIN G-K 5,000,000 UNITS INJ - FOR DESENSITIZATION",$60.67
"PENICILLIN G-K 5,000,000 UNITS INJ - FOR DESENSITIZATION",$60.67
PENICILLIN V POTASSIUM 125 MG (HALF-TAB),$13.31
PENICILLIN V POTASSIUM 125 MG/5 ML ORAL SUSP,$27.86
PENICILLIN V POTASSIUM 250 MG TAB,$6.68
