,, We are provider based - so you may be charged column C or column D & E ,,
3612646,SCREW LOW PROFILE TI 3.5 X 20MM, $-   , $-   ,$150.00 
3612647,SCREW LOW PROFILE TI 3.5 X 22MM, $-   , $-   ,$150.00 
3612648,SCREW LOW PROFILE TI 4.0 X 12MM, $-   , $-   ,$150.00 
3612649,PLATE FIBULA DISTAL LOCKING TI RIGHT 6 HOLE, $-   , $-   ,"$1,279.00 "
3612650,IOL IMPLANT TORIC SN6AT5 20.5, $-   , $-   ,$891.00 
3612695,SCREW CANNULATED ASNIS III 6.5 X 105MM, $-   , $-   ,$647.00 
3612696,SCREW CANNULATED ASNIS III 6.5 X 110MM, $-   , $-   ,$647.00 
3612697,SCREW CANNULATED ASNIS III 6.5 X 120MM, $-   , $-   ,$647.00 
3612698,SCREW LOCKING SELF TAP W/ STARDRIVE 2.7 X 20MM, $-   , $-   ,$362.00 
3612699,SCREW LOCKING SELF TAP W/ STARDRIVE 2.7 X 24MM, $-   , $-   ,$362.00 
3612700,SCREW LOCKING SELF TAP W/ STARDRIVE 2.7 X 26MM, $-   , $-   ,$362.00 
3612701,SCREW LOCKING SELF TAP W/ STARDRIVE 2.7 X 22MM, $-   , $-   ,$362.00 
3612702,PLATE LCP LATERAL FIBULA 2.7/3.5MM X 5 HOLE LEFT, $-   , $-   ,"$1,802.00 "
3612703,PLATE LCP LATERAL FIBULA 2.7/3.5MM X 6 HOLE LEFT, $-   , $-   ,"$1,830.00 "
3612704,PLATE LCP LATERAL FIBULA 2.7/3.5MM X 7 HOLE RIGHT, $-   , $-   ,"$1,855.00 "
3612705,PLATE DVR CROSSLOCK NARROW LEFT, $-   , $-   ,"$1,874.00 "
3612706,SCREW LOCKING 2.7 X 8MM, $-   , $-   ,$380.00 
3612707,SCREW LOCKING 2.7 X 12MM, $-   , $-   ,$380.00 
3612708,SCREW CANNULATED ASNIS III TI 6.5 X 105MM, $-   , $-   ,$647.00 
3612709,SCREW CANNULATED ASNIS III TI 6.5 X 110MM, $-   , $-   ,$647.00 
3612710,SCREW CANNULATED ASNIS III TI 6.5 X 120MM, $-   , $-   ,$647.00 
3612711,SCREW VA LOCKING 2.7 X 42MM, $-   , $-   ,$434.00 
3612712,PLATE  VA LCP ANTEROLATERAL DISTAL TIBIA 2.7/3.5MM X 6 HOLE, $-   , $-   ,"$4,742.00 "
3612713,SCREW CORTEX 3.5 X 40MM, $-   , $-   ,$153.00 
3612714,SCREW CORTEX 3.5 X 56MM, $-   , $-   ,$153.00 
3612715,SCREW METAPHYSEAL 2.7 X 42MM, $-   , $-   ,$195.00 
3612716,SCREW CORTEX 3.5 X 28MM, $-   , $-   ,$153.00 
3612717,SCREW VA LOCKING 2.7 X 38MM, $-   , $-   ,$434.00 
3612718,HYDROSET INJ XT HA BONE CEMENT 3CC, $-   , $-   ,"$2,413.00 "
3612719,HUMERAL SUTUREPLATE TI 3 HOLE, $-   , $-   ,"$3,524.00 "
3612720,K-WIRE 1.6 X 150MM, $-   , $-   ,$67.00 
3612721,SCREW CORTICAL TI 3.5 X 26MM, $-   , $-   ,$161.00 
3612722,SCREW CORTICAL TI 3.5 X 30MM, $-   , $-   ,$161.00 
3612723,FRACTURE PLATE SCREW LOCKING CANCELLOUS TI 4.0 X 34MM, $-   , $-   ,$400.00 
3612724,FRACTURE PLATE SCREW LOCKING CANCELLOUS TI 4.0 X 36MM, $-   , $-   ,$400.00 
3612725,FRACTURE PLATE SCREW LOCKING CANCELLOUS TI 4.0 X 38MM, $-   , $-   ,$400.00 
3612726,FRACTURE PLATE SCREW LOCKING CANCELLOUS TI 4.0 X 40MM, $-   , $-   ,$400.00 
3612727,IOL IMPLANT TORIC SN6AT3 20.5, $-   , $-   ,$891.00 
3612728,PLATE TIBIA DISTAL MEDIAL 10 HOLE X 175MM RIGHT, $-   , $-   ,"$4,991.00 "
3612729,SCREW CORTICAL SELF TAPPING TI 3.5 X 50MM, $-   , $-   ,$150.00 
3612730,SCREW LOCKING SELF TAPPING 4.0 X 14MM, $-   , $-   ,$515.00 
3612731,FEMUR CUTTING BLOCK CT SIZE 7 RIGHT MEDIAL, $-   , $-   ,$450.00 
3612732,QUICKSET KIT INJECTABLE MACROPOROUS CALCIUM PHOSPHATE 8CC, $-   , $-   ,$4.00 
3612733,PEG SMOOTH LOCKING 2.2 X 12MM, $-   , $-   ,$380.00 
3612734,BLADE OSTEOTOME MRI LONG 8MM STERILE, $-   , $-   ,$378.00 
3612735,SCREW CANNULATED ASNIS III TI 6.5 X 100MM STERILE, $-   , $-   ,$647.00 
3612736,SCREW CANNULATED ASNIS III TI 6.5 X 105MM STERILE, $-   , $-   ,$647.00 
3612737,SCREW CANNULATED ASNIS III TI 6.5 X 95MM STERILE, $-   , $-   ,$647.00 
3612738,DRILL TWIST CANNULATED ASNIS III 6.5MM, $-   , $-   ,$839.00 
3612739,PLATE TIBIA DISTAL MEDIAL 16 HOLE X 253MM LEFT, $-   , $-   ,"$4,301.00 "
3612740,SCREW CORTICAL SELF TAPPING TI 3.5 X 42MM, $-   , $-   ,$118.00 
3612741,SCREW LOCKING SELF TAPPING 4.0 X 36MM, $-   , $-   ,$380.00 
3612742,SUTURE ANCHOR SWIVELOCK TENODESIS PEEK ELBOW, $-   , $-   ,"$1,026.00 "
3612743,SCREW FIXOS HEADLESS COMPRESSION TI 4.0 X 40MM, $-   , $-   ,$936.00 
3612744,DRILL CANNULATED 2.7MM AO FITTING FIXOS, $-   , $-   ,$878.00 
3612745,GUIDEWIRE UNTHREADED 1.4 X 150MM FIXOS, $-   , $-   ,$444.00 
3612746,SCREW LOCKING VARIAX T10 3.5 X 20MM, $-   , $-   ,$393.00 
3612747,SCREW LOCKING VARIAX T10 3.5 X 22MM, $-   , $-   ,$393.00 
3612748,PLATE FIBULA DISTAL LATERAL 3 HOLE VARIAX, $-   , $-   ,"$1,369.00 "
3612749,SCREW LOCKING SELF TAPPING 4.0 X 42MM, $-   , $-   ,$380.00 
3612750,PLATE TIBIA DISTAL MEDIAL 4 HOLE X 97MM LEFT, $-   , $-   ,"$3,359.00 "
3612751,KIT HOFFMANN3 STERILE FIELD, $-   , $-   ,"$7,997.00 "
3612752,SCREW BONE VARIAX T7 2.3 X 10MM, $-   , $-   ,$294.00 
3612753,SCREW BONE VARIAX T7 2.3 X 16MM, $-   , $-   ,$294.00 
3612754,SCREW LOCKING VARIAX T7 2.3 X 24MM, $-   , $-   ,$386.00 
3612755,SCREW LOCKING VARIAX T7 2.3 X 26MM, $-   , $-   ,$386.00 
3612756,PLATE DORSAL SMARTLOCK STANDARD LEFT 60MM, $-   , $-   ,"$1,946.00 "
3612757,PLATE VOLAR SMARTLOCK DR STANDARD LEFT 56MM, $-   , $-   ,"$1,910.00 "
3612758,K-WIRE WITH OLIVE STOP 17MM, $-   , $-   ,$135.00 
3612759,DRILL BIT TWIST AO 1.9 X 105MM, $-   , $-   ,$317.00 
3612760,BLADE AM SURGICAL SINGLE PACK, $-   , $-   ,"$1,041.00 "
3612761,"GUIDEWIRE W/ TROCAR TIP .045""", $-   , $-   ,$110.00 
3612762,DRILL BIT CMP FT CALIBRATED 3.2MM, $-   , $-   ,$502.00 
3612763,SCREW COMPRESSION FT 4.0 X 18MM, $-   , $-   ,$760.00 
3612764,K-WIRE 1.6 X 150MM SS STRYKER, $-   , $-   ,$37.00 
3612765,PLATE FIBULA DISTAL LATERAL 5 HOLE VARIAX, $-   , $-   ,"$1,369.00 "
3612766,PLATE T ORTHOLOC 7 HOLE, $-   , $-   ,"$1,530.00 "
3612767,DRILL BIT 1.3MM ORTHOLOC, $-   , $-   ,$405.00 
3612768,SCREW LOW PROFILE TI 3.5 X 11MM, $-   , $-   ,$150.00 
3612769,IMPLANT TOE SWANSON 4S, $-   , $-   ,"$1,599.00 "
3612770,EXPANDER TISSUE ARTOURA ULTRA HP 535CC, $-   , $-   ,"$3,432.00 "
3612771,IOL IMPLANT TORIC SN6AT4 16.0, $-   , $-   ,$891.00 
3612772,PLATE VA LCP OLECRANON LEFT 2.7/3.5MM X 2 HOLE, $-   , $-   ,"$3,094.00 "
3612773,PROSTHESIS KNEE FEMORAL TS 4 LEFT, $-   , $-   ,"$11,364.00 "
3612774,PROSTHESIS KNEE FEMORAL POSTERIOR AUGMENT TS SZ 4 10MM, $-   , $-   ,"$4,963.00 "
3612775,PROSTHESIS KNEE FEMORAL DISTAL AUGMENT TS SZ 4 10MM, $-   , $-   ,"$2,481.00 "
3612776,PROSTHESIS KNEE FEMORAL DISTAL AUGMENT TS SZ 4 10MM RIGHT, $-   , $-   ,"$2,481.00 "
3612777,PROSTHESIS KNEE OFFSET ADAPTER TS 4MM, $-   , $-   ,"$2,379.00 "
3612778,PROSTHESIS KNEE TIBIAL SYMMETRIC CONE AUGMENT SZ B, $-   , $-   ,"$8,099.00 "
3612779,PROSTHESIS KNEE STEM EXTENDER TS 25MM, $-   , $-   ,"$2,012.00 "
3612780,PROSTHESIS KNEE TIBIAL AUGMENT HALF BLOCK SZ 5 5MM, $-   , $-   ,"$2,161.00 "
3612781,PROSTHESIS KNEE TS TIBIAL INSERT SZ 5 13MM, $-   , $-   ,"$4,990.00 "
3612782,PROSTHESIS KNEE TS TIBIAL INSERT SZ 1 13MM, $-   , $-   ,"$4,990.00 "
3612783,SCREW CORTEX SELF TAPPING 78 STARDRIVE 2.7 X 14MM, $-   , $-   ,$180.00 
3612784,PLATE VA LCP DISTAL RADIUS 2 COL NARROW 2.4MM X 6 HOLE LEFT, $-   , $-   ,"$2,805.00 "
3612785,SCREW CORTEX TI SELF TAPPING 2.4 X 20MM, $-   , $-   ,$263.00 
3612786,SCREW CORTEX TI SELF TAPPING 2.4 X 28MM, $-   , $-   ,$263.00 
3612787,SCREW CORTEX TI SELF TAPPING 2.4 X 30MM, $-   , $-   ,$263.00 
3612788,SCREW CORTEX TI SELF TAPPING 2.4 X 24MM, $-   , $-   ,$263.00 
3612789,SCREW CORTEX TI SELF TAPPING 2.4 X 26MM, $-   , $-   ,$263.00 
3612790,SCREW VA LOCKING TI STARDRIVE 2.4 X 20MM, $-   , $-   ,$459.00 
3612791,SCREW VA LOCKING TI STARDRIVE 2.4 X 16MM, $-   , $-   ,$459.00 
3612792,MONOBLOCK SPACER RSP W/ RETAINING SCREW 8MM, $-   , $-   ,"$3,167.00 "
3612794,IMPLANT GOLD EYELID WEIGHT 1.2G, $-   , $-   ,$495.00 
3612795,DRILL BIT / K-WIRE ATTACHMENT 2.0MM, $-   , $-   ,$365.00 
3612796,PILOT WIRE REUNION NITINOL, $-   , $-   ,$151.00 
3612797,PLATE STRAIGHT BROAD 7 HOLE WITH 4 LOCKING  VARIAX, $-   , $-   ,$917.00 
3612798,SCREW LOCKING VARIAX T10 FT 3.5 X 10MM, $-   , $-   ,$425.00 
3612799,SCREW LOCKING VARIAX T10 FT 3.5 X 12MM, $-   , $-   ,$425.00 
3612800,SCREW BONE NON-LOCKING VARIAX T10 FT 3.5 X 12MM, $-   , $-   ,$320.00 
3612801,PRODENSE INJECTABLE 10CC, $-   , $-   ,"$6,136.00 "
3612802,PROSTHESIS INBONE POLY INSERT SZ 3 12MM, $-   , $-   ,"$3,203.00 "
3612803,INVISION TALAR DOME SULCUS SZ 3, $-   , $-   ,"$8,400.00 "
3612804,PLATE INVISION LP PEGGED TALAR SZ 3 RIGHT, $-   , $-   ,"$5,135.00 "
3612805,PLATE CANTRELL ORBITAL FLOOR 0.3MM THICK, $-   , $-   ,$774.00 
3612806,PLATE MIDFACE T 8 HOLE 0.8MM THICK, $-   , $-   ,$415.00 
3612807,PLATE MIDFACE 4 HOLE STRAIGHT 0.8MM THICK, $-   , $-   ,$318.00 
3612808,AUGMENT INJECTABLE, $-   , $-   ,"$4,901.00 "
3612809,IOL IMPLANT TORIC SN6AT4 19.0, $-   , $-   ,$891.00 
3612810,WASHER TI 10MM, $-   , $-   ,$200.00 
3612811,DRILL BIT 2.5MM CANNULATED ARTHREX, $-   , $-   ,$438.00 
3612812,SCREW QUICKFIX CANNULATED CANCELLOUS TI 4.0 X 60MM, $-   , $-   ,$413.00 
3612813,DRILL BIT CANNULATED 3.0MM ARTHREX, $-   , $-   ,$438.00 
3612814,SCREW LOW PROFILE TI CANNULATED 4.5 X 60MM, $-   , $-   ,$438.00 
3612815,IMPLANT HEMI CONDYLE LEFT LATERAL FSH, $-   , $-   ,"$16,560.00 "
3612816,IOL SENSAR FOLDABLE AR40e 9.0, $-   , $-   ,$313.00 
3612817,IOL TECNIS 1-PIECE ZCB00 10.0, $-   , $-   ,$350.00 
3612818,PIN HALF APEX SD 4 X 120, $-   , $-   ,$345.00 
3612819,PLATE VOLAR SMARTLOCK DR NARROW LEFT 56MM, $-   , $-   ,"$1,910.00 "
3612820,K-WIRE .045 X 160MM, $-   , $-   ,$98.00 
3612821,PEG SCREW LOCKING T7 2.0 X 18MM, $-   , $-   ,$386.00 
3612822,PEG SCREW LOCKING T7 2.0 X 20MM, $-   , $-   ,$386.00 
3612823,SCREW BONE VARIAX T7 2.3 X 12MM, $-   , $-   ,$294.00 
3612824,PLATE FIBULA DISTAL LATERAL 6 HOLE VARIAX, $-   , $-   ,"$1,420.00 "
3612825,K-WIRE 1.25 X 150MM STRYKER, $-   , $-   ,$37.00 
3612826,SCREW LOCKING T10 FULL THREAD 2.7 X 16MM, $-   , $-   ,$425.00 
3612827,SCREW LOCKING T10 FULL THREAD 2.7 X 18MM, $-   , $-   ,$425.00 
3612828,SCREW BONE T10 FULL THREAD 2.7 X 14MM, $-   , $-   ,$320.00 
3612829,PROSTHESIS HIP STEM SECUR-FIT ADV 132 DG V40 SZ 6, $-   , $-   ,"$4,901.00 "
3612830,SCREW LOCKING LOW PROFILE TI 3.5 X 16MM, $-   , $-   ,$213.00 
3612831,SCREW LOW PROFILE TI 3.5 X 10MM, $-   , $-   ,$150.00 
3612832,CEMENT BONE PALACOS R & G PRO W/ GENTAMICIN 1 U/NET 75, $-   , $-   ,"$1,114.00 "
3612833,FIBERTAK DX SUTURE ANCHOR 1.3MM SUTURETAPE AND NEEDLES, $-   , $-   ,$837.00 
3612834,IOL TECNIS 1-PIECE ZCB00 10.5, $-   , $-   ,$350.00 
3612835,SCREW LOW PROFILE TI 3.5 X 11MM AR-8935-11, $-   , $-   ,$150.00 
3612836,GUIDE AIMING LEFT NARROW VOLAR DISTAL RADIUS PLATE, $-   , $-   ,$765.00 
3612837,SCREW VA LOW PROFILE LOCKING TI 2.4 X 26MM, $-   , $-   ,$350.00 
3612838,SCREW FASTTHREAD BIOCOMPOSITE INTERFERENCE 7 X 20MM, $-   , $-   ,$531.00 
3612839,INTERNAL BRACE LISFRANC REPAIR KIT, $-   , $-   ,"$3,424.00 "
3612840,REAMER LOW PROFILE KNEE 7.5MM, $-   , $-   ,$48.00 
3612841,GLENOID DRILL GUIDE RSP PATIENT MATCHED, $-   , $-   ,"$2,475.00 "
3612842,STEM HUMERAL REUNION TSA CEMENTED 10 X 123MM, $-   , $-   ,"$6,188.00 "
3612843,PACEMAKER GENERATOR DYNAGEN CRT-D IS-1/DF-1/LV-1, $-   , $-   ,"$47,250.00 "
3612844,CABLE SURGICAL PSA DISP PACEMAKER, $-   , $-   ,$105.00 
3612845,PLATE OLECRANON VARIAX 10 HOLE RIGHT ULNA, $-   , $-   ,"$2,827.00 "
3612846,SCREW LOCKING T10 FULL THREAD 2.7 X 32MM, $-   , $-   ,$425.00 
3612847,SCREW CANCELLOUS LOW PROFILE NON-LOCKING SS 4.0 X 16MM, $-   , $-   ,$125.00 
3612848,PLATE STRAIGHT LOCKING SS 10 HOLE, $-   , $-   ,"$1,403.00 "
3612849,PROSTHESIS HIP ACETABULAR SHELL 56MM F, $-   , $-   ,"$2,269.00 "
3612850,SCREW TFNA FENESTRATED 120MM STERILE, $-   , $-   ,"$2,013.00 "
3612851,SCREW LOCKING TITANIUM STARDRIVE UNSTERILE 5.0 X 48MM, $-   , $-   ,$572.00 
3612852,SCREW CANNULATED 6.5 X 100MM, $-   , $-   ,$652.00 
3612854,SCREW CANNULATED 6.5 X 110MM, $-   , $-   ,$652.00 
3612855,SCREW CANNULATED 6.5 X 115MM, $-   , $-   ,$652.00 
3650050,INJECTION ADMINISTRATON (INTRA OR SUB), $-   , $-   ,$71.00 
3650052,IV INJECTION ADMINISTRATION, $-   , $-   ,$104.00 
3650080,BLOOD PRODUCT ADMINISTRATION (PER HR), $-   , $-   ,$73.00 
3650085,INTRAVENOUS START - PAA, $-   , $-   ,$69.00 
3650090,RAC/CENTRAL LINE, $-   , $-   ,$73.00 
3650180,BLOOD PRODUCT ADMINISTRATION (PER TRANS) -PAA, $-   , $-   ,$809.00 
3650215,PAR 2HR 15 MIN, $-   , $-   ,$530.00 
3650230,PAR 2HR 30MIN, $-   , $-   ,$418.00 
3650245,PAR 2HR 45MIN, $-   , $-   ,$466.00 
3650300,PAR 3HR, $-   , $-   ,$478.00 
3650315,PAR 3HR 15 MIN, $-   , $-   ,$508.00 
3650330,PAR 3HR 30 MIN, $-   , $-   ,$512.00 
3650345,PAR 3 HR 45 MIN, $-   , $-   ,$535.00 
3650400,PAR 4HR, $-   , $-   ,$560.00 
3650415,PAR 4HR 15 MIN, $-   , $-   ,$607.00 
3650430,PAR 4HR 30MIN, $-   , $-   ,$610.00 
3650445,PAR 4 HR 45MIN, $-   , $-   ,$633.00 
3650500,PAR 5 HR, $-   , $-   ,$682.00 
3650515,PAR 5HR 15 MIN, $-   , $-   ,$670.00 
3650530,PAR 5HR 30 MIN, $-   , $-   ,$709.00 
3650545,PAR 5 HR 45 MIN, $-   , $-   ,$732.00 
3651005,ENT EXTENDED RECOVERY, $-   , $-   ,$80.00 
3651011,GLUCOMETER, $-   , $-   ,$37.00 
3651090,EXTENDED RECOVERY (LAP CHOLE-FIRST 4 HR), $-   , $-   ,$248.00 
3651091,EXTENDED RECOVERY (LAP CHOLE-EA ADDT HR), $-   , $-   ,$51.00 
3652015,OUTPAT POST-OP 15MIN, $-   , $-   ,$175.00 
3652030,OUTPAT POST OP 30 MIN, $-   , $-   ,$207.00 
3652045,OUTPAT POST-OP 45 MIN, $-   , $-   ,$278.00 
3652060,OUTPAT POST-OP 60 MIN, $-   , $-   ,$308.00 
3652099,OP PAIN FACILITY FEE, $-   , $-   ,$91.00 
3652115,OUTPAT POST OP 1HR 15 MIN, $-   , $-   ,$289.00 
3652130,OUTPAT POST-OP 1HR 30 MIN, $-   , $-   ,$314.00 
3652145,OUTPAT POST-OP 1HR 45MN, $-   , $-   ,$340.00 
3652200,OUTPAT POST-OP 2 HR, $-   , $-   ,$422.00 
3652215,OUTPATIENT TIME POSTOP 2HR 15MIN, $-   , $-   ,$388.00 
3652230,OUTPATIENT TIME POSTOP 2HR 30MIN, $-   , $-   ,$414.00 
3652245,OUTPATIENT TIME POSTOP 2HR 45MIN, $-   , $-   ,$437.00 
3652300,OUTPATIENT TIME POSTOP 3HR, $-   , $-   ,$462.00 
3652350,Infusion Therapy: 1st Hour, $-   , $-   ,$230.00 
3652351,Infusion Therapy: Q Add'l Hrs (Max 8), $-   , $-   ,$104.00 
3652370,Cardioversion Elective; External, $-   , $-   ,$593.00 
3658002,VITAL SIGNS MONITOR -PAA, $-   , $-   ,$160.00 
3659036,NON URGENT CARE A (0-30 MIN), $-   , $-   ,$57.00 
3659037,NON URGENT CARE B (30-60 MIN), $-   , $-   ,$113.00 
3659038,NON URGENT CARE C (60 + MIN), $-   , $-   ,$229.00 
3659998,PRE/POST RADIOLOGICAL PROCEDURE, $-   , $-   ,$167.00 
3700011,ELECTRIC BREAST PUMP, $-   , $-   ,$24.00 
3700012,AMNIOTOMY GLOVE (SANDPAPER), $-   , $-   ,$5.00 
3700013,AMNIHOOK, $-   , $-   ,$10.00 
3700020,Infant Warmer/day, $-   , $-   ,$56.00 
3700030,External Cephalic Version, $-   , $-   ,"$1,870.00 "
3701011,BLOOD GLUCOSE MONITORING, $-   , $-   ,$19.00 
3709112,IV LG VOL AND 3 OR MORE PIGGYBACKS/DAY, $-   , $-   ,$54.00 
3750001,"APPLICATOR COTTON TIPPED UNSTERILE 6""", $-   , $-   ,$4.00 
3750002,"APPLICATOR COTTON TIPPED STERILE 6""", $-   , $-   ,$1.00 
3750003,"BANDAGE DOUBLE ACE  6""", $-   , $-   ,$34.00 
3750004,BAG LEG MEDIUM 500ML  LATEX FREE, $-   , $-   ,$12.00 
3750006,PAD OB COOLING COMPRESS PERI-PAD, $-   , $-   ,$8.00 
3750007,"Sequential Leg Sleeve, Small", $-   , $-   ,$129.00 
3750008,KIT PNEUMOTHORAX, $-   , $-   ,$249.00 
3750010,OMNICUP KIWI, $-   , $-   ,$95.00 
3750011,TUBE STOMACH FEEDING ROSS 10FR, $-   , $-   ,$29.00 
3750012,MASK REUSABLE EYE GEL COLD PACK, $-   , $-   ,$25.00 
3750013,SET CADD ADMINISTRATION EPIDURAL, $-   , $-   ,$156.00 
3750014,SET EXTENSION T-PORT SMARTSITE, $-   , $-   ,$5.00 
3750015,ADAPTER/CONNECTOR IV INJECTION SITE MALE LUER LOCK PRN, $-   , $-   ,$2.00 
3750016,"BANDAGE DOUBLE ACE 4""", $-   , $-   ,$21.00 
3750017,KIT PLEURX DRAINAGE, $-   , $-   ,$100.00 
3750018,"SET IV EXTENTION 60""  LUER LOCK/SLIP CLAMP", $-   , $-   ,$8.00 
3750020,"BANDAGE SCOTCHCAST FIBERGLASS 3"" WHITE 3M", $-   , $-   ,$9.00 
3750021,"BANDAGE SCOTCHCAST FIBERGLASS 4""", $-   , $-   ,$12.00 
3750022,"BANDAGE SCOTCHCAST FIBERGLASS 5""", $-   , $-   ,$15.00 
3750025,STOPCOCK 3-WAY DISPOSABLE, $-   , $-   ,$10.00 
3750026,"BANDAGE ACE 3""", $-   , $-   ,$4.00 
3750027,"BANDAGE ACE 4""", $-   , $-   ,$4.00 
3750028,"BANDAGE ACE 6""", $-   , $-   ,$4.00 
3750029,"BANDAGE KLING STERILE 3""", $-   , $-   ,$1.00 
3750030,"BANDAGE KLING STERILE 4""", $-   , $-   ,$2.00 
3750031,"BANDAGE KLING  STERILE 6""", $-   , $-   ,$1.00 
3750033,BELT RIB FEMALE, $-   , $-   ,$44.00 
3750033,Rib belt applied*, $-   , $-   ,$30.00 
3750034,BRACE CLAVICLE XSMALL, $-   , $-   ,$18.00 
3750035,BRACE CLAVICLE MEDIUM, $-   , $-   ,$18.00 
3750036,BRACE CLAVICLE LARGE, $-   , $-   ,$18.00 
3750036,Clavicle brace applied*, $-   , $-   ,$27.00 
3750037,BRACE CLAVICLE XLARGE, $-   , $-   ,$18.00 
3750038,BOARD HAND ADULT, $-   , $-   ,$6.00 
3750039,OMNICUP C-CUPS KIWI, $-   , $-   ,$100.00 
3750040,BOARD ARM FOAM ADULT, $-   , $-   ,$2.00 
3750041,CATHETER INDUCER 8 .5FR, $-   , $-   ,$268.00 
3750042,"BANDAGE ACE 2""", $-   , $-   ,$2.00 
3750045,CATHETER FOLEY PEDIATRIC 10FR 3CC, $-   , $-   ,$24.00 
3750046,"BANDAGE KLING STERILE 2""", $-   , $-   ,$1.00 
3750047,CATHETER FOLEY 14FR 5CC, $-   , $-   ,$13.00 
3750050,CUP SOFT FEEDER, $-   , $-   ,$44.00 
3750051,CATHETER FOLEY 18FR 5CC, $-   , $-   ,$13.00 
3750053,CATHETER FOLEY 20FR 5CC, $-   , $-   ,$13.00 
3750054,CATHETER FOLEY 22FR 5CC, $-   , $-   ,$12.00 
3750055,BANDAGE KERLIX ROLL, $-   , $-   ,$4.00 
3750056,CATHETER FOLEY 24FR 5CC, $-   , $-   ,$13.00 
3750057,"BANDAGE SURGIGRIP 2 3/4"" X 10 MTR", $-   , $-   ,$51.00 
3750058,"BANDAGE ELASTOPLAST 4""", $-   , $-   ,$17.00 
3750059,CATHETER FOLEY 20FR 30CC, $-   , $-   ,$14.00 
3750061,CATHETER FOLEY 22FR 30CC, $-   , $-   ,$14.00 
3750064,CATHETER FOLEY 3WAY 24FR 30CC, $-   , $-   ,$31.00 
3750065,CATHETER COUDE STRAIGHT 16FR, $-   , $-   ,$11.00 
3750067,CATHETER COUDE 16FR 5CC, $-   , $-   ,$32.00 
3750068,CATHETER COUDE 18FR 5CC, $-   , $-   ,$30.00 
3750070,CATHETER FOLEY 24FR 5CC 2WAY COUDE, $-   , $-   ,$32.00 
3750071,CATHETER THORACIC 28FR, $-   , $-   ,$21.00 
3750079,BAG DRAINAGE URINARY CLOSED, $-   , $-   ,$35.00 
3750080,BAG BILE REGULAR, $-   , $-   ,$24.00 
3750081,BAG LEG LARGE 1000ML  LATEX FREE, $-   , $-   ,$12.00 
3750086,CATHETER ROBINSON 2 EYE 10FR, $-   , $-   ,$12.00 
3750088,CATHETER ROBINSON 2 EYE 14FR, $-   , $-   ,$12.00 
3750089,CATHETER ROBINSON 2 EYE 16FR, $-   , $-   ,$12.00 
3750096,CATHETER THORACIC 20FR, $-   , $-   ,$36.00 
3750097,CATHETER THORACIC 24FR, $-   , $-   ,$39.00 
3750098,CATHETER THORACIC 32FR, $-   , $-   ,$21.00 
3750099,CATHETER THORACIC 36FR, $-   , $-   ,$39.00 
3750100,CATHETER THORACIC 40FR, $-   , $-   ,$36.00 
3750101,Catheter Suction Kit 12 FR, $-   , $-   ,$14.00 
3750101,KIT CATHETER SUCTION 12FR, $-   , $-   ,$2.00 
3750101,"Suction Catheter Kit, 12Fr", $-   , $-   ,$14.00 
3750102,CATHETER UMBILICAL 5FR, $-   , $-   ,$45.00 
3750103,Catheter Suction Kit 8 FR., $-   , $-   ,$14.00 
3750103,NEEDLE GUIDE INSERT ENCOR 10GA, $-   , $-   ,$30.00 
3750103,"Suction Catheter Kit, 8Fr", $-   , $-   ,$14.00 
3750104,Catheter Suction Kit 10 FR., $-   , $-   ,$14.00 
3750104,KIT CATHETER SUCTION 10FR, $-   , $-   ,$4.00 
3750104,"Suction Catheter Kit, 10Fr", $-   , $-   ,$14.00 
3750106,BOOT VASCULAR MEDIUM, $-   , $-   ,$213.00 
3750107,Catheter Suction Kit 14 FR, $-   , $-   ,$14.00 
3750107,KIT CATHETER SUCTION 14FR, $-   , $-   ,$2.00 
3750107,Suction Catheter Kit 14Fr, $-   , $-   ,$14.00 
3750108,NEEDLE STERILE GUIDE FITS 22GA TO 20GA, $-   , $-   ,$50.00 
3750109,Catheter Suction Kit 18 FR, $-   , $-   ,$14.00 
3750109,KIT CATHETER SUCTION 18FR, $-   , $-   ,$4.00 
3750109,"Suction Catheter Kit, 18Fr", $-   , $-   ,$14.00 
3750110,SET TUBING EPIDURAL/NERVE BLOCK YELLOW, $-   , $-   ,$36.00 
3750112,"STERI-STRIP 1/4 X 3""", $-   , $-   ,$2.00 
3750113,"STERI-STRIP 1/4 X 4""", $-   , $-   ,$3.00 
3750114,"STERI-STRIP 1/2 X 4""", $-   , $-   ,$3.00 
3750115,"COLOSTOMY 1 3/4""  WAFER SUR-FIT", $-   , $-   ,$4.00 
3750116,"COLOSTOMY 2 1/4"" WAFER SUR-FIT", $-   , $-   ,$4.00 
3750117,"COLOSTOMY 1 3/4""  POUCH SUR-FIT", $-   , $-   ,$2.00 
3750118,"COLOSTOMY 2 1/4"" POUCH SUR-FIT", $-   , $-   ,$2.00 
3750119,OINTMENT SKIN SENSI-CARE 4OZ, $-   , $-   ,$13.00 
3750122,BELT RIB MALE, $-   , $-   ,$44.00 
3750123,BRACE ANKLE FIGURE 8 FORM FIT XLARGE, $-   , $-   ,$45.00 
3750124,DECLOGGER ORANGE G OR J TUBE 18-24FR 21.5CM, $-   , $-   ,$15.00 
3750125,CATHETER SUCTION STRAIGHT 14FR, $-   , $-   ,$3.00 
