Charge Code,Description,Primary Price
2206057,WELLS JOHNSON ASPIRATING TUBE,$60.00
2206058,ZIMMER HYSTTUBE DRAIN,$0.00
2206059,DRAIN DOW CORNING SUPRAPUBIC,$225.00
2206060,OPTICAL TROCAR 10-12 MM,$308.75
2206061,ARGON LAPAROSCOPIC HANDPIECE,$277.00
2206062,DEEP DORSAL VEIN LIGATOR,"$1,220.00"
2206064,ARTHROTEK HARP SUTURE ANCHOR,"$1,902.00"
2206065,HEWSON SUTURE RETRIEVER,$58.50
2206067,KIT MENISECTOMY ELECTRODE,$681.00
2206068,KNIFE ACL GRAFT,$114.00
2206069,PUNCTURE CLOSURE DEVICE DISP,$172.00
2206070,H/S CATHETER SET,$78.00
2206071,CURETTE MILLEX EXPLORATION,$51.00
2206072,AUTOSUTURE ENDOCLOSE,$136.00
2206073,AUTOSUTURE LONG ENDOSHEAR,$506.00
2206074,MICROSURGICAL NEEDLE TIP DISP,$51.00
2206075,LONE STAR STAYS DISP,$144.25
2206076,MALECOT NEPHROSTOMY CATH/STENT,$202.00
2206077,CATH-ENFORCER BALLOON DILATION,$644.00
2206078,KAYE NEPHROSTOMY TAMPONADE SET,$483.00
2206079,ACMI ROLLER BALL ELECTRODE,$286.25
2206080,ACMI COLLINS KNIFE ELECTRODE,$463.25
2206081,SET ENDOPYELOTOMY STENT,$167.00
2206082,VAPORTRODE ELECTRODE,$435.00
2206083,DEVICE ESOPHYX HD,"$4,162.50"
2206084,UPJ OCCLUSION CATHETER SET,$323.50
2206085,SET ENDOURETEROTOMY STENT,$296.00
2206086,DILAMEZINSERT INSERTER DISP,$64.75
2206087,KIT BARD CONTIGEN DELIVERY,$75.00
2206088,LONE START RETRACTOR KIT DISP,$506.00
2206089,VITAL VUE SUCTION TIPS DISP,$310.75
2206090,DRAINAGE COLLECTOR HOLLISTER,$66.00
2206091,ATTACHMENT DRAIN TUBE,$55.00
2206092,URETERAL DRAINAGE BAG,$70.00
2206093,ORIGIN OMSPBD1000 TROCAR,$441.00
2206094,ORIGIN OMSPBD2 TROCAR,$434.00
2206095,ORIGIN OMST10BT TROCAR,$318.50
2206096,TROCAR ORIGIN OMST 12BT,$470.00
2206098,PACK LAPAROTOMY DISPOSABLE,$64.75
2206099,PACK VITOSS FOAM 5CC,"$4,046.25"
2206100,PACK VITOSS FOAM 10CC,"$7,444.00"
2206101,PRO OSTEION BONE GRANULES 30CC,"$2,344.00"
2206102,PRO OSTEON BONE GRANULES 20CC,"$1,181.00"
2206103,PRO OSTEON BONE GRANULES 10CC,"$1,135.00"
2206104,AUTOSUTURE VCS CLIP REMOVER,$101.00
2206105,AUTOSUTURE VCS APPLIER,$630.00
2206106,SKIN GRAFT KNIFE BLADE,$49.00
2206107,VALLEY LAB WIDE LOOP ELECTRODE,$76.50
2206110,"BAG, C-ARM BANO",$60.00
2206111,MESH PROLENE 2 1/2 X 4 1/2 PMS,$625.00
2206112,MESH PROLENE 6 X 6 PM-M,"$1,184.25"
2206113,MESH PROLENE 12 X 12 PM-L,"$1,357.00"
2206114,AUTO SUTURE STAPLES METAL GUN,$524.00
2206115,GUN THORACIC ELC (SZ),$350.00
2206116,THORACIC ELC RELOADS,$282.00
2206117,LIGACLIPS (SZ),$177.50
2206118,CATH BLUE MAX,"$1,155.00"
2206119,MEDTECH SUB 4 BALL CATH,"$1,077.00"
2206120,MESH ATRIUM,$419.00
2206121,ENDO JUDGE,$298.00
2206122,AUTO SUTURE ENDO STITCH,$590.00
2206123,LIFT GRICE ABDOMINAL,$85.00
2206124,GRICE RETRACTOR KIT,$220.00
2206125,NEEDLE SUTURE GRICE,$160.00
2206126,LIVER FUN DISP/AUTOSUTURE ENDO,$341.25
2206127,KIT HERNIA ORIGIN LS,$483.00
2206128,TACKER ORIGIN,$492.00
2206129,TROCAR 5MM PYRAMIDAL TIP,$85.00
2206130,TROCAR ETHICON 5MM,$222.50
2206131,TROCAR ETHICON 10/12MM,$286.25
2206132,TROCAR ETHICON 12 BLUNT,$285.00
2206133,TROCAR ETHICON THORACIC,$384.00
2206134,RELOAD PROX 30MM,$152.75
2206136,ETHICON ROTICULATOR,$894.00
2206137,DRAPE BETADINE STERILE,$0.00
2206138,TUBE GASTRESTOMY,$126.00
2206139,ARTHREX ACL DISP KIT,$399.00
2206140,NAIL RICHARDS IM SUPRACONDYLAR,$213.00
2206141,PIN RICHARDS GUIDE,$223.00
2206142,SCREW RICHARDS LOCKING,$371.00
2206143,SCREW RICHARDS LARGE PROXIMAL,$621.00
2206144,SCREW RICHARDS SML PROXIMAL,$621.00
2206145,SCREW RICHARDS LONG,$200.00
2206146,SCREW RICHARDS SHORT,$200.00
2206147,SCREW RICHARDS SET,$200.00
2206148,SCREW RICHARDS 6.4 CANNULATED,$621.00
2206149,SCREW RICHARDS 8.0 CANNULATED,$621.00
2206150,PACK RICHARDS RADIOLUCENT,"$2,069.00"
2206151,NAIL SYNTHES TIBIAL,"$1,153.00"
2206152,NAIL SCREW 3.9M SYNTHES TIBIAL,$191.00
2206153,BLADE ENCAPS SYNTHES SPIRAL,$823.00
2206154,LOCKING SLEEVES SYNTHES,$460.00
2206155,ENCAPS SYNTHES,"$1,070.00"
2206156,NAIL SYNTHES FEMORAL,$944.00
2206157,DRILL RICHARDS STEP,$913.00
2206158,DRILL RICHARDS TWIST,$370.00
2206159,DRILL RICHARDS RADIOLUCENT TWI,$408.75
2206160,PRATT JACKSON,$64.75
2206161,NAIL SCREW SYNTHES FEMUR 4.9MM,$257.00
2206162,SAW BLADE GIGLI,$60.00
2206163,TUBE LAVACUATOR 40 28 FR,$51.00
2206164,TROCAR ETHICON 10/11MM,$249.00
2206165,ROUND DISSECTOR ETHICON,$60.00
2206166,KIT JESUNOSTOMY,$195.00
2206167,ENDO CLINCH AUTOSUTURE,$493.00
2206168,ENDO DISSECTOR AUTOSUTURE,$530.00
2206169,TROCAR BLUNT HASSON ETHICON,$391.00
2206170,DRAPE LAMFRAME WILSON,$89.00
2206171,SET ARROW LS CHOLAGIOGRAPH WIB,$196.00
2206172,DRILL BIT CANNULATED SYNTH,$945.75
2206173,SCREW CANNULATED 7.3MM SYNTH,$559.00
2206174,SCREW COMPRESSION (SZ) SYNTH,$86.00
2206175,PLATE RECONSTRUCTION SYNTH,"$2,048.00"
2206176,PLATE CLOVERLEAF SYNTH,"$1,202.00"
2206177,PLATE STD HIP COMPRESSION SYNT,"$2,144.00"
2206178,SCREW CANNULATED <4.5MM SYNTH,"$1,249.00"
2206179,SCREW LAG (SZ) SYNTH,"$1,394.00"
2206180,SCREW LAG (SZ) ZIMMER,"$1,237.00"
2206181,SCREW COMPRESSION (SZ) ZIMMER,$333.00
2206182,PLATE COMPRESSION HIP ZIMMER,"$1,815.00"
2206183,SCREW CANNULATED 6.5 ACP,"$1,158.00"
2206184,NAIL IMBSUPRACONDYLAR RICHARDS,"$1,570.00"
2206185,RETAINER GLASSMAN VISCERA,$76.50
2206186,POLISHER CAPSULE,$51.00
2206187,ERASER WET FIELD HEMOSTATIC 18,$51.00
2206188,SPEARS WECK CEL SURGICAL,$66.00
2206189,BLADE BEAVER MINI,$51.00
2206190,BLADE BEAVER MINI ES,$55.00
2206191,DRAPE STERI 1012 FLOUROSCOPE,$0.00
2206192,DRAPE EYE,$0.00
2206193,DRAPE STERI 1071 UROLOGICAL,$51.00
2206194,DRAPE OPMI,$0.00
2206195,PENCIL WEC PEN FOOT CNTRL ELEC,$60.00
2206196,COVER RETRACTOR,$66.00
2206197,TRAY LAPAROSCOPIC GYN,$761.00
2206198,PATCH CARDIO VAS GORTEX .4MM,"$1,277.00"
2206199,PATCH CARDIO VAS GORTEX .6MM,$657.00
2206200,PLATE BONE ZIMMER (SZ),$497.00
2206201,SCREW BONE SYNTHES 4.5,$159.75
2206202,WASHERS SYNTHES (SZ),$239.25
2206203,DRAPE CARL ZEISS,$57.00
2206204,DRAPE MICRO-GARD,$130.00
2206205,SLEEVE CONVERTORS STERILE,$0.00
2206206,TUBE GOODE T,$50.00
2206207,CARRIER SKIN GRAFT CARRIER (SZ,$51.00
2206208,GRASPER DISP W/RATCHET,$212.75
2206209,ENDOLOOP PDS LIGATURE,$60.00
2206210,POUCH ENDOCATCH,$60.00
2206211,NEEDLE PNUEMATIC,$102.00
2206212,BAG SPECIMEN RETRIEVAL,$214.75
2206213,SCISSOR CURVED ENDO 5MM,$298.00
2206214,PACK ARTHOSCOPY BAXTER,$266.00
2206215,SEAL MULTISEAL CAP,$55.00
2206216,CATH INTRO LS CHOLANGIOGRAPHY,$274.50
2206217,ELECTRODES STEALTH-TRODE,$146.00
2206218,TROCAR STEP 5MM,$293.00
2206219,KIT MINI HARVEST,$257.00
2206220,KIT VESICA PBNS,"$1,927.00"
2206221,DRAPE NEURO WARMER,$113.50
2206222,DRAIN SYSTEM TLS 10FR W/TROCAR,$126.00
2206223,STIMULATOR PULSED NERVE,$118.00
2206224,TROCAR SURGICAL ENDOPATH,$72.25
2206225,KIT VASOVIEW,"$1,215.00"
2206226,KIT HEMATOME,"$1,215.00"
2206227,STIMULATOR PULSED NERVE II,$116.00
2206228,DRAPE BUTTOCKS,$0.00
2206229,STENT URETERAL,$796.00
2206230,SHEET THYROID,$64.75
2206231,HEMOCHRON,$51.00
2206232,PROBE RIGID LITHOCLAST (SZ),$406.00
2206233,KIT NEPHROMAX MICROVASIVE,$616.50
2206234,BLADE OSCILLATOR SYNVASIVE-SZ,$140.00
2206235,DRAPE ISOLATION VI INTESTINAL,$0.00
2206236,PAD CODEMASTER PACING,$70.00
2206237,WAND TUBINATE (SZ),"$1,336.75"
2206238,OSTEOCHONDRAL AUTOGRAFT (SZ),"$1,223.00"
2206239,KIT EPIDUROSCOPY PROCEDURE,$183.00
2206240,CATHETER EPIDUROSCOPY VIDOE,"$1,423.00"
2206241,SCREW BONE ACUTRAK (SZ),"$1,910.00"
2206242,SCREW HEAD RING DISP (SZ),$178.00
2206243,KIT LAVH OB/GYN,"$1,327.00"
2206244,TUBING NORMOTHERMIC IRRIG SET,$139.00
2206245,DRAPE STEREOTACTIC APUZZO,$108.00
2206246,KIT VEIN HARVEST FEM POP,$808.00
2206247,KIT VEIN HARVEST OH,"$1,000.00"
2206248,SUTURE EPACK 4787E,$775.00
2206249,SUTURE EPACK 5550E,$842.75
2206253,CARE POLAR 300,$425.25
2206254,WRAP COLD THERAPY (SZ),$116.75
2206255,PAD COLD THERAPY (SZ),$270.00
2206256,SCREW ACUTRAK PLUS 35-60MM(SZ),$893.00
2206257,ELECTRODE CORTAC SURF 20CNTC,"$1,806.00"
2206258,ELECTRODE CORTAC SURF 8CNTC,"$1,326.00"
2206259,PRO MAMM RND SMOOTH (SZ),$832.00
2206260,CATHETER ASH SPLIT (SZ),"$2,198.00"
2206261,PACK BASIC STERILE,$66.00
2206262,PACK LAPARTOMY STERILE,$60.00
2206263,PACKING ELECTRODE PROBE V,$251.00
2206264,INJECTOR BONE CEMENT,$56.00
2206265,TRAY SKIN SCRUB,$51.00
2206266,SET DOUBLE BASIN,$70.00
2206267,BRUSH BONE FEMORAL,$51.00
2206268,PACK LITHOTOMY,$60.00
2206269,PACK EXTREMITY STERILE,$189.00
2206270,SHEET LAP STERILE,$60.00
2206271,PACK LAP STERILE,$60.00
2206272,SHEET SPLIT STERILE,$66.00
2206273,SHEET LAPAROSCOPY,$104.00
2206274,SHEET TRANSVERLAP STERILE,$63.75
2206275,SYSTEM AUTOTRANSFUSION,$370.00
2206276,HEMOVAC 400ML 2500,$51.00
2206277,HEMOVAC 2595,$55.00
2206278,PACK LOWER EXTREMITY BARRIER,$86.00
2206279,PACK CYSTO STERILE,$0.00
2206280,HEMOVAC LARGE 400ML 2590,$57.00
2206281,CORNERSTONE CORTICAL BLOC (SZ),"$4,785.00"
2206282,GEL ADCON L,"$1,223.00"
2206283,MARKER FIDUCIALS PER PROCEDURE,$385.50
2206284,SENSOR BIS,$70.00
2206285,DRAPE IOBAN 2 IN,$0.00
2206286,BONE CORT WEDGE TANGENT (SZ),"$2,377.00"
2206287,DEBIBRILLATOR GEM II UR,"$35,127.00"
2206288,DEFIBRILLATOR GEM II DR,"$42,358.00"
2206289,DEFIBRILLATOR GEM,"$34,094.00"
2206290,PROSTHESIS PENILE ULT 700 (SZ),"$11,312.00"
2206291,DEFIBRILLATOR MICRO JEWEL,"$24,796.00"
2206292,DEFIBRILLATOR MICRO JEWEL II,"$28,927.00"
2206293,LEAD CAPSURE FIX (SZ),"$2,050.00"
2206294,VALVE TORONTO SPU AORTIC (SZ),"$25,182.00"
2206295,SEALANT PROCEED HEMOSTATIC,$703.75
2206296,WIRE SUPRACORE (SZ),$366.00
2206297,WIRE STEELCORE LT (SZ),$421.00
2206298,WIRE SPARTACORE HT (SZ),$421.00
2206299,CATHETER VERIPATH (SZ),$441.00
2206300,CATHETER BALLOON VIATRAC (SZ),"$1,662.00"
2206301,PROBE ELECTROSURG W/PAD (SZ),"$2,664.00"
2206303,STENT HLINK (SZ),"$3,523.00"
2206304,CATHETER THERMA CHOICE BALLOON,"$2,583.00"
2206305,NEURSTIMULATOR SYNERGY,"$41,141.00"
2206306,EXTENSION SYNERGY (SZ),"$2,960.00"
2206307,LEAD PISCES QUAD COMPACT KIT,"$3,233.00"
2206308,LEAD SPECIFY KIT,"$5,819.00"
2206309,PUMP SYNCHROMED EL INFUSION,"$36,965.00"
2206310,RECEIVER MATTRIX 2X4,"$9,695.00"
2206311,TRANSMITTER MATTRIX KIT,"$10,150.00"
2206312,LEAD PISCES QUAD (SZ),"$4,808.00"
2206313,CATHETER INTRATHECAL INDURA,"$1,698.00"
2206314,CATHETER INTRASPINAL INDURA,"$1,698.00"
2206315,LEAD PISCES QUAD PLUS,"$3,498.00"
2206316,EXTENSION BIFURCATED DUAL4,"$2,745.00"
2206317,EXTENSION IN-LINE INTREL (SZ),"$26,142.00"
2206318,TUBE UNIVENT TCB (SZ),$383.00
2206319,BURR CORNERSTONE CUTTER (SZ),$561.00
2206320,SYSTEM LIFESITE ACCESS,"$3,618.00"
2206321,STENT UROLUME (SZ),"$3,618.00"
2206322,GORTEX GRAFT UP TO 10CM,"$1,108.00"
2206323,MESH DUAL GORETEX 2MM (SZ),"$3,763.00"
2206324,MESH DUAL GORETEX 1MM,"$2,054.00"
2206325,PATCH SOFT TISSUE STP 2MM,"$3,138.00"
2206326,PATCH SOFT TISSUE STP 1MM (SZ),"$1,724.00"
2206327,IMPLANT FINGER NEUPLEX (SZ),"$1,260.00"
2206328,PLATE SPIDER (SZ),$212.00
2206329,PLATE META (SZ),$702.00
2206330,PLATE PILON (SZ),$646.00
2206331,IMPLANT RESTORE SOFT TISSUE,"$8,146.00"
2206332,PLATE CALCANEAL (SZ),"$2,991.00"
2206333,PIN ROCKWOOD CLAVICLE (SZ),"$1,821.00"
2206334,PIN CLAVICLE NUT 2.5MM,$365.00
2206335,FABRIC VELOUR HEMASHIELD,$558.00
2206336,PATCH KNITTED FINESSE .03X3,$718.00
2206337,MESH COMPOSIX (SZ),"$1,679.00"
2206338,PATCH KUGEL (SZ),"$2,732.00"
2206339,ANCHOR SUTURE FASTAK,$623.00
2206340,CORKSCREW BIO-ABSORB HEADED,$700.00
2206341,CORKSCREW BIO-ABSORBABLE,"$2,870.00"
2206342,DART CHONDRAL ARTHREX,$435.00
2206343,APLIGRAF PER 44 SQ CM,"$2,854.00"
2206344,LEAD NEUROCYBERNETIC,"$4,198.00"
2206345,GENERATOR NEUROCYBERONICS,"$20,152.00"
2206346,PUMP INFUSION ISOMED,"$10,940.00"
2206347,PACEMAKER KAPPA MODEL 700 (SZ),"$10,529.00"
2206348,STAPLER PROTAK 5MM,"$1,609.25"
2206349,KIT ESOPHAGEAL LIGHTED INFRA,$530.00
2206350,STENT POLARIS (SZ),$570.00
2206351,PACK D & C,$60.00
2206352,PACK C-SECTION,$139.50
2206353,PACK OB VAG DEL,$74.25
2206354,PACK PEDS TUBALS,$90.00
2206355,SET ARTHROSCOPY TUBE DISP,$110.00
2206356,BURR BARREL (SZ),$224.00
2206357,CUTTER RESECTOR (SZ),$171.75
2206358,CUTTER AGRES PLUS (SZ),$171.75
2206359,MENTOR ASSEMBLY KIT,$915.00
2206360,NEEDLE BRACHYTHERAPY BARD (SZ),$58.00
2206361,MENTOR ALPHA I PROSTHESIS,"$8,278.00"
2206362,GRAFTON GEL 5CC,"$1,168.00"
2206363,BAG TRANSFER TERUMO 600ML,$70.00
2206364,"PLATE T-PLATE 4,6,8 HOLE","$1,267.00"
2206365,PLATE LC-DCP 4.5MM BRD (SZ),$933.00
2206366,PLATE LC-DCP 4.5MM NARROW (SZ),$718.00
2206367,PLATE SEMI-TUBULAR (SZ),$348.00
2206368,PLATE L-BUTTRESS LFT/RT 4 HOLE,"$2,231.00"
2206369,PIN PLATE HOLDING ATLANTIS,$772.00
2206370,SCREW CANC ATL ST VA 4.5 (SZ),"$1,919.00"
2206371,SCREW CANC ATL ST VA 4.0 (SZ),"$1,760.00"
2206372,SCREW CANC ATL ST FA 4.5 (SZ),"$1,919.00"
2206373,SCREW CANC ATL ST FA 4.0 (SZ),"$1,396.00"
2206374,PLATE TITANIUM ATLANTIS (SZ),"$4,785.00"
2206375,GRAFT DIASTAT DUAG 6 X 40MM,"$4,785.00"
2206376,GRAFT INTERING STD 6MM X 45CM,"$3,258.00"
2206377,GRAFT INTERING STD STRCH 6X 45,"$3,368.00"
2206378,GRAFT INTERING REV STRCH 6 X20,"$2,189.00"
2206379,GRAFT INTERIN STRETCH 6 X 40CM,"$3,493.00"
2206380,GRAFT INTERING STRCH 8 X 80CM,"$4,785.00"
2206381,GRAFT REM RG 8MM X 30CM RS 4OC,"$3,832.00"
2206382,GRAFT STR REM RG 8MM X 4CM,"$1,724.00"
2206383,BONE SUBSTITUTE MTRL ABSM 2.5C,"$2,242.00"
2206384,BONE SUBSTITUTE MTRL ABSM 5CC,"$3,205.00"
2206385,BONE SUBSTITUTE MTRL ABSM 10CC,"$4,785.00"
2206386,KIT AUTOTRANSFUISON ORTHOPAT,"$1,008.00"
2206387,GASTRIC BALLOON SUCTION CATH,$362.75
2206388,PADDLE ENDO RETRACT 12MM,$572.50
2206389,SUT LAPRATY CLIP VICRYL,$444.25
2206390,THERMASPLINT (SZ),$55.00
2206391,BLADE SAW SAGITAL KOMET (SZ),$57.00
2206392,SUT NEXTSTITCH TEVDEK 2.0,$560.00
2206393,KIT GLASSCOCK EAR DRSG (SZ),$54.00
2206394,SET ESOPHAGEAL DILATOR,$169.00
2206395,SYS VASOVIEW UNIPORT PLUS EVH,"$1,628.25"
2206396,CLEARGLIDE PRECISION BPLR DVC,$621.00
2206397,SYSTEM STABILIZER VACUUM,"$2,021.00"
2206398,DEVICE AXIUM XPOSE 3 XP3000,"$2,202.00"
2206399,SYSTEM AXIUS OFF PUMP X0370008,"$2,703.00"
2206400,FORCEP URETEROSCOPIC BPSY 1.0,"$1,078.00"
2206401,PLATE PROX TIBIA 4.5MM (SZ),"$3,492.00"
2206402,SHUNT CLEAR VIEW (SZ),$184.00
2206403,RESTRICTOR CEMENT (SZ),$704.75
2206404,SCREW CANC SOLID 4.0 (SZ),$215.00
2206405,SCREW CORT BONE 3.5 (SZ),$367.00
2206406,KIT INFUSE BONE GRAFT SMALL,"$6,572.00"
2206407,KIT INFUSE BONE GRAFT MEDIUM,"$8,265.00"
2206408,KIT INFUSE BONE GRAFT LARGE,"$18,211.00"
2206409,CATH SUCTION STERL 5FR 60CM,$70.00
2206410,LINE QUICK PRIME SGL SPK,$66.00
2206411,PATCH 4D DOME (SZ),$908.00
2206412,MESH MARLEX (SZ),$704.00
2206413,MESH 3D MAX BARD (SZ),"$1,466.00"
2206414,CANNULA FEM VENOUS BIOMED (SZ),"$1,294.00"
2206416,DRAPE BRACHY THERAPY,$46.00
2206417,PLATE PROX TIBIA 3.5MM (SZ),"$3,167.00"
2206418,WIRE FIBER,$70.00
2206419,CUTTER ENDO ARTIC 45MM LONG,$693.00
2206420,STAPLER ARTIC ENDO VAS (SZ),$873.25
2206421,KIT LAP NISSEN CUSTOM',"$1,072.00"
2206422,KIT PCD CEMENT,"$1,009.00"
2206423,BONE TENDON TIBIALIS (SZ),"$4,490.75"
2206424,CLIP APPLIER VCS (SZ),$582.00
2206425,CLIP REMOVER VCS UNIV,$89.00
2206426,KIT CEMENT SCULP CONCISE,$79.50
2206427,CATH DIATEK CANNON 15FR (SZ),"$1,050.00"
2206428,CAP K-CAP (SZ),$58.50
2206429,NEEDLE ASAP BIOPSY SYSTEM,$144.00
2206430,INTRO LEAD MEDTRONIC (SZ),$158.00
2206431,FASCIA LATA SMALL,$860.00
2206432,PASTE OSTEOFILL AGRAFT .5CC,$350.00
2206433,PASTE OSTEOFILL AGRAFT 1CC,$548.00
2206434,PASTE OSTEOFILL AGRAFT 5CC,"$1,887.00"
2206435,PASTE OSTEOFILL AGRAFT 10CC,"$2,757.00"
2206436,STRIP STRL LINE REINFRC PERI,$511.00
2206437,KIT GASTRIC TRAY,$983.00
2206438,MASK SWISS THERAPY,$88.00
2206439,FORCEP BICOAG CUTTING 5MM/33CM,$934.00
2206440,PROBE MYOCARDIAL NEEDLE TEMP,$86.00
2206441,BONE SOURCE 5 GRAM,$999.00
2206442,BONE SOURCE 10 GRAM,"$1,886.00"
2206443,GRAFT DURAGEN 4 X 5,"$1,659.00"
2206444,GRAFT DURAGEN 2 X 2,$513.00
2206445,GRAFT DURAGEN 1 X 1,$286.00
2206446,RESERVOIR HOLTER RICKMN LGPLAS,$761.00
2206447,BREAST WRAP (SZ),$68.75
2206448,VALVE IN LINE PREC PRESS (SZ),"$1,569.00"
2206449,TESTICULAR IMPLANT (SZ),"$4,785.00"
2206450,BURR STAPES CUTTING (SZ),$251.00
2206451,BURR MSTD VPR DIAMOND (SZ),$130.50
2206452,BURR MSTD VPR RND CUT (SZ),$127.00
2206453,REPLIFORM TM 2.00 X 12.0CM,"$3,509.00"
2206454,SET SUCTION POSTAOP  ORTHOPAT,$51.00
2206455,SET SUCTION INTRAOP ORTHOPAT,$51.00
2206456,BAG WASTE ORTHOPAT,$60.00
2206457,BAG RED BLOOD CELLS ORTHOPAT,$60.00
2206458,KIT HEMOVAC ORTHOPAT,"$1,054.00"
2206459,KIT TISSEEL 1ML,$199.00
2206460,KIT TISSEEL 2ML,$431.00
2206461,KIT TISSEEL 5ML,$945.75
2206462,SET TISSOMAT SPRAY TUBING,$99.00
2206463,APPLICATOR DUPLOREACH 35 LAP,$227.50
2206464,KIT KYPHO PAK ADDITIONAL 15/3,"$3,377.00"
2206465,KIT KYPHO PAK 1ST FRACT 15/3,"$5,366.00"
2206466,CATH PREC PALINDROME,"$1,060.00"
2206467,CUSHION PRONE VIEW (SZ),$108.25
2206468,KIT DRAIN BLAKE FLTD (SZ),$113.50
2206469,DEVICE TVT GYNECARE,"$2,134.00"
2206470,KIT PER FIT TRACH (SZ),$815.50
2206471,BRACE ECONOMY POST OP (SZ),$199.00
2206472,SET BLOOD PUMP BVS 5000BI 32FR,"$79,755.00"
2206473,FLOWPROBE RESPOSABLE (SZ),$321.50
2206474,SCREW BIO DELTA CANN 35MM (SZ),"$1,160.00"
2206475,RELOAD ENDO CUTTER 45MM 6 ROW,$304.25
2206476,DEVICE LAP DISC HAND (SZ),"$1,478.00"
2206477,DRAPE EXTREMITY FULL FABRIC,$0.00
2206478,PRESSURIZER CEMENT GLUE MED,$51.00
2206479,PACK LAPAROSCOPY,$70.00
2206480,SUTURE TICRON (SZ),$297.00
2206481,PIN DISTRACTOR 14MM,$344.50
2206482,FILTER NITINOL FEMORAL SIMON,"$1,790.00"
2206483,ORTHOBLAST 10CC,"$1,732.00"
2206484,ORTHOBLAST 5CC,"$1,080.00"
2206485,DRAIN TLS BULB SYSTEM,$140.00
2206486,BAG DRAIN SIEMENS TABLE,$60.00
2206487,"GUIDE PIN THRD 3.2 X 9""",$50.00
2206488,PAD MCQUIRE POSITIONER DISP,$107.00
2206489,PORT BIOPSY AUR-BP,$70.00
2206490,KIT LAMB FRAME W/O PILLOW,$51.00
2206491,TRAY PULSAVAC PLUS FAN KIT,$166.00
2206492,FIBER INDIGO BARE TIP,$366.00
2206493,CATHETER PASSER MEDTRONIC,$389.00
2206494,DISSECTOR BLNT ENDO 5MM,$70.00
2206495,MESH KUGEL COMPOSIX (SZ),"$4,241.00"
2206496,MESH VENTRALEX (SZ),"$3,170.50"
2206497,GUIDEWIRE SENSOR (SZ),$153.25
2206498,PLATE ANT CERV VISION (SZ),"$4,689.50"
2206499,DRAPE SHOULDER BEACH CHAIR,$73.00
2206500,SCREW CANC BONE 6.5 (SZ),$258.00
2206501,STAPLER HEMORRHOIDAL CIRCULAR,"$1,289.00"
2206502,GRAFT ARTEGRAFT (SZ),"$3,177.00"
2206503,RETRIEVER SUT DISP (SZ),$154.00
2206504,BOOT AIR WALKER (SZ),$273.50
2206505,STAPLER HEMORRHOIDAL CIRCULAR,"$1,476.75"
2206506,KIT INTUBATION RETROGRADE,$189.00
2206507,MUCOSAL ATOMIZATION DEVICE,$46.00
2206508,KIT EMERGENCY CRICO THYROTOMY,$247.00
2206509,OPTI-GUARD EYE PROTECTOR STR,$71.75
2206510,CATHETER INFUSION SLIC 7FR,$73.00
2206511,"NDL EPIDURAL TUONY 17GA 4.5""",$55.00
2206512,GRAFT REM RG 4-7MM TAPER (SZ),"$1,719.00"
2206513,COMBITUBE TRACHEAL AIRWAY (SZ),$156.00
2206514,CATHETER AIRWAY EXCHANGE (SZ),$201.00
2206515,BONE TIBIAL CORT STRUT (SZ),"$2,512.00"
2206516,BONE CANC CHIPS 15CC,"$1,771.50"
2206517,KIT PERC DENVER ASCITE (SZ),"$2,056.00"
2206518,ANCHOR SYSTEM ENDO 5MM,$610.00
2206519,MESH DULEX 1MM X 8CM X 12CM,"$1,573.00"
2206520,MESH DULEX 1MM X 10CM X 15CM,"$2,195.00"
2206521,MESH DULEX 1MM X 15CM X 19CM,"$3,263.00"
2206522,MESH DULEX 1MM X 18CM X 24CM,"$4,987.00"
2206523,MESH DULEX 1MM X 20CM X 30CM,"$6,913.00"
2206524,PROS MAMM SILTEX CNTR PST (SZ),"$4,785.00"
2206525,PROS MAMM CNTR PRO CNTR (SZ),"$3,588.00"
2206526,PROS MAMM SILTEX SPT 2400 (SZ),"$4,617.00"
2206527,PROS MAMM SMOOTH SPT 1400 (SZ),"$3,911.00"
2206528,PROS MAMM RND SILTEX 2600 (SZ),"$3,289.00"
2206529,PROS MAMM RND SMOOTH 1600 (SZ),"$2,991.00"
2206530,CATHETER GROSHONG (SZ),$718.00
2206531,SEAMGUARD BIO ABSORB 45,$421.00
2206532,GUIDE PIN RICHARDS (SZ),$113.50
2206533,CATH PRUITT OCCL (SZ),$330.00
2206534,GRAFT DISTAFLOW (SZ),"$8,920.00"
2206535,KIT PROC THERMALBLATOR HYDRO,"$1,738.75"
2206536,KIT CLOSURE CTI,$308.75
2206537,ROD CARBON FIBER 11.0 (SZ),$530.00
2206538,SCREW SCHANZ SD 5.0(SZ),$911.75
2206539,TUBNG MANIFOLD CUSA (SZ),$543.00
2206540,NOSECONE CEM CUSA (SZ),$330.00
2206541,TIP STD MIC CRUD EXT CUSA (SZ),$580.00
2206542,TIP APPLICATOR STD BIO-GLUE,$89.00
2206543,ADHESIVE BIO-GLUE 10ML CARTRDG,"$1,163.00"
2206544,CATH CHOLANG LAP LAP-13,$195.00
2206545,DIGIT TRAP SMALL,$51.00
2206546,KIT SUTURE SAVER,$130.00
2206548,TUBING PUMP ARTHROSCOPY 87K,$273.50
2206549,SUT PASSER SHUTTLE RELAY,$185.50
2206550,SUT ANCHOR REV SUPER/MINI (SZ),$446.00
