SVC CODE,SERVICES DESCRIPTION,CHGAMT,
153030579,"F VIII REC NOS,100-NDC00944284210",$350.00 ,
153030580,"F VIII REC NOS,1-NDC00944284310",$3.50 ,
153030581,"F VIII REC NOS,10-NDC00944284310",$35.00 ,
153030582,"F VIII REC NOS,100-NDC00944284310",$350.00 ,
153030583,"F VIII RECNOS,1000-NDC00944284310","$3,500.00 ",
153030584,"F VIII REC NOS,1-NDC00944284410",$3.50 ,
153030585,"F VIII REC NOS,10-NDC00944284410",$35.00 ,
153030586,"F VII REC NOS,100-NDC00944284410",$350.00 ,
153030587,"F VIII RECNOS,1000-NDC00944284410","$3,500.00 ",
153030588,"F VIII REC NOS,1-NDC00944284510",$3.50 ,
153030589,"F VIII REC NOS,10-NDC00944284510",$35.00 ,
153030590,"F VIII REC NOS,100-NDC00944284510",$350.00 ,
153030591,"F VIII RECNOS,1000-NDC00944284510","$3,500.00 ",
153030592,"FAC IX CMPLX,1,06851632071",$3.50 ,
153030593,"FAC IX COMPLX,10,06851632071",$35.00 ,
153030594,"FAC IX COMPLX,100,06851632071",$350.00 ,
153030595,"FAC IX COMPLX,1,06851632082",$3.50 ,
153030596,"FAC IX COMPLX,10,06851632082",$35.00 ,
153030597,"FAC IX COMPLX,100,06851632082",$350.00 ,
153030598,"FAC IX COMPLX,1000,06851632082","$3,500.00 ",
153030599,"FAC IX COMPLX,1,06851632093",$3.50 ,
153030600,"FAC IX CMPLX,10,06851632093",$35.00 ,
153030601,"FAC IX CMPLX,100,06851632093",$350.00 ,
153030602,"FAC IX CMPLX,1000,06851632093","$3,500.00 ",
153030603,"KCENTRA,M1-NDC06383338602",$5.00 ,
153030604,"KCENTRA,M10-NDC06383338602",$50.00 ,
153030605,"KCENTRA,M100-NDC06383338602",$500.00 ,
153030606,"KCENTRA,H1-NDC06383338702",$5.00 ,
153030607,"KCENTRA,H10-NDC06383338702",$50.00 ,
153030608,"KCENTRA,H100-NDC06383338702",$500.00 ,
153030609,"KCENTRA,H1000-NDC06383338702","$5,000.00 ",
153030610,"RIASTAP, INJ, 1, 06383389151",$2.75 ,
153030611,"RIASTAP, INJ, 10, 06383389151",$27.50 ,
153030612,"RIASTAP, INJ, 100, 06383389151",$275.00 ,
153030613,"RIASTAP, INJ, 1000, 06383389151","$2,750.00 ",
153030615,FRZN PLASMA POOLED SD-06898295501,$369.00 ,
153030616,FRZN PLASMA POOLED SD 06898295201,$369.00 ,
153030617,FRZN PLASMA POOLED SD-06898285301,$369.00 ,
153030618,FRZN PLASMA POOLED SD-06898295401,$369.00 ,
153030902,COURIER FEE,$153.00 ,
153030904,PLATELETS,$198.00 ,
153030912,PLATELETS VOLUME REDUCED,$213.00 ,
153030928,COLD AGGLUTININ - TITER,$105.00 ,
153030930,PRE-WARMED IAT,$179.00 ,
153030932,PRE-WARMED CROSSMATCH,$247.00 ,
153030933,"ANTIHM VIII VFW,1,06851646152",$2.50 ,
153030934,"ANTIHM VIII VFW,10,06851646152",$25.00 ,
153030935,"ANTIHM VIII VFW,100,06851646152",$250.00 ,
153030936,"ANTIHM VIII VFW,1000,06851646152","$2,500.00 ",
153030957,PEG AB SCREEN,$179.00 ,
153030958,PEG CROSSMATCH,$247.00 ,
153030967,SALINE AB SCREEN,$179.00 ,
153030968,SALINE CROSSMATCH,$247.00 ,
142000031,FSH,$300.00 ,
153031000,CRYOPRECIPITATE,$384.00 ,
153031002,"GRANULOCYTES, PHERESIS","$11,925.00 ",
153031004,WHOLE BLDRECONST ONE FOURTH UNIT,$199.00 ,
153031006,WHOLE BLDRECONST. ONE HALF UNIT,$366.00 ,
153031008,WHOLE BLD RECONSTITUTED,$606.00 ,
153031020,IRRADIATION PROCESSING,$130.00 ,
153031022,RBC LR FROZENDEGLYCEROLWASHED,$900.00 ,
153031024,"GRANULOCYTES,BUFFY COAT WHOLE BLD",$246.00 ,
153031026,RBCLEUKOREDUCEDONE FOURTH UNIT,$354.00 ,
153031028,RBCLEUKOREDUCTEDONE HALF UNIT,$595.00 ,
153031030,RBC LEUKOREDUCED,$894.00 ,
153031034,RED BLOOD CELLS ONE FOURTH UNIT,$133.00 ,
153031036,RED BLOOD CELLSONE HALF UNIT,$268.00 ,
153031038,RED BLOOD CELLS,$436.00 ,
153031042,RBCWASHEDONE FOURTH UNIT,$160.00 ,
153031044,RBC WASHED ONE HALF UNIT,$319.00 ,
153031046,RED BLOOD CELLS WASHED,$484.00 ,
153031050,RBCLEUKORDCDWSHDONEFOURTH UNIT,$215.00 ,
153031052,RBCLEUKOREDCDWSHDONEHALF UNIT,$472.00 ,
153031054,RBC LEUKOREDUCED WASHED,$808.00 ,
153031060,WHOLE BLDLEUKORDCDONEFOURTH UNT,$184.00 ,
153031062,WHOLE BLDLEUKORDCDONEHALF UNIT,$368.00 ,
153031064,WHOLE BLD LD PROCESS FULL QD,$558.00 ,
153031066,BLOOD PRODUCT POOLING,$115.00 ,
153031068,WHOLE BLOOD ONE FOURTH UNIT,$141.00 ,
153031070,WHOLE BLOOD ONE HALF UNIT,$300.00 ,
153031072,WHOLE BLOOD,$471.00 ,
153031074,PLATELETS PHERESIS LR 1-2 EU,"$1,029.00 ",
153031076,PLATELETS PHERESIS LR 3-4 EU,"$2,091.00 ",
153031078,PLATELETS PHERESIS LR 5-9 EU,"$2,993.00 ",
153031080,PLATELETSPHERESISLRVOL RED3-4,"$2,043.00 ",
153031082,PLATELETSPHERESISLRVOLRED5-9,"$3,105.00 ",
153031084,PLATELETSHLALR PHERESIS1-2 EU,$889.00 ,
153031086,PLATELETSHLALR PHERESIS 3-4EU,"$1,776.00 ",
153031088,PLATELETSHLALR PHERESIS 5-9EU,"$2,689.00 ",
153031089,HLA MATCHED PRODUCT,$693.00 ,
153031090,PLATELETS PHERESISVOL RED1-2EU,"$1,430.00 ",
153031092,PLATELETS PHERESISVOL RED 5-9EU,"$2,170.00 ",
153031094,PLATELETS PHERESIS 1-2 EU,$465.00 ,
153031096,PLATELETS PHERESIS 3-4 EU,"$1,422.00 ",
153031098,PLATELETS PHERESIS 5-9 EU,"$2,148.00 ",
153031100,PLATELETS LEUKOREDUCED,$269.00 ,
153031102,PLATELETS LEUKOREDUCEDVOL RED,$294.00 ,
153031104,FFP ONE FOURTH UNIT,$83.00 ,
153031106,FFP ONE HALF UNIT,$167.00 ,
153031108,FFP,$240.00 ,
153031109,FFP JUMBO UNIT,$371.00 ,
153031132,WHOLE BLDLRRECONSTONEFOURTHUNI,$242.00 ,
153031134,WHOLE BLDLRRECONST.ONEHLF UNIT,$449.00 ,
153031136,WHOLE BLD LR RECONSTITUTED,$731.00 ,
153031138,WHOLE BLD LR RECONST. DBL UNIT,$876.00 ,
153031140,WHOLE BLD RECONST. DOUBLE UNIT,$790.00 ,
153031142,"PLATELETS, POOLED",$48.00 ,
153031148,ISO HEMAGLUTININ TITER,$270.00 ,
153031150,ANTIBODY IDENTIFIED,$332.00 ,
153031152,CROSSMATCH,$361.00 ,
153031154,FIBRIN GLUECRYOPRECIPITATE DERIV,$294.00 ,
153031162,"THROMBATE INJ 1,01353360350",$9.75 ,
153031164,"THROMBATE INJ 10,01353360350",$97.50 ,
153031166,"THROMBATE INJ 100,01353360350",$975.00 ,
153031180,FFPDONOR RETESTED ONEFOURTH UNIT,$88.00 ,
153031182,FFPDONOR RETESTEDONEHALF UNIT,$178.00 ,
153031186,FFP DONOR RETESTED JUMBO UNIT,$484.00 ,
153031193,VOLUME REDUCTION OF BLOOD/PROD,$100.00 ,
153031195,F VIII NOVO8L 1 00169782501,$3.25 ,
153031196,F VIII NOVO8L 10 00169782501,$32.50 ,
153031197,F VIII NOVO8L 100 00169782501,$325.00 ,
153031198,F VIII NOVO8M 1 00169785001,$3.25 ,
153031199,F VIII NOVO8M 10 00169785001,$32.50 ,
153031200,F VIII NOVO8M 100 00169785001,$325.00 ,
153031201,F VIII NOVO8H 1 00169781001,$3.25 ,
153031202,F VIII NOVO8H 10 00169781001,$32.50 ,
153031203,F VIII NOVO8H 100 00169781001,$325.00 ,
153031204,F VIII NOVO8H 1000 00169781001,"$3,250.00 ",
153031205,F VIII NOVO8E 1 00169781501,$3.25 ,
153031206,F VIII NOVO8E 10 00169781501,$32.50 ,
153031207,F VIII NOVO8E 100 00169781501,$325.00 ,
153031208,F VIII NOVO8E 1000 00169781501,"$3,250.00 ",
153031209,F VIII NOVO8S 1 00169782001,$3.25 ,
153031210,F VIII NOVO8S 10 00169782001,$32.50 ,
153031211,F VIII NOVO8S 100 00169782001,$325.00 ,
153031212,F VIII NOVO8S 1000 00169782001,"$3,250.00 ",
153031213,F VIII NOVO8X 1 00169783001,$3.25 ,
153031214,F VIII NOVO8X 10 00169783001,$32.50 ,
153031215,F VIII NOVO8X 100 00169783001,$325.00 ,
153031216,F VIII NOVO8X 1000 00169783001,"$3,250.00 ",
153031218,ANTIHEM PEGYLTD L1 00944462201,$4.75 ,
153031219,ANTIHEM PEGYLTD L10 00944462201,$47.50 ,
153031220,ANTIHEM PEGYLTD L100 00944462201,$475.00 ,
153031221,ANTIHEM PEGYLTD M1 00944462301,$4.75 ,
153031222,ANTIHEM PEGYLTD M10 00944462301,$47.50 ,
153031223,ANTIHEM PEGYLTD M100 00944462301,$475.00 ,
153031224,ANTIHEM PEGYLTD H1 00944462401,$4.75 ,
153031225,ANTIHEM PEGYLTD H10 00944462401,$47.50 ,
153031226,ANTIHEM PEGYLTD H100 00944462401,$475.00 ,
153031227,ANTIHEM PEGYLTD H1000 00944462401,"$4,750.00 ",
153031228,ANTIHEM PEGYLTD E1 00944462701,$4.75 ,
153031229,ANTIHEM PEGYLTD E10 00944462701,$47.50 ,
153031330,ANTIHEM PEGYLTD E100 00944462701,$475.00 ,
153031331,ANTIHEM PEGYLTD E1000 00944462701,"$4,750.00 ",
153031332,ANTIHEM PEGYLTD S1 00944462501,$4.75 ,
153031333,ANTIHEM PEGYLTD S10 00944462501,$47.50 ,
153031334,ANTIHEM PEGYLTD S100 00944462501,$475.00 ,
153031335,ANTIHEM PEGYLTD S1000 00944462501,"$4,750.00 ",
153031337,FACT IX FUSION L1 06991186402,$11.75 ,
153031338,FACT IX FUSION L10 06991186402,$117.50 ,
153031339,FACT IX FUSION L100 06991186402,"$1,175.00 ",
153031340,FACT IX FUSION M1 06991186502,$11.75 ,
153031341,FACT IX FUSION M10 06991186502,$117.50 ,
153031342,FACT IX FUSION M100 06991186502,"$1,175.00 ",
153031343,FACT IX FUSION H1 06991186602,$11.75 ,
153031344,FACT IX FUSION H10 06991186602,$117.50 ,
153031345,FACT IX FUSION H100 06991186602,"$1,175.00 ",
153031346,FACT IX FUSION H1000 06991186602,"$11,750.00 ",
153031347,FACT IX FUSION S1 06991186702,$11.75 ,
153031348,FACT IX FUSION S10 06991186702,$117.50 ,
153031349,FACT IX FUSION S100 06991186702,"$1,175.00 ",
153031350,FACT IX FUSION S1000 06991186702,"$11,750.00 ",
153031351,F VIII FCFUSION L1 06440680101,$6.00 ,
153031352,F VIII FCFUSION L10 06440680101,$60.00 ,
153031353,F VIII FCFUSION L100 06440680101,$600.00 ,
153031354,F VIII FCFUSION M1 06440680201,$6.00 ,
153031355,F VIII FCFUSION M10 06440680201,$60.00 ,
153031356,F VIII FCFUSION M100 06449680201,$600.00 ,
153031357,F VIII FCFUSION B1 06440680301,$6.00 ,
153031358,F VIII FCFUSION B10 06440680301,$60.00 ,
153031359,F VIII FCFUSION B100 06440680301,$600.00 ,
153031360,F VIII FCFUSION H1 06440680401,$6.00 ,
153031361,F VIII FCFUSION H10 06440680401,$6.00 ,
153031362,F VIII FCFUSION H100 06440680401,$600.00 ,
153031363,F VIII FCFUSION H1000 0644068041,"$6,000.00 ",
153031364,F VIII FCFUSION E1 06440680501,$6.00 ,
153031365,F VIII FCFUSION E10 06440680501,$60.00 ,
153031366,F VIII FCFUSION E100 06440680501,$600.00 ,
153031367,F VIII FCFUSION E1000 06440680501,"$6,000.00 ",
153031368,F VIII FCFUSION S1 06440680601,$6.00 ,
153031369,F VIII FCFUSION S10 06440680601,$60.00 ,
153031370,F VIII FCFUSION S100 06440680601,$600.00 ,
153031371,F VIII FCFUSION S1000 06440680601,"$6,000.00 ",
153031372,F VIII FCFUSION X1 06440680701,$6.00 ,
153031373,F VIII FCFUSION X10 06440680701,$60.00 ,
153031374,F VIII FCFUSION X100 06440680701,$600.00 ,
153031375,F VIII FCFUSION X1000 06440680701,"$6,000.00 ",
153031377,FACT IX APROIX M1 06440691101,$8.75 ,
153031378,FACT IX APROIX M10 06440691101,$87.50 ,
153031379,FACT IX APROIX M100 06440691101,$875.00 ,
153031380,FACT IX APROIX H1 06440692201,$8.75 ,
153031381,FACT IX APROIX H10 06440692201,$87.50 ,
153031382,FACT IX APROIX H100 06440692201,$875.00 ,
153031383,FACT IX APROIX H1000 06440692201,"$8,750.00 ",
153031384,FACT IX APROIX S1 06440693301,$8.75 ,
153031385,FACT IX APROIX S10 06440693301,$87.50 ,
153031386,FACT IX APROIX S100 06440693301,$875.00 ,
153031387,FACT IX APROIX S1000 06440693301,"$8,750.00 ",
153031388,FACT IX APROIX X1 06440694401,$8.75 ,
153031389,FACT IX APROIX X10 06440694401,$87.50 ,
153031390,FACT IX APROIX X100 06440694401,$875.00 ,
153031391,FACT IX APROIX X1000 06440694401,"$8,750.00 ",
153031392,"VONVENDI,M1,00944755102",$6.25 ,
153031393,"VONVENDI,M10,00944755102",$62.50 ,
153031394,"VONVENDI,M100,00944755102",$625.00 ,
153031395,"VONVENDI,H1,00944755302",$6.25 ,
153031396,"VONVENDI,H10,00944755302",$62.50 ,
153031397,"VONVENDI,H100,00944755302",$625.00 ,
153031398,"VONVENDI,H1000,00944755302","$6,250.00 ",
142000032,PROTEIN (TOTAL) FLUID,$113.00 ,
142000033,GAMMA GLUTAMYLTRANSFERASE,$155.00 ,
142000034,GLUCOSE QNT BLD NOT REAGENT STRIP,$71.00 ,
158035030,BMT THAW 1ST AND LAST BAGS,$857.00 ,
158035035,BMT-THAW PER ADD'L BAG,$51.00 ,
158035057,WASH THAWED HPC,$675.00 ,
158035115,STEM CELL PRE-PROCESSING COLL'N,"$1,541.00 ",
158035145,BMT HARVEST NMDP REGISTRY,"$105,986.00 ",
158035250,BMT DONOR SEROLOGY TEST PACKAGE,$509.00 ,
158035325,MNR ABO MSMTCH-BM PROC,$853.00 ,
158035330,BMT FREEZE AND STORAGE,"$5,011.00 ",
158035422,MNR ABO MSMTCH-BM PROC,$904.00 ,
158035424,MJR ABO MSMTCH-BM PRC-HES,"$1,552.00 ",
158035430,BMT - CD34 SELECTION,"$26,319.00 ",
158035432,BMT FREEZE AND STORAGE,"$5,311.00 ",
148000036,"OCCULT BLOOD PH, GASTRIC FLUID",$90.00 ,
158037020,NMDP - FORMAL DONOR SEARCH,"$3,812.00 ",
158037022,NMDP - HLA-DR TYPING,$392.00 ,
158037026,NMDP-INFEC.DIS TEST OF DON BY DC,"$1,090.00 ",
158037032,NMDP - ADDITIONAL BLOOD SAMPLE,$712.00 ,
158037055,NMDP CANCEL @ INFO SESSION,"$1,545.00 ",
158037060,NMDP CANCEL @PHYSICAL EXAM,"$5,675.00 ",
158037065,NMDP CANCEL @ WORKUP,"$4,866.00 ",
158037105,RECEIPT CRYOPRESERVED CORD BLOOD,"$1,637.00 ",
158037132,BMT HLA TYPING I-II A-B-C- DR LR,"$1,917.00 ",
158037133,BMT HLA CLASS I-II TYPING DR HR,"$3,664.00 ",
158037135,HLA CLASS II HR ONE LOC,$581.00 ,
158037136,HLA CLASS I LRABC COMPLETE JH,$902.00 ,
158037137,HLA CLASS I HRABC COMPLETE JH,"$1,832.00 ",
158037138,HLA CLASS II LR DBR 1-3-4-5JH,$957.00 ,
158037139,HLA CLASS II HR DP JH,$757.00 ,
158037140,STR MARKERS SPECIAL ANAL PRE TX R,$862.00 ,
158037143,CHIMERISM ANALY WITH CELL SELECT,"$3,609.00 ",
158037144,HLA I AND II TYPING LR,"$3,183.00 ",
158037145,HLA I AND II TYPING HR,"$4,861.00 ",
158037146,STR MARKERS SPECIAL ANAL PRE TX D,"$1,000.00 ",
148000039,URINE PREGNANCY VISUAL COLOR,$170.00 ,
142000004,ALKALINE PHOSPHATASE -ALK,$99.00 ,
159040004,ANGIOTENSIN-1 CONV. ENZYME,$202.00 ,
159040007,"ALPHA-1-ANTITRYPSIN,FECES",$311.00 ,
159040008,ALDOLASE,$89.00 ,
159040009,METANEPHRINES FRACT BC X00694,$117.00 ,
159040011,AMYLASE PERITONEAL FLUID,$119.00 ,
159040012,"G6PD,QUAN BC X00606",$116.00 ,
159040013,AMYLASE PLEURAL FLUID,$119.00 ,
159040015,ACETYLCHOLINE RECEPTOR,$442.00 ,
159040018,"DIHYDROXYVITAMIN D 1,25 BC X00022",$131.00 ,
159040021,"CALCITONIN,FASTING",$255.00 ,
159040060,LIDOCAINE LEVEL,$192.00 ,
159040062,BARBITUATES BC X00306,$199.00 ,
159040063,DISOPYRAMIDE LEVEL,$170.00 ,
159040064,DIGITOXIN,$133.00 ,
159040066,QUINIDINE LEVEL,$148.00 ,
159040069,LORAZEPAM,$150.00 ,
159040072,FLUNITRAZEPAM URINE,$151.00 ,
159040074,FLUNITRAZEPAM BLOOD,$195.00 ,
159040076,FLUPHENAZINE,$163.00 ,
159040081,DRG SCRN QUNT EVEROLIMUS BCX00703,$360.00 ,
159040082,HEPB AMPLIF NA PROBE BC X00734,"$1,200.00 ",
159040084,ORGANIC ACID SNGL QUANT BC X00736,$360.00 ,
159040100,CATECHOLAMINES FRACT.,$472.00 ,
159040106,ISLET CELL AB BC X00029,$118.00 ,
159040107,ISLET CELL AB BC X00030,$111.00 ,
159040109,ESTRADIOL BC X00696,$252.00 ,
159040111,ALPHA1ANTITRYPSIN TOTAL BCX00693,$126.00 ,
159040112,ALPHA1ANTITRYPSIN PHENOT BCX00693,$127.00 ,
159040120,FREE FATTY ACIDS,$308.00 ,
159040121,COL CHROMOTOGRAPHY X00440,$293.00 ,
159040122,PATH CONSULT COOMPREH X00441,"$1,380.00 ",
159040123,COL CHROMOTOGRAPHY QUL/QUT X00442,$101.00 ,
159040124,CREATININE NOT BLOOD X00442,$101.00 ,
159040125,FECAL FAT QUALITATIVE,$180.00 ,
159040126,ENZYME ACTIVITY BC NOT RA X00444,"$1,175.00 ",
159040127,QUANT ASSAY DRUG X00445,$629.00 ,
159040128,ANTIEPILEPTICS 1-3 X00447,$184.00 ,
159040129,MOPATH PROCEDURE LEVEL8 X00448,"$1,290.00 ",
159040131,MOPATH PROCEDURE LEVEL 9 X00448,"$1,290.00 ",
159040132,ENZYME ACTIVITY BC NOT RA X00453,$235.00 ,
159040133,UNLISTED CHM TST TRYPTASE X00454,$268.00 ,
159040134,BLOOD CLOT F8 X00455,$283.00 ,
159040135,GASTRIN LEVEL,$175.00 ,
159040136,CLOTTING F8 VW FACTOR X00455,$283.00 ,
159040139,HLA I AND II TYPING HR X00462,$538.00 ,
159040140,INSULIN-LIKE GRW.FACTOR I,$315.00 ,
159040142,CLOT FACTOR8 RISTOCETIN X00455,$283.00 ,
159040143,FACTOR 8 VWF MULTMERIC X00455,$326.00 ,
159040146,COL CHROMOTOGRAPH QUAL/QAT X00483,$190.00 ,
159040147,GALACTOSEMIA QUAN X00485,$289.00 ,
159040148,SPECTROPHOTO ANALYTE NES X00485,$289.00 ,
159040149,SUGARS SINGLE QUAN EA X00485,$288.00 ,
159040151,INSULIN AUTOANTIBODY,$125.00 ,
159040152,HEMOGLOBIN X00485,$289.00 ,
159040153,ANTIEPILEPTICS NOS X00486,$202.00 ,
159040156,FLOW CHYTOMETRY EA ADD MRKR X0048,$256.00 ,
159040159,CELL FUNCTION ASSAY W/STM X00487,$256.00 ,
159040160,MYELIN BASIC PROTEIN,$203.00 ,
159040161,FLOW CYTOMETRY 1ST MRKR X00487,$257.00 ,
159040162,FLOW CYTOMETRY INERP 2-8 X00487,$298.00 ,
159040164,FLOURESENT AB SCRN X00451,$203.00 ,
159040165,RENIN,$281.00 ,
159040166,ENDOMYSIAL TITER BC X00452,$80.00 ,
159040170,RBC FOLATE,$199.00 ,
159040175,SEROTONIN,$223.00 ,
159040178,SEROTONIN URINE,$60.00 ,
159040179,IMMUNOASSAY QUANT NOS NOAB X00400,$293.00 ,
159040181,FECAL LIPIDS TOTAL,$224.00 ,
159040185,STOOL PH,$102.00 ,
159040186,PHENOTYPE INFECT AGNT DRG X00396,$717.00 ,
159040187,GENOTYPE DNA HIV REVERSE X00396,$618.00 ,
159040188,AB ASPERGILLUS X00399,$80.00 ,
159040189,IMMUNOASSAY QUANT NOS NOAB X00401,$330.00 ,
159040193,HIV1 VIRAL LOAD BC X00685,$247.00 ,
159040196,HIV-1PROBE&TRANSCRPJ BC X00459,$235.00 ,
159040206,THYROID STIMULATING IMMUNOGLOB,$743.00 ,
159040210,"UROBILINOGEN,QUANT,FECES",$130.00 ,
159040215,VITAMIN B1 LEVEL,$339.00 ,
159040223,VIT B12 UNSATURATED BINDING CAP,$65.00 ,
159040224,VITAMIN B6,$469.00 ,
159040230,VITAMIN D LEVEL X00410,$104.00 ,
159040245,ANTI-CENTROMERE ANTIBODY,$332.00 ,
159040256,IA OTHER TUMOR AG QUANT EA AFP,$223.00 ,
159040262,ALKALINE PHOS ISOENZYME,$118.00 ,
159040263,(BILL COMPONENT 40262) ALK PHOS,$111.00 ,
159040265,ALUMINUM,$275.00 ,
159040277,AMITRIPTYLINE,$455.00 ,
159040304,"DRUG QUANT, NES BC 40303",$126.00 ,
159040310,ANTI-MYELOPEROXIDASE AB,$803.00 ,
159040315,"AMYLASE,URINE",$106.00 ,
159040318,"FLUORES AB, SCRN EA AB BC X00074",$188.00 ,
159040319,FLUORESCENT AB TITER EA BCX00260,$39.00 ,
159040320,APOLIPOPROTEIN A AND B,$131.00 ,
159040325,"ARSENIC,URINE,BATTERY",$547.00 ,
159040326,CREATININE NOT BLOOD BC 40325X,$46.00 ,
159040336,"GONADOTROPIN, HCG QUANT CSF",$118.00 ,
159040345,"CHOLYLGLYCINE, FASTING",$181.00 ,
159040351,ASSAY OF SERUM ALBUMIN BC X00028,$38.00 ,
159040352,"ASSAY,IGA,IGD,IGG,IGM BC X00028",$41.00 ,
159040353,"ALBUMIN, QUANT BC X00028",$43.00 ,
159040360,CALCULUS ANALYSIS,$96.00 ,
159040365,CATECHOLAMINE FRACTION-24HR URINE,$249.00 ,
159040366,"CREATININE, NOT BLOOD BC 40365",$225.00 ,
159040380,CARCINOEMBRYONIC ANTIGEN,$316.00 ,
159040385,PSEUDOCHOLINESTERASE,$79.00 ,
159040386,(BILL COMPONENT 40385) DIBUCAINE,$78.00 ,
159040388,IGM ELISA (PALO ALTO) IGM TITER,$384.00 ,
159040397,DEOXYCORTISOL 11 BC X00740,$244.00 ,
142000404,RECTI AUTOMATED COUNT RR0039,$95.00 ,
159040400,CLONAZEPAM,$81.00 ,
159040412,CORTISOL FREE URINE 24 HR,$267.00 ,
159040415,CRT (CREATINE),$155.00 ,
159040420,COPPER,$268.00 ,
159040430,CYANIDE(SEND ENTIRE TUBE OF BLOOD,$228.00 ,
159040435,DESIPRAMINE LEVEL,$244.00 ,
159040440,DOXEPIN,$330.00 ,
159040450,ETHOSUXIMIDE,$313.00 ,
159040455,FRACTIONATED AMYLASE,$214.00 ,
159040465,"FLUCYTOSINE-5, LEVEL",$400.00 ,
159040467,QUANTITATIVE ASSAY DRUG BC X00608,$568.00 ,
159040470,FLUOXETINE,$328.00 ,
159040475,FOLIC ACID,$199.00 ,
159040476,IMMUNOASSAY NONANTIBODY X00421,$134.00 ,
159040479,AB ENCEPHLITS CALIF X00424,$60.00 ,
159040480,FRUCTOSAMINE,$167.00 ,
159040481,AB ENCPHLTS EQUINE X00424,$60.00 ,
159040482,AB ENCPHTLS STLOUIS X00424,$60.00 ,
159040483,AB ENCEPHLTS W EQUINE X00424,$60.00 ,
159040484,WST NILE VIRUS X00424,$111.00 ,
159040486,WST NILE AB IGM X00424,$118.00 ,
159040487,TRIIODOTHYRONINE T3 FREE,$417.00 ,
159040488,CLOTTING FACTOR IX X00426,$321.00 ,
159040489,FACTOR INHIBITOR TEST X00426,$321.00 ,
159040492,AB VIRUS NES X00429,$135.00 ,
159040493,AB VIRUS NES X00430,$218.00 ,
159040494,AB VIRUS NES X00431,$228.00 ,
159040496,UNLISTED MOLECULAR PATH X00417,"$1,508.00 ",
159040497,MASS SPEC QUAL QUANT X00418,$83.00 ,
159040499,C CHROMAT GR QUA ANALYSIS X00418,$83.00 ,
159040507,ANTIEPILEPTIC NOS 1-3 X00422,$348.00 ,
159040508,MOPATH PROCEDURE LVL2 X00433,$901.00 ,
159040509,ENZYME ACTIVITY BC NOT RA X00420,$860.00 ,
159040515,"HEAVY METALS,BLOOD",$272.00 ,
159040516,LEAD BC 40515X,$281.00 ,
159040517,MERCURY QUANTITATIVE BC 40515X,$315.00 ,
159040520,DELTA ALA BC 40520X,$78.00 ,
159040521,ARSENIC BILLING COMPONENT 40520,$78.00 ,
159040522,ARSENIC BILLING COMPONENET 40520,$78.00 ,
159040523,CREATININE NOT BLOOD BC 40520X,$77.00 ,
159040525,HUMAN PLACENTAL LACTOGEN,$544.00 ,
159040526,CCP ANTIBODY BC X00449,$180.00 ,
159040545,IBUPROFEN LEVEL,$103.00 ,
159040550,IMIPRAMINE,$149.00 ,
159040555,HALOPERIDOL,$166.00 ,
159040575,LACTIC ACID-CSF,$238.00 ,
159040590,LAMOTRIGINE,$143.00 ,
142000406,RETICULOCYTE COUNT (MANUAL),$118.00 ,
159040600,LDH ISOENZYMES,$242.00 ,
159040620,LIPOPROTEIN ELECTROPHORESIS,$219.00 ,
159040621,(BILLCMP 40622) TRIGLYCERIDES,$76.00 ,
159040622,(BILL CMP 40620) CHOLESTEROL,$83.00 ,
159040627,LIPOPROTEIN (A),$104.00 ,
159040630,LACTATE PYRUVATE BATTERY,$287.00 ,
159040631,(BILLCMP 40630) PYRUVATE,$293.00 ,
159040640,"MAGNESIUM,RANDOM URINE",$50.00 ,
159040641,(BILL COMPONENT 40640),$57.00 ,
159040645,"MAGNESIUM URINE,TIMED",$37.00 ,
159040646,(BILL COMPONENT 40645 CREATININE),$40.00 ,
159040650,MYOGLOBIN,$271.00 ,
159040655,"MYOGLOBIN,URINE",$267.00 ,
159040660,NORTRIPTYLINE,$275.00 ,
159040667,5 NUCLEOTIDASE,$196.00 ,
159040670,"OXALATE,URINE",$126.00 ,
159040672,COMPLEMENT AG EACH BC X00609,$655.00 ,
159040675,PORPHOBILINOGEN QUANT.24HR,$85.00 ,
159040680,PORPHOBILINOGEN QUANT.RANDOM URIN,$104.00 ,
142000407,GLYCOSYLATED HEMOGLOBIN,$161.00 ,
159040700,"PHOSPHOROUS,24HR URINE",$102.00 ,
159040705,"PHOSPHOROUS,RANDOM URINE",$118.00 ,
159040710,"PORPHOBILINOGEN,QUAL UR.",$104.00 ,
159040715,"PORPHOBILINOGEN,QUAL. URINE",$82.00 ,
159040726,QUANT URINE PORPHYRINS,$287.00 ,
159040730,"PORPHYRIN,FRACTIONATION RANDOM UR",$287.00 ,
159040736,QUANT URINE PORPHYRINS RANDOM,$136.00 ,
159040746,PRIMIDONE,$87.00 ,
159040747,(BILL COMPONENT) 40746,$199.00 ,
159040750,PROCAINAMIDE,$218.00 ,
159040765,"PYRUVIC ACID, BLOOD",$301.00 ,
159040770,SEX HORMONE BIND.GLOBULIN,$123.00 ,
159040774,EXAM SYN FL CRYSTALS BC X00245,$55.00 ,
159040775,STOOL OSMOLALITY,$224.00 ,
159040780,THYROXINE BINDING GLOB.,$108.00 ,
159040781,"TESTOSTERONE, FREE BC X00437",$122.00 ,
