ProcedureID,Description,Charge
790240,BREAST TOMOSYNTHESIS BI SCREEN,$105.00
790243,"COMB,ENDO.CATH.BILI. AND DUCT",$646.74
790251,SHUNTOGRAM NONVASCULAR,$475.17
790258,US EXTREMITY NON VASCUL LMITED,$879.32
790262,US BREAST UNILAT LIMITED,$350.62
790274,3D REND.W/POST PROCESS NOT IND,$887.12
790282,US GUIDANCE NEEDLE PLACEMENT,"$1,187.77"
790290,TISS ABLATE US GUIDE,$790.80
790314,US ABD AORTA SCREENING STUDY,$574.93
790317,X-RAY EXAM HIP UNI 2-3 VIEWS,$252.68
790322,UPR/LXTR ART STDY 3+ LVLS,$436.82
790346,LOW EXTREMITY STUDY COMPLETE,$889.35
790354,LOW EXTREMITY STUDY LIMITED,$534.45
790362,UPPER EXTREMITY STUDY COMPLETE,$777.00
790370,UPPER EXTREMITY STUDY LIMITED,$469.35
790375,URETHROCYSTOGRAPHY VOIDING,$699.00
790382,HYSTERDSALPINGO SI,$960.73
790386,VESSEL MAPPING HEMO ACCESS,$296.10
790390,FLUOR GUID FOR NEEDLE PLACEMNT,$985.17
790394,VASCULAR STUDY LIMITED,$337.05
790402,VASCULAR STUDY COMPLETE,$479.85
790430,MYELO. CERVICAL COMPL,"$1,841.23"
790454,FLUORO GUIDED SPINE INJ,$475.17
790462,CONTRAST X-RAY OF HIP,$595.54
790478,ABDOMEN 2 VIEW,$236.00
790486,ABDOMEN 3 OR MORE VIEWS,$300.00
800011,CT HEAD WITHOUT CONTRAST,"$2,397.45"
800029,CT HEAD WITH CONTRAST,"$2,669.44"
800037,CT ORBIT WITHOUT CONTRAST,"$2,188.24"
800045,CT ORBIT WITH CONTRAST,"$2,417.25"
800052,CT THORAX;WITHOUT CONTRAST,"$2,545.47"
800060,CT THORAX;WITH CONTRAST,"$2,792.22"
800094,CT PELVIS;WITHOUT CONTRAST,"$2,238.81"
800102,CT PELVIS;WITH CONTRAST,"$2,510.68"
800110,CT UPPER EXTREM;WITHOUT CONTRA,"$2,110.67"
800128,CT UPPER EXTREM;WITH CONTRAST,"$2,345.61"
800136,CT LOWER EXTREM;WITHOUT CONTRA,"$2,238.81"
800144,CT LOWER EXTREM;WITH CONTRAST,"$2,436.81"
800151,CT ABDOMEN;WITHOUT CONTRAST,"$2,238.81"
800169,CT ABDOMEN;WITH CONTRAST,"$2,562.37"
800177,CT HE;WITHOUT CON FLO CONT,"$3,201.31"
800185,CT ABD;WITHOUT CON FLO CON,"$3,026.31"
800193,CT NECK; WITH CONTRAST,"$2,794.61"
800243,CT THORACIC SPINE;WITHOUT CONT,"$2,341.86"
800250,CT THORACIC SPINE;WITH CONTRAS,"$2,714.17"
800268,CT LUMBAR SPINE;WITHOUT CONT,"$2,529.18"
800276,CT LUMBAR SPINE;WITH CONTRAST,"$2,866.03"
800284,CT CERVICAL SPINE;WITHOUT CONT,"$2,529.18"
800292,CT CERVICAL SPINE;WITH CONT,"$2,917.74"
800326,CT MAXCILLOFACIAL WITHOUT CONT,"$2,529.18"
800334,CT MAXILLOFACIAL WITH CONTRAST,"$2,781.82"
800342,CT MAXILLOFACIAL WOUT CON FOL,"$3,245.74"
800359,CT ORBIT WITHOUT CON FOL W/CON,"$2,898.90"
800367,CT THORAX WITHOUT CON FOL W/CO,"$3,417.20"
800383,CT NECK WITHOUT CONTRAST,"$2,567.09"
800391,CT NECK WITHOUT CON FOL WITH C,"$3,285.12"
800458,CT GUIDANCE NEEDLE PLACEMENT,"$2,661.15"
800500,IMAGING GUIDED SURG.PROC.,$654.82
800516,CT PELVIS W/O FOLL BY WITH,"$2,942.08"
800564,"CT ANGIOGRAPHY, HEAD WITH DYE","$3,251.89"
800572,"CT ANGIOGRAPHY, NECK WITH DYE","$3,247.45"
800580,"CT ANGIOGRAPHY,CHEST WITH DYE","$3,538.67"
800588,CT ANGIOGRAPH PELV WITH DYE,"$2,990.37"
800596,CT ANGIO UPR EXTRM WITH DYE,"$2,628.78"
800604,CT ANGIO LWR EXTR WITH DYE,"$2,401.33"
800612,CT ANGIO ABDOM WITH DYE,"$3,042.08"
800620,CT ANGIO ABDOMINAL ARTERIES,"$2,310.76"
800628,CT UPPR EXTREMITY W/O FOLL WTH,"$2,689.85"
800636,CT ABD & PELVIS W/O CONTRAST,"$2,238.69"
800644,CT ABD & PELVIS W/CONTRAST,"$2,562.37"
800652,CT ABD & PELVIS W/O CONTRST 1+,"$3,026.31"
800676,CT ANGIO ABD&PLVIS CNTRST MTRL,"$2,605.14"
800684,CT LUNG SCREEN SELF PAY,$150.00
800692,CT LOW DOSE SCREENING LUNG,"$2,545.47"
800708,CT GUIDANCE NEEDLE PLACEMENT,"$2,661.15"
800716,RAD GUIDANCE PERC DRAIN ABSC,$913.17
1999994,GUILFOYLE AMBULANCE,$687.22
2201101,1BABY ;0-19WK;0/1;0-12HR,"$1,125.84"
2201143,1BABY ;0-19WK;0/1;12-24HR,"$1,388.98"
2201184,2BABY ;0-19WK;0/1;24+ HR,"$1,652.11"
2202109,1BABY ;20+WK;1/0;00-12HR,"$1,126.04"
2202141,1BABY ;20+WK;1/0;12-24HR,"$1,388.98"
2202182,1BABY ;20+WK;1/0;24+ HR,"$1,546.88"
2202208,TWINS ;20+WK;0/2;00-12HR,"$1,262.82"
2202240,TWINS ;20+WK;0/2;12-23HR,"$1,525.99"
2202281,TWINS ;20+WK;0/2;24+  HR,"$1,788.81"
2209245,FETAL NON STRESS TEST,$291.20
2209278,LABOR CHECK W/FETAL MONITORING,$538.73
2209286,NEO NATAL TRANSPORT,$796.12
2209294,MATERNAL TRANSPORT,$796.12
2209302,VACUUM DELIVERY SERVICES,$64.23
2209336,O/P INJECTION,$45.29
2209385,CIRCUMCISION,$357.63
2209484,RECOVERY 060 MIN REG,$210.41
2209518,RECOVERY;075 MIN REG,$263.05
2209542,RECOVERY 090 MIN REG,$315.51
2209617,RECOVERY;120 MIN W/HEMO,$589.39
2209997,EXTERNAL VERSION       (REVISI,$624.37
2210003,C SECTION WITH PACK,"$2,621.81"
2210068,LABOR CHECK W/O MONITORING,$235.69
2301273,"CHEMO, IV PUSH, SNGL DRUG",$488.47
2301281,"CHEMO, IV INFUSION, UP TO 1 HR",$703.93
2301315,IV HYDRATION INITIAL UPTO 1HR,$382.18
2301323,IV HYDRATION EA.ADD UPTO 8HRS,$74.06
2301331,"THER/PROPH/DIAG INJ, SQ OR IM",$116.40
2301349,THER/PROPH/DIAG/IV PUSH INITAL,$382.18
2301554,"CHEMO, IV INFUSION, ADDL HR",$159.81
2301578,"CHEMO, ANTI-NEOPL, SQ/IM",$263.96
2301586,"CHEMO, IV PUSH, ADDL DRUG",$280.11
2301594,CHEMO PROLONG INFUSE W/PUMP>8,$752.43
2301602,CHEMO IV INFUS EACH ADDL SEQ,$335.79
2301610,IRRIG.IMPLANTED VENOUS ACCESS,$111.32
2301618,THER/PROPH/DIAG INJ IVP ADD,$74.06
2301626,"THER/PROPH/DIAG IV INF, INIT",$382.18
2301634,"THER/PROPH/DG IV INF, ADDL.",$74.06
2301642,REFILLING /MAINT.PORT.PUMP,$506.57
2301656,TX/PROPH/DG ADDL SEQ IV INF,$116.40
2301664,THER/DIAG CONCURRENT INF,$67.32
2301672,CHEMO HORMON ANTINEOPL SQ/IM,$116.40
2301688,OFFICE OUTPT NEW II,$135.61
2301696,OFFICE OUTPT NEW III,$135.61
2301704,OFFICE OUTPT NEW IV,$135.61
2301712,OFFICE OUTPT NEW V,$135.61
2301798,OFFICE OUTPT NEW 20 MINUTES,$146.00
2301806,OFFICE OUTPT NEW 30 MIN,$210.00
2301894,OFFICE OUTPT NEW 45 MIN,$321.00
2301902,OFFICE OUTPT NEW 60 MIN,$404.00
2301950,INITIAL HOSPITAL CARE LOW,$245.12
2301958,INITIAL HOSPITAL CARE MOD,$310.14
2301966,INITIAL HOSPITAL CARE HIGH,$389.46
2302006,OFFICE O/P EST LEVEL II,$135.61
2302014,OFFICE OUTPT EST 10 MIN,$86.00
2302022,OFFICE O/P EST LEVE III,$135.61
2302030,OFFICE OUTPT EST15 MIN,$143.00
2302046,OFFICE O/P EST LEVEL IV,$135.61
2302054,OFFICE OUTPT EST 25 MIN,$211.00
2302062,OFFICE O/P EST LEVEL V,$135.61
2302070,OFFICE OUTPT EST 40 MIN,$284.00
2302078,APPLICATON ON-BODY INJECTOR,$74.06
2302118,DX BONE MARROW BX & ASPIR,"$2,696.00"
2302126,DX BONE MARROW BX & ASPIR,$332.00
2302134,PHLEBOTOMY THERAPEUTIC,$210.08
2302142,SUBSEQUENT HOSPITAL CARE LOW,$100.17
2302150,SUBSEQUENT HOSPITAL CARE MOD,$150.10
2302158,SUBSEQUENT HOSPITAL CARE HIGH,$196.20
2302166,DRAW BLOOD OFF VENOUS DEVICE,$210.00
2302174,COLLECT BLOOD FROM PICC,$210.00
2410157,OPERATING ROOM SERVICE ADD'L,$158.31
2410603,OPERATING ROOM SERVICE,$633.96
2430155,OPERATING ROOM SERVICE ADD'L,$475.70
2430601,OPERATING ROOM SERVICE,"$1,902.35"
2498168,LASER IMAGING ATIOL,$456.08
2513612,ASC-AMPUTATION OF DIGIT,"$4,594.37"
2513620,ASC-ARTHRODESIS,"$6,248.14"
2513646,ASC-BUNIONECTOMY,"$8,465.92"
2513653,ASC-CARPAL TUNNEL REL TRIG FIN,"$6,456.52"
2513661,ASC-CLOSED REDUCTION,"$4,219.39"
2513679,ASC-CLOSED REDUC WITH K-WIRES,"$7,061.10"
2513687,ASC-EXCISION GANGLION,"$5,204.01"
2513695,ASC-OPEN REDUCTION EXTREMITY,"$4,762.14"
2513703,ASC-OPEN REDUCTION FINGER;TOE,"$5,135.04"
2513711,ASC-OPERATIVE ARTHROSCOPY,"$9,943.17"
2513737,ASC-OSTEOTOMY TIBIA,"$4,609.17"
2513745,ASC-REMOVAL OF HARDWARE EXTREM,"$5,061.00"
2513760,ASC-SHOULDER REPAIR,"$7,213.84"
2513778,ASC-TENDON AND NERVE REP.HAND;,"$6,946.81"
2513794,ASC-BIOPSY BONE,"$7,157.73"
2513802,ASC-PALMAR FASCIECTOMY,"$10,384.41"
2513810,ASC-EXC.MASS;LIPOMA;OR TUMOR,"$5,659.00"
2513828,ASC-IRRIGATION AND DEBRID-ORTH,"$5,340.91"
2513844,ASC-CIRCUMCISION,"$6,057.56"
2513869,ASC-CYSTOSCOPY,"$3,331.41"
2513877,ASC-EPIDIDYMECTOMY,"$5,692.46"
2513885,ASC-HYDROCELECTOMY-TORSION TES,"$6,413.24"
2513893,ASC-MEATOTOMY,"$5,449.75"
2513919,ASC-ORCHIOPEXY-INGUINAL SCROTA,"$7,693.05"
2513943,ASC-TURB,"$5,230.66"
2513950,ASC-VASECTOMY,"$7,852.09"
2513976,ASC-ABD BIL PART SALPINGECTOMY,"$7,041.86"
2514008,ASC-D&C,"$4,596.98"
2514016,ASC-D&C CONE BIOPSY OF CERVIX,"$5,034.68"
2514032,ASC-EXC BARTHOLIN DUCT CYST,"$4,901.23"
2514040,ASC-LAPAROSCOPIC TUBAL COAG,"$5,771.71"
2514057,ASC-LAPAROSCOPIC RING STERIL,"$5,274.61"
2514065,ASC-LAPAROSCOPY OPEN,"$7,100.73"
2514081,ASC-D&C LAPAROSCOPIC TUBAL COA,"$6,095.94"
2514099,ASC-D&C LAPAROSCOPIC RING STER,"$5,037.44"
2514107,ASC-DIAGNOSTIC LAPAROSCOPY,"$5,767.35"
2514115,ASC-HYSTEROSCOPY,"$4,835.03"
2514131,ASC-OOPHORECTOMY,"$7,962.06"
2514164,ASC-SUCTION CURETTAGE OF UTERU,"$3,477.98"
2514172,ASC-BREAST BIOPSY/GYNECOMASTIA,"$4,051.27"
2514180,ASC-BREAST BIOPSY/LUMPECTOMY,"$5,204.86"
2514198,ASC-BRONCHOSCOPY,"$6,579.11"
2514214,ASC-DEBRIDEMENT,"$2,878.49"
2514222,ASC-ESOPHAGOSCOPY,"$4,320.65"
2514248,ASC-EXCISION LESION,"$4,165.67"
2514255,ASC-HERNIA REPAIR INGUINAL/FEM,"$5,836.95"
2514263,ASC-HERNIA REPAIR VENT/INCIS/U,"$5,647.30"
2514289,ASC-LYMPH NODE BIOPSY,"$6,159.62"
2514297,ASC-MASTECTOMY-MODIFIED RADICA,"$9,091.28"
2514305,ASC-PILONIDAL CYST,"$6,567.39"
2514339,ASC-VERICOSE VEINS,"$7,307.21"
2514347,ASC-INFUSAPORT INSERTIONS,"$9,090.67"
2514354,ASC-INCISION & DRAINAG-GEN/CV,"$3,230.04"
2514388,ASC-BRONCHOSCOPY/ESOPHA/LARYNG,"$4,404.03"
2514396,ASC-CATARACT EXTRACTION,"$6,808.63"
2514400,LEVEL II CATARACT SURGERY,"$7,489.47"
2514404,ASC-CHOANAL POLYP/NASAL POLYP,"$4,927.58"
2514412,ASC-CLOSED REDUC NASAL FX,"$4,643.15"
2514438,ASC-EXTRACTION TEETH,"$9,107.65"
2514440,ASU-SINGLE TOOTH EXTRACTION,"$2,962.45"
2514453,ASC-NASAL CAUTH/NASAL PACKING,"$3,799.50"
2514461,ASC-SEPTOPLASTY,"$5,867.44"
2514479,ASC-TYMPANOPLASTY/STAPEDECTOMY,"$6,866.43"
2514487,ASC-TYMPANOTOMY WITH TUBES,"$3,157.35"
2514495,ASC-CYST EXCISION,"$3,731.28"
2514503,ASC-ADENOIDECTOMY,"$4,300.79"
2514511,ASC-DIR.SUSPEN.MICROLYARONGOSC,"$4,586.53"
2514529,ASC-INCISION & DRAIN-EENT/DENT,"$3,207.38"
2514545,ASC-EXAMINATION UNDER ANESTHES,"$2,427.52"
2514552,ASC-TURP,"$4,521.77"
2514586,ASC-CATARACT EXTRACT W/IOL IMP,"$7,578.46"
2514594,ASC-SECONDARY IMPLANT OF IOL,"$6,664.15"
2514610,ASC-REMOVAL OF FOREIGN BODY,"$5,523.00"
2514685,ASC-EXCISION OF CHALAZION,"$5,393.80"
2514693,ASC-DIAGNOSTIC ARTHROSCOPY,"$9,893.35"
2514701,ASC-HYMENECTOMY,"$4,300.97"
2514719,ASC-HYMENOTOMY,"$4,300.97"
2514727,ASC-REM J STENT,"$3,093.97"
2514743,ASC-VAGINAL BIOPSY,"$4,712.35"
2514768,ASC-BRONCHOSCOPY WITH BIOPSY,"$7,382.69"
2514784,ASC-BIL ORCHIECTOMY,"$5,588.67"
2514818,ASC-MCDONALDS PROC CERV CERCLA,"$5,076.50"
2514826,ASC-FRENULECTOMY,"$4,222.62"
2514842,ASC-TEMPORAL ARTERY BX,"$5,048.37"
2514859,ASC-CHEILECTOMY ANKLE,"$5,370.27"
2514875,ASC-TONSILLECTOMY,"$5,748.66"
2514925,ASC-ANTLIMETHMOIDENPSCMAXSINCR,"$7,480.17"
2514933,ASC-HICKMAN CATHETER REMOVAL,"$5,135.31"
2514958,ASC-LACRIMAL DUCT PROBING,"$3,247.07"
2514974,ASC-FUSION TOE OR FINGER,"$5,333.69"
2514982,ASC-LID SURGERY,"$4,275.67"
2515013,REMOVAL ODONTOMA,"$5,385.95"
2515021,OPEN REDUCTION NASAL FX,"$5,626.71"
2515039,CAUTERIZATION OF TURBINATES,"$5,424.43"
2515054,T & A,"$6,130.29"
2515088,EXAM NASO PHARNX,"$3,762.42"
2515096,MASTIODECTOMY,"$12,402.34"
2515104,ENDOSCOPIC EXAM MAXILLARY SINU,"$8,460.44"
2515108,STEREOTACTIC EXAM MAX.SINUS,"$9,886.51"
2515112,I & D ENT / DENTAL,"$5,366.08"
2515120,EXC CYST MANDIBLE,"$6,317.47"
2515179,EPIGASTRIC HERNIA,"$5,402.12"
2515187,PULSE GENERATOR CHANGE,"$6,853.88"
2515203,REMOVAL INFUSAPORT,"$5,278.04"
2515229,BREAST BX ANILLARY DISSECT,"$7,848.19"
2515237,AV FISTULA,"$8,694.54"
2515294,CALPORRAPHY / SHIRODKAR,"$5,404.33"
2515302,EXC ENDOMETRIOMA,"$5,535.89"
2515310,VULVAR BX,"$3,778.14"
2515328,MINI LAP BILPART SALPINGECTOMY,"$5,448.08"
2515336,LAPAROSPIC OVARIAN CYSTECTOMY,"$7,868.51"
2515377,ACHILLES TENDON REPAIR,"$7,156.59"
2515401,ARTHROPLASTY,"$7,116.05"
2515419,REPAIR ROTATOR CUFF,"$7,349.48"
2515427,ORIF FX CLAVICLE,"$7,207.53"
2515450,I & D ORTHO,"$5,541.29"
2515468,OSTEOTOMY TOE,"$7,167.03"
2515625,ASC - LITHOTRIPSY,"$12,702.17"
2515633,ARTHO. ACL RECONSTRUCTION,"$12,938.92"
2515658,BLEHPAROPLASTY,"$6,343.40"
2515666,LAPAROSCOPIC APPENDECTOMY,"$12,123.66"
2515674,LAPAROSCOPIC HERNIA REPAIR,"$12,502.40"
2515682,LAPAROSCOPIC CHOLECYSTEOTOMY,"$13,258.29"
2515716,ASC-DIRECT PHARYNGOSCOPY,"$5,114.90"
2515740,OPERATIVE HYSTERSCOPY,"$8,673.17"
2515765,UNLISTED PROCEDURE; EYELIDS,"$5,343.64"
2515807,CONJUNCTIVORHINOSTOMY W/ TUBE,"$5,343.64"
2515887,BX PENILE LESION,"$6,399.67"
2515895,EXC SUBMANDIBULAR GLAND,"$7,521.85"
2515927,EXC PROXIMAL EXOSTOIS,"$7,277.60"
2515943,COLONOSCOPY,"$6,132.50"
2515951,ANCHOVEY FRACTURE,"$6,524.39"
2515959,NORTONS NEUROMA,"$7,262.31"
2516008,SHOULDER ARTHROSCOPY,"$12,436.98"
2516016,PROXIMAL PHALANX,"$5,610.84"
2516040,CATARACT TRABECULECTOMY,"$6,956.99"
2516628,UPPER ENDOSCOPY GUIDEW DILATAT,"$5,857.67"
2516644,TRACHEOSTOMY,"$6,002.66"
2516652,STABISIMUS,"$8,524.46"
2516660,CATARACT W/IOL TAJ,"$4,173.15"
2516708,LABIAIPLASTY,"$7,030.77"
2516716,ECTROPIAN REP/PUNCT EVER/TARSO,"$6,906.03"
2516732,PUNCTOPLASTY W/LACIMAL IRRIGAT,"$3,949.22"
2516748,PTOSIS,"$8,768.76"
2516772,EXCISE NASAL TUMOR W/RECONSTRU,"$8,361.57"
2516828,CANNULECULAR LESION EYE LID,"$5,007.80"
2516844,PORTACATH,"$10,667.06"
2516868,RADIOLOGY PATIENT W/MAC,$465.02
2516885,TVT,"$9,093.19"
2516910,NOVASURE ENDOMETRIAL ABLATION,"$7,214.32"
2610152,RECOVERY ROOM SERVICE ADD'L 15,$101.59
2610301,RECOVERY ROOM SERVICE TO 30MN,$203.53
2674919,EPIDURAL BLOOD PATCH,"$1,314.35"
2674927,"EPIDURAL BLOCK (CVR,THR)","$1,944.55"
2870152,ANESTHESIA SERV-OR ADD'L 15,$88.17
2870301,ANESTHESIA SERV TO FIRST 30MIN,$176.39
2900017,O/P PHASE III-CARD.REHAB.MONTL,$140.94
2900058,O/P PHASE II-CARDIAC REHAB.,$209.59
2900090,PHASE I - CARDIAC REHAB,$187.70
2900181,FAMILY EXCERCISE,$63.05
2900215,CAR-PUL REHAB MAINT EXER MONTH,$67.98
2900223,CAR-PUL REHAB MAINT EXER-QRTLY,$182.18
2900336,"PULM.REHAB.INCLUDES,PER HR",$223.66
3009032,CIRCUMCISION TR,$76.89
3009982,MISC CHARGE,$18.80
3099991,MISCELLANEOUS,$260.37
3100047,MEDICAL SUPPLIES,$136.13
3100096,ANESTHESIA SUPPLIES CHARGE,$19.49
3246709,SURG SIMPLEX BONE CEMENT,$209.10
3247517,TLS SURGICAL DRAINAGE,$77.14
3256963,BEAR HUGGER BLANKET UPPER,$58.49
3274297,AIRWAY NASO 30 FR,$13.21
3274305,AIRWAY NASO 32 FR,$12.58
3274719,18FR ESOPHOGEAL STETHOSCOPE,$17.98
3700846,OXYGEN MASK PED,$3.77
3701950,OXYGEN VENTI MASK,$6.22
3703055,T-TUBE,$1.38
3703071,TRACH MASK,$6.96
3703089,TRACH MASK PED,$9.33
3703105,AEROCHAMBER,$38.23
3703113,SALTER CANN,$14.81
3703170,PEDIATRIC AEROCHAMBER,$81.40
3900065,DIALYSIS SERVICE,"$1,579.80"
4300390,"TROCAR, CATHETER 24 FR 561050",$43.46
4300418,PET FDG PER DOSE UPT0 45mCi,"$1,247.32"
4300503,DEVICE TVT,"$4,357.59"
4300693,SET MAMMOTOME VACUUM,$58.87
4300695,PROBE 11G BLADDED MAMMOMARK,$844.03
4300700,GUIDE PROBE MAMMOTOME,$25.83
4300721,DISPOABLE DRUG DELIVERY <5ML,$598.59
4300742,BIOSHIELD BIOPSY VALVE,$3.42
4300748,"DRESSING, FOAM",$33.75
4300752,CATHETER BALLOON SOS BAKRI,$677.28
4300753,"KIT,FIDUCIARY MARK 1.0MM X 3.O",$649.90
4300811,"SEPRAFILM, 3X5",$361.62
4300812,"SEPRAFILM, 5X6",$723.23
4300816,CATHETER 16FR OR 18FR 2WAY 5CC,$39.87
4300885,DEVICE INFLATION DISPOSABLE,$176.86
4300926,KIT NOVASURE NS2000,"$3,490.48"
4300935,STENT ESOPHAGEAL COATED/W DEL.,"$6,980.98"
4300949,"TUBE,PAPARELLAR TYPE VENT",$52.95
4300961,PROGRAMER PT SC5500,"$3,911.74"
4300962,POSTERIOR CHAMBER IOL,$190.19
4300968,LEAD NEURO TEST KIT 60CM 3086,"$3,634.37"
4300972,SHEATH CATHETER INTRODUCER,$254.80
4300979,COILS,$254.42
4300982,PLURAX KIT 50-7000B,"$1,474.11"
4300984,INJ.SYNTH.IMPLANT URINARY 1ML,$455.63
4300988,IMPLANT PROPEL,"$1,774.04"
4300990,ISTENT OCCULAR IMPLANT,"$4,497.37"
4301029,PRISMASOL BGK4/2.5 5000 ML,$79.17
4301030,PRISMASOL BGK2/3.5 5000 ML,$79.17
4301031,PRISMASATE BGK4/2.5 5000 ML,$63.59
4301032,PRISMAFLEX M100 SET,$454.23
4301033,PRISMAFLEX M150 SET,$506.14
4700052,BEAR HUGGER BLANKET FULL,$8.76
4700076,BLOOD DONOR BAG,$31.87
4700185,BLADE SURGICAL CLIPPER DISP.,$10.12
4700316,BREASTPUMP; MANUALECHRIC SYSTE,$100.08
4700340,WOUND VAC.CANISTER,$118.77
4700373,CATHETER; ARROW RADIAL ART 20G,$35.25
4700381,BREATHING CIRCUIT,$95.42
4700390,BIPOLAR PACING 5FR CATHETER,$364.39
4700449,CATHETER FOLEY 3CC 10FR,$17.17
4700464,"CATHETER,FOLEY 5CC 12FR",$17.17
4700480,CATHETER FOLEY 5CC 14FR,$17.13
4700522,CATHETER FOLEY 5CC 16FR,$17.13
4700563,CATHETER FOLEY 5CC 18FR,$17.10
4700605,CATHETER FOLEY 5CC 20FR,$17.13
4700647,CATHETER FOLEY 5CC 22FR,$15.14
4700688,CATHETER FOLEY 5CC 24FR,$16.77
4700700,BALLARD SUCTION CATHETER,$34.17
4700761,CATHETER LEG STRAP,$13.55
4700928,CATHETER TRAY ADD-A-FOLEY,$23.55
4700969,CATHETER TRAY FOLEY 16FR,$38.22
4701009,CATHETER TRAY FOLEY 18FR,$38.24
4701041,CATHETER TRAY URETHRAL 14FR,$9.36
4701249,CATHETER TROCAR 24FR,$68.49
4701348,CATHETER; INTRAN-INTRA UTERINE,$189.42
4701405,CATHETER UMBILICAL ART 5.0 FR,$42.28
4701427,PROTECTANT SKIN REMEDY 2OZ,$7.72
4701428,TRIPLE EPC CARE EA.,$28.60
4701430,CLEANSER WOUND DERMAL 8oz,$27.25
4701431,ADHESIVE ALLEVYN 3X3 EA.,$14.84
4701433,CLEANER WOUND SKINTEGRITY,$10.27
4701434,DRESSING REPLICARE THIN 2X,$9.26
4701436,DRESSING OPTIFOAM 6X6,$12.21
4701438,DRESSING OPTIFOAM GENTLE,$7.21
4701439,DRESSING OPTIFOAM POST OP 3X16,$67.67
4701441,DRESSING OPTIFOAM AG POST OP,$61.68
4701451,CREAM SKIN REPAIR REMEDY 2OZ,$5.43
4701475,SKIN TOP. DERMABOND ADHESIVE,$45.06
4701496,CONNECTOR 5 IN 1,$1.56
4701510,"CATHETER,PORTA CATH",$460.00
4701603,CUFF B/P NO.2,$12.43
4701645,CUFF B/P NO.3,$12.48
4701686,CUFF B/P NO.4,$12.43
4701690,FLEX COUPLER,$32.17
4701736,TRIPLE LUMEN CENTRAL VENOUS,$121.97
4701827,DEAD ENDER CAP,$0.78
4701900,DRAIN SALEM 14FR,$6.29
4701918,DRAIN SALEM 18FR,$6.32
4702080,DRAINAGE UNIT,$13.71
4702119,DRESSING TEGADERM FOAM OVAL,$5.88
4702122,"DRESSING BIO-CLUSIVE 2"""" X 3""""",$1.11
4702163,"DRESSING BIO-CLUSIVE 4"""" X 5""""",$3.75
4702171,DRESSING BIOCLUSIVE 6 X 8,$8.74
4702254,DRESSING;BIO. TRANS 1 1/2X 1 1,$1.38
4702256,DRESSING TEGADERM CHG IV NOTCH,$18.95
4702264,DRESSING FOAM SIMPLACE MED.,$134.73
4702267,MEDIUM FOAM DRESSING,$114.81
4702268,LARGE FOAM DRESSING,$135.67
4702270,"HYPAFIX DRESSING 6""  EA.",$64.46
4702300,CHLORAPREP ORANGE(DARK)26ML,$21.97
4702361,ELECTRO SURG. GROUNDING PAD;AD,$10.45
4702486,ELECTRODE; ECG; NEONATAL,$1.59
4702530,ADULT ELECTRODE,$1.97
4702550,MULTIFUNCTION ADULT ELECTRODE,$72.26
4702560,EKG ADULT RED DOT ELECTRODE,$3.75
4702569,ELECTRODE SPIRAL,$18.20
4702643,ENEMA SET,$3.45
4702700,FACE MASK; INFANT; DISPOSABLE,$10.46
4702718,FACE MASK; NEONATAL; DISPOSABL,$10.28
4702767,"SET,PUMP ECONOMNY KENDALL",$9.48
4702809,"TUBE, FEEDING 12FR",$40.27
4702815,HYRDROGEL SKINTEGRITY 1OZ,$3.24
4702817,FILTER; AQVA,$8.88
4702882,"GAUZE IDOFORM 1/4""""",$13.89
4702924,"GAUZE IDOFORM 1/2""""",$15.12
4702965,"GAUZE IDOFORM 1""""",$17.18
4703005,"GAUZE IDOFORM 2""""",$22.81
4703146,HIBCLENS LIQUID 4 OZ.,$9.54
4703152,HOLDER NASOGASTRIC TUBE,$15.07
4703156,PULSE IRRIGATOR #210-110-100,$86.67
4703161,IRRIGATION SET BULB,$4.71
4703187,INJECTATE DELIVERY SYSTEM,$87.76
4703203,IRRIGATION SET PISTON,$6.29
4703245,"LAP SPONGE 18"""" X 18""""",$7.56
4703252,KERLIX ROLL,$3.42
4703278,KIT;BIFURCATER MONITORING,$84.88
4703365,PERC.DRAINAGE CAVITY KIT,$453.77
4703468,LIMB HOLDER DISPOSABLE,$7.84
4703585,LOTION CLEANSING REMEDY,$14.29
4703609,LUMBAR TRAY ADULT (4823-01),$198.84
4703641,LUMBAR TRAY INFANT(4827-01),$192.42
4703724,MASK ANESTHESIA MED,$10.45
4703765,MASK ANESTHESIA LRG,$9.95
4703955,MONIT. SET W/INV. PRES(4258-68,$123.18
4703971,NEEDLE HUBER 22 GA 90 ANGLE,$15.55
4703980,"NEEDLE, HUBER 20GA X 1-1/2",$29.06
4703997,NEEDLE HUBER 20 GA 90 ANGLE,$15.55
4704011,PACIFIER-NUK,$5.20
4704052,PACIFIER; NEWBORN NUK,$4.71
4704086,PAD HEAT THERAPY,$24.53
4704128,PAD HYPO-HYPERTHERMIA,$70.81
4704136,PAD;MATERNITY NON-STERILE,$4.18
4704169,PAMPER-SMALL/ULTRA,$8.88
4704201,PAMPER-MEDIUM SUPER ABSORBENCY,$23.90
4704243,PAMPER-PREMATURE INFANT,$16.83
4704284,PAMPER-LARGE SUPER ABSORBENCY,$24.71
4704285,"PASSER,SUTURE MED",$168.80
4704286,CAUTREY PENCIL EA.,$13.20
4704290,SURGICAL MARKING PENS,$2.10
