Prisma Health - Upstate CDM,Valid Date: 4/3/2019,,,
SX,SX00435560002428,BALLOON SAPPHIRE  NC 2.25X8,$357.50 ,
SX,SX00435560002429,BALLOON SAPPHIRE  NC 3.25X10,$357.50 ,
SX,SX00435560002430,BALLOON SAPPHIRE  NC 3.25X12,$357.50 ,
SX,SX00435560002431,BALLOON SAPPHIRE  NC 3.25X15,$357.50 ,
SX,SX00435560002432,BALLOON SAPPHIRE  NC 3.25X18,$357.50 ,
SX,SX00435560002433,BALLOON SAPPHIRE  NC 3.25X8,$357.50 ,
SX,SX00435560002434,BALLOON SAPPHIRE II 1.00MMX10M,$357.50 ,
SX,SX00435560002435,BALLOON SAPPHIRE II 1.00MMX15M,$357.50 ,
SX,SX00435560002436,BALLOON SAPPHIRE II 1.00MMX5MM,$357.50 ,
SX,SX00435560002437,BALLOON SAPPHIRE II 1.00MMX8MM,$357.50 ,
SX,SX00435560002438,BALLOON SAPPHIRE II 1.25MMX10M,$357.50 ,
SX,SX00435560002439,BALLOON SAPPHIRE II 1.25MMX15M,$357.50 ,
SX,SX00435560002440,BALLOON SAPPHIRE II 1.25MMX5MM,$357.50 ,
SX,SX00435560002441,BALLOON SAPPHIRE II 1.25MMX8MM,$357.50 ,
SX,SX00435560002442,BALLOON SAPPHIRE II 1.50MMX10M,$357.50 ,
SX,SX00435560002443,BALLOON SAPPHIRE II 1.50MMX12M,$357.50 ,
SX,SX00435560002444,BALLOON SAPPHIRE II 1.50MMX15M,$357.50 ,
SX,SX00435560002445,BALLOON SAPPHIRE II 1.50MMX20M,$357.50 ,
SX,SX00435560002446,BALLOON SAPPHIRE II 1.75MMX10M,$357.50 ,
SX,SX00435560002447,BALLOON SAPPHIRE II 1.75MMX15M,$357.50 ,
SX,SX00435560002448,BALLOON SAPPHIRE II 1.75MMX20M,$357.50 ,
SX,SX00435560002449,BALLOON SAPPHIRE II 2.00MMX10M,$357.50 ,
SX,SX00435560002450,BALLOON SAPPHIRE II 2.00MMX12M,$357.50 ,
SX,SX00435560002451,BALLOON SAPPHIRE II 2.00MMX15M,$357.50 ,
SX,SX00435560002452,BALLOON SAPPHIRE II 2.00MMX20M,$357.50 ,
SX,SX00435560002453,BALLOON SAPPHIRE II 2.25MMX10M,$357.50 ,
SX,SX00435560002454,BALLOON SAPPHIRE II 2.25MMX15M,$357.50 ,
SX,SX00435560002455,BALLOON SAPPHIRE II 2.25MMX20M,$357.50 ,
SX,SX00435560002456,BALLOON SAPPHIRE II 2.50MMX10M,$357.50 ,
SX,SX00435560002457,BALLOON SAPPHIRE II 2.50MMX12M,$357.50 ,
SX,SX00435560002458,BALLOON SAPPHIRE II 2.50MMX15M,$357.50 ,
SX,SX00435560002459,BALLOON SAPPHIRE II 2.50MMX20M,$357.50 ,
SX,SX00435560002460,BALLOON SAPPHIRE II 2.50MMX30M,$357.50 ,
SX,SX00435560002461,BALLOON SAPPHIRE II 2.75MMX10M,$357.50 ,
SX,SX00435560002462,BALLOON SAPPHIRE II 2.75MMX15M,$357.50 ,
SX,SX00435560002463,BALLOON SAPPHIRE II 2.75MMX20M,$357.50 ,
SX,SX00435560002464,BALLOON SAPPHIRE II 3.00MMX10M,$357.50 ,
SX,SX00435560002465,BALLOON SAPPHIRE II 3.00MMX12M,$357.50 ,
SX,SX00435560002466,BALLOON SAPPHIRE II 3.00MMX15M,$357.50 ,
SX,SX00435560002467,BALLOON SAPPHIRE II 3.00MMX20M,$357.50 ,
SX,SX00435560002468,BALLOON SAPPHIRE II 3.00MMX30M,$357.50 ,
SX,SX00435560002469,BALLOON SAPPHIRE II 3.25MMX10M,$357.50 ,
SX,SX00435560002470,BALLOON SAPPHIRE II 3.25MMX15M,$357.50 ,
SX,SX00435560002471,BALLOON SAPPHIRE II 3.50MMX10M,$357.50 ,
SX,SX00435560002472,BALLOON SAPPHIRE II 3.50MMX12M,$357.50 ,
SX,SX00435560002473,BALLOON SAPPHIRE II 3.50MMX15M,$357.50 ,
SX,SX00435560002474,BALLOON SAPPHIRE II 3.50MMX20M,$357.50 ,
SX,SX00435560002475,BALLOON SAPPHIRE II 3.50MMX30M,$357.50 ,
SX,SX00435560002476,BALLOON SAPPHIRE II 4.00MMX10M,$357.50 ,
SX,SX00435560002477,BALLOON SAPPHIRE II 4.00MMX15M,$357.50 ,
SX,SX00435560002478,BALLOON SAPPHIRE II 4.00MMX20M,$357.50 ,
SX,SX00435560002479,BALLOON SAPPHIRE NC 2.00X10,$357.50 ,
SX,SX00435560002480,BALLOON SAPPHIRE NC 2.00X8,$357.50 ,
SX,SX00435560002481,BALLOON SAPPHIRE NC 2.5.00X8,$357.50 ,
SX,SX00435560002482,BALLOON SAPPHIRE NC 2.5X10,$357.50 ,
SX,SX00435560002483,BALLOON SAPPHIRE NC 2.5X12,$357.50 ,
SX,SX00435560002484,BALLOON SAPPHIRE NC 2.5X15,$357.50 ,
SX,SX00435560002485,BALLOON SAPPHIRE NC 2.5X18,$357.50 ,
SX,SX00435560002486,BALLOON SAPPHIRE NC 2.75X10,$357.50 ,
SX,SX00435560002487,BALLOON SAPPHIRE NC 2.75X15,$357.50 ,
SX,SX00435560002488,BALLOON SAPPHIRE NC 2.75X18,$357.50 ,
SX,SX00435560002489,BALLOON SAPPHIRE NC 2.75X8,$357.50 ,
SX,SX00435560002490,BALLOON SAPPHIRE NC 3.00X10,$357.50 ,
SX,SX00435560002491,BALLOON SAPPHIRE NC 3.00X12,$357.50 ,
SX,SX00435560002492,BALLOON SAPPHIRE NC 3.00X15,$357.50 ,
SX,SX00435560002493,BALLOON SAPPHIRE NC 3.00X18,$357.50 ,
SX,SX00435560002494,BALLOON SAPPHIRE NC 3.00X8,$357.50 ,
SX,SX00435560002495,BALLOON SAPPHIRE NC 3.5.00X8,$357.50 ,
SX,SX00435560002496,BALLOON SAPPHIRE NC 3.5X10,$357.50 ,
SX,SX00435560002497,BALLOON SAPPHIRE NC 3.5X12,$357.50 ,
SX,SX00435560002498,BALLOON SAPPHIRE NC 3.5X15,$357.50 ,
SX,SX00435560002499,BALLOON SAPPHIRE NC 3.5X18,$357.50 ,
SX,SX00435560002500,BALLOON SAPPHIRE NC 3.75X10,$357.50 ,
SX,SX00435560002501,BALLOON SAPPHIRE NC 3.75X15,$357.50 ,
SX,SX00435560002502,BALLOON SAPPHIRE NC 3.75X18,$357.50 ,
SX,SX00435560002503,BALLOON SAPPHIRE NC 3.75X8,$357.50 ,
SX,SX00435560002504,BALLOON SAPPHIRE NC 4.00X10,$357.50 ,
SX,SX00435560002505,BALLOON SAPPHIRE NC 4.00X12,$357.50 ,
SX,SX00435560002506,BALLOON SAPPHIRE NC 4.00X15,$357.50 ,
SX,SX00435560002507,BALLOON SAPPHIRE NC 4.00X18,$357.50 ,
SX,SX00435560002508,BALLOON SAPPHIRE NC 4.00X8,$357.50 ,
SX,SX00435560002509,BALLOON SAPPHIRENC 2.75X12,$357.50 ,
SX,SX00435560002510,BALLOON SAPPHIRENC 3.75X12,$357.50 ,
SX,SX00435560002511,BALLOON SEEKER 70D FRT 5X17,"$3,784.20 ",
SX,SX00435560002512,BALLOON SEEKER 70DG FRT 7X17,"$3,784.20 ",
SX,SX00435560002513,BALLOON SEEKER 70F FRT 6X17,"$3,784.20 ",
SX,SX00435560002514,BALLOON SINUS NAV 6X16MM,"$8,100.00 ",
SX,SX00435560002515,BALLOON SIZING HALO,"$1,462.50 ",
SX,SX00435560002516,BALLOON TYSHAK 23 X 60MM,"$2,900.44 ",
SX,SX00435560002517,BALLOON TYSHAK 25 X 60MM,"$2,235.87 ",
SX,SX00435560002518,BALLOON VIDA 16X4,"$1,912.50 ",
SX,SX00435560002519,BALLOON Z-MED 14X6,"$2,807.80 ",
SX,SX00435560002520,BALN ADV 35LP 10X2,$452.50 ,
SX,SX00435560002521,BALN ADV 35LP 9X2,$452.50 ,
SX,SX00435560002522,BALN ANGIOSCULPT 4X100X137MM,"$4,025.00 ",
SX,SX00435560002523,BALN ANGIOSCULPT 5X100X137MM,"$4,025.00 ",
SX,SX00435560002524,BALN ANGIOSCULPT 6X100X139MM,"$4,025.00 ",
SX,SX00435560002525,BALN CATH NC EMP 10X2.00,$450.00 ,
SX,SX00435560002526,BALN CATH NC EMP 10X2.50,$450.00 ,
SX,SX00435560002527,BALN CATH NC EMP 10X2.75,$450.00 ,
SX,SX00435560002528,BALN CATH NC EMP 10X3.00,$450.00 ,
SX,SX00435560002529,BALN CATH NC EMP 10X3.25,$450.00 ,
SX,SX00435560002530,BALN CATH NC EMP 10X3.50,$450.00 ,
SX,SX00435560002531,BALN CATH NC EMP 10X4.00,$450.00 ,
SX,SX00435560002532,BALN CATH NC EMP 12X2.00,$450.00 ,
SX,SX00435560002533,BALN CATH NC EMP 12X2.25,$450.00 ,
SX,SX00435560002534,BALN CATH NC EMP 12X2.50,$450.00 ,
SX,SX00435560002535,BALN CATH NC EMP 12X3.00,$450.00 ,
SX,SX00435560002536,BALN CATH NC EMP 12X3.25,$450.00 ,
SX,SX00435560002537,BALN CATH NC EMP 12X3.50,$450.00 ,
SX,SX00435560002538,BALN CATH NC EMP 12X3.75,$450.00 ,
SX,SX00435560002539,BALN CATH NC EMP 12X4.00,$450.00 ,
SX,SX00435560002540,BALN CATH NC EMP 15X2.00,$450.00 ,
SX,SX00435560002541,BALN CATH NC EMP 15X2.25,$450.00 ,
SX,SX00435560002542,BALN CATH NC EMP 15X2.50,$450.00 ,
SX,SX00435560002543,BALN CATH NC EMP 15X2.75,$450.00 ,
SX,SX00435560002544,BALN CATH NC EMP 15X3.00,$450.00 ,
SX,SX00435560002545,BALN CATH NC EMP 15X3.25,$450.00 ,
SX,SX00435560002546,BALN CATH NC EMP 15X3.50,$450.00 ,
SX,SX00435560002547,BALN CATH NC EMP 15X3.75,$450.00 ,
SX,SX00435560002548,BALN CATH NC EMP 15X4.00,$450.00 ,
SX,SX00435560002549,BALN CATH NC EMP 20X2.00,$450.00 ,
SX,SX00435560002550,BALN CATH NC EMP 20X2.25,$450.00 ,
SX,SX00435560002551,BALN CATH NC EMP 20X2.50,$450.00 ,
SX,SX00435560002552,BALN CATH NC EMP 20X2.75,$450.00 ,
SX,SX00435560002553,BALN CATH NC EMP 20X3.00,$450.00 ,
SX,SX00435560002554,BALN CATH NC EMP 20X3.25,$450.00 ,
SX,SX00435560002555,BALN CATH NC EMP 20X3.50,$450.00 ,
SX,SX00435560002556,BALN CATH NC EMP 20X3.75,$450.00 ,
SX,SX00435560002557,BALN CATH NC EMP 20X4.00,$450.00 ,
SX,SX00435560002558,BALN CATH NC EMP 25X2.50,$450.00 ,
SX,SX00435560002559,BALN CATH NC EMP 25X3.00,$450.00 ,
SX,SX00435560002560,BALN CATH NC EMP 25X3.50,$450.00 ,
SX,SX00435560002561,BALN CATH NC EMP 25X4.00,$450.00 ,
SX,SX00435560002562,BALN CATH NC EMP 30X2.50,$450.00 ,
SX,SX00435560002563,BALN CATH NC EMP 30X3.00,$450.00 ,
SX,SX00435560002564,BALN CATH NC EMP 30X3.50,$450.00 ,
SX,SX00435560002565,BALN CATH NC EMP 6X2.00MM,$450.00 ,
SX,SX00435560002566,BALN CATH NC EMP 6X2.50MM,$450.00 ,
SX,SX00435560002567,BALN CATH NC EMP 6X3.00MM,$450.00 ,
SX,SX00435560002568,BALN CATH NC EMP 6X3.50MM,$450.00 ,
SX,SX00435560002569,BALN CATH ORACLE EUS,$99.00 ,
SX,SX00435560002570,BALN CODA 3G,"$1,800.00 ",
SX,SX00435560002571,BALN EUPHORA 1.5X12,$700.00 ,
SX,SX00435560002572,BALN EUPHORA 1.5X15,$700.00 ,
SX,SX00435560002573,BALN EUPHORA 1.5X20,$700.00 ,
SX,SX00435560002574,BALN EUPHORA 2.0X10,$700.00 ,
SX,SX00435560002575,BALN EUPHORA 2.0X12,$700.00 ,
SX,SX00435560002576,BALN EUPHORA 2.0X15,$700.00 ,
SX,SX00435560002577,BALN EUPHORA 2.0X20,$700.00 ,
SX,SX00435560002578,BALN EUPHORA 2.0X25,$700.00 ,
SX,SX00435560002579,BALN EUPHORA 2.0X30,$700.00 ,
SX,SX00435560002580,BALN EUPHORA 2.0X6,$700.00 ,
SX,SX00435560002581,BALN EUPHORA 2.25X10,$700.00 ,
SX,SX00435560002582,BALN EUPHORA 2.25X12,$700.00 ,
SX,SX00435560002583,BALN EUPHORA 2.25X15,$700.00 ,
SX,SX00435560002584,BALN EUPHORA 2.25X20,$700.00 ,
SX,SX00435560002585,BALN EUPHORA 2.25X25,$700.00 ,
SX,SX00435560002586,BALN EUPHORA 2.25X6,$700.00 ,
SX,SX00435560002587,BALN EUPHORA 2.5X10,$700.00 ,
SX,SX00435560002588,BALN EUPHORA 2.5X12,$700.00 ,
SX,SX00435560002589,BALN EUPHORA 2.5X15,$700.00 ,
SX,SX00435560002590,BALN EUPHORA 2.5X20,$700.00 ,
SX,SX00435560002591,BALN EUPHORA 2.5X25,$700.00 ,
SX,SX00435560002592,BALN EUPHORA 2.5X30,$700.00 ,
SX,SX00435560002593,BALN EUPHORA 2.5X6,$700.00 ,
SX,SX00435560002594,BALN EUPHORA 2.75X10,$700.00 ,
SX,SX00435560002595,BALN EUPHORA 2.75X12,$700.00 ,
SX,SX00435560002596,BALN EUPHORA 2.75X15,$700.00 ,
SX,SX00435560002597,BALN EUPHORA 2.75X20,$700.00 ,
SX,SX00435560002598,BALN EUPHORA 2.75X25,$700.00 ,
SX,SX00435560002599,BALN EUPHORA 2.75X6,$700.00 ,
SX,SX00435560002600,BALN EUPHORA 3.0X10,$700.00 ,
SX,SX00435560002601,BALN EUPHORA 3.0X12,$700.00 ,
SX,SX00435560002602,BALN EUPHORA 3.0X15,$700.00 ,
SX,SX00435560002603,BALN EUPHORA 3.0X20,$700.00 ,
SX,SX00435560002604,BALN EUPHORA 3.0X25,$700.00 ,
SX,SX00435560002605,BALN EUPHORA 3.0X30,$700.00 ,
SX,SX00435560002606,BALN EUPHORA 3.0X6,$700.00 ,
SX,SX00435560002607,BALN EUPHORA 3.25X10,$700.00 ,
SX,SX00435560002608,BALN EUPHORA 3.25X12,$700.00 ,
SX,SX00435560002609,BALN EUPHORA 3.25X15,$700.00 ,
SX,SX00435560002610,BALN EUPHORA 3.25X20,$700.00 ,
SX,SX00435560002611,BALN EUPHORA 3.25X25,$700.00 ,
SX,SX00435560002612,BALN EUPHORA 3.25X6,$700.00 ,
SX,SX00435560002613,BALN EUPHORA 3.5X10,$700.00 ,
SX,SX00435560002614,BALN EUPHORA 3.5X12,$700.00 ,
SX,SX00435560002615,BALN EUPHORA 3.5X15,$700.00 ,
SX,SX00435560002616,BALN EUPHORA 3.5X20,$700.00 ,
SX,SX00435560002617,BALN EUPHORA 3.5X25,$700.00 ,
SX,SX00435560002618,BALN EUPHORA 3.5X30,$700.00 ,
SX,SX00435560002619,BALN EUPHORA 3.5X6,$700.00 ,
SX,SX00435560002620,BALN EUPHORA 3.75X10,$700.00 ,
SX,SX00435560002621,BALN EUPHORA 3.75X12,$700.00 ,
SX,SX00435560002622,BALN EUPHORA 3.75X15,$700.00 ,
SX,SX00435560002623,BALN EUPHORA 3.75X20,$700.00 ,
SX,SX00435560002624,BALN EUPHORA 3.75X25,$700.00 ,
SX,SX00435560002625,BALN EUPHORA 3.75X6,$700.00 ,
SX,SX00435560002626,BALN EUPHORA 4.0X10,$700.00 ,
SX,SX00435560002627,BALN EUPHORA 4.0X12,$700.00 ,
SX,SX00435560002628,BALN EUPHORA 4.0X15,$700.00 ,
SX,SX00435560002629,BALN EUPHORA 4.0X20,$700.00 ,
SX,SX00435560002630,BALN EUPHORA 4.0X25,$700.00 ,
SX,SX00435560002631,BALN EUPHORA 4.0X30,$700.00 ,
SX,SX00435560002632,BALN EUPHORA 4.0X6,$700.00 ,
SX,SX00435560002633,BALN EUPHORA RX 1.5X10,$700.00 ,
SX,SX00435560002634,BALN EUPHORA RX 1.5X6,$700.00 ,
SX,SX00435560002635,BALN EVERCROSS PTA 3X100X135,$475.00 ,
SX,SX00435560002636,BALN EVERCROSS PTA 3X120X135,$475.00 ,
SX,SX00435560002637,BALN EVERCROSS PTA 3X150X135,$475.00 ,
SX,SX00435560002638,BALN EVERCROSS PTA 3X200X135,$475.00 ,
SX,SX00435560002639,BALN EVERCROSS PTA 3X40X135,$475.00 ,
SX,SX00435560002640,BALN EVERCROSS PTA 3X80X135,$475.00 ,
SX,SX00435560002641,BALN EVERCROSS PTA 4X100X135,$475.00 ,
SX,SX00435560002642,BALN EVERCROSS PTA 4X120X135,$475.00 ,
SX,SX00435560002643,BALN EVERCROSS PTA 4X150X135,$475.00 ,
SX,SX00435560002644,BALN EVERCROSS PTA 4X200X135,$475.00 ,
SX,SX00435560002645,BALN EVERCROSS PTA 4X40X135,$475.00 ,
SX,SX00435560002646,BALN EVERCROSS PTA 4X80X135,$475.00 ,
SX,SX00435560002647,BALN EVERCROSS PTA 5X100X135,$475.00 ,
SX,SX00435560002648,BALN EVERCROSS PTA 5X120X135,$475.00 ,
SX,SX00435560002649,BALN EVERCROSS PTA 5X150X135,$475.00 ,
SX,SX00435560002650,BALN EVERCROSS PTA 5X200X135,$475.00 ,
SX,SX00435560002651,BALN EVERCROSS PTA 5X40X135,$475.00 ,
SX,SX00435560002652,BALN EVERCROSS PTA 5X80X135,$650.00 ,
SX,SX00435560002653,BALN EVERCROSS PTA 6X100X135,$475.00 ,
SX,SX00435560002654,BALN EVERCROSS PTA 6X120X135,$475.00 ,
SX,SX00435560002655,BALN EVERCROSS PTA 6X150X135,$475.00 ,
SX,SX00435560002656,BALN EVERCROSS PTA 6X200X135,$475.00 ,
SX,SX00435560002657,BALN EVERCROSS PTA 6X40X135,$475.00 ,
SX,SX00435560002658,BALN EVERCROSS PTA 7X100X135,$475.00 ,
SX,SX00435560002659,BALN EVERCROSS PTA 7X120X135,$475.00 ,
SX,SX00435560002660,BALN EVERCROSS PTA 7X150X135,$475.00 ,
SX,SX00435560002661,BALN EVERCROSS PTA 7X200X135,$475.00 ,
SX,SX00435560002662,BALN EVERCROSS PTA 7X40X135,$475.00 ,
SX,SX00435560002663,BALN EVERCROSS PTA 7X80X135,$475.00 ,
SX,SX00435560002664,BALN EVERCROSS PTA 8X20X135,$475.00 ,
SX,SX00435560002665,BALN EVERCROSS PTA 8X60X135,$475.00 ,
SX,SX00435560002666,BALN EVERCROSS PTA 8X80X135,$475.00 ,
SX,SX00435560002667,BALN EVERCROSS PTA 9X20X135,$475.00 ,
SX,SX00435560002668,BALN EVERCROSS PTA 9X40X135,$475.00 ,
SX,SX00435560002669,BALN EVERCROSS PTA 9X60X135,$475.00 ,
SX,SX00435560002670,BALN EVERCROSS PTA 9X80X135,$475.00 ,
SX,SX00435560002671,BALN FLASH OSTIAL 4.5X12,"$4,371.50 ",
SX,SX00435560002672,BALN FLASH OSTIAL 4X12,"$4,371.50 ",
SX,SX00435560002673,BALN FLASH OSTIAL 5X12,"$4,000.00 ",
SX,SX00435560002674,BALN FLASH OSTIAL 6X12,"$4,000.00 ",
SX,SX00435560002675,BALN FLASH OSTIAL 7X17,"$4,371.50 ",
SX,SX00435560002676,BALN IN PACT ADM 4X120X130,"$5,460.00 ",
SX,SX00435560002677,BALN IN PACT ADM 4X120X80,"$5,460.00 ",
SX,SX00435560002678,BALN IN PACT ADM 4X150X130,"$5,985.00 ",
SX,SX00435560002679,BALN IN PACT ADM 4X200X130,"$6,435.00 ",
SX,SX00435560002680,BALN IN PACT ADM 4X250X130,"$7,080.00 ",
SX,SX00435560002681,BALN IN PACT ADM 4X40X130,"$4,935.00 ",
SX,SX00435560002682,BALN IN PACT ADM 4X40X80,"$4,935.00 ",
SX,SX00435560002683,BALN IN PACT ADM 4X60X130,"$4,935.00 ",
SX,SX00435560002684,BALN IN PACT ADM 4X60X80,"$4,935.00 ",
SX,SX00435560002685,BALN IN PACT ADM 4X80X130,"$4,935.00 ",
SX,SX00435560002686,BALN IN PACT ADM 4X80X80,"$4,935.00 ",
SX,SX00435560002687,BALN IN PACT ADM 5X120X130,"$5,460.00 ",
SX,SX00435560002688,BALN IN PACT ADM 5X120X80,"$5,460.00 ",
SX,SX00435560002689,BALN IN PACT ADM 5X150X130,"$5,985.00 ",
SX,SX00435560002690,BALN IN PACT ADM 5X200X130,"$6,435.00 ",
SX,SX00435560002691,BALN IN PACT ADM 5X250X130,"$7,080.00 ",
SX,SX00435560002692,BALN IN PACT ADM 5X40X130,"$4,935.00 ",
SX,SX00435560002693,BALN IN PACT ADM 5X40X80,"$4,935.00 ",
SX,SX00435560002694,BALN IN PACT ADM 5X60X130,"$4,935.00 ",
SX,SX00435560002695,BALN IN PACT ADM 5X60X80,"$4,935.00 ",
SX,SX00435560002696,BALN IN PACT ADM 5X80X130,"$4,935.00 ",
SX,SX00435560002697,BALN IN PACT ADM 5X80X80,"$4,935.00 ",
SX,SX00435560002698,BALN IN PACT ADM 6X120X130,"$5,460.00 ",
SX,SX00435560002699,BALN IN PACT ADM 6X120X80,"$5,460.00 ",
SX,SX00435560002700,BALN IN PACT ADM 6X150X130,"$5,985.00 ",
SX,SX00435560002701,BALN IN PACT ADM 6X200X130,"$6,435.00 ",
SX,SX00435560002702,BALN IN PACT ADM 6X250X130,"$7,080.00 ",
SX,SX00435560002703,BALN IN PACT ADM 6X40X130,"$4,935.00 ",
SX,SX00435560002704,BALN IN PACT ADM 6X40X80,"$4,935.00 ",
SX,SX00435560002705,BALN IN PACT ADM 6X60X130,"$4,935.00 ",
SX,SX00435560002706,BALN IN PACT ADM 6X60X80,"$4,935.00 ",
SX,SX00435560002707,BALN IN PACT ADM 6X80X130,"$4,935.00 ",
SX,SX00435560002708,BALN IN PACT ADM 6X80X80,"$4,935.00 ",
SX,SX00435560002709,BALN IN PACT ADM 7X40X130,"$4,935.00 ",
SX,SX00435560002710,BALN IN PACT ADM 7X40X80,"$4,935.00 ",
SX,SX00435560002711,BALN IN PACT ADM 7X60X130,"$4,935.00 ",
SX,SX00435560002712,BALN IN PACT ADM 7X60X80,"$4,935.00 ",
SX,SX00435560002713,BALN IN PACT ADM 7X80X130,"$4,935.00 ",
SX,SX00435560002714,BALN IN PACT ADM 7X80X80,"$4,935.00 ",
SX,SX00435560002715,BALN MINI TREK 1.20X12,$550.00 ,
SX,SX00435560002716,BALN MINI TREK 1.20X15,$550.00 ,
SX,SX00435560002717,BALN MINI TREK 1.20X20,$550.00 ,
SX,SX00435560002718,BALN MINI TREK 1.20X6,$550.00 ,
SX,SX00435560002719,BALN MINI TREK 1.20X8,$550.00 ,
SX,SX00435560002720,BALN MOB37,"$2,002.50 ",
SX,SX00435560002721,BALN MUSTANG 10X20X75,$725.00 ,
SX,SX00435560002722,BALN MUSTANG 10X40X75,$725.00 ,
SX,SX00435560002723,BALN MUSTANG 10X60X75,$725.00 ,
SX,SX00435560002724,BALN MUSTANG 10X80X75,$725.00 ,
SX,SX00435560002725,BALN MUSTANG 12X20X75,$725.00 ,
SX,SX00435560002726,BALN MUSTANG 12X30X75,$725.00 ,
SX,SX00435560002727,BALN MUSTANG 12X40X75,$725.00 ,
SX,SX00435560002728,BALN MUSTANG 12X60X75,$725.00 ,
SX,SX00435560002729,BALN MUSTANG 12X80X75,$725.00 ,
SX,SX00435560002730,BALN MUSTANG 3X100X75,$725.00 ,
SX,SX00435560002731,BALN MUSTANG 3X120X75,$875.00 ,
SX,SX00435560002732,BALN MUSTANG 3X150X75,$875.00 ,
SX,SX00435560002733,BALN MUSTANG 3X180X75,$875.00 ,
SX,SX00435560002734,BALN MUSTANG 3X200X75,$875.00 ,
SX,SX00435560002735,BALN MUSTANG 3X20X75,$725.00 ,
SX,SX00435560002736,BALN MUSTANG 3X30X75,$725.00 ,
SX,SX00435560002737,BALN MUSTANG 3X40X75,$725.00 ,
SX,SX00435560002738,BALN MUSTANG 3X60X75,$725.00 ,
SX,SX00435560002739,BALN MUSTANG 3X80X75,$725.00 ,
SX,SX00435560002740,BALN MUSTANG 4X100X75,$725.00 ,
SX,SX00435560002741,BALN MUSTANG 4X120X75,$875.00 ,
SX,SX00435560002742,BALN MUSTANG 4X150X75,$875.00 ,
SX,SX00435560002743,BALN MUSTANG 4X180X75,$875.00 ,
SX,SX00435560002744,BALN MUSTANG 4X200X75,$875.00 ,
SX,SX00435560002745,BALN MUSTANG 4X20X75,$725.00 ,
SX,SX00435560002746,BALN MUSTANG 4X30X75,$725.00 ,
SX,SX00435560002747,BALN MUSTANG 4X40X75,$725.00 ,
SX,SX00435560002748,BALN MUSTANG 4X60X75,$725.00 ,
SX,SX00435560002749,BALN MUSTANG 4X80X75,$725.00 ,
SX,SX00435560002750,BALN MUSTANG 5X100X75,$725.00 ,
SX,SX00435560002751,BALN MUSTANG 5X120X75,$875.00 ,
SX,SX00435560002752,BALN MUSTANG 5X150X75,$875.00 ,
SX,SX00435560002753,BALN MUSTANG 5X180X75,$875.00 ,
SX,SX00435560002754,BALN MUSTANG 5X200X75,$875.00 ,
SX,SX00435560002755,BALN MUSTANG 5X20X75,$725.00 ,
SX,SX00435560002756,BALN MUSTANG 5X30X75,$725.00 ,
SX,SX00435560002757,BALN MUSTANG 5X40X75,$725.00 ,
SX,SX00435560002758,BALN MUSTANG 5X60X75,$725.00 ,
SX,SX00435560002759,BALN MUSTANG 5X80X75,$725.00 ,
SX,SX00435560002760,BALN MUSTANG 6X100X75,$725.00 ,
SX,SX00435560002761,BALN MUSTANG 6X120X75,$875.00 ,
SX,SX00435560002762,BALN MUSTANG 6X150X75,$875.00 ,
SX,SX00435560002763,BALN MUSTANG 6X180X75,$875.00 ,
SX,SX00435560002764,BALN MUSTANG 6X200X75,$875.00 ,
SX,SX00435560002765,BALN MUSTANG 6X20X75,$725.00 ,
SX,SX00435560002766,BALN MUSTANG 6X30X75,$725.00 ,
SX,SX00435560002767,BALN MUSTANG 6X40X75,$725.00 ,
SX,SX00435560002768,BALN MUSTANG 6X60X75,$725.00 ,
SX,SX00435560002769,BALN MUSTANG 6X80X75,$725.00 ,
SX,SX00435560002770,BALN MUSTANG 7X100X75,$725.00 ,
SX,SX00435560002771,BALN MUSTANG 7X120X75,$875.00 ,
SX,SX00435560002772,BALN MUSTANG 7X150X75,$875.00 ,
SX,SX00435560002773,BALN MUSTANG 7X180X75,$875.00 ,
SX,SX00435560002774,BALN MUSTANG 7X200X75,$875.00 ,
SX,SX00435560002775,BALN MUSTANG 7X20X75,$725.00 ,
SX,SX00435560002776,BALN MUSTANG 7X30X75,$725.00 ,
SX,SX00435560002777,BALN MUSTANG 7X40X75,$725.00 ,
SX,SX00435560002778,BALN MUSTANG 7X60X75,$725.00 ,
SX,SX00435560002779,BALN MUSTANG 7X80X75,$725.00 ,
SX,SX00435560002780,BALN MUSTANG 8X100X75,$725.00 ,
SX,SX00435560002781,BALN MUSTANG 8X120X75,$875.00 ,
SX,SX00435560002782,BALN MUSTANG 8X150X75,$875.00 ,
SX,SX00435560002783,BALN MUSTANG 8X180X75,$875.00 ,
SX,SX00435560002784,BALN MUSTANG 8X200X75,$875.00 ,
SX,SX00435560002785,BALN MUSTANG 8X20X75,$725.00 ,
SX,SX00435560002786,BALN MUSTANG 8X30X75,$725.00 ,
SX,SX00435560002787,BALN MUSTANG 8X40X75,$725.00 ,
SX,SX00435560002788,BALN MUSTANG 8X60X75,$725.00 ,
SX,SX00435560002789,BALN MUSTANG 8X80X75,$725.00 ,
SX,SX00435560002790,BALN MUSTANG 9X20X75,$725.00 ,
SX,SX00435560002791,BALN MUSTANG 9X30X75,$725.00 ,
SX,SX00435560002792,BALN MUSTANG 9X40X75,$725.00 ,
SX,SX00435560002793,BALN MUSTANG 9X60X75,$725.00 ,
